Cycle,0.8714006917
Average Width,10.1235247875
Width,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5813922026,6.66565737248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Point0,H1,(6.15115292902 65),(19.7472484549 155),(14.5501174158 341),(13.4926739412 523),(12.6149693283 701),(13.0006922647 906),(13.0256072967 1085),(10.4725484933 1270),(15.148577332 1447),(16.2302398701 1629),(16.0209472464 1835),(11.4933945215 2015),(10.8834570734 2199),(12.7559998938 2380),(13.7122477761 2568),(12.2941458297 2774),(11.5201095531 2949),(16.6195835988 3132),(14.0811794149 3319),(16.7470589723 3502),(15.1846250614 3689),(13.4531876713 3890),(15.0131166217 4074),
Point0,H2,(3.31000840028 87),(-3.5527136788e-15 197),(-2.6645352591e-15 383),(7.1054273576e-15 568),,,(-0.0500553609116 1145),(-0.0250246699831 1307),(3.26052248013 1489),,,,,,(-0.00484128988237 2618),(-0.00451990191249 2815),,(-0.0189830822328 3193),,,,(0.67748327964 3933),,
Point0,H3,(3.75016795699 98),(5.66115672549 221),(0.688493406646 400),(3.75586582581 634),,,(1.11809504991 1176),(2.93795411165 1364),(3.64643590241 1506),,,,,,(1.21946618466 2654),(1.54031060057 2856),,(0.462298147372 3211),,,,(0.907319312372 3943),,
Point0,H4,,(0.152831926309 247),(0.602943877434 410),(3.61386418168 642),(-0.00860634237057 804),,(0.829626565054 1195),(2.88892338332 1371),(-0.0144842131705 1570),,(-0.00287101241899 1884),,,(7.9936057773e-15 2428),(0.785770110693 2683),(0.880332114543 2881),(1.7763568394e-15 2989),(0.458122433054 3214),,(-2.6645352591e-15 3549),,(4.4408920985e-16 3962),,
Point0,H5,,(5.97040530689 287),(5.46069326201 483),(4.76433734165 660),(2.40274994425 867),,(1.72938593241 1216),(5.25262212557 1398),(1.58436085868 1588),,(5.17886751876 1972),,,(3.04825355128 2510),(2.03010997509 2719),(1.64275804851 2898),(5.56714553014 3092),(3.0212109178 3240),,(4.05632720739 3637),,(4.4638330883 4035),,
Point0,H6,(-0.0383969863481 119),(-3.5527136788e-15 197),(-2.6645352591e-15 383),(7.1054273576e-15 568),(-0.00860634237057 804),(-0.00203497754693 971),(-0.00426070190743 1054),(-0.0500553609116 1145),(-2.22044604925e-16 1236),(-0.0250246699831 1307),(-0.0144842131705 1570),(-0.0109350184845 1739),(-0.00287101241899 1884),(-0.000316536396009 2104),(-7.0036361727e-05 2245),(7.9936057773e-15 2428),(-0.00484128988237 2618),(8.43769498715e-15 2739),(-0.00451990191249 2815),(3.5527136788e-15 2915),(1.7763568394e-15 2989),(-0.0189830822328 3193),(8.881784197e-16 3282),(-0.00658101842098 3363),(-2.6645352591e-15 3549),(4.4408920985e-15 3797),(4.4408920985e-16 3962),(1.24344978758e-14 4116),(-0.000428519973477 4187),
Point1,H1,(5.98030781 64),(25.4302408809 157),(20.6528414609 341),(17.8903594161 524),(15.6108006215 703),(16.0533364903 908),(16.1675980059 1087),(12.9928459323 1272),(16.3634470114 1449),(21.3848162811 1630),(21.0566944928 1836),(13.1825763635 2017),(12.4420905728 2201),(15.1692824149 2383),(18.4753246187 2570),(14.8131899292 2776),(13.8069345396 2951),(21.299432764 3133),(16.4647146801 3320),(21.2289007086 3503),(19.0007100032 3690),(17.7324558399 3893),(18.4851227672 4076),
Point1,H2,(2.70560773629 87),(3.5527136788e-15 199),,,,(-0.0560041031377 966),(-1.24344978758e-14 1131),,(-1.59872115546e-14 1489),,,,(0.00446494909291 2245),,,(-1.24344978758e-14 2816),,,,,,,,
Point1,H3,(3.85440056339 101),(7.52858951661 227),,,,(1.0314450829 988),(2.8405051498 1188),,(2.40460578658 1533),,,,(0.104243400002 2256),,,(2.39488638117 2862),,,,,,,,
Point1,H4,,(1.61936919532 249),(3.5527136788e-15 387),(0.0 568),,(0.185046343657 1005),(1.88690145211 1207),(-0.0649584099505 1309),(-0.00308923819838 1570),(-6.2172489379e-15 1678),(1.06581410364e-14 1885),,(-0.00400868717831 2267),,,(1.49186437079 2885),(-0.0761818672397 2988),,(-0.093904330851 3360),(-0.00433692621192 3551),,(-2.6645352591e-15 3936),,
Point1,H5,,(11.5812109122 290),(8.93903677916 485),(7.8359777631 659),,(2.14820636588 1044),(2.34368286618 1219),(7.47452014932 1398),(3.54510169654 1591),(7.58321723368 1797),(7.74574480176 1975),,(6.02132772153 2343),,,(1.99655770701 2899),(11.0188429469 3094),,(7.82635208562 3462),(6.47653361 3638),,(8.05497484759 4034),,
Point1,H6,(-7.1054273576e-15 120),(3.5527136788e-15 199),(3.5527136788e-15 387),(0.0 568),(5.58268598514 676),(-1.24344978758e-14 748),(-0.0560041031377 966),(-1.15463194561e-14 1059),(-1.24344978758e-14 1131),(-8.881784197e-15 1238),(-0.0649584099505 1309),(-1.59872115546e-14 1489),(-0.00308923819838 1570),(-6.2172489379e-15 1678),(1.06581410364e-14 1885),(-0.00296859580285 2060),(-0.00400868717831 2267),(-0.00685383369492 2429),(-0.0547836555377 2619),(-0.00828745706487 2742),(-1.24344978758e-14 2816),(-2.6645352591e-15 2917),(-0.0761818672397 2988),(-0.0953897455191 3187),(-3.10862446895e-15 3286),(-0.093904330851 3360),(-0.00433692621192 3551),(-4.4408920985e-15 3734),(-2.6645352591e-15 3936),(-0.0100293052344 4118),(-0.190419625167 4233),
