Cycle,0.67606547619
Average Width,8.0549902865
Width,,8.64661253662,7.74794712553,7.82638905351,7.60094693842,8.08820334566,8.36727284268,8.36232299217,8.2348114869,8.13901270545,8.58192823725,8.28515081402,7.98753711474,6.81130890308,7.75240740067,7.99467204151,7.94606787658,8.41215172003,7.66696416647,8.10422791967,8.38375961392,8.21510118151
Point0,H1,(16.8256511891 31),(16.6464813397 174),(14.3839168251 317),(14.3889723623 456),(15.1729787228 595),(15.9138319315 739),(16.8468525899 883),(16.0043208296 1027),(13.9908134195 1163),(15.3304384606 1303),(15.6185601242 1445),(14.5949180471 1591),(13.3817000411 1742),(14.0900693627 1880),(14.0682365895 2021),(15.057738676 2164),(15.1312849051 2309),(14.2108436807 2451),(13.8151274894 2588),(14.5266446931 2729),(14.8117841677 2873),
Point0,H2,,,(4.89347958187 352),(4.58929215175 496),,,,(5.6688695183 1060),,,,(4.77797781088 1633),(5.32248831988 1771),,,(5.28805423472 2208),(4.95532916651 2339),,(4.09283568727 2628),,
Point0,H3,,,(5.21323921248 362),(4.64356707137 503),,,,(5.72020295545 1065),,,,(4.80392598539 1638),(6.32336092477 1785),,,(5.88055122874 2221),(5.47615184425 2353),,(4.34470751414 2638),,
Point0,H4,(2.36997686102 115),(2.30094357122 258),(0.467671913866 402),(1.04268823578 531),(1.04139497239 677),(0.940335389056 819),(1.43589861668 965),(1.05158556821 1107),,(2.33741912361 1381),(6.2172489379e-15 1537),(1.10337344257 1678),(1.85044843938 1829),(1.46902610044 1957),,(1.40466176609 2246),(1.80151263106 2383),(1.47594723914 2531),(1.65937197781 2667),,
Point0,H5,(2.98187503584 126),(2.59757201344 268),(0.814716251746 414),(1.89511880244 545),(1.6374601327 688),(1.667271242 832),(1.47505803552 971),(1.85231802138 1119),,(2.62322201636 1391),(1.46256209515 1553),(2.25690343745 1695),(1.91184945856 1835),(1.48698150106 1961),,(1.81268440155 2257),(2.07494682936 2393),(2.03849742527 2543),(1.76682778319 2677),,
Point0,H6,(3.5527136788e-15 143),(3.5527136788e-15 287),(5.3290705182e-15 427),(-2.6645352591e-15 561),(-2.6645352591e-15 704),(2.6645352591e-15 848),(-2.6645352591e-15 991),(8.881784197e-16 1134),(-0.00186111686078 1269),(1.24344978758e-14 1412),(6.2172489379e-15 1537),(2.6645352591e-15 1711),(4.4408920985e-15 1853),(2.6645352591e-15 1987),(-0.00456011800865 2109),(6.2172489379e-15 2275),(-0.000901428800506 2416),(7.1054273576e-15 2559),(4.4408920985e-15 2698),(-4.4408920985e-15 2845),
Point1,H1,(20.419071452 32),(19.4821913745 176),(17.1286258913 318),(17.73019792 457),(18.5246580347 597),(18.7736042544 739),(19.6806214298 884),(17.7327550451 1029),(17.4175702543 1163),(18.6461452593 1304),(18.3634431486 1446),(17.9682388173 1592),(16.1877003489 1743),(17.3531650436 1882),(18.2500519483 2023),(18.3457112029 2165),(19.160148815 2309),(16.9715501888 2452),(16.9547810886 2590),(17.8041633351 2730),(19.0363250271 2874),
Point1,H2,,,(5.74710600176 351),(5.21890905375 501),,,,(6.45705104209 1059),,(7.5685550463 1344),,(5.584208697 1632),(5.83342878044 1774),(4.83931555803 1925),,(6.63766439186 2213),(5.9478678586 2341),,(4.92867282963 2628),,
Point1,H3,,,(6.06992587311 360),(5.234328492 505),,,,(6.77235277661 1070),,(7.57511922302 1347),,(5.73910338456 1640),(6.63615883487 1786),(4.93243008706 1932),,(6.7947240143 2221),(6.4164580823 2354),,(5.1117378989 2636),,
Point1,H4,(1.96927997677 115),(2.17674150059 259),(0.176545100466 403),(0.903785794358 532),(0.894818003615 677),(0.830771109351 820),(1.05385768443 965),(1.31642792555 1106),,(2.93092836107 1382),(0.217739027591 1539),(1.71754015036 1680),(2.16650133506 1828),(2.11217659211 1958),,(2.1712794695 2246),(2.39875517999 2385),(1.40557342449 2530),(1.67033619641 2667),,
