Cycle,0.62775
Average Width,0
Width,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point0,H1,(3.88845814091 108),(4.62652934075 241),(5.08529605284 353),(5.18544823197 495),(5.13284243671 670),(4.89293385802 811),(5.475516744 951),(5.35691392121 1092),(4.34751352695 1233),(5.51987428396 1372),(5.6193411582 1518),(4.73825853396 1660),(6.29965121723 1806),(5.2936450545 1927),(4.4629569974 2066),(5.10306738961 2227),(5.56181962356 2366),(4.2988816093 2451),(4.37725856226 2510),(6.91738922927 2652),(5.11794628673 2752),
Point0,H2,,,,(4.70475081376 511),,,,,,,,(-1.7763568394e-15 1706),,(5.24012473863 1936),(4.12190573784 2081),,,,,,,
Point0,H3,,,,(5.09451847664 523),,,,,,,,(3.22881471772 1745),,(5.24526256687 1940),(4.18026954553 2088),,,,,,,
Point0,H4,,,,(-0.00251509494983 561),(-7.1054273576e-15 709),(-0.00466064736244 838),(-0.00266608647083 984),(1.33226762955e-15 1125),(-3.10862446895e-15 1274),(-0.00117735117517 1415),,(3.11051813708 1757),,(2.22044604925e-15 1978),(1.7763568394e-15 2121),(1.7763568394e-15 2266),,(3.53705293155 2473),(0.0 2546),,,
Point0,H5,,,,(2.4801002961 601),(2.95563210555 758),(5.30646010207 934),(4.27953913009 1048),(0.913674560805 1145),(2.18435533939 1310),(3.69504794427 1459),,(4.12363113239 1781),,(2.99884654891 2019),(3.33008577291 2165),(3.72183736335 2309),,(3.54558102809 2478),(6.11646156415 2627),,,
Point0,H6,(-0.00637645351642 1),(-3.10862446895e-15 138),(-4.4408920985e-15 282),(-3.99680288865e-15 421),(-0.00251509494983 561),(-7.1054273576e-15 709),(-0.00466064736244 838),(-0.00266608647083 984),(1.33226762955e-15 1125),(-3.10862446895e-15 1274),(-0.00117735117517 1415),(-0.000475819241609 1559),(-1.7763568394e-15 1706),(8.881784197e-16 1834),(2.22044604925e-15 1978),(1.7763568394e-15 2121),(1.7763568394e-15 2266),(8.881784197e-16 2404),(0.0 2546),(8.881784197e-16 2684),(-0.00734565059985 2824),
