Cycle,0.609386178862
Average Width,4.26371138155
Width,,4.40419898673,5.0224823956,4.73512601048,5.36609076696,4.42161693892,4.55585747518,4.99095602049,5.00764102631,4.7207048285,4.54846808642,4.5278602327,4.26947414701,3.85257498234,3.85961385844,3.97125663793,3.77077404715,3.88440427159,3.96311102086,3.82416402021,3.9235688956,4.46132605053,5.77449754968,3.99255161851,4.00793333195,3.97660764706,3.53324702213,3.68639699359,4.104175153,3.79351494934,4.06823753077,3.95287933659,3.83527217529,3.86755543217,4.04214623419,4.12371715023,4.00730988351,3.77371997027,5.77850833084,3.88520287135,0.0,0.0
Point0,H1,(13.0076366985 59),(16.946697695 197),(10.8595467189 338),(9.95972584153 474),(13.3057068823 606),(13.5143274116 737),(12.4367619538 866),(11.9954003369 995),(12.6949810069 1118),(15.8812300527 1236),(16.6344125724 1358),(18.7658379559 1480),(14.7643574626 1607),(16.0052198588 1731),(17.746140227 1848),(16.3847033941 1972),(15.3174840711 2099),(18.53711668 2227),(18.9020390147 2356),(22.3494076792 2484),(18.8451779441 2620),(25.1700501033 2746),(22.332083805 2868),(23.9294403141 2989),(22.5594392973 3104),(23.3689212912 3219),(17.098527301 3334),(18.3924124581 3453),(17.5040915297 3571),(20.8951141749 3698),(21.282978334 3825),(17.8599459624 3956),(15.5239025432 4084),(15.5882720455 4212),(12.8858424402 4342),(14.6666078922 4471),(22.3335150776 4597),(26.3576063651 4721),(16.1152839472 4844),(37.3907082107 4964),(40.5654201284 5074),
Point0,H2,,,,,,,,,,,,,,,,,(4.69155016528 2130),,,,(2.06203792886 2649),,,,,,,,,,(3.64393496953 3856),(2.59755119742 3991),(-0.0209849071415 4119),(1.23603691981 4244),,,,,,,,
Point0,H3,,,,,,,,,,,,,,,,,(6.4639346206 2151),,,,(3.38805192326 2663),,,,,,,,,,(6.14355971831 3882),(5.8154417121 4014),(2.8153189296 4143),(3.47491352306 4266),,,,,,,,
Point0,H4,(3.94202485688 92),(7.68344080249 232),(3.62490473455 369),(2.56415828183 509),(1.95939255043 638),(2.37185055512 766),(1.43362950693 901),(1.81185672686 1027),(1.54546308499 1147),(5.25445569272 1266),(4.05734000753 1390),(5.76134971308 1516),(2.14196172899 1640),(4.37884971993 1761),(5.50240675679 1884),(4.86615623865 2005),(-0.0197406574549 2181),(3.49875193236 2262),(3.88796065889 2387),(6.6699648543 2514),,(8.72669422326 2778),(-0.00546570667261 2900),(5.29596339596 3018),(0.921663458312 3134),,(1.84094920791 3372),(4.28797916128 3484),(1.71780128796 3602),(4.70149858486 3727),(0.653315354967 3909),(1.39590583433 4040),(1.21739329228 4162),(0.862336184523 4289),(1.59872115546e-14 4371),(-0.0756527700683 4502),(4.43555078845 4639),,,(27.3960308812 4993),,
Point0,H5,(5.25078936888 109),(8.81556217106 248),(5.12275379026 392),(4.50884148945 538),(5.11046760427 657),(3.84285361122 789),(2.27639227516 923),(3.62805653017 1047),(4.94666782223 1170),(7.27287556376 1285),(6.93225307749 1410),(8.2221423192 1534),(5.61694374177 1665),(8.15362181084 1782),(8.14898618854 1903),(6.27452084274 2025),(0.408431435749 2192),(6.09469285561 2286),(9.46204664521 2413),(9.72205817632 2537),,(13.0857270462 2802),(7.49902363093 2927),(6.85258776857 3040),(7.8506676482 3159),,(5.36719402169 3397),(6.51958651211 3505),(5.08911209893 3627),(8.04654668113 3751),(0.822241285053 3916),(1.39666826742 4041),(1.4844723722 4171),(1.13808450717 4299),(3.65014723612 4391),(6.57314331495 4548),(5.38047633317 4651),,,(31.2384916354 5019),,
Point0,H6,(-1.74930010006 25),(-0.0934298985702 143),(-0.00579300268563 301),(-0.0166848893707 444),(1.06581410364e-14 571),(-0.00142642153392 703),(-1.95399252334e-14 834),(-3.99680288865e-15 950),(-9.7699626167e-15 1086),(-1.33226762955e-14 1207),(-1.95399252334e-14 1324),(-1.24344978758e-14 1451),(-1.7763568394e-15 1579),(-1.7763568394e-15 1698),(1.68753899743e-14 1819),(-5.3290705182e-15 1942),(1.50990331349e-14 2065),(-0.0197406574549 2181),(9.7699626167e-15 2327),(2.13162820728e-14 2457),(-1.24344978758e-14 2589),(-0.0223282189041 2689),(-5.3290705182e-15 2843),(-0.00546570667261 2900),(-0.0218709716466 2956),(-0.00173566807495 3073),(0.921663458312 3134),(-0.0197019973414 3191),(4.4408920985e-15 3307),(-1.59872115546e-14 3421),(6.2172489379e-15 3544),(-0.0134071947544 3656),(3.19744231092e-14 3790),(5.3290705182e-15 3928),(-0.0271943738844 4057),(-0.0209849071415 4119),(-1.1990408666e-14 4185),(-7.1054273576e-15 4313),(1.59872115546e-14 4371),(-0.012979957179 4440),(-0.0756527700683 4502),(-0.0493537391992 4571),(-0.0442599800114 4673),(-0.0393011101321 4808),(-0.0772124903303 4871),
Point1,H1,(26.7578804479 30),(29.737205112 170),(25.8829765705 309),(24.4644176474 446),(26.853987324 579),(27.2745961249 710),(26.6242708714 839),(25.9480340009 968),(25.8028900262 1091),(28.644284102 1209),(29.746980411 1331),(34.263164037 1452),(30.6651138099 1580),(29.8192495136 1703),(31.9583183883 1820),(31.784143777 1944),(30.7402965228 2071),(32.9618344806 2200),(32.6883424861 2329),(32.9652578823 2458),(27.3688118979 2594),(29.8990949576 2721),(28.5148555753 2842),(29.2221418981 2962),(26.7638240127 3078),(38.6607648339 3193),(29.1049382454 3307),(30.4042450648 3426),(31.0994732071 3544),(33.4427562247 3671),(34.1862740764 3798),(31.5529883848 3929),(28.6371497358 4058),(28.3421724628 4185),(24.5837660064 4315),(31.0195926562 4445),(30.591812443 4570),(28.3663291902 4695),(22.6228981407 4817),(25.9464121358 4936),(17.851355541 5049),
Point1,H2,(5.13300805607 65),,(7.01143648045 339),,,,,,,,,,,,,,(7.67211181843 2101),,,,(3.43020252391 2624),,,,,,,,,,(5.97403354602 3828),,,(4.76973319023 4219),,,,(7.50114521978 4726),,,,
Point1,H3,(9.24480474646 84),,(11.5699084214 364),,,,,,,,,,,,,,(10.7411988056 2126),,,,(6.03048187041 2641),,,,,,,,,,(10.9379800407 3856),,,(9.71980283885 4243),,,,(8.90364492764 4742),,,,
Point1,H4,(-0.946114142068 119),(9.76033755337 205),(3.84395815999 396),(6.62982645655 480),(4.77953054981 610),(4.47401610832 738),(4.07553045827 869),(4.95978955945 998),(3.77557189727 1120),(7.24607028046 1238),(7.53748814353 1363),(9.70676120978 1490),(6.37666688882 1616),(7.33000684703 1732),(8.78466644086 1857),(7.12139500188 1975),(0.469536627647 2158),(7.0471456194 2232),(7.81681042692 2359),(8.95583451994 2488),,(7.29492201945 2753),(-2.6645352591e-14 2874),(5.05327954995 2992),(2.34214540642 3108),,(3.82477790513 3345),(6.16855282338 3458),(4.55335319775 3575),(7.00156165725 3699),(2.2082185746 3884),(5.0276508743 3967),(3.21414617691 4092),(3.49466052032 4267),(-0.0324656264684 4348),(5.54500912793 4478),(4.66028491163 4610),,(-8.881784197e-15 4847),(2.77605440466 4969),,
Point1,H5,(0.363607963974 133),(13.8297073252 226),(3.84833686533 398),(11.7443674359 502),(10.5513948753 631),(8.19753108139 767),(6.42613127743 894),(8.8824638191 1020),(9.55730690717 1143),(11.6157972126 1261),(12.5101903601 1383),(14.8860055531 1509),(10.6125160666 1637),(13.6464937858 1755),(13.3508849008 1877),(9.92118534406 1999),(0.558112719503 2162),(10.7659420051 2259),(13.9082727388 2387),(14.2537387663 2513),,(15.7446913904 2777),(8.50973944333 2902),(10.1157758379 3017),(10.4196273376 3132),,(10.4396021595 3371),(11.544308945 3479),(9.28104688604 3602),(12.7992725342 3724),(2.30873287415 3889),(10.5933214238 3988),(7.93197789805 4115),(3.5840761435 4272),(5.15972584507 4372),(12.0842073823 4504),(7.07683034908 4627),,(7.04516416676 4873),(6.25461966508 4988),,
Point1,H6,(-0.121295254609 2),(-0.946114142068 119),(-5.3290705182e-15 274),(-8.881784197e-15 417),(-2.84217094304e-14 546),(-1.95399252334e-14 676),(-3.01980662698e-14 807),(-0.00748622502714 933),(2.13162820728e-14 1059),(-7.1054273576e-15 1180),(-0.00101759595407 1298),(-1.06581410364e-14 1424),(7.1054273576e-15 1553),(0.0 1671),(-0.00267135366461 1793),(-8.881784197e-15 1915),(-1.06581410364e-14 2038),(-3.5527136788e-15 2171),(1.7763568394e-14 2301),(7.1054273576e-15 2432),(-0.0297402884079 2562),(-0.0437765332522 2671),(-1.95399252334e-14 2816),(-2.6645352591e-14 2874),(-1.59872115546e-14 2930),(-8.881784197e-16 3046),(2.34214540642 3108),(1.42108547152e-14 3166),(4.61852778244e-14 3281),(1.42108547152e-14 3395),(-0.00381542592984 3517),(-1.06581410364e-14 3636),(-3.01980662698e-14 3764),(-8.881784197e-15 3902),(-1.7763568394e-14 4030),(-6.2172489379e-15 4158),(3.5527136788e-15 4288),(-0.0324656264684 4348),(-0.0606126339174 4414),(5.54500912793 4478),(1.7763568394e-15 4545),(-0.0222687172507 4654),(3.5527136788e-15 4786),(-8.881784197e-15 4847),(-1.50990331349e-14 5023),(-0.595210067347 5081),
