Cycle,0.689761904762
Average Width,4.54508844754
Width,,3.76534445512,3.74005068845,4.70024883375,4.1565870336,4.1015813031,4.79882212257,4.85982901098,4.9467252439,4.06381574886,4.7936443051,5.29289606426,4.60150129562,4.8542261184,5.31542608648,4.5728964432,4.745137542,6.09944262298,3.60557484248,4.35214665138,4.17068185921,4.36653623734,4.08883133705
Point0,H1,(12.4927942421 28),(13.3706685351 169),(12.9035618176 311),(14.1843162907 454),(12.962449448 611),(16.2100388825 762),(16.457545031 905),(18.1449326214 1063),(15.1860658879 1209),(15.2141276462 1354),(17.8760770685 1492),(15.444611517 1630),(16.6608600725 1770),(16.8710072819 1915),(14.2714644174 2051),(13.237638832 2179),(19.5590890488 2312),(8.75950048306 2443),(15.4691554238 2599),(13.7189363173 2756),(12.7527184818 2916),(12.5532680911 3066),
Point0,H2,,(3.39284358789 204),,(4.34894116132 480),(5.46962194869 639),(8.92624350894 792),(6.34680005148 940),,(3.73929697601 1242),,(7.78657755802 1518),(5.64889048935 1659),,(8.03035092379 1949),,,(16.7851720942 2329),(4.65027058371 2483),(5.45635878593 2633),(4.34143029749 2786),(2.32192857496 2944),,
Point0,H3,,(3.55676946147 212),,(5.78572143072 501),(6.5586033942 657),(9.27353788558 803),(7.77463077593 959),,(7.96516718729 1265),,(8.80153387012 1532),(7.74578000483 1677),,(8.74912675568 1962),,,(17.8113938234 2342),(5.13497366625 2496),(5.96744177512 2648),(5.9351307572 2812),(6.43223205169 2968),,
Point0,H4,(8.23466779655 58),(-0.00463507616703 241),(4.19034121997 354),(1.48774457521 550),(0.00821441072265 704),(-8.881784197e-16 852),(1.02591204436 997),(8.66472787817 1090),(1.72456196942 1301),(6.74035994159 1383),(8.65196906684 1543),(1.68753899743e-14 1719),(1.15463194561e-14 1849),(0.851207629232 1996),(6.39661170376 2077),(5.67035053917 2204),,(1.12406770346 2526),(1.49047706152 2692),(2.45033497918 2845),(1.17369747782 3011),,
Point0,H5,(9.00482841036 73),(1.31699896898 275),(4.22169567237 360),(1.84714747994 561),(0.477932046727 720),(1.73072222982 867),(2.06477748147 1011),(11.3686889602 1115),(1.73933828898 1305),(8.45308223665 1402),(8.65481468782 1546),(0.845466805033 1732),(2.66468940004 1874),(0.876085912495 2001),(9.15962694499 2096),(7.92911683965 2223),,(1.15528522842 2531),(1.66850041907 2702),(3.18176476999 2861),(1.77093478623 3024),,
Point0,H6,(-1.15463194561e-14 143),(-0.00463507616703 241),(5.3290705182e-15 427),(8.881784197e-15 577),(-0.00671265876086 730),(-8.881784197e-16 852),(-1.7763568394e-15 1029),(5.3290705182e-15 1181),(4.4408920985e-15 1325),(-0.0113465800282 1454),(1.15463194561e-14 1597),(1.68753899743e-14 1719),(1.15463194561e-14 1849),(-0.00425170493723 2017),(5.3290705182e-15 2147),(-0.00799367393192 2271),(-0.00706567909846 2416),(9.7699626167e-15 2550),(-0.00166465326954 2721),(-0.000820578359057 2884),(2.32192857496 2944),(8.881784197e-16 3039),
Point1,H1,(16.3795256377 26),(16.3544536336 168),(15.452709967 310),(17.4373831519 454),(16.395702313 609),(18.7559368532 759),(18.5990775337 905),(19.8205498744 1062),(18.6680372866 1208),(17.16361542 1352),(19.16170148 1491),(18.0461224893 1629),(19.0527306307 1769),(18.2602646245 1913),(16.6673911545 2050),(15.8806862908 2178),(20.7229711064 2310),(14.816281118 2443),(19.6801251192 2598),(18.257863445 2756),(16.8156330498 2914),(17.6745102571 3065),
Point1,H2,,(3.98185533991 204),(4.62432932665 355),(5.73781015378 481),,(9.44888826949 784),(6.58442617122 939),,(5.08491482994 1240),,,(6.7359991871 1659),(6.38660435867 1812),,,,(14.0178792648 2333),,(6.62405990304 2626),(5.69870913748 2785),,
Point1,H3,,(4.38414815678 215),(4.65102878741 360),(7.10548530293 502),,(10.9865265493 804),(8.35501008033 958),,(9.01303526084 1263),,,(9.2953441041 1678),(6.42753910033 1817),,,,(15.1214193231 2346),,(7.77568379725 2646),(8.21721355907 2808),,
Point1,H4,(8.94842774733 58),(-0.0384717741332 254),(0.338723245899 405),(1.80545105809 548),(6.69640466271 638),(0.426275949937 852),(1.17975169339 997),(8.32377163274 1088),(1.79565917243 1301),(6.09343179552 1382),(7.42056626994 1517),(0.749651115112 1718),(-0.00156859608898 1855),(7.73538006876 1946),(5.8245011744 2076),(5.20869200831 2204),,(6.30474664252 2480),(1.93508919937 2692),(2.38804047476 2848),,
Point1,H5,(10.1480014845 74),(0.564357337335 273),(0.605247864163 416),(2.43957865638 560),(8.31087358339 656),(1.99916078198 866),(1.58620512702 1008),(10.835278315 1114),(1.92238014668 1309),(8.79500996877 1405),(9.78886696098 1537),(1.50575006553 1729),(1.57347554034 1873),(9.0499250489 1964),(9.63953176244 2096),(8.70318261665 2224),,(7.52759015454 2496),(2.27774601614 2702),(3.33801336305 2863),,
Point1,H6,(-0.0228428027261 143),(-0.0384717741332 254),(-0.00122699626007 426),(-2.6645352591e-15 577),(-0.00289357639024 725),(1.7763568394e-15 879),(3.5527136788e-15 1028),(1.7763568394e-15 1182),(-8.881784197e-16 1325),(-0.00789059146017 1455),(1.24344978758e-14 1599),(8.881784197e-15 1742),(-0.00156859608898 1855),(4.4408920985e-15 2017),(-0.00315191581718 2145),(-0.0199956394584 2273),(1.42108547152e-14 2415),(8.881784197e-15 2554),(9.7699626167e-15 2721),(1.7763568394e-15 2882),(0.0 3039),
