Cycle,0.876876218324
Average Width,8.44882888715
Width,,12.2869816762,9.46709298612,10.254977022,8.95254896495,9.17613061149,8.68733541935,7.72480977998,7.3945932393,7.76728703375,8.49995932498,7.36804306303,8.58435601515,7.64088966137,7.53009139248,8.0236273948,8.4622148017,7.38985485214,7.68052107566,7.63643454133
Point3,H1,(29.1258369755 31),(28.9967704625 223),(29.5851625561 414),(31.311402689 605),(29.5925714784 797),(28.6860010864 989),(25.9376111909 1176),(30.3381572156 1361),(31.7850665215 1550),(30.3097416444 1742),(30.4784207101 1933),(29.073319471 2125),(33.262212285 2303),(30.3689418786 2492),(27.4805392549 2674),(29.7994520039 2854),(29.3812232395 3038),(28.7891766414 3228),(26.8300057756 3408),
Point3,H2,,,(9.22845928495 463),,,,,,(8.86704716325 1600),(9.85926881158 1792),(7.96648147413 2007),,,(2.84866640299 2592),,,,,
Point3,H3,,,(9.76925747932 473),,,,,,(9.08713339028 1607),(9.95406287116 1797),(8.42846644159 2020),,,(2.92194918421 2599),,,,,
Point3,H4,(10.1836552661 79),(2.02138818229 347),(2.20615746804 537),(1.85598678931 729),(2.63561377917 921),(3.76719711582 1107),,(10.6045693239 1408),(1.63166290519 1668),(2.95338957241 1864),(4.28511886593 2056),,,(1.70221939169 2616),,,(2.06213284765 3162),,
Point3,H5,(10.5643797722 88),(2.03769609153 350),(2.92528881034 549),(2.47606276989 741),(2.7586346839 928),(5.84014360495 1125),,(10.873155798 1415),(1.70907363696 1676),(3.52634501395 1876),(4.71561117025 2066),,,(3.37635013708 2630),,,(2.46464441504 3172),,
Point3,H6,(-1.06581410364e-14 192),(-0.000124470966187 373),(0.0 567),(0.0 758),(7.1054273576e-15 951),(-5.3290705182e-15 1143),(5.3290705182e-15 1332),(7.1054273576e-15 1517),(-1.7763568394e-15 1708),(1.42108547152e-14 1895),(5.3290705182e-15 2087),(0.0 2272),(-3.5527136788e-15 2455),(-1.24344978758e-14 2645),(-5.3290705182e-15 2822),(0.0 3007),(3.5527136788e-15 3190),(-1.7763568394e-15 3380),
Point4,H1,(36.1552805458 31),(35.5478704996 223),(36.0066441872 413),(36.6894381871 605),(34.3834848429 796),(34.5645061248 989),(29.2019940239 1175),(31.6252461116 1360),(34.9708973054 1550),(34.6709887345 1742),(34.360239621 1932),(32.4680617067 2124),(36.1101741336 2302),(32.7730986523 2492),(31.0061052933 2673),(35.1382772903 2852),(32.3376253814 3038),(31.7315254136 3228),(30.751040918 3408),
Point4,H2,(10.3230423974 79),(10.1658433095 273),,,,(4.9688256452 1091),,(10.419810014 1408),,,(8.28208171457 2006),,,,,,(9.32899831052 3087),,
Point4,H3,(11.0179878632 88),(10.2358944037 277),,,,(4.97047950222 1093),,(10.5491502746 1414),,,(8.56437570425 2017),,,,,,(9.51609983565 3093),,
Point4,H4,,(1.55773515042 344),(3.08697385262 534),(2.14800121504 729),(3.2791679311 920),(4.04345631065 1110),,,,,(4.05137982115 2055),,,(1.24006551141 2615),,(0.666937189538 2987),(1.19894402961 3160),,
Point4,H5,,(2.21459305101 356),(4.12051729307 548),(3.0332424752 741),(3.77438394663 931),(6.3167955772 1126),,,,,(5.29436724983 2069),,,(3.69958997446 2631),,(0.992927059452 2998),(2.10208722756 3174),,
Point4,H6,(7.1054273576e-15 191),(1.06581410364e-14 374),(-1.24344978758e-14 567),(-1.42108547152e-14 758),(1.06581410364e-14 952),(7.1054273576e-15 1143),(-1.24344978758e-14 1333),(-2.48689957516e-14 1517),(-0.00530797132078 1707),(-1.7763568394e-15 1895),(-1.7763568394e-14 2087),(-2.30926389122e-14 2271),(-1.06581410364e-14 2455),(0.0 2645),(0.0 2822),(-8.881784197e-15 3008),(1.24344978758e-14 3190),(1.06581410364e-14 3380),
Point5,H1,(25.0933743434 32),(20.7317792218 224),(21.2849953681 414),(21.25709873 606),(20.6528063375 798),(18.260134369 990),(13.8492878575 1173),(14.0375377896 1362),(18.1207751953 1551),(20.1657324841 1743),(16.4630760872 1932),(17.9511165195 2125),(17.491323201 2304),(15.942965556 2493),(16.5506527738 2674),(18.5049555214 2852),(14.5672019781 3039),(15.007873307 3230),(14.7324849438 3410),
Point5,H2,,(5.57612435405 272),,,,,(-0.0414196429305 1253),,,,(-0.00761760608273 1989),,,(0.778024866463 2592),(6.08150673016 2720),(3.53018075879 2926),(4.77029208952 3087),,,
Point5,H3,,(5.89922646482 281),,,,,(1.51441155674 1287),,,,(2.70986916561 2022),,,(0.817247274303 2599),(6.52251622618 2731),(4.09364060986 2942),(4.97054489769 3095),,,
Point5,H4,,(-1.59872115546e-14 343),(2.36610310689 536),,(4.55176277246 878),(9.7699626167e-15 1066),(0.1561843416 1307),(2.32432792139 1444),,,(-0.334133989163 2049),(0.444668969092 2253),,(1.7763568394e-15 2616),(2.53713750948 2767),(-0.00708248754534 2973),(-2.6645352591e-15 3130),,,
Point5,H5,,(1.46641001083 362),(2.88371471032 548),,(4.64534705988 889),(3.5220441421 1125),(1.201700652 1321),(2.71966790632 1459),,,(2.13687998104 2072),(0.575570576953 2262),,(2.1934598604 2634),(5.92523765879 2800),(1.7710144172 2999),(0.961908940736 3150),,,
Point5,H6,(-8.881784197e-15 192),(-1.59872115546e-14 343),(-8.881784197e-15 568),(-5.3290705182e-15 759),(-0.00476029007865 954),(9.7699626167e-15 1066),(5.3290705182e-15 1144),(-0.0414196429305 1253),(4.4408920985e-15 1334),(-0.00179720051967 1494),(1.06581410364e-14 1666),(-0.00418765511936 1898),(-0.00761760608273 1989),(-0.334133989163 2049),(-0.0064184405078 2274),(-0.000539678423964 2456),(1.7763568394e-15 2616),(-0.000875106174206 2824),(-0.00708248754534 2973),(-2.6645352591e-15 3130),(-0.000741268825394 3188),(-5.3290705182e-15 3380),
