Cycle,0.683958333333
Average Width,4.80588458355
Width,,4.39899006652,4.02756552183,4.57882526242,4.80975897562,4.25673046106,4.6793196791,4.9168666949,4.27771183905,4.64713323728,4.43046372588,4.73172351407,4.78973917251,4.7595910861,4.89947875307,5.68011579649,4.83199006668,5.01014614245,5.89030072859,4.88667335448,5.46635236319,4.97957604852,5.81644603572,4.99138650087,0.0,3.58434497891
Point0,H1,(13.8423280437 35),(12.9883834758 177),(11.4092555281 316),(14.8653697004 456),(14.5210238395 599),(14.3639453556 750),(15.5755676875 897),(11.2284750243 1041),(13.4521234846 1180),(14.5850069073 1319),(15.1065143945 1460),(15.8196336646 1606),(13.9847025039 1751),(13.3482193509 1893),(14.8233663362 2032),(14.9362986467 2171),(15.7022081264 2314),(15.6792814494 2464),(14.0360204734 2608),(16.2713016956 2744),(14.7201593631 2885),(14.95275773 3028),(17.244755775 3173),(15.0833734998 3320),(9.83045772331 3460),
Point0,H2,,(3.62394660179 223),(3.25472536854 352),,(5.25018725289 640),,,(3.95993638696 1069),,,,(5.49560723551 1646),(4.5005031614 1788),(5.08591047053 1922),,,(4.19866086623 2354),(5.18651508317 2496),(5.12546088527 2634),,,(0.81577507661 3100),,,
Point0,H3,,(4.19456274821 238),(3.59802418616 363),,(5.27581435888 645),,,(4.31751774586 1081),,,,(5.51001769083 1649),(4.6357418071 1796),(5.64234961394 1938),,,(4.37991073316 2364),(5.26541624407 2503),(5.81051952176 2646),,,(0.837028628569 3105),,,
Point0,H4,,(2.43104838445 258),(0.32734779419 395),(1.40116687038 546),(0.857340699575 688),(1.38622360918 831),(2.69665530202 978),(1.45147094763 1120),(0.753182759489 1265),(2.39360026726 1388),,(1.86057071297 1695),(-8.881784197e-15 1837),(1.77110980876 1969),(0.640081356905 2114),(1.64287912369 2257),(0.281870472257 2401),(1.44956643306 2543),(2.74552518582 2686),(0.33310780011 2833),,(-0.00507308343197 3122),(2.06692627892 3266),,
Point0,H5,,(2.80778818017 268),(1.19331956329 412),(1.63516677228 556),(1.31313290106 701),(2.259025435 845),(2.92251041496 987),(2.09428085407 1132),(1.25654464767 1277),(2.41301102959 1392),,(2.20599553759 1706),(0.65299978492 1854),(2.03990573029 1979),(1.73103311598 2127),(2.45580693066 2269),(1.05247982013 2415),(1.81747567202 2554),(3.53152523186 2699),(0.646640078654 2845),,(0.6226802297 3136),(2.20313483567 3274),,
Point0,H6,(2.6645352591e-15 143),(2.22044604925e-15 286),(7.9936057773e-15 426),(7.9936057773e-15 571),(6.2172489379e-15 716),(-1.7763568394e-15 862),(3.5527136788e-15 1009),(0.0 1149),(-8.881784197e-16 1290),(-2.6645352591e-15 1422),(-3.5527136788e-15 1575),(-0.00309998061464 1724),(-8.881784197e-15 1837),(-1.7763568394e-15 1998),(4.4408920985e-15 2141),(3.5527136788e-15 2285),(-5.3290705182e-15 2429),(-9.7699626167e-15 2574),(-1.42108547152e-14 2717),(-4.4408920985e-15 2856),(-5.3290705182e-15 2988),(-0.00507308343197 3122),(-7.1054273576e-15 3292),(-0.0047557660804 3437),
Point1,H1,(18.8058473554 35),(17.6542524194 179),(16.0543776502 317),(19.7407008557 456),(19.8853825958 600),(18.8945946823 750),(19.8522675101 897),(15.4538722416 1042),(16.9247065012 1181),(18.0312559665 1319),(18.5662875912 1461),(19.1773507819 1607),(17.4783277831 1752),(16.127985503 1893),(17.7697164624 2034),(18.748665894 2172),(19.4653831794 2315),(18.8327361503 2465),(18.2206147812 2609),(19.1498478777 2746),(18.9936382361 2886),(17.871093313 3028),(21.0599442227 3174),(13.8737494036 3320),(15.8427074433 3463),
Point1,H2,,(4.93896978751 209),(4.65638722059 353),,,,,(5.34286807254 1070),(4.63482303717 1217),,,,(4.88088847904 1789),(5.77482652622 1925),,,,(6.39405925918 2496),(5.42723389728 2635),,,(0.131206711974 3105),,(-0.0454770370877 3358),,
Point1,H3,,(5.56805379391 235),(5.16828477948 364),,,,,(5.55864158943 1079),(4.66319940514 1222),,,,(5.15026758113 1798),(5.88142060948 1937),,,,(6.48066905561 2502),(6.5244365823 2647),,,(0.217301302073 3112),,(1.251620278 3376),,
Point1,H4,(2.53745190564 116),(2.92556156588 258),(0.697289488884 398),(1.83399774698 547),(1.13951332009 689),(1.99095502278 832),(3.00354671087 977),(1.36659052609 1121),(0.729311330347 1265),,(0.922001349728 1549),(2.3689833083 1695),(-7.9936057773e-15 1842),(1.73200307639 1969),(1.25152091982 2114),(1.8367500543 2258),(0.171519809683 2403),(2.21592295945 2542),(2.60494173381 2686),(1.01293384467 2835),,(0.0896321106915 3123),(9.21857414769 3211),(1.03909820156 3388),,
