Cycle,0.665166666667
Average Width,0
Width,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point0,H1,(8.18658667989 57),(6.40641120979 189),(9.70689493654 333),(8.20291090051 475),(8.71712344571 604),(8.60073163541 745),(9.65635772704 885),(10.2126579898 1020),(9.16106228039 1161),(11.7149924283 1303),(10.637562748 1441),(9.69924880596 1566),(9.92794216953 1704),(12.8159855285 1829),(3.39353030139 1962),(10.9989619337 2104),(4.70387827109 2291),(4.6161379322 2365),(8.30803479671 2508),(8.81725558579 2651),(9.61293224125 2804),(6.51271859145 2952),(7.40720009513 3094),(7.22560349198 3228),(8.24960011075 3364),(7.9520886634 3500),(6.69528582929 3629),(5.80506177037 3767),(7.69949456922 3906),(6.71535346551 4040),(7.86695484528 4180),
Point0,H2,,,,,,,,,(6.03305221406 1181),(7.77958416356 1328),,,,,,(5.3184014505 2137),(2.76316220844 2311),(-0.595629829734 2429),(6.18472749567 2535),,,,(4.64273953212 3123),,,,,(3.3438897734 3789),,(4.66723224496 4060),,
Point0,H3,,,,,,,,,(6.14291217613 1188),(8.01583802049 1338),,,,,,(5.73708576676 2155),(2.94997339226 2320),(-0.489017351315 2440),(6.63221030485 2552),,,,(4.75854209444 3133),,,,,(3.73027050026 3803),,(4.69239520825 4065),,
Point0,H4,,,,(4.4408920985e-15 548),(0.721483261101 690),(2.46498289391 785),,,(0.16048626945 1234),,(6.17764657875 1481),(-0.0237027118728 1600),(-0.338193319464 1756),(-0.0663498489522 1908),(0.653320364207 1995),(1.15463194561e-14 2212),,(-0.530079830132 2448),(0.857860269012 2588),,(4.15883009061 2842),(3.58037277301 2989),,,,,,(2.31433876593 3843),,(0.35958151849 4117),,
Point0,H5,,,,(1.04594010535 563),(0.94666469342 703),(4.17073845383 804),,,(0.605856593543 1249),,(6.18947910806 1485),(5.0816249093 1624),(1.10867142372 1776),(0.20004665601 1920),(1.77742245517 2025),(3.98916962036 2237),,(-0.0076280248452 2467),(1.24414158877 2602),,(4.33749458878 2852),(3.87432784486 3008),,,,,,(2.60192681822 3854),,(1.01644013487 4130),,
Point0,H6,(-1.44282341786 15),(-0.0411890706612 157),(-3.5527136788e-15 299),(-0.0145868248274 443),(4.4408920985e-15 548),(-4.4408920985e-16 718),(-0.00562810536694 847),(-7.9936057773e-15 966),(-1.1990408666e-14 1135),(-1.95399252334e-14 1266),(-1.7763568394e-14 1408),(-0.0687107539803 1537),(-0.0237027118728 1600),(1.50990331349e-14 1666),(-0.338193319464 1756),(-0.443101966061 1935),(-0.0226809179352 2063),(1.15463194561e-14 2212),(-4.4408920985e-15 2340),(-0.595629829734 2429),(-0.00173333494615 2621),(-0.015147003276 2765),(-0.000392042215804 2915),(3.5527136788e-15 3059),(-3.5527136788e-15 3197),(2.22044604925e-15 3326),(-0.00253039443834 3462),(0.0 3599),(-0.00221067361152 3737),(3.99680288865e-15 3875),(-2.88657986403e-15 4010),(-1.7763568394e-15 4145),
