Cycle,0.677045454545
Average Width,0
Width,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point0,H1,(4.09089966315 105),(5.6397972358 241),(5.82199797661 377),(6.40416327883 520),(6.00124359508 666),(5.6717837559 806),(6.69684600512 947),(5.99471492937 1087),(5.4077447821 1232),(6.91276783026 1370),(6.02581256424 1515),(5.40524582557 1660),(6.91051687305 1802),(6.2082640215 1944),(5.34870357445 2085),(6.33007426792 2225),(6.4150858911 2366),(5.37437087258 2511),(7.8090477003 2651),(5.71312036827 2754),(6.04474193698 2937),(5.2768844993 3068),(5.18356249596 3220),
Point0,H2,,,(-1.33226762955e-15 419),,,,(-8.881784197e-16 979),,,,,,(8.881784197e-16 1830),,,,(1.33226762955e-15 2402),,,(4.54984467297 2778),,,,
Point0,H3,,,(5.11791554525 467),,,,(5.23007750693 1028),,,,,,(4.05364167604 1874),,,,(4.30194731769 2449),,,(4.88562561713 2791),,,,
Point0,H4,,(-5.77315972805e-15 280),(4.85282158132 477),,(-0.000494258260793 711),,(4.99203865765 1039),,,(-0.00170563678112 1413),(-0.0100009283057 1559),,(3.869524816 1891),,(4.88498130835e-15 2118),(1.7763568394e-15 2260),(4.06417662965 2461),(-1.33226762955e-15 2546),,(-4.51611459886e-05 2823),(3.5527136788e-15 2968),(-0.00703967134347 3109),,
Point0,H5,,(5.79466181399 354),(6.34855826647 498),,(3.65945163522 756),,(5.27281523303 1052),,,(4.88888044295 1487),(1.82660460988 1601),,(5.9495406477 1922),,(5.01188631845 2194),(3.81108865504 2307),(4.50343627533 2476),(6.98780471597 2625),,(5.42814006812 2908),(4.44122064396 3013),(1.66736203311 3147),,
Point0,H6,(-3.5527136788e-15 137),(-5.77315972805e-15 280),(-1.33226762955e-15 419),(0.0 557),(-0.000494258260793 711),(4.88498130835e-15 840),(-8.881784197e-16 979),(1.7763568394e-15 1122),(-4.4408920985e-16 1274),(-0.00170563678112 1413),(-0.0100009283057 1559),(-0.00787586692192 1702),(8.881784197e-16 1830),(4.4408920985e-16 1977),(4.88498130835e-15 2118),(1.7763568394e-15 2260),(1.33226762955e-15 2402),(-1.33226762955e-15 2546),(-8.881784197e-16 2684),(-4.51611459886e-05 2823),(3.5527136788e-15 2968),(-0.00703967134347 3109),(0.0 3252),
