Cycle,0.833043478261
Average Width,0
Width,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point0,H1,(16.0263909517 147),(16.0111830405 322),(14.9828638695 497),(15.9916003687 673),(17.130454665 852),(15.4774060039 999),(15.542064387 1176),(16.8786194766 1378),(16.2748714322 1553),(16.2391190019 1729),(14.5475798866 1905),(15.1286725429 2056),(14.9323624197 2216),(15.2565804534 2399),(14.6146658346 2574),(15.6403982072 2751),(15.5278270572 2930),(14.1968278142 3078),(16.7383816131 3275),(15.5323613555 3429),(14.7046704634 3592),(14.1124162 3784),(14.9594323525 3980),(15.4724159891 4154),
Point0,H2,(-0.00360967987242 185),(0.0 361),(-3.5527136788e-15 530),,,(15.2136905272 1015),(15.0993024234 1190),(0.0 1416),(-8.881784197e-15 1588),,,(14.6864535754 2069),(14.4328952451 2228),,,(-8.881784197e-15 2782),,,,,,(13.2646971774 3797),,,
Point0,H3,(15.0468014783 268),(12.3372059593 444),(11.5760280868 586),,,(15.3731064253 1031),(15.4490292388 1204),(14.2369020569 1499),(15.0556797757 1675),,,(14.7814779467 2075),(14.8755176905 2238),,,(14.0708449802 2874),,,,,,(13.9238411695 3808),,,
Point0,H4,(14.7819579687 280),(12.3036765919 450),(11.0955305443 598),(1.7763568394e-14 712),(1.59872115546e-14 890),(1.42108547152e-14 1067),(-3.5527136788e-15 1242),(14.0930113448 1507),(14.4026854706 1694),(-5.3290705182e-15 1770),(8.881784197e-15 1944),,(-1.59872115546e-14 2268),(8.881784197e-15 2439),(5.3290705182e-15 2605),(13.6789209449 2886),(-5.3290705182e-15 2961),,,,,(-1.7763568394e-15 3840),,,
Point0,H5,(14.970828166 292),(13.3493426901 470),(15.7439504408 644),(15.9968240729 818),(12.2878391144 938),(10.522253299 1116),(15.6465311378 1349),(15.3065933516 1526),(14.4320001362 1700),(13.9231791207 1880),(14.6308536559 2029),,(14.3179733951 2368),(13.931537011 2548),(15.105287166 2728),(14.6313857261 2901),(13.4349566538 3047),,,,,(13.1282755207 3943),,,
Point0,H6,(-0.00360967987242 185),(0.0 361),(-3.5527136788e-15 530),(1.7763568394e-14 712),(1.59872115546e-14 890),(1.42108547152e-14 1067),(-3.5527136788e-15 1242),(0.0 1416),(-8.881784197e-15 1588),(-5.3290705182e-15 1770),(8.881784197e-15 1944),(-7.1054273576e-15 2108),(-1.59872115546e-14 2268),(8.881784197e-15 2439),(5.3290705182e-15 2605),(-8.881784197e-15 2782),(-5.3290705182e-15 2961),(-3.5527136788e-15 3136),(-5.3290705182e-15 3307),(-3.5527136788e-15 3484),(-7.1054273576e-15 3660),(-1.7763568394e-15 3840),(-8.881784197e-15 4011),(0.0 4189),
