Cycle,0.732731481481
Average Width,5.31642117139
Width,,6.30691676526,4.7377163094,5.25370005433,5.14313006252,4.87920703433,4.94324248772,5.6393328832,5.68398853926,5.54699595089,6.12190475691,5.00716870143,5.2436807925,6.17437617101,5.65870606685,5.54752172299,5.47541762845,5.06686560006,5.24038918955,5.39113115506,5.50202139899,5.30114705696,5.34921461178,4.91907709742,5.05114165315,4.67994048821,4.82102900258,5.11032854696,5.06450107122
Point1,H6,(-0.0192526973608 161),(-1.95399252334e-14 319),(-1.33226762955e-14 460),(-0.0234423072654 584),(7.1054273576e-15 740),(-9.7699626167e-15 892),(6.2172489379e-15 1013),(-2.6645352591e-15 1185),(-0.000531734704279 1334),(5.3290705182e-15 1503),(8.881784197e-15 1664),(-0.00432613330939 1809),(-5.3290705182e-15 1966),(-7.9936057773e-15 2128),(-8.881784197e-16 2289),(8.881784197e-15 2434),(-8.881784197e-16 2590),(-1.06581410364e-14 2751),(-1.33226762955e-14 2913),(-4.4408920985e-15 3064),(-0.109706016775 3203),(1.7763568394e-15 3371),(1.7763568394e-15 3533),(-3.5527136788e-15 3678),(-5.3290705182e-15 3836),(-1.7763568394e-15 3982),(-7.1054273576e-15 4128),
Point2,H1,(15.6664279485 38),(13.9200546979 196),(11.6256768507 345),(12.074367216 487),(12.7107884735 630),(11.9598491669 774),(16.7590547264 923),(11.9547067929 1076),(15.252341181 1221),(17.7563433921 1368),(16.2116286451 1529),(14.3284409498 1695),(14.8160108705 1846),(15.2651816417 1993),(15.3538158086 2156),(13.6734853854 2320),(15.2295424827 2467),(16.3014920508 2620),(15.5514455321 2788),(17.0112372014 2946),(15.5290139334 3094),(16.1867785699 3254),(11.8868027631 3414),(16.035951622 3559),(16.61103527 3707),(14.8044415092 3862),(15.3011779117 4007),(16.1332060336 4153),
Point2,H2,(7.20767401553 81),,,,,,,(2.62602819313 1120),,,,,(4.44935161227 1880),(3.70212065634 2070),,(4.01678326954 2354),(6.03002167582 2501),(6.92384936617 2663),,,,(6.61627970773 3300),(-0.0277711286019 3456),,(5.86263267312 3753),(2.70065840943 3909),(3.97729260796 4050),,
Point2,H3,(7.62902173934 93),,,,,,,(3.70296601566 1136),,,,,(4.97972234618 1895),(3.8424375346 2080),,(5.45809031965 2372),(6.79908586574 2517),(7.03076535932 2671),,,,(8.03608929077 3316),(1.58424699573 3478),,(5.8864461246 3758),(3.3072080038 3921),(6.53142467477 4068),,
Point2,H4,(3.17095684473 131),(4.85024356965 243),,(3.77138092813 531),,(4.54059198027 818),(-0.00693861018731 1008),(1.1214312591 1155),(0.123736867469 1305),(1.07588887763 1478),(5.62315306111 1574),(5.39588605976 1732),(1.09820578264 1926),(2.82318459989 2100),,(2.28747183709 2401),(1.7982848355 2565),(0.784869399812 2723),(1.33966330937 2878),,(0.329784124296 3177),(-0.0534964003073 3369),(0.593727599602 3507),(5.00314222077 3601),(1.0782746356 3813),(0.690840333211 3953),(2.61247493575 4099),,
Point2,H5,(3.17110007299 132),(5.21394911645 256),,(4.99935166192 545),,(5.15970841873 831),(0.830352370415 1025),(2.48319003085 1169),(0.224483445786 1314),(1.38942434707 1487),(6.87779694922 1594),(5.77757354575 1748),(1.23813757881 1943),(3.02795609836 2109),,(2.65545634982 2412),(1.92666341472 2573),(1.07962587658 2734),(2.34269564246 2894),,(0.952169977605 3191),(0.138096502746 3377),(1.14227768244 3520),(6.69993779355 3617),(1.81412971823 3824),(1.9275646043 3968),(3.08188560128 4110),,
Point2,H6,(2.6645352591e-15 160),(-5.3290705182e-15 317),(0.0 459),(-0.0112435854343 579),(-0.0102273869447 737),(-7.1054273576e-15 891),(-0.0832873765863 1040),(7.9936057773e-15 1186),(1.06581410364e-14 1326),(3.5527136788e-15 1501),(2.6645352591e-15 1663),(-0.00485890780385 1809),(-3.5527136788e-15 1962),(1.7763568394e-15 2127),(5.3290705182e-15 2287),(-1.7763568394e-15 2432),(4.4408920985e-15 2589),(-0.000901098292893 2750),(8.881784197e-16 2912),(9.7699626167e-15 3062),(-0.102376610773 3211),(-0.281316061672 3387),(-0.0277711286019 3456),(-0.0171325032713 3532),(5.3290705182e-15 3676),(8.881784197e-16 3838),(3.5527136788e-15 3982),(1.33226762955e-14 4127),
Point3,H1,(14.0623900718 40),(7.08900711055 201),(7.50191853693 370),(6.91423985217 488),(7.65166960961 632),(6.58082666463 776),(10.9533486214 926),(7.77906902167 1077),(9.65858471369 1223),(13.0978630189 1370),(8.6843508843 1529),(8.3941572373 1697),(10.0524886513 1848),(8.73211488487 1993),(9.80475952808 2159),(8.58857787939 2323),(8.58616328644 2468),(10.1095396135 2624),(9.78851572208 2790),(10.7723112523 2948),(9.70206964663 3095),(11.0618318225 3257),(6.50354486702 3415),(9.91209828299 3561),(10.4134341747 3709),(8.54827766861 3863),(9.78519390394 4007),(9.9940236013 4154),
Point3,H2,(9.38183795045 84),(-0.0120550946548 241),(4.06158682444 391),(4.40935235739 510),,(2.69631040554 821),,(1.48672782261 1122),,(3.75809652556 1448),(-0.00166716800134 1575),(4.16649446011 1738),,(-0.000427608115072 2050),(2.4468751109 2202),(2.52348969498 2355),(3.14210292119 2501),,(3.86678608328 2835),(3.75640143431 2973),(4.64125869173 3121),(5.51911740415 3302),(-0.0290596369186 3455),(3.26278539079 3602),,(2.14225648098 3910),,,
Point3,H3,(9.72583252504 95),(2.24175465639 282),(4.71516738416 403),(4.4119800203 512),,(3.04379147937 832),,(3.07681447453 1140),,(3.79654061319 1454),(1.58126414916 1602),(4.22664634408 1748),,(1.69912245742 2086),(2.44734506745 2204),(3.84066893504 2374),(3.83080427189 2517),,(3.88297557681 2840),(4.37180400443 2986),(4.73850456997 3129),(6.09165897796 3316),(1.29199698134 3478),(5.05927321073 3619),,(2.36486837579 3920),,,
Point3,H4,,(-0.0037705888541 317),(2.14018227827 423),(2.96877231534 532),(0.16648720071 708),(0.905480698663 855),(-2.6645352591e-15 1005),(1.24544774283 1157),,(1.57355489682 1478),(0.86741114766 1636),(-0.00810687237788 1792),(1.17205151309 1924),(1.18636712158 2104),(4.4408920985e-16 2236),(1.10122052042 2403),,(0.677998202917 2720),(0.362699469741 2880),(1.1065003524 3030),(-0.00405078483407 3175),(-0.0563583447634 3370),(1.01099598327 3505),(1.57715984154 3645),(-0.0188912062167 3813),(0.727002211167 3950),,,
Point3,H5,,(6.49672068943 349),(2.69118894093 435),(3.90457454276 546),(0.504988705442 724),(1.40910087998 870),(1.74885965732 1027),(2.08301949983 1170),,(2.11029384076 1489),(1.00159188702 1646),(1.0805212507 1813),(1.74640338223 1940),(1.19156493942 2107),(1.08740641123 2273),(1.37149583811 2415),,(0.804289385534 2731),(0.878319574351 2896),(1.45791737204 3042),(1.11940636524 3194),(0.127500223424 3379),(1.38430798159 3519),(1.61810682467 3651),(0.9451867274 3827),(2.13899254918 3969),,,
Point3,H6,(-0.0756629079239 164),(-0.0120550946548 241),(-0.0037705888541 317),(-3.10862446895e-15 460),(3.10862446895e-15 575),(3.99680288865e-15 743),(-3.99680288865e-15 891),(-2.6645352591e-15 1005),(-1.11022302463e-14 1187),(-0.00944970421483 1319),(-0.0274994729948 1505),(-0.00166716800134 1575),(-0.00743198531805 1663),(-0.00810687237788 1792),(-0.0174422388125 1963),(-0.000427608115072 2050),(1.99840144433e-14 2127),(4.4408920985e-16 2236),(1.55431223448e-14 2434),(8.881784197e-15 2588),(4.4408920985e-15 2752),(-7.1054273576e-15 2913),(3.10862446895e-15 3063),(-0.00405078483407 3175),(-0.234414600157 3389),(-0.0290596369186 3455),(-0.0381152796874 3535),(-6.2172489379e-15 3674),(-0.130520325282 3840),(-0.00775791553822 3984),(-8.881784197e-15 4129),
