Cycle,0.668086894587
Average Width,30.1994658323
Width,,19.8108988277,13.0734880591,23.5238454457,25.0956396913,14.356985237,0,0,48.4843552325,0.0,0.0,14.2802511714,0,0,0.0,21.8981388214,0.0,0.0,47.5180253489,0,0.0,0,0.0,0,67.5312180485,0,36.6212782718,0.0
Point0,H1,(6.09256260587 35),(5.06637855304 169),(7.26189590385 314),(7.26169800074 457),(7.2240238097 600),(7.5204645618 731),(7.73481801732 870),(7.78973462105 1007),(7.32190283442 1133),(9.16799761158 1272),(7.06027616138 1406),(7.74153793377 1543),(7.76997645357 1674),(8.31529157244 1817),(8.5254240817 1970),(8.41687146314 2108),(7.03974584056 2238),(6.81632904332 2379),(6.30635488982 2516),(5.4750853084 2647),(8.24468206623 2790),(8.5902267512 2937),(6.04413467528 3076),(7.12650034928 3213),(5.62540966218 3356),(4.47820114976 3502),(5.16885612649 3636),
Point0,H2,,,(1.99317281197 350),(2.36840597732 504),,,(2.6003442604 901),,,,,(2.74207172354 1570),,,(3.54252508857 2001),(2.86007406015 2143),(1.2753079762 2267),(4.00708131954 2405),,(2.22044604925e-15 2684),,,(1.32717393957 3111),(1.91533475424 3250),(-0.0171629503137 3394),(1.07862889206 3531),,
Point0,H3,,,(2.52364750094 366),(2.37546617052 507),,,(3.35759542793 919),,,,,(3.15352831124 1586),,,(4.1906467295 2018),(3.09671072822 2154),(2.86367578838 2289),(4.35411857112 2423),,(0.845973376613 2704),,,(1.42294258162 3123),(2.22336793756 3265),(0.736428226781 3410),(1.39670611024 3545),,
Point0,H4,(7.77156117238e-15 118),(-0.116889169997 201),(0.172402368924 407),(0.576869042256 533),(3.5875427307 638),(3.13674963289 761),(0.749254555634 951),(2.83006577658 1043),(2.95245862527 1166),(-3.10862446895e-15 1348),(2.97416877807 1437),(0.794523461725 1620),(3.13552135741 1711),(0.952429485188 1904),(1.34280275919 2055),(0.56898509855 2186),(1.50137788843 2322),(0.843878534806 2454),(2.49475526771 2544),(0.256411612847 2722),,(1.80923710855 2975),(-4.4408920985e-15 3154),(1.02024979169 3298),(-0.349891413601 3429),(0.852418898546 3566),,
Point0,H5,(0.325520568799 130),(1.13123079681 221),(0.324397972326 417),(1.00782186071 548),(3.68298549491 651),(4.11558575006 780),(0.820898386112 959),(3.65162961671 1059),(3.40788848558 1180),(0.438481003518 1362),(3.55888078718 1452),(0.894409886188 1629),(3.34147753652 1723),(1.25037565686 1918),(1.35113265709 2059),(0.583168207742 2191),(1.72854076207 2333),(1.1677380487 2466),(3.94678756186 2563),(0.952398970173 2743),,(1.94811019699 2985),(1.02195433258 3173),(1.24546314915 3310),(0.909049218649 3449),(1.26524442417 3582),,
Point0,H6,(7.77156117238e-15 118),(-0.116889169997 201),(6.66133814775e-15 428),(0.0 568),(-4.4408920985e-16 696),(4.4408920985e-16 834),(-8.881784197e-16 975),(-4.4408920985e-15 1103),(-0.00434288691127 1212),(-0.130927460244 1375),(-4.20792855786e-05 1514),(-6.66133814775e-15 1646),(-3.10862446895e-15 1789),(-0.00374375680733 1936),(-0.00831938666583 2079),(1.33226762955e-15 2207),(1.2753079762 2267),(1.7763568394e-15 2352),(-8.881784197e-16 2484),(0.0 2595),(2.22044604925e-15 2684),(-1.33226762955e-15 2904),(-0.000415895052857 3040),(-4.4408920985e-15 3154),(-2.6645352591e-15 3328),(-0.349891413601 3429),(-0.00545549005398 3605),(-0.00162651177593 3684),(-0.00757957461349 3748),
Point1,H1,(8.94918209437 36),(8.23534377427 167),(9.17741646773 311),(9.15689319583 457),(9.82160141575 595),(9.12212640349 731),(9.12194961254 869),(9.08459395351 1003),(7.61896190859 1134),(9.68204257513 1267),(10.414102864 1405),(9.00395235052 1542),(9.24730988998 1673),(9.25737554488 1818),(10.5546075318 1969),(8.89183153817 2105),(8.23610496985 2236),(8.77936286912 2375),(7.82047856063 2515),(6.75727324551 2645),(9.48941818303 2788),(9.55626210109 2934),(7.57153923487 3074),(8.3856084516 3212),(7.3866456661 3357),(5.36561382064 3500),(5.68480640986 3635),(7.72456062807 3777),
Point1,H2,,(1.17252499086 203),(2.61313519189 353),,,,(3.82201008237 911),,,(5.3953062156 1295),,,(2.69928873045 1714),(3.66556647193 1848),(4.40116604895 1999),(2.13887767191 2140),(0.986033105891 2268),,(2.99648321839 2542),(-8.881784197e-16 2686),(0.955842333274 2858),(2.40905832203 2972),(1.94965256832 3106),,,(0.848999508889 3532),(-0.0161929689552 3666),,
Point1,H3,,(1.95387547706 222),(3.15574606012 367),,,,(3.99740964637 923),,,(5.59486545851 1308),,,(2.75907612067 1723),(4.25514243886 1861),(4.55067673087 2008),(2.66787062785 2156),(3.40510476302 2289),,(3.94918159937 2561),(0.637772001531 2703),(1.01220602741 2865),(2.71267000211 2986),(1.96067327887 3111),,,(1.6531977714 3551),(-0.0070237837855 3672),,
Point1,H4,(4.4223916415 67),(-4.4408920985e-15 258),(0.445465380071 402),(2.5728725846 488),(4.02793282934 621),(3.62386534611 764),(1.08292560415 951),(3.15848422135 1040),(3.26576819838 1161),,(3.72095204589 1443),(1.42821615889 1619),(0.290648813815 1767),(0.510373160677 1908),,(0.651787228346 2180),(1.41253735131 2312),,(-1.7763568394e-15 2593),(0.120893080774 2719),(-0.038270885197 2886),(0.657427525227 3012),(1.7763568394e-15 3153),,,(0.0784984475048 3592),(-0.00786427022451 3674),,
Point1,H5,(4.92960372041 85),(1.13590762741 274),(0.85739980935 414),(3.70055568694 506),(4.95970253984 640),(4.01053777903 777),(1.15726386746 957),(3.96901156698 1056),(3.98040274808 1176),,(4.02269335617 1455),(1.44966092382 1625),(0.375778141154 1774),(1.03489949485 1920),,(0.954566466893 2191),(2.09294262037 2329),,(1.95493489529 2614),(0.743390250634 2740),(0.152435703532 2896),(0.786692056428 3022),(1.12474166201 3170),,,(0.106832552936 3598),(0.664829547516 3720),,
Point1,H6,(-3.10862446895e-15 141),(-4.4408920985e-15 258),(8.881784197e-16 428),(-0.000254371328071 558),(5.3290705182e-15 698),(-4.4408920985e-15 832),(-4.4408920985e-15 973),(-8.881784197e-15 1101),(-7.1054273576e-15 1232),(-8.881784197e-16 1373),(-5.3290705182e-15 1506),(-0.000569342090669 1645),(1.33226762955e-15 1786),(8.881784197e-16 1935),(-0.0121215542496 2072),(8.881784197e-16 2206),(0.986033105891 2268),(1.7763568394e-15 2349),(-0.00210418939864 2471),(-1.7763568394e-15 2593),(-8.881784197e-16 2686),(-0.038270885197 2886),(8.881784197e-16 3040),(1.7763568394e-15 3153),(5.3290705182e-15 3328),(4.66293670343e-15 3472),(0.0 3607),(-0.0161929689552 3666),(-0.00265601134211 3739),
Point2,H1,(10.757389021 37),(9.79305156255 169),(10.7744822946 312),(10.8243537843 458),(11.5583610677 597),(10.8081620582 731),(11.0752505673 870),(11.4596548404 1006),(8.77322230927 1134),(11.855350187 1269),(12.6398184611 1406),(10.8507657029 1543),(11.234473633 1673),(11.1414850516 1820),(12.4605259225 1970),(11.0583448861 2105),(9.45683083717 2237),(10.859042992 2376),(9.2434758913 2516),(7.83908413149 2646),(11.1843521868 2789),(11.3506647434 2935),(8.92068125091 3076),(10.0935615389 3215),(7.81927267604 3357),(7.16783466049 3502),(7.07971973151 3637),(9.20046375431 3779),
Point2,H2,,(1.67979231499 205),(2.50750615738 354),,,,(4.1331594175 909),,,(6.20719261119 1295),,(3.47167145545 1576),(3.75663721612 1712),(4.21228131817 1850),(4.58921064725 2002),(3.27536899345 2140),(-1.33226762955e-15 2268),,(2.97884527323 2543),(1.7763568394e-15 2688),,(2.75938715065 2975),(1.50610603436 3106),(3.61903629284 3246),,,(0.546337570857 3665),,
Point2,H3,,(2.46110213827 221),(3.62920411782 372),,,,(4.93741183597 926),,,(6.35598220302 1304),,(3.85506917505 1591),(3.85898231101 1721),(4.96819090432 1864),(4.70307058892 2010),(3.95959994648 2156),(3.50005964225 2291),,(3.70047632569 2560),(0.785561543587 2705),,(3.33764754437 2989),(2.03938299745 3131),(4.40983137778 3263),,,(0.90478644499 3693),,
Point2,H4,(5.08037784519 68),(-6.2172489379e-15 258),(0.434507016824 403),(3.12836730157 488),(4.57596562905 623),(4.08277247703 764),(1.31717167383 952),(3.74957259613 1040),(3.18728580112 1165),,(4.10193555277 1442),(2.02381928405 1620),(0.607804632479 1767),(0.950546526015 1907),,(1.22044920674 2181),(1.64629878954 2315),(4.57302792729 2419),(-2.22044604925e-15 2594),(0.255164026352 2722),(0.0 2885),(0.83433253404 3016),(-8.881784197e-16 3155),(2.61788866195 3299),,(1.81178115871 3531),(0.0702580819355 3713),,
