Point2,H5,(5.9425329274 88),(1.26704261599 274),(1.09594879468 416),(4.25617018522 504),(5.40781993623 645),(4.46629940514 776),(1.39763874866 958),(4.85741634417 1057),(3.97338025047 1183),,(5.11806673976 1458),(2.15102234823 1628),(0.740181297645 1775),(1.42941877075 1919),,(1.39717378723 2191),(2.37311540594 2331),(4.63158998154 2426),(1.55965659683 2611),(0.33664286288 2730),(0.560737092549 2899),(0.901357920092 3024),(1.06575966663 3173),(2.75604433145 3307),,(2.75369486577 3548),(0.370655967769 3727),,
Point2,H6,(-5.3290705182e-15 142),(-6.2172489379e-15 258),(0.0 430),(1.1990408666e-14 553),(1.33226762955e-14 701),(-0.00148668094132 834),(8.881784197e-15 975),(7.9936057773e-15 1103),(-0.0205061762189 1233),(7.9936057773e-15 1375),(5.77315972805e-15 1509),(6.2172489379e-15 1646),(5.3290705182e-15 1788),(4.4408920985e-15 1936),(3.99680288865e-15 2076),(-0.00439396656204 2208),(-1.33226762955e-15 2268),(8.881784197e-16 2350),(-0.0121699661345 2483),(-2.22044604925e-15 2594),(1.7763568394e-15 2688),(3.10862446895e-15 2758),(0.0 2885),(-4.4408920985e-16 3043),(-8.881784197e-16 3155),(-0.0187623714033 3329),(-0.042502260326 3411),(2.6645352591e-15 3472),(5.77315972805e-15 3611),(-0.00608798308505 3741),
Point3,H1,(14.9963215257 34),(10.998953421 168),(14.0755079845 312),(14.0609999005 456),(12.9384723018 597),(14.0912878342 730),(15.0934531777 868),(14.7537448109 1005),(13.3602266921 1131),(17.2929406145 1268),(14.4034096597 1404),(14.4067019907 1541),(14.8844752858 1672),(14.9032753211 1816),(15.4991663949 1969),(14.8648011725 2105),(12.2262107636 2236),(14.5549471319 2375),(12.6214785851 2515),(10.4396902789 2645),(14.6018392517 2788),(15.8485152343 2934),(12.6528525385 3075),(12.8880066881 3213),(12.8046385856 3357),(9.47011022161 3500),(10.5718795424 3636),(11.2890883882 3777),
Point3,H2,(6.86220441035 61),(1.59197569146 203),(4.35795439729 348),(3.75209558749 497),,,(5.38285820192 912),,,(7.5106859139 1297),,,(5.6113585215 1706),(5.27203712916 1857),(5.29625046301 1999),,(-1.7763568394e-15 2266),,(4.14783641705 2539),(-0.005854764246 2682),,(3.07678974548 2975),(2.61609355828 3104),(3.0745763775 3246),(3.17470699463 3390),(1.89476186104 3529),,,
Point3,H3,(7.42515903504 73),(2.57149204442 219),(5.31538758822 364),(4.40809982795 509),,,(6.0901350351 926),,,(7.64402696291 1306),,,(6.39347984644 1720),(5.64484495439 1868),(6.24428164686 2016),,(5.04489103805 2289),,(5.69148016058 2557),(1.46418346401 2702),,(4.1425932345 2990),(2.98977209305 3121),(4.72190124708 3266),(3.64872988147 3402),(3.49922849416 3547),,,
Point3,H4,(1.23255730409 117),(7.1054273576e-15 256),(1.04527487285 403),(-8.881784197e-15 545),(4.70761290359 631),(5.06730916458 763),(1.93408265381 950),(5.2453749737 1040),(4.69701276064 1164),(3.0532296626 1350),(5.0165118416 1441),(5.25064730987 1569),(1.2271125571 1762),(1.8055229914 1903),(2.15979083639 2052),(4.32410223012 2140),(2.4247298864 2313),(5.72693046573 2419),(8.881784197e-16 2593),(-0.00605670047747 2740),(0.0653393302324 2884),(0.679617467487 3015),(0.125149708029 3154),(2.36590854873 3297),(1.27005475587 3439),(0.847640298889 3591),,,
Point3,H5,(1.70147495731 127),(1.08111194723 272),(1.41970566748 414),(0.420090477985 559),(5.91947336663 653),(6.10943194155 779),(2.1298544377 957),(7.01527017997 1057),(5.88652993648 1181),(3.05598568962 1352),(6.09644114086 1456),(6.1354109185 1587),(2.45057151884 1775),(1.84421670069 1909),(2.28983301606 2060),(5.68806554764 2157),(3.30527879467 2329),(5.75307246507 2424),(1.93580775097 2610),(0.264883547578 2752),(0.538835391149 2896),(0.768627524256 3024),(0.590567849879 3167),(2.72191683155 3307),(2.28895468574 3454),(0.858808989905 3595),,,
Point3,H6,(-0.0124341318556 142),(7.1054273576e-15 256),(-6.2172489379e-15 428),(-8.881784197e-15 545),(-4.4408920985e-15 700),(-3.5527136788e-15 833),(-3.5527136788e-15 974),(-9.7699626167e-15 1103),(-0.0126361244917 1225),(8.881784197e-16 1374),(5.3290705182e-15 1511),(-2.6645352591e-15 1645),(1.7763568394e-15 1790),(4.4408920985e-15 1932),(-1.7763568394e-15 2077),(2.6645352591e-15 2205),(-1.7763568394e-15 2266),(0.0 2349),(-0.00321632881295 2483),(8.881784197e-16 2593),(-0.005854764246 2682),(-0.00605670047747 2740),(-0.00131320559574 2905),(-0.00691972987294 3041),(-1.33226762955e-15 3179),(-6.2172489379e-15 3327),(-0.00792344503568 3472),(-1.33226762955e-15 3610),(2.6645352591e-15 3742),
Point4,H1,(15.2673777582 34),(12.309019073 168),(14.2220624661 312),(14.3307224786 455),(13.8063222294 597),(15.2768176207 728),(16.1109390108 868),(15.2145866353 1004),(13.7334775732 1130),(18.1010874535 1268),(15.7540713453 1404),(15.4131800766 1541),(15.956333143 1672),(15.9773972681 1815),(15.8544837299 1968),(15.4031385208 2104),(13.3618705698 2236),(15.2970197425 2374),(13.2609213646 2514),(12.2962277053 2645),(14.95298951 2788),(16.1428701555 2934),(12.9152361648 3074),(13.3923741062 3214),(12.8409170719 3356),(9.74080247296 3501),(10.8417490128 3636),(11.5813666414 3777),
Point4,H2,(6.46945338502 61),(2.30595372689 203),(4.3730744549 349),(3.61949832831 496),,,,,,(7.37787508518 1295),,(5.18632403519 1569),(5.37018343312 1708),(5.64563465913 1857),(5.15992613421 1997),,(-1.06581410364e-14 2267),,(3.39812117315 2540),(0.932558213525 2682),(3.59172883556 2819),,(2.30975135355 3102),(3.09249272799 3245),(2.49482908454 3390),,,,
Point4,H3,(7.1251973358 75),(3.46425048437 219),(5.28225837688 365),(4.43369480575 510),,,,,,(7.71781460764 1306),,(6.14938220052 1589),(6.09792555832 1721),(5.95019746759 1868),(6.43818072528 2015),,(4.71703850195 2289),,(5.38499471042 2559),(2.37835699937 2701),(3.99988545992 2835),,(3.70843844436 3122),(5.06449590257 3267),(3.35291687046 3407),,,,
Point4,H4,(1.71151481319 118),(0.0313802474866 257),(1.04916576169 405),(1.7763568394e-15 546),(4.84949114626 628),(4.97239472615 764),(5.88311130911 914),(5.06211386642 1039),(4.08499692027 1164),(3.18517675805 1347),(5.5363409214 1439),(3.13936774647 1622),(1.37310016346 1762),(1.8074925168 1905),(2.47229381367 2052),(4.99285660106 2140),(1.94548312292 2311),(5.32445061442 2416),(-3.5527136788e-15 2594),(0.204717127104 2740),(-0.0223032019032 2883),(3.0331971418 2975),(0.673256029311 3153),(1.87478573767 3298),(1.07959473598 3439),(1.19032717365 3530),,,
Point4,H5,(1.81355728837 124),(0.977157704394 271),(1.2409815446 413),(0.492105386319 560),(6.0212752743 652),(6.02211940478 780),(6.00336884664 923),(6.80546001262 1056),(5.64120935242 1182),(3.36834207242 1355),(6.36161780281 1453),(3.14012377874 1623),(2.55482123993 1775),(1.91143774671 1912),(2.61124775586 2059),(6.54172768897 2158),(3.08278708992 2328),(5.67946311259 2427),(1.69048959046 2609),(0.267785740191 2749),(0.827763522226 2896),(4.00603538636 2990),(0.921755998265 3164),(2.32389823479 3309),(2.07231878272 3454),(3.43217429664 3550),,,
Point4,H6,(-3.5527136788e-15 141),(-0.00321028430331 283),(5.3290705182e-15 427),(1.7763568394e-15 546),(7.9936057773e-15 700),(1.06581410364e-14 833),(1.7763568394e-15 973),(-5.3290705182e-15 1102),(-0.0102188820946 1225),(9.7699626167e-15 1374),(6.2172489379e-15 1511),(4.4408920985e-15 1645),(-1.06581410364e-14 1790),(-7.1054273576e-15 1933),(-1.33226762955e-14 2077),(-8.881784197e-15 2206),(-1.06581410364e-14 2267),(-8.881784197e-15 2348),(0.0 2481),(-3.5527136788e-15 2594),(-1.37667655054e-14 2758),(-0.0223032019032 2883),(-0.0056854599978 3041),(-0.0090855259778 3179),(-1.42108547152e-14 3326),(-9.7699626167e-15 3471),(1.19032717365 3530),(-0.00754202256522 3609),(-3.99680288865e-15 3741),
