Cycle,0.921636904762
Average Width,4.59770113754
Width,,5.4073155281,7.44218563376,5.26319000601,0,6.10065941176,4.5961301467,4.42797888878,4.34399773182,4.18258132321,4.23625550203,3.9413289262,4.14077333573,3.67236617577,4.33539454844,4.08659307519,4.24566777162,4.2178836411,4.33456742793,4.43825821574,4.16760960068,4.37328586026
Point0,H1,(4.45999777022 112),(6.22517628388 304),(4.90603233644 496),(11.7073810969 694),(11.4551079905 912),(6.31491178104 1078),(9.05968861781 1289),(9.86271177763 1484),(8.95869682667 1688),(8.29740262102 1878),(7.13362862421 2090),(8.49550815937 2275),(2.36571258575 2405),(8.4834308791 2487),(7.36452350295 2665),(8.00406914473 2867),(8.25715870513 3068),(8.1362635574 3261),(8.19237334257 3449),(6.22881634514 3641),(8.87498215096 3846),(6.38106015104 4025),
Point0,H2,(0.0635001698195 179),,,(4.4408920985e-15 770),,,(1.41901804587 1354),,,(2.67245891016 1921),,,,(3.48065695599 2520),,,(4.62391082213 3114),(3.99375061064 3303),,(-6.66133814775e-15 3709),(2.69711197721 3922),,
Point0,H3,(0.380642483569 192),,,(0.761565663329 787),,,(1.77033639083 1381),,,(3.45128191997 1937),,,,(3.59009318444 2528),,,(4.62700030977 3116),(4.03852376398 3309),,(0.800991057995 3734),(3.19734982905 3936),,
Point0,H4,(0.101920103138 204),(1.64475954337 389),,(0.326042719533 801),,,(0.444707012545 1412),(1.47766351164 1607),(1.65864547996 1781),(-0.00312285241133 2015),(-7.1054273576e-15 2149),,,(0.275630058676 2608),,,(2.93859919474 3173),(1.24344978758e-14 3374),,(0.255083324593 3769),(2.25662559872 3955),,
Point0,H5,(1.75374618874 229),(1.67228224274 398),,(1.9819025015 829),,,(0.623950808583 1428),(1.62503353371 1619),(1.84606175919 1793),(0.793363483213 2030),(1.88349680275 2215),,,(0.650016641417 2621),,,(2.97539917856 3180),(0.947121459892 3393),,(0.956220016588 3789),(2.42550384367 3967),,
Point0,H6,(-0.0108779525088 2),(1.55431223448e-15 65),(0.0635001698195 179),(7.9936057773e-15 254),(-0.00697490661251 448),(-0.011656791986 559),(4.4408920985e-15 770),(-0.00348921315743 1044),(-0.0014515364626 1178),(4.4408920985e-16 1241),(2.6645352591e-15 1447),(-0.00105999840171 1651),(-3.99680288865e-15 1836),(-0.424728776152 2045),(-7.1054273576e-15 2149),(-1.33226762955e-15 2241),(-0.0172356888893 2370),(-0.0133902037526 2444),(-0.00523900690667 2635),(1.68753899743e-14 2826),(-0.00135757241865 3030),(-0.00517064833643 3226),(1.24344978758e-14 3374),(-0.00362263898901 3574),(-6.66133814775e-15 3709),(-5.77315972805e-15 3804),(-4.88498130835e-15 3995),
Point1,H1,(12.9402271158 42),(11.0688302549 255),(13.9402317791 449),(11.5150539717 637),(15.7306308996 841),(15.8137382679 1054),(13.7990887601 1226),(16.2566161991 1433),(16.0328005614 1627),(15.3759490602 1833),(14.9702954621 2027),(14.906076562 2237),(15.0042856274 2424),(13.7536550155 2634),(14.318334217 2812),(14.0480410939 3016),(13.7350328525 3212),(13.9668107075 3408),(13.4062873516 3595),(13.2762073684 3786),(13.9441970591 3998),(12.4972615627 4174),
Point1,H2,,(2.0797290474 329),(8.22040010877 477),,(0.373910819834 929),(11.9557579331 1081),(6.88447324497 1271),,(6.5940337505 1675),(6.98547025007 1880),,,,(5.61061038242 2668),(2.7071011493 2908),(1.72667863385 3108),(6.79179608209 3259),,(5.30667900482 3641),,,
Point1,H3,,(2.14433809918 338),(8.30323140871 483),,(0.971895663982 945),(12.0554179454 1087),(7.3541851467 1283),,(6.71165967808 1682),(7.17935070479 1890),,,,(5.64346770501 2673),(2.77152680147 2917),(1.88353040654 3118),(6.85563825621 3265),,(5.57614603189 3650),,,
Point1,H4,,(1.7143748109 364),,(-1.33226762955e-15 715),(0.359742847139 961),,(1.68709631567 1339),(1.72621011967 1549),(1.44865777788 1764),(2.48351442812 1927),,,,,(1.0820342058 2949),(0.0549342840717 3147),,,,,,
Point1,H5,,(2.15113980576 381),,(2.72041315921 782),(1.43695020327 979),,(2.19611709504 1371),(1.91632571991 1561),(1.44958379821 1766),(3.10095105003 1941),,,,,(1.16173143568 2957),(0.355558267696 3165),,,,,,
Point1,H6,(-4.4408920985e-15 209),(-8.881784197e-15 400),(-0.00362520599385 593),(-1.33226762955e-15 715),(-8.881784197e-16 997),(-6.2172489379e-15 1191),(-5.3290705182e-15 1390),(-8.881784197e-16 1596),(8.881784197e-16 1797),(-5.3290705182e-15 1983),(-0.00125076928253 2190),(-5.3290705182e-15 2388),(-7.1054273576e-15 2591),(-2.6645352591e-15 2780),(-3.5527136788e-15 2975),(-4.4408920985e-15 3177),(-4.4408920985e-15 3374),(-0.00315541361985 3557),(-0.000816953624948 3731),(0.0 3949),(-5.3290705182e-15 4141),
Point2,H1,(20.8516451809 46),(21.7193945655 239),(20.0044746285 428),(22.2037701085 638),(22.4757157351 841),(20.7839919767 1018),(19.2606253046 1226),(18.9201074538 1421),(18.1978559805 1628),(18.0138358546 1820),(16.3065802056 2031),(17.0606920621 2218),(17.8178545816 2414),(16.360527535 2605),(17.5045098798 2813),(16.5179126988 3004),(15.3650217804 3212),(15.5338878084 3388),(16.2793862061 3580),(15.5930981112 3791),(14.2610910902 3964),
Point2,H2,,,,,,(10.356093528 1066),,,,,(3.22162762077 2118),,,,,,(6.91011830329 3243),,,(8.53309731695 3817),,
Point2,H3,,,,,,(10.5618877805 1074),,,,,(3.22669101988 2122),,,,,,(7.11754179432 3251),,,(9.12532741476 3827),,
Point2,H4,,,,(0.282553583851 748),(14.5707366929 876),(1.81970262234 1136),(1.71377158517 1344),(7.44969393479 1470),(6.87940746531 1674),,(2.21676333096 2148),,(1.40286136416 2546),,,,(0.760100834111 3316),(6.48181474713 3437),,(2.31340150063 3894),,
Point2,H5,,,,(1.70629267933 769),(14.6299366398 881),(2.45300010496 1165),(1.90341073432 1357),(7.46349732941 1473),(7.1071149222 1684),,(2.26035120287 2155),,(1.63838571309 2558),,,,(1.03938746541 3329),(6.49178341244 3440),,(2.55103938468 3907),,
