Cycle,0.859212074303
Average Width,7.31947475232
Width,,8.19168142964,8.63354697629,7.65422848505,7.06427765607,9.00610414186,7.82250785398,6.483849439,6.18163395716,7.09993747846,7.30141213277,6.34325480919,7.62451136793,6.77130428972,6.49658929633,6.35673559232,8.08002113135
Point0,H1,(18.4174226697 37),(13.0361330715 225),(14.7064692821 414),(18.4281707764 618),(13.8599740897 821),(13.8920368765 1009),(3.89596426567 1128),(12.547418226 1211),(13.2198004217 1404),(12.7239111331 1596),(12.5514569305 1793),(12.1045496136 1988),(4.82015778974 2092),(11.0525121634 2185),(13.9982335527 2364),(17.1142781034 2561),(15.1873252484 2750),(12.0765466349 2947),
Point0,H2,,(-0.0349968159764 277),(-6.43929354283e-15 459),(8.62731846547 649),(3.26462060344 859),,(3.82422406617 1139),,,(1.50928564871 1649),(3.26383903505 1850),,(2.62027698629 2118),(7.1054273576e-15 2252),,,,,
Point0,H3,,(2.09669972623 316),(2.91593898934 502),(9.91441059847 664),(3.75139795863 872),,(3.83530328173 1144),,,(2.45554889502 1667),(3.36037002699 1858),,(3.02589678718 2129),(0.461660971775 2270),,,,,
Point0,H4,(-0.175450826674 164),(1.75316659999 332),(-0.125770022991 539),,(5.3290705182e-15 922),,,,(-5.3290705182e-15 1473),(-0.00211234447833 1691),(1.92870255136 1881),(3.8481334943 2036),,(0.357824610497 2282),(1.99720073421 2442),(1.4720484711 2688),(-0.019783444216 2881),,
Point0,H5,(-0.00260088421635 178),(1.90908406465 344),(2.66528582724 564),,(1.11517473301 949),,,,(2.85331645578 1502),(1.84458661915 1731),(3.0678277508 1908),(3.94616590654 2048),,(0.713790332854 2302),(2.18195514681 2454),(2.71064736359 2705),(1.36721792212 2899),,
Point0,H6,(-0.175450826674 164),(-0.0349968159764 277),(-0.00868893402552 377),(-6.43929354283e-15 459),(-0.125770022991 539),(-6.2172489379e-15 759),(-0.118193853946 971),(5.3290705182e-15 1076),(-0.00353694759902 1172),(-0.0029894907867 1317),(-5.3290705182e-15 1473),(-8.43769498715e-15 1546),(-0.00211234447833 1691),(3.99680288865e-15 1757),(-3.5527136788e-15 1943),(-0.0156205062066 2148),(7.1054273576e-15 2252),(-0.0160504797725 2327),(-0.0213881664828 2511),(-7.1054273576e-15 2721),(-0.019783444216 2881),
Point1,H1,(17.3505682516 40),(16.8344219038 229),(18.6823808691 419),(17.9524234062 621),(16.9586795129 824),(15.489979439 1012),(15.4887421501 1213),(16.973950116 1410),(16.8675658697 1600),(17.0303290166 1796),(16.5971696406 1988),(16.0124739194 2185),(17.5981462632 2369),(20.6530138578 2564),(18.2928339023 2754),(16.9453240694 2954),
Point1,H2,,(1.69573549371 284),,(6.8623461433 656),(4.08024673201 865),,(3.60254159982 1253),,(0.122091545789 1696),,(2.4981284885 2063),,,,(2.29094176106 2835),,
Point1,H3,,(2.10696718997 298),,(7.29324253296 667),(4.10572393082 870),,(3.60946417475 1255),,(0.149990885393 1703),,(3.10566555948 2084),,,,(2.34570118971 2841),,
Point1,H4,(1.37728642499 121),(1.15067854308 345),,(2.79475068677 729),(-0.00693877721137 929),(-0.00541929404719 1084),(2.6645352591e-15 1329),(1.40430736989 1482),(-0.0429307640846 1715),(2.99463651567 1883),(1.37435692339 2120),(1.16563971867 2291),(0.333466724129 2494),(1.57606633289 2692),(0.734999869007 2883),,
Point1,H5,(1.38269873178 125),(1.15335739932 348),,(2.91506139374 738),(0.896790275257 954),(2.80219717782 1130),(1.08414725359 1366),(2.63484185154 1507),(1.14921514941 1736),(3.79316667419 1901),(2.08769436519 2133),(1.49265683798 2305),(0.336221824361 2497),(2.28802901975 2707),(1.68236747671 2901),,
Point1,H6,(-1.7763568394e-15 163),(-0.00421380643386 377),(-3.5527136788e-15 581),(-1.7763568394e-15 763),(-0.367131122869 975),(-0.00541929404719 1084),(-1.7763568394e-15 1174),(2.6645352591e-15 1329),(1.40430736989 1482),(-8.881784197e-16 1557),(-0.0429307640846 1715),(2.6645352591e-15 1945),(-6.2172489379e-15 2149),(-6.2172489379e-15 2329),(-0.00349370736513 2519),(-8.881784197e-16 2724),(4.4408920985e-15 2916),
Point2,H1,(20.0993706893 40),(19.5024324423 229),(22.9595525697 420),(21.8362756703 621),(19.3785613089 822),(19.37605325 1012),(19.6493192171 1213),(21.4571156064 1411),(21.6630888167 1600),(23.5077254822 1796),(19.704697875 1987),(21.7129764514 2185),(21.9278850396 2368),(26.172034131 2563),(22.0504978497 2756),(22.579759685 2957),
Point2,H2,,(1.51753726236 302),,(7.42583462436 655),,,(1.08501575736 1280),,,,(7.1054273576e-15 2061),,,,,,
Point2,H3,,(1.65843457005 313),,(8.20425322123 666),,,(1.46388532817 1292),,,,(1.41026660296 2103),,,,,,
Point2,H4,(1.01147593813 140),(0.0437689069479 340),,(2.03855594958 736),(-0.00299840858124 935),(-0.00863288083443 1089),(-1.33226762955e-14 1325),(2.97877400806 1484),(-0.00272546425971 1698),,(0.546960373221 2119),,(0.550218147493 2486),(2.20560815268 2696),,,
Point2,H5,(1.11939551786 151),(0.506042374125 360),,(2.03902652071 737),(1.55639161407 954),(2.58859931421 1151),(1.4965482854 1352),(3.49065397341 1499),(1.77395796896 1734),,(1.88527626946 2134),,(0.618163554044 2494),(2.39125569858 2706),,,
Point2,H6,(-0.0111802848782 178),(-7.9936057773e-15 377),(-7.1054273576e-15 580),(-0.000688852836873 764),(-0.714703202028 974),(-0.00863288083443 1089),(-0.0101902999901 1173),(-1.33226762955e-14 1325),(1.7763568394e-15 1556),(-0.00272546425971 1698),(3.5527136788e-15 1945),(7.1054273576e-15 2061),(-0.0137428576013 2148),(-1.7763568394e-15 2326),(-0.0230593731638 2515),(5.3290705182e-15 2723),(-0.00266401884899 2858),(-0.00843900242331 2915),
Point3,H1,(20.2124414405 41),(19.1639943929 230),(23.4523281803 422),(21.8406809996 621),(19.4300729252 824),(19.8838530018 1013),(20.1587597079 1214),(22.3574756725 1413),(22.578491013 1600),(23.6383148544 1797),(22.0294166386 1989),(22.0013786181 2186),(23.801839607 2370),(27.5868037272 2564),(22.9251245661 2757),(24.3219108829 2960),
Point3,H2,,,,(7.143322541 657),,,(0.473860463774 1285),,,,(3.09637317123 2066),,,,,,
Point3,H3,,,,(7.54191569248 666),,,(0.907922451932 1303),,,,(3.533597388 2084),,,,,,
Point3,H4,(0.42164876706 139),(0.00271223280726 334),,(2.1244536217 723),(-0.00141520150857 936),(-0.000138688016279 1091),(-0.000282128880789 1324),(2.8853982961 1484),(-0.0545459176004 1709),(4.40769671402 1887),(1.52843597322 2120),,,(2.03092191541 2697),,,
Point3,H5,(0.789791874251 154),(0.662639897435 352),,(2.2457372772 735),(1.32628091506 956),(2.7224920102 1152),(1.49283698627 1350),(3.7771057612 1501),(1.34059787407 1735),(4.51954489983 1895),(2.22515447561 2133),,,(2.16115930815 2706),,,
Point3,H6,(-0.002450381886 176),(-0.00198083140891 374),(-8.881784197e-16 580),(5.3290705182e-15 765),(-0.00141520150857 936),(-0.000138688016279 1091),(6.2172489379e-15 1174),(-0.000282128880789 1324),(-1.7763568394e-15 1556),(-0.0545459176004 1709),(7.1054273576e-15 1946),(4.4408920985e-15 2149),(-5.3290705182e-15 2328),(-0.00443340736504 2516),(-0.0105792161862 2724),(-0.00295326145268 2858),(-0.000771722921887 2916),
Point4,H1,(20.3848006115 39),(20.8576357966 230),(25.1321186263 422),(22.3263176253 621),(20.7376506284 825),(22.3009865985 1012),(20.2961318106 1213),(24.9186301847 1412),(24.3443002338 1598),(26.6848760863 1797),(23.0605786 1989),(23.7213266827 2186),(25.4168960063 2369),(31.3404766591 2565),(26.4241855131 2757),(26.7224436462 2955),
Point4,H2,,,,(8.3636159651 654),,(-0.00886732867719 1097),(-0.551976212807 1286),,,,(3.54289906559 2061),,,,,,
Point4,H3,,,,(9.38348791314 666),,(2.07358977064 1129),(1.01133828954 1307),,,,(4.25339070767 2082),,,,,,
