Cycle,0.780012939959
Average Width,0
Width,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Point0,H1,(18.8185374084 39),(19.103531597 214),(18.2016096342 380),(18.952220903 553),(18.1698711271 711),(17.8598976553 873),(19.4590932092 1046),(16.2492450509 1233),(16.7621488695 1387),(18.4579503121 1543),(18.4526506378 1717),(18.1410321975 1887),(16.0388516522 2061),(17.1219627461 2232),(18.3250250525 2396),(17.7241374784 2567),(18.5255900029 2743),(18.3592261306 2919),(16.656520422 3083),(18.9304894087 3256),(18.6177978822 3439),(19.4808684555 3590),
Point0,H2,(15.8711717527 56),(8.29510197074 262),(17.7952196222 390),,,(16.5504912014 885),,,,,,,,(8.22918381745 2279),,,,(9.10345391629 2970),(16.0662548353 3093),,,,
Point0,H3,(15.9376161274 61),(9.29305565479 275),(17.8222189735 394),,,(16.9083398619 894),,,,,,,,(9.07228049949 2291),,,,(9.13582724418 2974),(16.3760236424 3102),,,,
Point0,H4,,(3.04477053834 325),(3.71236415636 480),(3.7209416955 641),,(8.42594373183 922),,(3.90639955812 1314),(2.04276014665 1469),,,(1.95561290654 2003),(0.97097690353 2158),(2.88391452881 2338),,,,(3.66523343701 3026),,,(3.46861157587 3523),,
Point0,H5,,(3.04839684258 328),(4.22388523767 491),(3.89344143803 649),,(8.6098145653 929),,(3.97414905436 1321),(2.3674220089 1480),,,(2.1256944096 2012),(1.26522344158 2170),(3.24567094439 2348),,,,(3.73542582527 3033),,,(3.64576530904 3531),,
Point0,H6,(-0.00938513445784 1),(5.3290705182e-15 175),(1.24344978758e-14 349),(1.7763568394e-15 511),(-3.5527136788e-15 673),(-1.06581410364e-14 844),(3.5527136788e-15 1008),(1.06581410364e-14 1182),(1.7763568394e-15 1343),(-2.93098878501e-14 1509),(-1.7763568394e-14 1678),(-4.4408920985e-15 1853),(0.0 2029),(-5.3290705182e-15 2202),(-7.1054273576e-15 2366),(0.0 2533),(-8.881784197e-16 2703),(0.0 2877),(1.7763568394e-15 3054),(-1.7763568394e-15 3223),(7.1054273576e-15 3389),(0.0 3553),
Point1,H1,(9.73922588638 35),(9.74103813918 209),(9.7835931935 392),(10.6654754474 552),(9.32099686083 709),(9.42700841594 870),(11.1816825992 1043),(8.80432696426 1231),(9.19201245073 1386),(9.76484026898 1538),(9.86045387295 1711),(9.8923185427 1886),(8.0761495455 2058),(9.51045939709 2229),(10.1221878566 2406),(9.47242799254 2562),(9.48335891788 2739),(9.33112523384 2913),(9.17447545231 3097),(10.8349318704 3253),(10.5726106101 3438),(10.0207702153 3589),
Point1,H2,(8.43469946842 52),(5.36025074965 256),,(5.14194650739 598),,,,,,,,,,,,,,(4.93340336933 2964),,(1.34427212894 3359),,
Point1,H3,(8.5093449014 58),(6.239045199 271),,(5.16205526571 603),,,,,,,,,,,,,,(5.01632107582 2971),,(1.4154362579 3367),,
Point1,H4,,(3.5527136788e-15 344),(2.5082007134 475),(2.85719393667 637),,,(5.26027899831 1095),(2.59428527391 1305),(1.12518636799 1460),,(4.58164434856 1765),(1.21709531366 1997),(-0.000939242769967 2155),,(1.42033665613 2494),,(0.661978722717 2846),(2.7721301715 2997),,(-2.6645352591e-15 3385),,
Point1,H5,,(9.69524976255 379),(2.66615028539 485),(2.95724687879 645),,,(5.31080046472 1101),(2.87210268584 1317),(2.08407649424 1479),,(4.67332434279 1772),(1.64472706208 2010),(2.2665718531 2184),,(1.57431011263 2505),,(0.741646115366 2855),(3.03904941581 3009),,(8.73475181031 3414),,
Point1,H6,(-4.4408920985e-15 168),(3.5527136788e-15 344),(0.0 508),(-6.2172489379e-15 670),(-7.9936057773e-15 840),(-7.9936057773e-15 1005),(1.7763568394e-15 1178),(6.2172489379e-15 1340),(7.54951656745e-15 1505),(7.1054273576e-15 1674),(2.22044604925e-15 1846),(-1.7763568394e-15 2027),(-0.000939242769967 2155),(-0.00128027514903 2361),(-1.7763568394e-15 2530),(-6.66133814775e-15 2699),(-0.000285723785897 2872),(-4.4408920985e-15 3050),(-1.7763568394e-15 3220),(-2.6645352591e-15 3385),(-0.000313803921102 3549),
Point2,H1,(9.77782327973 137),(10.4117107135 283),(9.21623775516 446),(11.4647378755 624),(10.5335549331 807),(8.55011672436 936),(13.5359750108 1112),(11.1925967671 1265),(8.41857263604 1475),(8.01090903381 1643),(9.67409509991 1818),(9.51707049294 1989),(11.7552937255 2149),(7.0784236924 2243),(6.91864183932 2328),(7.92951928847 2490),(9.38200431868 2666),(7.24648534152 2750),(10.7750976104 2844),(9.2450864174 2988),(7.85848562929 3174),(9.13215759434 3352),(12.2422217207 3478),(4.48527605697 3604),
Point2,H2,,(9.26625678233 299),(8.34386881169 461),(7.9936057773e-15 671),(0.643231877277 837),,(11.6579539486 1134),(9.50982180788 1294),(2.22044604925e-15 1508),,,,,(6.33468933503 2260),(0.159750091893 2356),,,(5.38701631107 2768),(-0.000580309074309 2883),(7.8162344863 3004),(6.2172489379e-15 3216),,
Point2,H3,,(10.202592296 312),(8.8614136539 472),(8.87103218294 735),(0.955878881816 845),,(11.7003622654 1139),(9.61041500557 1301),(4.44613743261 1550),,,,,(6.64304666539 2276),(0.750825462711 2367),,,(6.7562607038 2785),(5.41665835603 2930),(8.78000614669 3017),(5.09729718087 3262),,
Point2,H4,(-0.00110598864366 180),(-0.00102521762357 343),,(8.86853043093 738),(-0.0107829380929 859),(-0.0154271134757 1009),,(-0.0253242005479 1342),(3.0510996918 1568),(-0.000424691273739 1684),(2.6645352591e-15 1867),,,,,(4.4408920985e-15 2529),,(6.4184294532 2795),(5.35060466197 2937),,(3.1255059871 3280),,
Point2,H5,(8.1482776641 228),(3.70037298945 386),,(9.84588136098 775),(4.06264979197 882),(6.88284504309 1060),,(8.22672539897 1453),(6.68815648995 1605),(7.66126923971 1785),(4.9817499752 1896),,,,,(6.69290450529 2582),,(8.06627113979 2814),(8.21728993721 2965),,(7.73640384174 3329),,
Point2,H6,(-0.00110598864366 180),(-0.00102521762357 343),(7.9936057773e-15 507),(7.9936057773e-15 671),(-0.0107829380929 859),(-0.0154271134757 1009),(1.24344978758e-14 1172),(-0.0253242005479 1342),(2.22044604925e-15 1508),(-0.000424691273739 1684),(2.6645352591e-15 1867),(-0.0377536229484 2025),(-3.5527136788e-15 2192),(3.99680288865e-15 2382),(4.4408920985e-15 2529),(3.5527136788e-15 2706),(-0.000580309074309 2883),(7.9936057773e-15 3047),(6.2172489379e-15 3216),(3.5527136788e-15 3381),(-0.0544829084442 3553),(-0.00356981368603 3650),
Point3,H1,(17.0993548528 135),(17.0575086087 311),(15.7495659912 472),(17.3601083098 630),(16.2367724489 806),(14.3753394811 962),(18.8138155348 1111),(15.6216378038 1269),(14.1118222085 1471),(14.1395094565 1642),(14.4256328079 1816),(15.4697291518 1991),(17.5970405816 2148),(13.0647775301 2327),(14.8421701231 2492),(15.8897662209 2664),(17.4838033468 2842),(14.189139885 3015),(14.5644770858 3182),(15.7300779851 3351),(16.8569439762 3509),(12.4669921608 3627),
Point3,H2,(-0.00403295350614 177),,,(-3.5527136788e-15 672),,,(17.0925116391 1130),(13.8695640091 1290),(-1.68753899743e-14 1506),(-0.00094592700616 1681),(0.611330723736 1847),,,(-7.9936057773e-15 2355),,(0.0 2705),(5.3290705182e-15 2879),(1.7763568394e-15 3046),,,,
Point3,H3,(11.7671002063 227),,,(13.6516111241 759),,,(18.0250575682 1141),(15.1715366684 1303),(7.83805423284 1551),(6.86306416423 1729),(0.69427017219 1852),,,(1.30653651565 2369),,(10.3679890273 2749),(8.76814897957 2928),(0.518069377261 3057),,,,
Point3,H4,(11.4057862459 237),(3.5527136788e-15 342),,(13.6488604427 761),,,,,(6.32547762134 1566),(6.80386098512 1736),(2.6645352591e-15 1865),,,(0.93843806077 2378),(-1.7763568394e-15 2528),(8.43239534585 2766),(8.20647047951 2940),,,(-3.5527136788e-15 3380),,
Point3,H5,(15.4854941417 281),(14.8319629118 445),,(14.4095789724 781),,,,,(12.3725211769 1609),(11.7060387856 1784),(13.9718389013 1964),,,(12.1940108002 2455),(10.5106015434 2577),(13.7796121757 2814),(13.3741534527 2986),,,(16.2501481314 3480),,
Point3,H6,(-0.00403295350614 177),(3.5527136788e-15 342),(-0.000932156488364 508),(-3.5527136788e-15 672),(7.1054273576e-15 835),(-0.00536638654902 1007),(-7.1054273576e-15 1171),(-0.0126217182029 1340),(-1.68753899743e-14 1506),(-0.00094592700616 1681),(2.6645352591e-15 1865),(-8.881784197e-15 2022),(-0.0010048247118 2192),(-7.9936057773e-15 2355),(-1.7763568394e-15 2528),(0.0 2705),(5.3290705182e-15 2879),(1.7763568394e-15 3046),(-3.5527136788e-15 3216),(-3.5527136788e-15 3380),(3.5527136788e-15 3551),
