Cycle,0.790166666667
Average Width,8.90605848633
Width,,15.1427779739,13.9311222579,7.55920739123,7.49111342104,8.96533561619,8.59991527651,8.22630396508,8.59719139126,8.76092045186,7.4325765274,8.1318903783,9.03874318962,8.48765001482,8.14542372601,7.79296205559,7.02803375373,7.39257474446,9.7167157956,8.77465330977
Point0,H1,(7.24297665883 52),(7.06384174349 211),(7.53478264151 384),(7.78856266678 549),(7.25639442001 709),(6.49297302993 875),(6.84373968275 1042),(8.74411427897 1205),(8.62162374882 1363),(7.32960775351 1536),(8.91621728276 1699),(9.46654086486 1860),(8.33494849096 2033),(7.61699915609 2194),(8.891061737 2372),(8.66220343879 2548),(8.69450560825 2722),(9.4751347331 2883),(9.04906694206 3045),(9.576984504 3222),
Point0,H2,,(3.61520297343 260),,(2.07641247598 597),,(0.675313677381 937),,,(1.76369882193 1415),,,(8.82741379351 1873),,(6.64247384541 2209),(-4.4408920985e-16 2444),,,,,
Point0,H3,,(3.61911056297 263),,(2.08039250863 600),,(1.18608314005 955),,,(1.79051669529 1420),,,(8.86927937567 1878),,(6.73304979535 2216),(0.492215120361 2461),,,,,
Point0,H4,(2.6645352591e-15 126),(2.6645352591e-15 311),(2.33933996303 433),(-4.4408920985e-16 634),(0.337563811869 796),(0.369187629887 976),(-0.167617072358 1116),(0.910300237449 1279),(0.417058759951 1463),(0.115918916037 1626),(1.74718824525 1777),(1.51391124782 1957),(-0.000176661223541 2121),(0.123764749688 2286),(0.204405115826 2476),(1.33226762955e-15 2625),(1.93668319279 2761),(4.4408920985e-15 2964),,
Point0,H5,(2.6542159283 173),(1.26986046334 331),(2.38041936958 440),(1.24076346567 660),(1.22462418983 821),(0.430742193411 985),(0.832572449403 1136),(1.39942668871 1296),(0.832171231253 1480),(0.839856061823 1643),(2.38816035407 1801),(1.70316484242 1971),(0.271053010931 2142),(0.868242961326 2303),(0.585218099637 2494),(2.01964536884 2669),(2.44302997644 2777),(1.88184395359 3002),,
Point0,H6,(2.6645352591e-15 126),(2.6645352591e-15 311),(-8.881784197e-16 491),(-4.4408920985e-16 634),(3.99680288865e-15 840),(-8.881784197e-16 999),(-0.167617072358 1116),(-8.881784197e-16 1333),(-1.33226762955e-15 1496),(3.5527136788e-15 1659),(3.5527136788e-15 1831),(6.66133814775e-15 1993),(-0.049080581453 2162),(-0.00116347349875 2323),(-4.4408920985e-16 2444),(1.33226762955e-15 2625),(3.5527136788e-15 2806),(4.4408920985e-15 2964),(-0.00778964246344 3176),
Point1,H1,(7.82535547997 35),(7.69591726966 194),(9.17532978678 368),(9.67635889397 534),(9.289161185 692),(8.45613275913 853),(8.92612184237 1024),(9.76361410714 1187),(9.73903879466 1347),(9.95075564518 1514),(10.7995946696 1684),(10.5223721118 1844),(9.6251347385 2012),(9.52294698445 2178),(10.9126496179 2353),(10.114910108 2530),(10.3806264655 2703),(10.0891030539 2867),(9.51808149249 3027),(9.87704891201 3203),
Point1,H2,(5.77315972805e-15 109),(6.38380649958 212),,,,(1.02426458885 928),,,,,(2.18756680432 1745),,,(8.25239694698 2193),,(-1.33226762955e-15 2612),,(-0.000449045362408 2945),,
Point1,H3,(1.0589452493 126),(6.39309800896 215),,,,(1.15320680504 940),,,,,(2.20453066467 1751),,,(8.36393842748 2200),,(0.0768048982276 2622),,(0.374820063705 2961),,
Point1,H4,(0.441594122519 139),(0.197101510634 297),(0.293378002997 453),(0.264974612015 618),,(0.842848118283 956),(0.306455897421 1114),(0.258518820207 1262),(1.17525460059 1447),(0.952216718809 1611),(1.90036498985 1769),(1.33377726045 1947),(0.639404899785 2104),(0.181634472097 2270),(0.485438802612 2429),(0.0387354846974 2630),(-3.5527136788e-15 2789),(0.287348410082 2970),,
Point1,H5,(1.7737982938 156),(0.635676703036 313),(0.433413229032 465),(0.647756439583 646),,(0.969231734416 966),(0.516801855557 1127),(1.15082502836 1280),(1.33403168416 1459),(1.22367199875 1623),(1.99909756843 1779),(1.59868563761 1958),(0.740337493812 2115),(1.23702116333 2287),(0.657119088453 2441),(1.2562646274 2655),(0.146988815798 2801),(0.92918441856 2987),,
Point1,H6,(5.77315972805e-15 109),(-3.99680288865e-15 327),(-3.5527136788e-15 485),(-5.3290705182e-15 661),(-3.99680288865e-15 823),(4.4408920985e-16 983),(-6.66133814775e-15 1143),(-7.54951656745e-15 1313),(-5.3290705182e-15 1479),(-8.881784197e-16 1642),(0.0 1811),(3.5527136788e-15 1976),(-2.22044604925e-15 2146),(-1.33226762955e-15 2306),(-1.7763568394e-15 2461),(-1.33226762955e-15 2612),(-0.00574234037896 2815),(-0.000449045362408 2945),(8.881784197e-16 3160),
Point2,H1,(8.68010978683 49),(8.28295854045 214),(10.8905927738 383),(11.0983348998 546),(9.72758109942 709),(9.00228197168 867),(9.21281447929 1041),(11.4301722471 1203),(10.1196289516 1362),(10.2117567684 1535),(10.7459367004 1698),(10.3813915832 1880),(10.8567349764 2029),(10.2605543821 2194),(11.3405062399 2370),(11.2994330892 2545),(11.1418548716 2721),(10.4660188188 2882),(11.2484539213 3044),(11.7084398537 3221),
Point2,H2,,,,,(1.17146379473 769),(8.52365593848 878),,,(1.03188318609 1443),,,(2.02218556749 1939),,(4.02411489542 2240),,,,(8.881784197e-16 2961),,
