Cycle,0.920438596491
Average Width,7.17373271221
Width,,6.61786533094,6.75526622614,0.0,6.68837745426,6.33100760111,7.15014776726,6.56619670722,6.77720017871,6.41348524728,7.01552524702,6.88496791039,6.37890594241,6.27600867387,6.4571292524,9.91546174462,13.5046208682,5.38330513702,6.22972765205,7.78198987886
Point0,H1,(18.1689841447 42),(13.0821092089 246),(5.32172967238 371),(15.3726061966 455),(13.926633269 705),(17.0175634832 901),(12.81168161 1113),(15.5170632202 1337),(13.6382705222 1548),(15.5275133369 1766),(13.8283028156 1984),(11.688366774 2196),(10.7139660667 2449),(9.09178750989 2663),(17.2976904941 2884),(7.52905753395 3094),(7.52086914353 3155),(9.77684437313 3288),(11.4597926103 3524),(6.62459798568 3702),
Point0,H2,,,(0.393495231263 400),,(1.4422461205 786),(15.356788894 919),(11.7779859131 1126),(2.75587499769 1439),(13.340206099 1560),(13.0562851563 1783),(4.98364933406 2078),,,(3.57034237162 2719),(16.4462581641 2901),(5.53758910514 3114),,,
Point0,H3,,,(2.22132906237 415),,(1.5363357277 795),(15.4082908856 925),(12.0476261496 1135),(2.78305700225 1445),(13.3414676558 1562),(13.6620613758 1794),(5.02726382526 2085),,,(3.64034940831 2740),(16.7728839006 2914),(5.61618020504 3122),,,
Point0,H4,,,,,(-0.000475054924623 821),(2.41415104855 1039),(1.68753899743e-14 1261),(0.989675670516 1482),,(0.810108336037 1920),(2.33101315367 2117),,,(3.05696376521 2784),(-0.0214283939396 3028),,,,
Point0,H5,,,,,(0.815635937983 842),(3.14656771491 1059),(0.894779599375 1278),(1.45695278511 1499),,(1.86780946828 1934),(2.81346587306 2129),,,(3.06027038859 2787),(0.300866442395 3043),,,,
Point0,H6,(-0.0368253607581 212),(1.95399252334e-14 341),(7.9936057773e-15 429),(1.42108547152e-14 646),(-0.000475054924623 821),(2.04281036531e-14 1083),(-0.0240990259368 1293),(2.30926389122e-14 1515),(1.7763568394e-14 1732),(1.7763568394e-15 1949),(-0.00636210590607 2155),(2.6645352591e-15 2383),(-0.00760147409918 2600),(-0.02187050776 2815),(-0.273983498691 3061),(-0.0104188900224 3244),(-1.93098628034 3395),(-0.00353959348895 3679),
Point1,H1,(25.415618429 98),(20.5698545859 306),(5.93811739758 429),(23.1159270032 515),(21.5272191422 738),(24.802460111 962),(19.8654365259 1173),(23.86367522 1393),(21.0774739066 1606),(22.8323079468 1825),(21.5050195688 2046),(19.1764686201 2257),(17.1786967049 2488),(15.5740674741 2691),(20.8198152384 2941),(9.86667821537 3151),(7.0894980383 3225),(16.9163990729 3345),(15.8064421909 3582),(12.7513637539 3765),
Point1,H2,(13.6340703137 149),,(0.858617939229 461),(20.0300344675 528),(18.14649524 753),(2.83217176438 1093),(18.518910727 1185),,(19.9810801044 1619),(18.6059658764 1841),,,,,(17.7985278127 2966),(5.76298110597 3171),(5.24479306426 3252),(-0.677308014411 3448),,
Point1,H3,(13.7086657016 154),,(2.29034055969 474),(21.7512155456 540),(19.0492075916 763),(3.40875803739 1107),(18.9516562022 1194),,(20.0286661164 1624),(19.9783001284 1853),,,,,(17.8377039321 2971),(6.53478849904 3184),(5.25766438425 3256),(0.440324924815 3485),,
Point1,H4,,,,(1.87460803934 665),(-3.01980662698e-14 886),(3.24158995987 1116),(0.605629182331 1322),(1.95562023321 1547),,(2.54262407566 1979),,,,,(-0.007282545767 3090),,(2.88122428621 3280),(-0.320073491427 3506),,
Point1,H5,,,,(2.16678228678 676),(0.975949206062 907),(3.46208826169 1125),(1.26189545523 1336),(2.65314650266 1560),,(3.71631136393 1993),,,,,(4.51706472697 3120),,(3.0255333334 3287),(15.2893973618 3556),,
Point1,H6,(4.08562073062e-14 59),(-0.00665097864533 269),(-3.81916720471e-14 397),(-3.5527136788e-14 488),(-3.73034936274e-14 707),(-3.01980662698e-14 886),(0.0 1144),(7.1054273576e-15 1351),(1.42108547152e-14 1576),(-0.00104368417524 1793),(-3.5527136788e-15 2010),(-3.5527136788e-15 2222),(-5.3290705182e-15 2442),(1.7763568394e-15 2661),(-0.0011471029138 2873),(-0.007282545767 3090),(3.66373598126e-15 3306),(-0.677308014411 3448),(-0.0370302174058 3738),
Point2,H1,(28.2886586356 40),(22.0228901959 247),(5.36713556994 370),(23.9972815377 456),(23.5055928409 679),(24.5411542298 903),(21.0268320683 1114),(24.4185622386 1334),(22.6813073225 1547),(23.3125201415 1767),(23.5066526877 1986),(21.0326584602 2199),(19.6620579577 2423),(17.9909569409 2633),(21.9076725586 2879),(7.52727763376 3060),(20.9950762467 3286),(17.4148117583 3495),(16.8731441661 3709),
Point2,H2,(14.7157284496 90),,(0.772098767262 401),(20.8088655244 469),(19.4018116216 695),(2.4528942716 1034),(19.6829614687 1128),(11.5869131627 1387),,,,,(12.5170100102 2472),,(18.9641328048 2907),,,,,
Point2,H3,(14.8049277876 95),,(2.58133876168 416),(22.4089214094 480),(19.7592733133 703),(2.99602518155 1048),(19.7165432978 1132),(11.6023819411 1391),,,,,(12.6130072478 2479),,(18.9750237713 2910),,,,,
Point2,H4,,,,(2.05385857525 605),(6.2172489379e-15 827),(2.82584182359 1057),(0.319940309955 1264),(1.90015137497 1488),,,,,(8.69191871179 2506),,,,,,,
Point2,H5,,,,(2.69976122635 619),(1.12821237784 846),(2.97833573935 1066),(1.53137951348 1279),(2.92065816651 1502),,,,,(8.76209157903 2513),,,,,,,
