Cycle,0.829729166667
Average Width,4.76486178492
Width,,4.54504599614,5.22400533975,4.6256446838,4.70946127273,5.67799395397,4.52276434629,4.84148162335,5.88299691127,5.22372296648,4.49707653685,5.51265337705,4.82176915921,4.24512521982,4.64817412864,4.99795870997,4.21143147516,4.1800328029,4.67726780192,4.3461919605,4.18219503296,4.48910418457
Point0,H1,(6.6287734596 71),(9.39795770658 153),(7.60371945541 332),(9.26520937723 510),(10.5658219032 694),(7.13608591297 870),(11.1156494643 1035),(12.948006156 1226),(11.134430437 1405),(8.50078509239 1567),(11.194247703 1758),(8.90270908123 1933),(6.85675717831 2092),(8.67642242142 2271),(8.86500778186 2460),(5.97479059677 2630),(6.65750861096 2795),(7.8657472603 2975),(7.87882747368 3144),(7.0902024351 3294),(8.55098516663 3484),(2.83163674664 3646),
Point0,H2,,,(1.59449028585 374),(4.63372759716 554),(5.86519575038 731),(3.02253492524 902),,,(4.22229900506 1444),(6.92216795387 1584),,,,,(4.06043792958 2506),,(3.39799904566 2823),(5.24201822719 3004),,,,
Point0,H3,,,(3.67787832447 394),(5.71424776808 569),(6.13636228896 742),(4.55373838895 922),,,(5.58305665437 1464),(6.9875488717 1591),,,,,(5.33849500395 2522),,(5.35758823387 2846),(5.65247966291 3022),,,,
Point0,H4,,(-0.00575391113374 253),(0.574899320461 429),(1.06339147848 622),(1.41040756675 794),(0.568332036306 953),,,(-0.00513871073957 1513),(2.00093290665 1661),(1.60357911184 1867),(3.95465141123 1963),(3.17953263175 2134),,(0.919507479274 2570),,(3.3515732075 2900),(1.47427396687 3077),(-4.21884749358e-15 3240),,,
Point0,H5,,(1.08849420601 272),(0.786097650096 445),(1.36423750798 640),(2.27382320254 811),(2.06488438142 972),,,(1.07864377343 1528),(2.41144459707 1673),(1.60680386974 1870),(4.88372716808 1981),(3.49847015712 2151),,(0.935322554056 2575),,(3.53658996258 2912),(2.67164194827 3094),(0.875227857263 3259),,,
Point0,H6,(-2.6645352591e-15 117),(-0.00575391113374 253),(-0.00782722980879 466),(-7.9936057773e-15 659),(4.4408920985e-16 835),(-0.00334895675024 994),(0.0 1191),(-0.0180695518159 1363),(-0.00513871073957 1513),(-5.3290705182e-15 1715),(-0.00527411555734 1897),(-1.7763568394e-15 2052),(5.3290705182e-15 2240),(3.5527136788e-15 2427),(-0.00601802824247 2596),(-0.00655930441782 2757),(-0.00632025648862 2938),(-2.22044604925e-15 3112),(-4.21884749358e-15 3240),(-0.00199869301856 3455),(-2.29861544218 3623),
Point1,H1,(19.7343198253 35),(17.5824574119 213),(20.1025130289 389),(20.9239973183 576),(17.273699428 745),(19.7388517345 916),(21.4146080299 1104),(18.5562402767 1285),(19.5628805164 1447),(21.6557183344 1636),(18.3400879491 1813),(17.5196525347 1970),(20.1721099056 2152),(19.714798271 2341),(15.3092305237 2507),(18.2999068787 2672),(19.2441733947 2850),(16.8296639903 3021),(19.5986947698 3178),(19.4345931616 3365),(17.2282267781 3529),
Point1,H2,(8.47769440558 84),(6.53492911518 256),,(11.3395675187 608),(8.2149442586 780),(10.3343188848 961),,(8.04602629873 1325),(9.57691237299 1490),(9.90769205196 1679),(8.30813334656 1849),,,(9.61392999286 2385),(5.40907902184 2544),,(11.4598598326 2879),(9.52135370316 3057),,,
Point1,H3,(8.66421138275 92),(7.11871081551 270),,(11.9630002869 622),(9.91924281394 799),(10.5322194344 971),,(9.57583259537 1343),(10.0685713774 1501),(10.8969959422 1694),(9.00995661851 1866),,,(9.85504417308 2396),(7.77426006024 2564),,(11.6174735818 2887),(10.2901311905 3072),,,
Point1,H4,(2.12931378969 125),(1.33157856813 314),,(3.33165253762 689),(1.66233550769 844),(2.35474135196 1040),(2.11098557812 1218),(4.4408920985e-15 1398),(2.33634765605 1564),(2.08143262443 1747),(2.39892039938 1908),(9.16286519994 2002),(11.0702850476 2192),(2.63475031548 2450),(1.40516054435 2605),(10.3326436232 2700),(2.09718127869 2961),(3.30230186827 3122),(9.79432070535 3216),,
