Cycle,0.829729166667
Average Width,4.76486178492
Width,,4.54504599614,5.22400533975,4.6256446838,4.70946127273,5.67799395397,4.52276434629,4.84148162335,5.88299691127,5.22372296648,4.49707653685,5.51265337705,4.82176915921,4.24512521982,4.64817412864,4.99795870997,4.21143147516,4.1800328029,4.67726780192,4.3461919605,4.18219503296,4.48910418457
Point1,H5,(3.16983364443 145),(1.75948368601 327),,(3.49932841969 698),(1.94541479547 855),(3.43863693472 1054),(2.62621843719 1230),(0.406525142624 1408),(2.69768170537 1576),(2.24460123865 1756),(2.45965382192 1915),(9.84712419195 2019),(11.9928841929 2207),(3.02252227881 2460),(2.94755903569 2622),(11.7376735705 2719),(2.98132696015 2974),(3.42779793174 3130),(10.9647847699 3231),,
Point1,H6,(7.9936057773e-15 169),(-0.00852837411356 351),(-7.1054273576e-15 543),(8.881784197e-16 717),(-0.0037854597573 878),(-8.881784197e-15 1071),(5.3290705182e-15 1250),(4.4408920985e-15 1398),(1.7763568394e-15 1599),(-0.00637325374253 1779),(8.881784197e-16 1935),(1.7763568394e-15 2123),(-0.00229570244483 2305),(4.4408920985e-15 2478),(3.5527136788e-15 2639),(3.5527136788e-15 2816),(-0.00768377991582 2991),(-8.881784197e-16 3149),(3.5527136788e-15 3335),(-0.00603547091819 3503),
Point2,H1,(19.8115611037 36),(18.0837193077 213),(20.7146709534 389),(21.2855841685 577),(17.5236730691 746),(19.679453186 917),(20.5996980654 1105),(19.0597908808 1285),(19.1538284978 1448),(21.6216480846 1636),(18.6335913772 1813),(17.5550745319 1971),(20.8422994238 2152),(19.0456636759 2342),(16.2345230306 2509),(17.1797335248 2671),(18.9743253255 2851),(16.3162720033 3021),(18.7085202896 3179),(19.1187236798 3366),(17.5916347307 3530),
Point2,H2,,(6.28780644249 258),,(10.7568184825 607),(7.21434069915 781),,(11.2019159808 1139),(7.62906615794 1327),(8.63305115882 1489),,(7.86465730189 1851),,,(8.87245298445 2388),(5.56331876426 2543),(9.30909170118 2701),(10.6866111258 2878),(8.41149955679 3058),(8.70864334024 3218),,
Point2,H3,,(7.18491047891 272),,(11.6543089576 623),(9.46290251049 801),,(11.2087892201 1142),(8.37281654701 1342),(9.70747547793 1504),,(8.62775293248 1868),,,(8.9513971912 2396),(7.7825618811 2564),(10.4406983633 2718),(11.0877276116 2889),(9.59219763357 3074),(9.62939926271 3232),,
Point2,H4,(8.49849829652 86),(1.18444888807 315),,(2.89681173518 692),(1.78841275686 846),,(1.97687310126 1219),(0.264469785596 1401),(2.14585026821 1568),,(1.5061686246 1908),(8.68182611831 2001),(10.4230557782 2193),(2.83112356573 2450),(0.77928088759 2608),(5.4175663568 2760),(2.07671567095 2963),(2.74898363307 3123),(2.32898451158 3299),,
Point2,H5,(8.58217851294 92),(1.71417849163 330),,(2.9818221737 699),(2.11553327474 858),,(2.10272911361 1227),(0.334500593931 1407),(2.99805035422 1582),,(2.06385184881 1919),(9.57705902765 2021),(11.3826594534 2208),(3.45714738133 2462),(2.48910773225 2624),(5.62799351455 2768),(2.92997616571 2975),(3.01126147959 3132),(2.387849099 3305),,
Point2,H6,(6.2172489379e-15 174),(1.7763568394e-15 353),(8.881784197e-15 543),(7.1054273576e-15 718),(8.881784197e-15 881),(7.1054273576e-15 1072),(-8.881784197e-16 1250),(-0.00350600492844 1416),(-1.06581410364e-14 1601),(8.881784197e-16 1780),(8.881784197e-16 1936),(8.881784197e-15 2124),(1.42108547152e-14 2306),(1.7763568394e-15 2480),(-5.3290705182e-15 2640),(-0.00539902883458 2816),(0.0 2991),(-6.2172489379e-15 3150),(2.6645352591e-15 3336),(3.5527136788e-15 3503),
Point3,H1,(16.3976788387 35),(15.2361124014 214),(16.8216928599 390),(16.7570531857 577),(15.2064833338 745),(15.7434936883 917),(15.8359440188 1106),(15.6744907977 1285),(15.7087672253 1447),(16.5046879408 1635),(15.6164214635 1813),(13.4545807228 1970),(14.6056549338 2152),(14.8716189761 2342),(12.0846564445 2507),(12.363691776 2671),(12.8275643094 2851),(12.4727007061 3021),(13.1807668113 3179),(12.6235527894 3366),(11.6702041514 3530),
Point3,H2,,(5.84029369636 253),,,(6.71785434188 783),(7.68759994837 960),(9.13464082013 1138),(7.66116337418 1313),(7.45899142176 1487),(8.9623848504 1660),(7.51354870922 1854),(6.83101611718 2002),,(6.40403766515 2386),(4.21388932079 2543),,(6.74058413161 2877),(7.00584547259 3060),(7.28421704269 3216),,
Point3,H3,,(7.11234039374 271),,,(8.69912677199 802),(8.01923852403 972),(9.1840801447 1144),(7.68063719865 1317),(8.9760998589 1504),(9.40005479893 1670),(7.88925250227 1868),(7.7060208111 2022),,(7.2492829249 2401),(5.76313438549 2564),,(7.76202406692 2895),(7.20823499819 3072),(7.38956255558 3224),,
Point3,H4,(8.91104670704 67),(0.463906698294 323),,(9.64043951918 607),(1.95812277198 851),(0.938477222873 1043),(2.43896042004 1215),(7.49829340244 1329),(2.01161172708 1564),(2.13087624545 1747),(2.16636392611 1908),(1.64591981328 2098),(8.67880782914 2192),(1.94946055083 2451),(0.940829240216 2607),(6.96970268765 2704),(1.91923256096 2964),(2.17986529616 3122),(3.19673953676 3270),,
