Cycle,0.76564516129
Average Width,0
Width,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Point0,H1,(16.2908057638 30),(17.4917726252 202),(16.9696548243 357),(18.5095734088 520),(18.4756238625 682),(17.3528924191 846),(17.385787549 1004),(18.3130561557 1178),(18.0919860376 1353),(19.2515033089 1518),(12.3098166794 1674),(7.10556466627 1834),(11.9110820388 1992),(12.3758853346 2150),(12.9243993028 2299),(11.8007735565 2464),(13.0054022233 2634),(15.3555209393 2795),(15.4771156757 2962),(16.3597822319 3125),(15.5965575372 3272),(17.3710975476 3418),(17.108122586 3562),(17.0543821711 3702),(19.0254547522 3837),(10.6972906809 3978),(16.9616884956 4120),(11.0821932867 4263),(11.6332306473 4426),(9.99757726396 4602),(7.94512922131 4774),(7.29453591756 4948),
Point0,H2,,,,,,,,,(11.370467937 1386),,,(2.63904032879 1881),,,(4.9308248629 2341),,(0.885170944988 2720),,(9.95104688395 2994),,,,,(8.98473442649 3733),,(2.22271092754 4020),,,(0.803232953488 4504),,(1.67776927114 4820),,
Point0,H3,,,,,,,,,(11.4112784731 1392),,,(2.86318687523 1894),,,(5.29719485394 2353),,(1.01046672381 2731),,(10.0104330093 3001),,,,,(9.13613382534 3741),,(2.31524377928 4029),,,(0.903339842988 4513),,(1.71879719755 4830),,
Point0,H4,(8.51286425214 73),(2.16789199621 293),(3.82539513431 454),(2.43613773939 615),(3.00993045128 791),(10.5855421702 890),,(1.82280384314 1283),(6.20619695646 1434),(6.85674947748 1591),(-0.0363866483387 1757),(0.490018856675 1926),(1.76883661694 2086),,(1.08693635804 2403),,(0.921813188491 2741),(0.816620435425 2905),,(3.02008670241 3203),,,,(3.04475965692 3784),(9.31488334208 3878),(0.124128800137 4055),,(-0.000531997880814 4339),(0.229322480865 4539),(0.182001275925 4705),(-0.00783060277223 4875),,
Point0,H5,(8.81087398474 82),(2.83835545079 305),(3.95436780683 461),(2.47503798639 621),(3.35222678466 800),(10.6348381885 896),,(2.09032686536 1294),(6.61556226264 1447),(7.32390591031 1602),(1.18084650066 1785),(0.827353139039 1939),(2.10572330976 2097),,(1.76660459792 2417),,(0.947573808316 2749),(0.912348924389 2912),,(3.28102569059 3213),,,,(3.17648116276 3791),(9.51704221595 3887),(0.270053953679 4067),,(0.999565828694 4359),(0.781027382799 4560),(0.459940708612 4721),(0.873082655236 4899),,
Point0,H6,(-0.0690889785661 1),(-0.0066473335043 165),(7.1054273576e-15 322),(3.5527136788e-15 483),(6.2172489379e-15 643),(1.7763568394e-15 817),(-0.000787271415454 976),(3.5527136788e-15 1141),(8.881784197e-15 1314),(1.7763568394e-15 1487),(-0.0428418407595 1647),(-0.0539079787041 1807),(-0.0060345443416 1954),(4.4408920985e-15 2115),(-0.00422794691364 2270),(3.5527136788e-15 2433),(6.2172489379e-15 2582),(1.06581410364e-14 2765),(-0.00764545045476 2926),(0.0 3088),(7.1054273576e-15 3240),(-0.00706088603091 3386),(-0.00880460117674 3524),(1.06581410364e-14 3667),(1.06581410364e-14 3808),(7.1054273576e-15 3950),(1.7763568394e-15 4078),(-0.0127258957307 4227),(-0.000531997880814 4339),(-1.02140518266e-14 4574),(-0.0017511837358 4738),(-0.00783060277223 4875),
Point1,H1,(24.2354574901 31),(24.4155941939 200),(23.7480126924 358),(27.177838863 519),(26.788520551 681),(24.9569340942 844),(25.6535019034 1003),(27.2738014302 1177),(26.3097970011 1351),(27.8194681383 1515),(20.9651715998 1673),(17.8776843359 1835),(21.590243391 1991),(23.758277307 2149),(22.942071884 2298),(22.4365358536 2466),(21.8890290586 2633),(25.9358564474 2795),(26.0737542834 2961),(21.2063316361 3124),(23.4603346189 3272),(23.8153543675 3417),(21.0347822869 3560),(24.4043714356 3702),(26.420752039 3836),(22.6917526564 3977),(25.5876570069 4120),(25.0961842541 4264),(24.9373719726 4427),(22.8498888354 4602),(19.6478582957 4774),(19.729976538 4948),
Point1,H2,,,(12.611732817 393),,,(12.8952590577 890),,,,,,,,,,,,,,,,,,,,,,(1.94890501274 4350),,,,
Point1,H3,,,(13.0016128058 402),,,(12.9099801942 893),,,,,,,,,,,,,,,,,,,,,,(1.95147967339 4352),,,,
Point1,H4,,(3.31349021877 290),(4.40359850835 452),,(3.3383897894 790),(3.59385223473 951),,(4.25894700092 1283),,,(2.31674035024 1760),(8.13126443259 1876),(3.39417556568 2085),(11.076815379 2188),(1.52394795167 2404),(0.958829652637 2586),(3.94602845093 2722),(5.0858239289 2900),(5.26942126087 3050),(4.38619883458 3206),,,(3.10182452384 3637),(4.50276136693 3783),,,(3.75490010256 4197),(0.534290418665 4373),(1.03272329813 4548),(7.82323335159 4648),,
