Cycle,0.768094771242
Average Width,22.4523886582
Width,,27.8099249758,14.5677395542,9.03801216967,0.0,34.9077196643,0.0,12.3280988659,48.1522218901,9.99038834807,38.1500620135,13.358969969,0.0,22.56226182,0.0,0,0.0,16.1108759692,0.0
Point0,H1,(6.36265720494 39),(5.78451394306 202),(5.43824091353 296),(9.07426330563 376),(7.48510087353 546),(7.37319073412 730),(6.54210870469 889),(7.26286050179 1062),(6.97149598318 1228),(8.4808039386 1411),(7.58170178068 1577),(9.10013280075 1750),(8.46753314223 1935),(11.1583091347 2094),(9.26400181436 2259),(11.9583988215 2429),(10.0961630083 2604),(11.2487156658 2762),(9.37703526357 2936),
Point0,H2,(1.68792765439 90),,,,(3.14855702343 592),(1.97260187949 780),,,,,,(5.84825535676 1783),,(6.36259610446 2125),,,(8.07623368402 2626),,,
Point0,H3,(2.33233103943 107),,,,(3.71551753022 608),(2.00114457128 789),,,,,,(5.99700194966 1794),,(7.76375133678 2142),,,(8.43278751299 2638),,,
Point0,H4,(-0.0412876704805 134),(2.68446535752 229),,(1.66200027631 463),(2.28541139532 654),(0.308290456947 832),(4.52504594424 927),(4.67248042836 1094),(3.24530358961 1270),,(6.21269112512 1615),(1.65467614597 1828),,(-2.6645352591e-15 2179),(4.89748393198 2327),,,(7.42099351365 2800),,
Point0,H5,(0.230828138076 148),(5.03686826656 253),,(2.38179900096 481),(2.29779459876 659),(0.474609249003 843),(4.81710196845 938),(4.8056351635 1105),(4.50797131132 1298),,(6.26625534346 1623),(2.00411022792 1840),,(1.40478935991 2201),(5.04740661662 2341),,,(7.51531519455 2810),,
Point0,H6,(-0.0776440455126 3),(-0.0412876704805 134),(-2.6645352591e-15 342),(-0.000914512434571 511),(-8.881784197e-15 686),(-1.64313007645e-14 856),(-4.4408920985e-16 1014),(3.10862446895e-15 1187),(3.24530358961 1270),(-3.10862446895e-15 1371),(-0.0025088541458 1532),(-5.3290705182e-15 1708),(-1.7763568394e-15 1881),(-6.2172489379e-15 2038),(-2.6645352591e-15 2179),(8.881784197e-16 2381),(9.7699626167e-15 2547),(4.4408920985e-15 2718),(-0.00233357078004 2895),
Point1,H1,(8.10795962971 36),(6.43296187826 198),(10.0877576779 372),(9.67169345836 543),(8.46074953136 726),(8.23704593466 888),(9.33857112703 1059),(5.79499302869 1223),(11.084504939 1406),(9.51455756234 1571),(10.5427505504 1746),(9.58986570878 1930),(12.6626760775 2090),(10.7149952231 2257),(12.6458691549 2424),(10.6057296181 2598),(13.8757247103 2757),(9.63019338972 2930),
Point1,H2,(2.44259024573 75),(2.68626125782 228),,(4.07642083537 589),,,,,,(6.52766842727 1614),,,(7.57591617938 2118),,,(8.96408730959 2624),,,
Point1,H3,(3.35803386406 95),(4.79563371845 250),,(5.12113201367 606),,,,,,(6.59852365426 1621),,,(9.07045653182 2137),,,(9.02842183111 2632),,,
Point1,H4,(0.028232382407 137),(3.08351235192 270),(2.4138345414 462),(2.56678459831 650),,(0.461307735951 988),,,,(3.6435674745 1652),,,(-8.881784197e-15 2176),(5.64302677773 2320),,,(8.52775547655 2799),,
Point1,H5,(0.472006257687 152),(4.71405490027 294),(2.59015346964 476),(2.63870660051 658),,(0.903859417792 1000),,,,(3.65555270648 1656),,,(1.92321224679 2199),(5.90610457019 2335),,,(8.54485347151 2805),,
Point1,H6,(-0.0621373659421 2),(-0.00779296676413 165),(4.4408920985e-15 336),(-7.1054273576e-15 506),(-5.77315972805e-15 682),(-3.10862446895e-15 848),(-3.5527136788e-15 1015),(-0.171920492528 1186),(-0.00338193087849 1259),(-0.0468038751805 1366),(6.2172489379e-15 1531),(1.7763568394e-15 1703),(-2.6645352591e-15 1878),(-2.6645352591e-15 2048),(-8.881784197e-15 2176),(8.881784197e-16 2380),(-0.00139905893337 2539),(-9.7699626167e-15 2716),(-0.00300351436043 2891),
Point2,H1,(8.32777690361 31),(5.94796112951 192),(5.01409163849 289),(9.87515045909 367),(9.73266025584 540),(8.44248989325 722),(8.74899854067 887),(9.40430335123 1053),(8.3784866063 1222),(10.9705951905 1402),(9.48709266367 1569),(10.8032018149 1742),(10.1051514105 1927),(14.0996040891 2087),(12.4813391875 2252),(13.2869874728 2421),(11.033124511 2594),(14.1678023228 2755),(9.6490095436 2926),
Point2,H2,(2.92642645411 71),,,(9.15301810261 388),,,,,,,,(6.99402226527 1775),,(8.50001946792 2116),,,(9.55618179683 2618),(8.65340750851 2798),,
Point2,H3,(4.02703172585 91),,,(9.15644959632 391),,,,,,,,(7.2788452843 1787),,(9.82810419413 2133),,,(9.69114923541 2628),(8.6842888961 2804),,
Point2,H4,(-0.114801855699 131),(2.50310695431 224),,(1.95046603576 462),(3.92475564645 584),(2.24836952821 775),(1.0471663619 984),,(3.85158895196 1252),,(6.3519707221 1607),(2.53840414345 1822),(2.6645352591e-15 2026),(2.6645352591e-15 2171),(5.6494436583 2322),,,(2.6176655627 2856),,
Point2,H5,(1.31221932544 149),(4.55406182723 245),,(2.73296901163 480),(5.28101879546 601),(2.6290776452 792),(1.37982478563 995),,(5.1234735632 1277),,(6.92835343748 1621),(2.64618657548 1830),(0.472010199268 2038),(3.12167775373 2196),(5.7223005551 2331),,,(2.68103705353 2863),,
Point2,H6,(-0.0452423369858 2),(-0.114801855699 131),(-1.15463194561e-14 332),(-0.00345930632416 504),(4.4408920985e-15 678),(-0.00482621428143 843),(-7.1054273576e-15 1012),(-0.00252867192537 1173),(3.85158895196 1252),(-0.00402075238002 1364),(-8.881784197e-16 1529),(-0.000556761106855 1700),(3.5527136788e-15 1874),(2.6645352591e-15 2026),(2.6645352591e-15 2171),(0.0 2378),(-0.00411321832142 2539),(0.0 2712),(-0.0107156644859 2889),
