Cycle,0.683655913978
Average Width,7.95949468037
Width,,8.67439531674,8.4776901609,8.53069483293,7.44250293154,7.94543801838,8.0357718987,8.75401325194,7.84543595915,8.09989529947,7.75218732755,7.87301217785,7.55052511782,7.98509426002,7.62054070183,7.79663833469,8.59737648521,7.51266872092,8.20525390884,8.26766386583,8.9785208882,7.65020796806,7.67896987509,7.63223132858,7.7638994797,7.9275949703,7.80226347818,7.93809128146,7.52995219913,7.63774194958,7.60316891173,7.86610478741,7.72828408398
Point0,H1,(15.975939575 29),(17.0641407447 176),(16.1326062272 325),(14.2081003784 469),(14.8614520977 610),(15.3095854407 754),(17.7227616456 905),(14.5515728417 1051),(15.1581575978 1195),(13.4104012833 1337),(15.6263908268 1474),(16.0345291168 1618),(17.2985164324 1765),(14.3537857344 1908),(14.8234005403 2047),(15.2854854493 2187),(15.996305953 2326),(17.7200604716 2473),(17.617815941 2617),(15.5065133809 2756),(14.9044038031 2893),(12.5472018412 3028),(13.2870934187 3166),(15.7392638508 3308),(14.3880545084 3452),(13.7265230556 3594),(12.7142487771 3727),(13.7930644951 3863),(14.8642460793 4000),(12.0905582721 4142),(11.1230579252 4283),(12.4935029867 4415),
Point0,H2,(4.24609595176 64),,,(5.32878754273 501),(6.23795295832 648),(5.79874194677 790),,,,,,,,(5.626364179 1942),(4.7727532635 2085),(5.32132577618 2217),,,(9.13834380601 2647),(5.87492214634 2794),,,,,,(5.46387025626 3625),,,,,(2.89990387051 4321),,
Point0,H3,(4.68161196443 75),,,(6.35231069254 516),(6.27459967843 653),(5.81730024758 794),,,,,,,,(5.73106943413 1949),(5.3085682817 2097),(6.11228935837 2232),,,(9.20070018705 2653),(5.88333831707 2797),,,,,,(5.62340000207 3634),,,,,(2.92534965303 4327),,
Point0,H4,(0.70171057702 121),(3.21480266512 262),(2.51529030503 413),(2.88729232552 546),(1.93159905233 698),(1.43196342052 840),(2.13235499 985),(4.51958349794 1090),(1.52747158267 1271),(2.08155746151 1414),(2.03420691364 1559),(1.93558296255 1703),(2.86344046645 1847),(1.11618360623 1991),(1.20708821883 2121),(3.22528723808 2263),(2.27696250474 2409),(2.76104163754 2550),(4.39269640117 2697),(0.641422744697 2835),(5.53125573767 2925),(-0.00256547479985 3097),,,,(0.505967687128 3670),(4.78955145458 3763),(5.07235635254 3893),,(4.40057372611 4188),(0.631629171579 4361),,
Point0,H5,(1.57367387326 133),(3.47476169711 272),(2.51686120671 415),(3.67549499819 561),(2.08995850635 706),(1.82919995605 851),(2.14371968533 988),(4.73492226747 1101),(1.54632923185 1276),(2.74127577925 1427),(3.02518155956 1572),(2.20472259434 1713),(3.15419097409 1857),(2.10826346537 2005),(2.20758400407 2136),(3.22707223409 2265),(2.37112606534 2416),(2.77336048209 2554),(4.7186532538 2706),(0.811952840288 2845),(6.70481744095 2944),(1.28422627113 3120),,,,(1.01697448107 3683),(5.10644289862 3776),(5.27016539209 3902),,(4.59421467628 4197),(0.739830077271 4370),,
Point0,H6,(-0.0060396294758 1),(-7.9936057773e-15 146),(2.6645352591e-15 292),(-0.00331491736043 436),(-0.0072837757976 581),(-1.7763568394e-15 723),(0.0 869),(7.9936057773e-15 1018),(2.04281036531e-14 1162),(1.15463194561e-14 1299),(1.50990331349e-14 1444),(1.24344978758e-14 1589),(5.3290705182e-15 1731),(1.06581410364e-14 1877),(9.7699626167e-15 2019),(9.7699626167e-15 2155),(9.7699626167e-15 2291),(4.4408920985e-15 2437),(-0.00826906739379 2579),(-1.7763568394e-15 2726),(9.7699626167e-15 2861),(1.33226762955e-14 2996),(-0.00256547479985 3097),(-0.00284110636453 3264),(1.7763568394e-15 3424),(-7.1054273576e-15 3550),(-4.4408920985e-15 3697),(-1.7763568394e-15 3829),(4.4408920985e-15 3968),(1.59872115546e-14 4111),(-0.0360563882258 4235),(-7.1054273576e-15 4384),
Point1,H1,(19.1754015139 29),(20.7849817758 176),(19.8101283103 325),(17.4027784704 468),(18.0647589254 610),(18.9562406548 754),(21.1496348668 905),(18.3255430465 1051),(17.8643384691 1195),(17.472482517 1337),(19.4373407457 1475),(20.7102991415 1618),(21.7604341048 1765),(17.7701903093 1909),(18.967263193 2048),(19.4885907248 2186),(20.275174722 2326),(22.4978259245 2473),(22.1118964075 2616),(18.9925486606 2756),(19.6740715928 2893),(16.5478552594 3028),(17.5009281683 3165),(20.0926694558 3308),(18.6361559659 3452),(18.172505479 3594),(15.9558669821 3727),(18.2956809928 3863),(19.1949283838 4000),(15.5954966107 4142),(13.8760251272 4283),(15.884301398 4415),
Point1,H2,(4.73294123994 66),(8.33908014633 211),,(5.84360030439 501),,,,,,,,,,(6.62064176869 1945),(5.85079383222 2085),(7.17786863292 2217),,,(11.12755446 2645),,,,,,,(6.9168642028 3625),(5.79039623396 3764),(6.41255972853 3894),,,(3.90065976287 4319),,
Point1,H3,(5.03952053627 76),(8.46667195424 217),,(7.00407599621 516),,,,,,,,,,(6.6237401553 1947),(6.22055947602 2095),(7.18844043872 2221),,,(11.4137784805 2654),,,,,,,(7.00968180486 3632),(6.09440090359 3776),(6.55606466631 3902),,,(3.97344987093 4327),,
Point1,H4,(0.717188386081 119),(3.01920071763 264),(2.65305004289 410),(2.94124337574 546),(2.6772114997 697),(1.39859357467 838),(2.2964068303 985),(0.0199234403065 1153),,(1.95094811716 1415),(2.55768135784 1558),(1.99339323652 1704),(3.42766869873 1848),(1.16842285349 1991),(1.60186550072 2121),(3.17378615187 2263),(2.47565233392 2408),,(5.14371515764 2696),(-0.00527965504008 2835),(7.18945686143 2925),(-0.0203560367494 3097),,,,(0.298115838052 3670),(3.35994715144 3803),,,(5.76859274717 4187),(0.285045726333 4359),,
Point1,H5,(1.75974558543 133),(3.19857728814 272),(2.98041889948 419),(4.19662465777 561),(2.94566935126 706),(1.65999718844 849),(2.32744308654 989),(0.0287899306327 1156),,(2.76114281345 1428),(3.75091298522 1572),(2.36048478913 1714),(3.74476695934 1858),(2.03940515482 2004),(2.55822068821 2135),(3.28626695947 2270),(2.76107508848 2418),,(5.59402939626 2706),(0.923001668726 2851),(8.32568211838 2942),(1.319846181 3120),,,,(1.25687963047 3684),(3.36521361286 3805),,,(5.86736956323 4194),(1.1258651734 4373),,
Point1,H6,(-0.0102051537196 1),(4.4408920985e-15 146),(-1.24344978758e-14 292),(-2.6645352591e-15 437),(-0.00937140527357 581),(-1.50990331349e-14 723),(5.3290705182e-15 868),(-0.00100306871429 1019),(-0.00113673635 1161),(-5.3290705182e-15 1298),(-1.33226762955e-14 1444),(-2.48689957516e-14 1588),(-8.881784197e-16 1731),(0.0 1877),(-8.881784197e-15 2018),(-1.86517468137e-14 2155),(-1.95399252334e-14 2292),(-5.3290705182e-15 2437),(-1.42108547152e-14 2579),(0.0 2726),(-0.00527965504008 2835),(-5.3290705182e-15 2996),(-0.0203560367494 3097),(1.59872115546e-14 3274),(1.7763568394e-15 3423),(-0.00920793705073 3555),(7.9936057773e-15 3698),(-0.00472919122754 3830),(-1.15463194561e-14 3967),(3.5527136788e-15 4112),(-0.0392994643854 4237),(-8.43769498715e-15 4386),
Point2,H1,(18.4788968012 53),(20.9738873089 199),(19.7768375409 350),(18.948103106 493),(19.0534250433 634),(19.598941281 778),(20.862233212 928),(19.1459725109 1075),(19.3482062003 1219),(17.7386365944 1359),(20.661375933 1499),(22.484576553 1641),(22.6670780932 1789),(19.8357981998 1932),(19.505367552 2071),(17.9706819447 2211),(22.3933253478 2351),(22.6168352787 2497),(23.0239680764 2641),(18.525005465 2782),(22.4096202338 2917),(18.0012226349 3052),(19.9247029662 3189),(22.063026839 3332),(18.9349100339 3476),(19.3192374414 3617),(17.5032851688 3750),(18.8682086458 3888),(21.9734632268 4025),(17.2724383351 4167),(16.3386597962 4306),(17.5509220242 4438),
Point2,H2,(5.68548922718 94),(6.21025649469 238),,(6.7888775615 524),(5.11917656819 696),,,,,,(8.14389801655 1537),,,(6.90792158341 1965),,,,,,,,,,,,,,(6.78374448857 3917),,(6.83279379006 4201),,
Point2,H3,(5.68562709406 95),(6.53805839464 248),,(7.49263572095 537),(5.12953364677 699),,,,,,(8.18320635571 1542),,,(7.1140381052 1972),,,,,,,,,,,,,,(7.20562640257 3927),,(7.25607931651 4212),,
Point2,H4,(0.328232232332 145),(0.795098417002 287),(3.27150709017 432),(3.29689155991 573),(2.56079198967 720),(0.930272225018 862),,,(1.3926227615 1295),(1.41127007665 1439),(2.89947263045 1584),(1.94802816634 1726),(3.53525853196 1872),(1.90008071591 2016),,(3.30176730597 2289),(1.06213977807 2430),(1.37879383839 2579),(2.93630207181 2719),(7.1054273576e-15 2862),(7.58595604489 2953),(-0.00155179551229 3132),(7.14596252602 3235),(0.288295059462 3426),(0.821687118094 3552),(7.1054273576e-15 3695),(6.00619279522 3791),(1.18384331515 3968),(1.4348636638 4111),,,
