Cycle,0.697651515152
Average Width,5.19161324637
Width,,8.08014689941,0.0,0.0,0.0,3.79751612206,3.02847876375,0.0,0.0,4.15769717326,8.80665307722,6.25370157622,3.92484891357,0.0,4.55868324923,2.66607056427,6.47231428371,0.0,3.14647356759,5.07150213335,9.64872927879,0.0,3.06976984673,0.0
Point0,H1,(6.21087995187 76),(3.977148908 204),(3.57199802137 333),(4.34492696253 430),(5.07996723773 588),(8.09790805932 750),(7.59045149934 1017),(5.33728028472 1181),(5.36841276504 1295),(6.04507441208 1409),(4.77747149743 1542),(5.95100646448 1699),(3.06776407252 1824),(4.39213107881 1988),(2.97300052513 2130),(4.42920841539 2240),(4.67998456733 2327),(6.34079929578 2491),(8.40565650104 2650),(8.179315479 2928),(3.22178044216 3021),(7.44553017079 3181),(2.34121050712 3262),
Point0,H2,,,,,,,(-4.4408920985e-15 1061),(4.89699438479 1201),(0.703786245284 1324),,,(1.7763568394e-15 1735),,(2.6645352591e-15 2018),,,,,,,(2.76146956791 3048),,
Point0,H3,,,,,,,(1.74474257599 1079),(5.08245726105 1215),(0.713305111221 1327),,,(0.560918233043 1751),,(1.74234667932 2039),,,,,,,(2.97825446824 3067),,
Point0,H4,(-1.7763568394e-15 105),(1.07233948282 244),,(2.40156469179 461),(-4.4408920985e-16 616),,(1.59061157932 1088),(4.55070348759 1237),,(-0.00862411774922 1462),(0.0502161281671 1572),(0.533151864466 1756),,(1.5728277931 2049),,(2.6645352591e-15 2270),(-0.00582536955356 2396),(-0.0323486348432 2520),,,(2.94048557769 3077),,
Point0,H5,(2.60625397008 163),(1.09959944355 251),,(4.02604876888 482),(6.26645492845 709),,(2.78662391081 1106),(5.30739639561 1262),,(1.88805566274 1487),(0.787246721207 1587),(2.21251051011 1781),,(2.60636997826 2069),,(2.5590399702 2295),(2.36643799952 2442),(7.68844139652 2617),,,(4.16178946812 3121),,
Point0,H6,(-1.7763568394e-15 105),(-4.21884749358e-15 275),(1.7763568394e-15 370),(-1.33226762955e-15 528),(-4.4408920985e-16 616),(-1.7763568394e-15 851),(-4.4408920985e-15 1061),(-0.000617176441071 1345),(-0.00862411774922 1462),(-0.00270937281718 1603),(1.7763568394e-15 1735),(-0.00695419212745 1908),(2.6645352591e-15 2018),(-0.109232832463 2195),(2.6645352591e-15 2270),(-0.00582536955356 2396),(-0.0323486348432 2520),(-0.0146417222624 2680),(-0.0927851552698 2791),(-0.0108002141673 2966),(-0.00724982596636 3221),(-0.00410132019992 3346),
Point1,H1,(6.53348832052 92),(2.24175454703 164),(2.55054584745 232),(4.45011351114 357),(5.70792297426 605),(11.9978590867 767),(6.81555264372 1048),(2.74562785421 1160),(4.81998797046 1312),(5.88976487301 1433),(5.1349922047 1557),(7.16195013619 1703),(3.3393932579 1827),(4.71502566426 2006),(9.43815760319 2151),(7.67637672591 2255),(2.70010725101 2349),(7.91994384528 2511),(9.17937693776 2664),(8.99528435464 2945),(4.09967713228 3079),(8.6767114523 3199),(2.39323225301 3278),
Point1,H2,(5.3290705182e-15 119),,,,(-0.0735512249119 628),(-0.0940568266072 880),(0.115662352809 1077),(2.01988460564 1186),,,(-0.0183551337173 1587),,(2.41140333496 1857),(-0.0352299126594 2035),,,,(-0.000658289600062 2534),,(-0.00621029863537 2986),(3.50194794965 3104),,,
Point1,H3,(1.23010863602 135),,,,(3.95210497869 653),(1.62505302032 903),(1.58255084922 1091),(2.38925764357 1200),,,(1.46523257301 1603),,(2.41841337779 1862),(3.13618849738 2061),,,,(2.1037372004 2551),,(2.87606440973 3018),(3.82162841449 3125),,,
Point1,H4,,,,,(3.9446598732 656),(0.904789664293 926),(-0.00432797171388 1107),(0.689380386676 1222),(-0.032273689917 1336),(-0.0143642149043 1481),(-0.0143628818013 1620),,,,,,,(1.78414611596 2561),,(2.87497780662 3020),,,,
