Cycle,0.739444444444
Average Width,2.77587809823
Width,,3.01135154689,3.24093250446,3.01593078197,2.97447044706,2.90062298095,2.8930092569,2.868063332,2.80610545299,2.7072035179,2.59146793742,2.63194605181,2.70844638111,2.7509561682,2.68313315898,2.77274135536,2.72922436637,2.70462965093,2.64334072278,2.75857617396,2.64320569912,2.72691664596,2.7763954715,2.65858483105,2.7879253142,2.66133476829,2.74440344173,2.71530789132,2.61836089927
Point0,H1,(15.5796459535 29),(20.3219925771 188),(16.9656663485 351),(16.0994733298 506),(16.0084546766 664),(16.8688391988 825),(15.1846398541 986),(14.5784990578 1145),(12.4066992232 1307),(4.76094231665 1464),(6.20442967708 1619),(7.98745514974 1762),(7.75087672254 1911),(8.23551031559 2057),(8.71911925187 2211),(8.97619291513 2363),(8.63205294874 2516),(8.75008237561 2671),(10.3189596418 2828),(9.84620934916 2984),(11.2443253376 3132),(9.95167981655 3283),(8.91095662913 3431),(10.5715509393 3577),(8.88778042534 3729),(10.1844570554 3879),(10.5630226698 4027),(8.92047660256 4182),
Point0,H2,(7.97849145856 72),(10.540939841 235),,,,(7.71204631305 871),(7.03299916201 1032),,,,(3.85981626099 1647),,,(4.58875865675 2099),,(3.35840298886 2405),(3.6275763461 2564),(3.8918559557 2725),(4.72267112399 2874),,,(6.41585489486 3306),,(4.33630652831 3623),(4.06827395376 3764),,,
Point0,H3,(8.50152007599 85),(10.545331994 237),,,,(7.92615917249 881),(7.31105750658 1042),,,,(3.99133114913 1658),,,(5.20053232633 2113),,(3.70177812393 2417),(3.70516253156 2573),(4.40073529537 2737),(4.83746619094 2883),,,(6.55202406189 3313),,(4.88504605456 3634),(4.43644338418 3777),,,
Point0,H4,(2.61742112736 132),(3.17018992441 292),(1.23258898182 455),(6.84041263059 552),(6.88166093304 712),(1.33049936307 933),(1.85628383883 1097),(6.74366958145 1193),(0.343478761841 1418),(-0.261222751477 1555),(0.669841926923 1706),,,(1.74177284375 2147),(4.14389584426 2255),(1.85284865026 2445),(1.39456648434 2610),(1.68067801461 2761),(5.77315972805e-15 2934),,,(3.11809032951 3338),,(2.30566050956 3664),(1.31629588569 3810),(3.44319265641 3914),,
Point0,H5,(3.02948626952 142),(3.53633880095 302),(1.58798039419 464),(6.96687558538 560),(6.98415476459 719),(2.02757297404 945),(1.89242847669 1102),(6.85586158657 1200),(0.378845572317 1424),(0.344319196526 1571),(0.67570906655 1710),,,(2.08925181973 2159),(4.15043436128 2259),(2.26672032518 2460),(1.51643673577 2620),(1.95008825406 2772),(0.612455893313 2947),,,(3.26055768976 3346),,(2.30788583914 3666),(1.6206513503 3823),(3.78109092348 3927),,
Point0,H6,(-1.06581410364e-14 159),(-0.00302140458215 321),(3.5527136788e-15 478),(-8.881784197e-16 633),(-8.881784197e-15 795),(8.881784197e-16 959),(-5.3290705182e-15 1118),(-0.0034402587053 1278),(-0.000817301266215 1438),(-0.261222751477 1555),(4.4408920985e-16 1726),(2.22044604925e-15 1872),(-0.000404601122016 2026),(-1.7763568394e-15 2178),(0.0 2333),(-4.4408920985e-15 2482),(8.881784197e-16 2639),(3.5527136788e-15 2796),(5.77315972805e-15 2934),(4.4408920985e-15 3104),(1.7763568394e-15 3248),(4.88498130835e-15 3396),(6.2172489379e-15 3551),(7.1054273576e-15 3695),(3.5527136788e-15 3843),(8.881784197e-16 3997),(-0.0061749204401 4147),
Point1,H1,(25.2562844144 28),(25.4053074933 188),(25.2674335286 349),(25.4424611594 505),(26.8405592875 663),(26.8804543303 824),(26.3846908384 986),(26.2659262524 1145),(24.1593823436 1306),(20.4189490166 1464),(20.8809922828 1614),(22.1663554595 1761),(23.2587316574 1910),(23.3182165779 2056),(22.476809087 2210),(22.3383707362 2360),(22.5937437192 2514),(23.4245904821 2667),(23.4717273279 2826),(24.3590684292 2985),(23.9011872609 3133),(22.956821805 3283),(23.5857417011 3431),(22.6773488753 3579),(21.4822513224 3732),(22.5638380027 3875),(23.4970851455 4023),(24.5399474188 4182),
Point1,H2,(10.9054317417 72),,,(10.7295288636 550),,(11.4968479798 873),(11.6955472334 1032),,,(8.56409295181 1510),(10.5731988127 1655),,,(10.4116087413 2105),,(9.61701661017 2406),,(11.3811734648 2712),(10.6107045598 2870),(11.671337435 3029),,,,(10.9747586426 3623),,,,
Point1,H3,(11.0121771185 80),,,(11.1277463086 560),,(11.6859922481 880),(12.0123239195 1041),,,(8.8369870441 1519),(10.7267671509 1663),,,(10.4475290982 2109),,(9.71692269718 2413),,(11.8656203323 2722),(11.1323893739 2881),(11.7567212689 3035),,,,(11.0286625264 3628),,,,
Point1,H4,(2.79393227429 130),(4.59805124622 291),(2.41226044244 454),(3.54282100374 594),(11.2300877758 713),(3.0016781494 933),(2.94630399677 1096),(2.0853777361 1253),(10.5749527527 1353),(3.1567425545 1557),(3.73445870373 1702),(3.53444037603 1848),,(3.74543111921 2149),(1.87445850949 2309),(3.27429701792 2452),(3.22239549116 2613),(2.38205304365 2772),(2.52083341294 2932),(3.61240659421 3077),(12.3040619174 3174),,(3.1746035663 3525),(3.40923683936 3669),,,,
Point1,H5,(3.72026921718 143),(5.08489605198 301),(2.58462527934 462),(3.60484272449 600),(11.2923509196 718),(3.5352810185 943),(2.96664009118 1100),(2.87698768111 1264),(10.6350627258 1359),(3.75366138025 1567),(4.11590836667 1711),(3.61955857803 1854),,(4.08248039518 2158),(2.27233216788 2319),(3.75305280589 2463),(3.83092695557 2623),(3.79651796455 2785),(2.68729266096 2941),(4.15805939382 3087),(12.4175043951 3181),,(3.53508411815 3534),(4.06042559278 3680),,,,
Point1,H6,(1.7763568394e-14 159),(-3.5527136788e-15 320),(2.6645352591e-14 478),(2.6645352591e-14 632),(3.90798504668e-14 796),(3.19744231092e-14 959),(2.30926389122e-14 1118),(-0.0140116702756 1279),(7.1054273576e-15 1437),(1.7763568394e-15 1584),(-3.5527136788e-15 1729),(-8.881784197e-15 1875),(-5.3290705182e-15 2026),(-3.5527136788e-15 2177),(1.24344978758e-14 2334),(3.5527136788e-15 2480),(-1.7763568394e-15 2640),(1.24344978758e-14 2800),(-0.000663689372994 2957),(5.3290705182e-15 3104),(0.0 3248),(1.06581410364e-14 3397),(2.30926389122e-14 3551),(1.06581410364e-14 3698),(1.59872115546e-14 3840),(8.881784197e-15 3994),(3.5527136788e-15 4145),
Point2,H1,(12.6082142038 31),(10.6929962346 192),(11.1816183811 352),(11.6846872609 507),(12.0799136405 664),(11.0413933995 826),(11.8724059939 988),(11.214132227 1147),(9.49688014886 1307),(11.4798518439 1465),(11.2887912728 1615),(12.077546963 1763),(13.9730701425 1911),(12.3964465987 2058),(12.7555471679 2213),(11.6682540376 2361),(11.7909297996 2515),(11.2460843381 2668),(11.9351425243 2829),(10.9728323736 2988),(10.8434398787 3135),(12.1112571629 3284),(11.5287319223 3432),(11.4379806185 3581),(9.80733549515 3734),(10.9731392422 3876),(10.9347785482 4024),(11.4903290951 4183),
Point2,H2,(7.13614306547 69),,,,(7.60652228834 688),,,,,(4.56113098021 1510),(6.09213439814 1657),,,(5.79871307398 2106),,,,(6.21271253978 2712),(6.29241366799 2867),,,,(7.04438027727 3454),,,(6.52307078417 3903),(8.00951037171 4042),,
Point2,H3,(7.36712904652 80),,,,(7.61066563306 690),,,,,(5.25543019077 1525),(6.10749103182 1662),,,(5.89693309438 2113),,,,(6.66568963136 2724),(6.98583300523 2883),,,,(7.16877674014 3461),,,(6.56690293022 3908),(8.34063955711 4051),,
Point2,H4,(1.70592808181 132),,,(5.77872591831 551),,,,(0.640669450988 1247),(0.449328703788 1416),(2.1749225689 1558),(2.546357255 1703),,,(1.30200172659 2152),(1.27454042936 2311),(1.19415276052 2454),(1.59506188762 2616),(1.45545575129 2774),(1.13451585297 2934),(1.94074363613 3080),,,(1.37381006443 3528),(1.94992172228 3671),,,(4.93123462226 4076),,
Point2,H5,(1.9932948006 143),,,(5.82462772176 557),,,,(1.26727244771 1264),(0.604660737519 1425),(2.58016246809 1569),(2.70042900465 1711),,,(1.3822158121 2160),(1.39041931536 2320),(1.77002996324 2466),(1.88320025416 2625),(2.1024225449 2786),(1.14203975243 2939),(2.02152416982 3087),,,(1.40175814018 3534),(2.2193716419 3681),,,(4.94795695927 4080),,
Point2,H6,(-0.0111581739426 1),(-8.881784197e-16 161),(-7.9936057773e-15 321),(-3.5527136788e-15 478),(-7.9936057773e-15 634),(4.4408920985e-15 796),(-3.5527136788e-15 959),(1.7763568394e-15 1119),(5.3290705182e-15 1279),(4.4408920985e-16 1438),(-4.4408920985e-15 1586),(5.3290705182e-15 1730),(2.6645352591e-15 1876),(-4.4408920985e-15 2028),(8.881784197e-16 2177),(-5.3290705182e-15 2335),(-1.7763568394e-15 2482),(-8.881784197e-16 2641),(-8.881784197e-15 2801),(-8.881784197e-15 2958),(3.5527136788e-15 3105),(3.5527136788e-15 3250),(1.7763568394e-15 3398),(0.0 3551),(-0.000723018959823 3700),(2.6645352591e-15 3840),(3.5527136788e-15 3992),(-0.00454356754032 4146),
