Cycle,0.81275862069
Average Width,0
Width,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point0,H1,(17.4325231394 39),(12.3883052458 215),(12.0835381992 391),(10.2779112728 568),(10.3603271662 746),(7.95752424683 926),(10.2370836186 1101),(9.41965492319 1272),(11.8513320188 1434),(7.58560934348 1590),(10.7575749084 1750),(11.7939262016 1917),(12.2767480596 2089),(12.4153764482 2265),(11.3931696813 2439),(10.2361479976 2601),(12.9219943169 2770),(8.6551280757 2939),(8.72718168226 3111),(8.73673602164 3266),(9.35340851258 3430),(9.00723650852 3596),(8.56352077661 3751),(10.0819066435 3913),(9.23368146993 4075),(7.48789168877 4249),(8.33241664965 4405),(10.7227478275 4573),(8.0399480277 4747),(14.076231686 4929),
Point0,H2,,,,,(5.80448276035 788),,(6.28750185536 1125),(6.05670084128 1313),,(5.2907942059 1612),(6.32447963062 1792),(9.28186187748 1956),,,,,,,,(5.84569818182 3306),(7.09894499052 3450),,(7.05106675373 3769),,(6.57377758692 4117),,(5.23661964501 4436),,,,
Point0,H3,,,,,(6.38588846782 800),,(8.33318999593 1145),(7.12648815094 1330),,(5.39408051247 1621),(7.00503116599 1808),(9.62922500503 1967),,,,,,,,(5.85703067902 3311),(7.27474619129 3459),,(7.3344521938 3781),,(6.60139146828 4123),,(5.33859768987 4450),,,,
Point0,H4,,,,,(4.54772987605 822),,(1.81168044654 1211),(1.92950290219 1378),,,(2.31071851862 1858),(2.25159886954 2039),(7.15466104228 2134),(8.17058600455 2308),(1.4636619786 2547),(1.857916416 2705),(2.50629305556 2881),(6.63534375097 2979),(5.90268377456 3139),(2.57893397082 3360),(1.98366492864 3536),(1.17473828468 3689),,(1.33907433002 4021),(2.10452807134 4180),(5.87998584786 4273),(1.58371971806 4514),,,,
Point0,H5,,,,,(4.66570940339 830),,(2.52782441217 1227),(2.19638366531 1388),,,(2.50777245245 1867),(2.2538001137 2042),(7.27634678743 2142),(8.28066661616 2317),(1.76704979287 2557),(2.82005726144 2719),(2.64153399762 2890),(7.01657491032 2994),(6.62472990139 3156),(2.5794804808 3362),(2.16415408651 3547),(1.21187465108 3696),,(1.39560238035 4028),(2.21830488734 4189),(6.53296629045 4295),(1.91904505649 4525),,,,
Point0,H6,(-0.00721258719108 1),(-7.9936057773e-15 179),(2.6645352591e-15 360),(5.3290705182e-15 536),(-5.3290705182e-15 716),(-1.06581410364e-14 893),(-5.3290705182e-15 1072),(-2.6645352591e-15 1246),(4.4408920985e-15 1406),(-0.00104113449754 1559),(8.881784197e-15 1714),(-0.00549843352206 1886),(7.1054273576e-15 2061),(-1.7763568394e-15 2235),(7.1054273576e-15 2407),(1.42108547152e-14 2574),(1.68753899743e-14 2736),(2.6645352591e-15 2911),(-7.9936057773e-15 3072),(8.881784197e-16 3232),(0.0 3396),(-0.00202442149063 3567),(-8.881784197e-15 3719),(5.3290705182e-15 3885),(9.7699626167e-15 4045),(1.42108547152e-14 4212),(-0.00259307113257 4370),(3.5527136788e-15 4542),(0.0 4716),(3.5527136788e-15 4880),
