Cycle,0.723362068966
Average Width,4.61372655455
Width,,4.62696288046,4.72294355792,5.00592437437,4.77205785016,4.7242049855,4.760604688,4.9127156813,4.63539430743,4.58305385866,4.81225644911,4.57693867016,4.38095301553,4.56054008071,4.61085380487,4.46610757402,4.35177197518,4.91830460478,4.61426231764,4.82109718078,4.65794949846,4.34860502558,4.47989879609,4.66387196341,4.40326947959,4.65618996931,4.56521677195,4.30346348285,4.48054511515,4.27840426757,4.7174344099
Point1,H5,(2.73700324268 144),,(1.85437709194 448),(4.57418769157 590),(1.57160547799 748),,(2.42471855995 1056),,(1.71779578229 1358),(3.61982965176 1504),(0.390613763339 1661),(1.82849519079 1798),(2.77530920735 1953),(0.709783650334 2096),(1.8970364049 2233),(5.24418519669 2400),,(2.3111714011 2702),(1.38553559961 2848),(1.77644109659 2990),(1.17410335649 3151),(1.75519270225 3296),(0.737962292872 3421),(1.60593695521 3598),(2.17277901127 3746),(1.10432420622 3886),(0.829997400324 4045),(1.57629744407 4189),(1.79392435926 4339),,
Point1,H6,(-0.0128898487353 121),(-0.00527089003616 262),(-0.00359596045831 430),(8.881784197e-15 538),(6.2172489379e-15 705),(-8.881784197e-16 844),(-7.1054273576e-15 1036),(-0.00047002000706 1176),(-0.00257584439584 1312),(-6.2172489379e-15 1372),(-0.258250876315 1449),(1.06581410364e-14 1645),(1.42108547152e-14 1819),(-0.0015835888268 1926),(1.24344978758e-14 2108),(1.24344978758e-14 2209),(1.7763568394e-15 2368),(-8.881784197e-15 2519),(1.24344978758e-14 2665),(-0.00263519621014 2828),(-1.24344978758e-14 3007),(-0.0702153934149 3131),(-1.06581410364e-14 3271),(-0.0258954622255 3444),(-0.013679268484 3545),(-0.0433684006265 3689),(-1.42108547152e-14 3901),(-0.0204010307706 4016),(-1.7763568394e-15 4206),(-4.4408920985e-15 4315),
Point2,H1,(22.1500451624 47),(18.6288306947 203),(18.0398107068 347),(13.8161185439 490),(16.1529292565 653),(14.3765943742 798),(16.4495800676 957),(15.1202603575 1116),(15.3780171537 1260),(15.5323709097 1403),(19.4797018387 1567),(20.5452178602 1711),(18.0697180814 1867),(16.4871476839 2013),(19.0146816672 2158),(17.061216195 2306),(18.5704747284 2461),(16.6613974829 2602),(16.9870806533 2747),(18.5779951952 2909),(23.4442704546 3054),(21.3840273257 3201),(22.2070910006 3358),(17.7268483356 3501),(16.5255519592 3645),(22.8648082039 3803),(26.6213816106 3950),(24.7620868146 4097),(24.4678461125 4254),(22.6206752255 4398),
Point2,H2,,,,,(0.0 708),,,,(0.575417220925 1316),,,,(2.38868443303 1900),,,(1.31256560589 2348),,,(1.39976873947 2794),,,,,,,(5.77276549656 3835),,,,
Point2,H3,,,,,(1.53532563584 727),,,,(1.23564845413 1334),,,,(2.48201908377 1905),,,(1.35832080681 2352),,,(1.50162040733 2801),,,,,,,(5.87327067441 3841),,,,
Point2,H4,(-0.00168763346964 119),,(-0.00734620071887 433),(-0.00159255881662 538),(1.21342821422 739),(7.1054273576e-15 868),(1.7763568394e-15 1036),(7.9936057773e-15 1179),(0.949233124048 1347),,(-0.012146751857 1645),(1.46762932367 1789),(0.0782486323318 1932),(-5.3290705182e-15 2077),(0.879567860176 2213),(1.7763568394e-14 2369),(-1.7763568394e-15 2519),(-4.4408920985e-15 2674),(0.312277346827 2823),(0.89256354243 2968),(-0.00723547624743 3121),(0.124524816973 3271),,(-0.0129469660827 3568),(-0.0164846051983 3725),(1.58108726782 3869),(-0.0186035249464 4023),(1.73590992809 4170),,
Point2,H5,(1.99550023863 144),,(1.08982573538 448),(3.209616883 592),(1.47664787461 751),(1.00194947369 900),(2.16965516742 1057),(2.50062793392 1210),(1.11826007392 1357),,(0.2664254189 1662),(1.5986296441 1801),(1.47204285451 1952),(1.10706689349 2097),(1.20084728125 2232),(4.48114217039 2399),(0.345129372461 2532),(2.02323101769 2703),(1.45209575004 2846),(2.23368116546 2990),(0.992363174723 3149),(1.83851158504 3294),,(1.612386366 3597),(2.16857099794 3747),(1.96101942487 3884),(0.413349566201 4045),(2.94103359446 4189),,
Point2,H6,(-0.00168763346964 119),(-2.6645352591e-15 265),(-0.00734620071887 433),(-0.00159255881662 538),(0.0 708),(7.1054273576e-15 868),(1.7763568394e-15 1036),(7.9936057773e-15 1179),(1.42108547152e-14 1371),(2.04281036531e-14 1476),(-0.012146751857 1645),(4.4408920985e-15 1820),(-1.15463194561e-14 1966),(-5.3290705182e-15 2077),(1.7763568394e-15 2261),(1.7763568394e-14 2369),(-1.7763568394e-15 2519),(-4.4408920985e-15 2674),(-3.5527136788e-15 2861),(-0.00056835276022 3007),(-0.00723547624743 3121),(4.4408920985e-15 3311),(-0.0134425959007 3457),(-0.0129469660827 3568),(-0.0164846051983 3725),(-1.06581410364e-14 3902),(-0.0186035249464 4023),(-7.1054273576e-15 4207),(-0.52200049437 4351),
Point3,H1,(14.8723847575 44),(12.6200222876 202),(14.0748332509 345),(10.7460856616 490),(10.4754492012 654),(9.84476500736 795),(11.7311337096 956),(10.9058150612 1117),(10.7313902258 1260),(11.1655713323 1402),(12.8563952776 1565),(13.804464911 1708),(12.962319459 1870),(10.9324669358 2010),(12.4910044793 2158),(10.7662050068 2304),(14.1725788725 2460),(12.4314057084 2600),(13.205916791 2747),(13.9518518964 2910),(15.4259401164 3054),(14.0845049854 3196),(16.7706062248 3357),(12.8450703986 3498),(12.563391812 3643),(17.1194233492 3804),(18.2837641517 3950),(17.160724762 4093),(16.2378079285 4255),(17.076522972 4396),
Point3,H2,,,,,(-3.10862446895e-15 708),(0.366330824875 848),,,(0.14343195586 1317),(0.545609662491 1452),,(1.43791488474 1792),,,,,,(0.296957715702 2652),,,,,,(1.33481491115 3544),,,,,,
Point3,H3,,,,,(0.822177931052 726),(0.369538908462 851),,,(0.622913202424 1331),(0.62987140483 1458),,(1.53934640843 1803),,,,,,(0.318920571852 2657),,,,,,(1.54015243167 3553),,,,,,
Point3,H4,(-0.00826904253319 125),,(-0.00230454769769 434),(-1.7763568394e-15 545),(0.252610595145 747),(-0.00614158251986 874),(6.2172489379e-15 1038),(3.99680288865e-15 1184),(-0.00167681985712 1347),(9.32587340685e-15 1475),(0.159109128859 1640),(-0.0106427566348 1821),(0.30759149923 1930),(5.3290705182e-15 2082),(0.863437662506 2224),(3.5527136788e-15 2368),,(0.0343498432156 2671),(0.41404754522 2827),(1.81627108732 2975),(-0.0211460369347 3120),(-0.17676775268 3271),,(-0.0121071578571 3576),,(2.02213760867 3871),(-0.20785107084 4034),(1.10630362832 4174),,
Point3,H5,(1.688018462 146),,(0.867753710033 450),(2.35994757868 591),(0.257201607108 750),(0.800610061854 902),(2.16048034272 1058),(2.32483258085 1209),(0.656943241868 1362),(1.8056554897 1504),(0.233205528371 1653),(11.9763121127 1851),(0.937989534816 1950),(0.701182318158 2097),(1.10890817763 2238),(4.0242157727 2397),,(1.25415532013 2700),(1.04609719716 2846),(2.72378479762 2991),(0.369144489451 3138),(1.52961031724 3295),,(0.579802374416 3597),,(2.60305000531 3885),(-0.174901715939 4044),(2.21536317657 4191),,
Point3,H6,(-0.00826904253319 125),(5.3290705182e-15 265),(-0.00230454769769 434),(-1.7763568394e-15 545),(-3.10862446895e-15 708),(-0.00614158251986 874),(6.2172489379e-15 1038),(3.99680288865e-15 1184),(-0.00167681985712 1347),(9.32587340685e-15 1475),(4.4408920985e-15 1669),(-0.0106427566348 1821),(3.5527136788e-15 1965),(5.3290705182e-15 2082),(1.06581410364e-14 2261),(3.5527136788e-15 2368),(-0.00231019311839 2542),(8.881784197e-16 2716),(-0.00102878021426 2860),(-3.5527136788e-15 3008),(-0.440493218301 3160),(-0.17676775268 3271),(-0.0224080922588 3451),(-0.0121071578571 3576),(-0.0314955643641 3726),(-8.881784197e-15 3903),(-0.358183255887 4054),(-5.3290705182e-15 4207),(-0.416316742536 4351),
