Cycle,0.740484975369
Average Width,8.70216794352
Width,,8.36312373358,11.9225945207,10.0956755915,8.02946101863,8.45454859776,7.35788427549,8.82183350907,9.67176836921,7.2126971522,8.30117879113,7.55568346622,5.50782386732,9.177618843,8.56263566712,12.8753185536,7.14405149591,9.60596257224,9.16030692398,0,7.727380695,10.7353728835,7.73577209253,6.82453611136,9.47012307217,6.92996438577,8.93740802895,0.0,7.12028033531,11.6575299219
Point0,H1,(7.27808810273 80),(10.0656752237 173),(14.9071240286 298),(8.63058084178 436),(7.99682298451 591),(7.87213622726 715),(10.2536614019 848),(15.0378024828 994),(8.81078251666 1141),(11.1867898184 1301),(6.387316071 1457),(6.40446707179 1515),(10.482564867 1611),(9.92045939979 1781),(10.6558732741 1914),(9.64877414673 2089),(11.6536692241 2247),(12.398053959 2421),(11.6792253894 2582),(10.1619733523 2762),(9.54218990944 2919),(8.58249210407 3082),(9.04981181325 3255),(8.99415167313 3426),(7.86887885891 3565),(10.7311127635 3733),(10.2592777023 3895),(7.56735539457 4056),(9.29756208399 4228),(9.58976036887 4396),
Point0,H2,,(8.71090799708 191),,(3.88601046227 470),,,(4.3228150412 867),,,,,,(6.22656649627 1635),,(5.47138536716 1953),(7.65429315022 2115),(7.97966670356 2290),,,,,(5.60795185017 3108),,,(5.52843527254 3586),,(8.66567603425 3915),,,
Point0,H3,,(9.70079709465 206),,(4.05403092004 479),,,(8.48820156605 886),,,,,,(7.8615399458 1651),,(7.55654372233 1975),(7.92342877872 2127),(8.3520015166 2302),,,,,(5.77485190944 3117),,,(6.68262122985 3603),,(8.69287241573 3920),,,
Point0,H4,,,,(-0.00123634647174 525),(1.77592977071 639),(3.2270429474 746),(2.06118764263 924),(6.11248659028 1048),,(4.67994769969 1343),,,(2.6645352591e-15 1703),(3.18517222137 1841),(1.37716296353 2013),(2.16195686578 2180),(3.29262895123 2344),(3.14404615788 2501),(5.39095802039 2642),(3.52022759777 2842),,,(-0.000922367071783 3369),(1.96464052164 3503),(6.2172489379e-15 3681),(2.63018132177 3819),,,,
Point0,H5,,,,(7.51208748998 565),(3.21047075531 656),(3.43811078371 757),(3.54198940366 940),(6.1323348029 1052),,(5.08831524688 1359),,,(9.43214863048 1749),(4.47902527481 1857),(2.93055228328 2030),(2.94282157057 2198),(5.70657329825 2364),(4.52842696738 2519),(6.31225010337 2660),(4.63573541216 2859),,,(8.83803263955 3404),(2.1746875708 3513),(0.554603648573 3694),(4.12855616231 3838),,,,
Point0,H6,(-0.0148884857317 2),(-0.0369527238739 122),(7.1054273576e-15 252),(-3.5527136788e-15 396),(-0.00123634647174 525),(-1.7763568394e-15 678),(-0.0106792738011 811),(-7.1054273576e-15 960),(-8.881784197e-16 1114),(-2.6645352591e-15 1263),(9.32587340685e-15 1398),(-0.000431110161329 1561),(2.6645352591e-15 1703),(-5.3290705182e-15 1883),(-8.881784197e-15 2050),(-0.0049624911539 2219),(0.0 2385),(-8.881784197e-16 2551),(-5.3290705182e-15 2717),(-3.5527136788e-15 2883),(-0.0209024431314 3035),(-0.00307547122802 3209),(-0.000922367071783 3369),(8.881784197e-15 3534),(6.2172489379e-15 3681),(8.881784197e-16 3865),(-0.00792519957999 4029),(1.1990408666e-14 4149),(4.4408920985e-15 4366),
Point1,H1,(6.94079770767 58),(9.47824797217 167),(16.4295345544 311),(10.9048539459 447),(9.68008228797 603),(10.1912391328 726),(12.5143630846 860),(17.0806867457 1007),(10.3896703138 1154),(11.9946172153 1313),(8.39707336558 1467),(11.6520956995 1623),(9.87177118257 1790),(10.64279917 1927),(10.1754916013 2103),(11.9130879478 2258),(11.9283429847 2432),(11.6092343931 2594),(10.3272470562 2778),(10.6426193266 2930),(9.21333043617 3091),(9.35383750617 3267),(9.65603128596 3436),(9.454042893 3579),(11.538087256 3745),(11.3054481427 3908),(8.15981379131 4068),(9.33726265008 4247),(9.36365538301 4407),
Point1,H2,(4.59876480668 79),(9.34427596021 175),,,,,(6.77941560324 880),,,,,(6.57258644732 1649),,(6.42659810694 1972),(7.82793484206 2126),(7.01971163069 2303),,,(6.40447257406 2805),,,,,(6.84872836018 3598),,,,(5.34276010136 4271),,
Point1,H3,(4.87632330848 88),(9.41707809167 182),,,,,(9.88396928473 897),,,,,(7.67961341992 1666),,(7.28387391579 1990),(8.28650799247 2140),(7.21521201687 2312),,,(6.4072652499 2808),,,,,(7.93690133325 3613),,,,(6.37625984681 4285),,
Point1,H4,(0.266313824004 116),(6.95280552752 204),,(-2.6645352591e-15 542),(2.75129347872 652),(4.03458274254 758),(3.28068019616 936),,,(4.80043032019 1354),(5.99448599632 1500),(8.881784197e-16 1729),(2.29838065165 1854),(0.689059474096 2025),(0.704806411456 2202),(3.1949221326 2355),(2.59796275541 2512),(4.91118400924 2657),(2.83303873121 2855),,(5.71731756309 3118),,(2.12529095812 3514),(4.40993492068 3646),(2.77683660743 3836),,,(1.61363610194 4329),,
Point1,H5,(0.363332037927 122),(8.26537899809 219),,(9.38002384482 578),(3.47801582271 666),(4.2976730655 769),(4.9340680806 952),,,(5.41932097601 1371),(6.87538274608 1523),(9.73435289833 1762),(3.8754373593 1872),(3.26339702388 2044),(2.45631992845 2218),(4.50120670827 2374),(3.60163510873 2527),(5.16009159386 2669),(3.99324133785 2872),,(6.17232914405 3131),,(2.44009757169 3525),(4.4118277738 3648),(3.05689284562 3849),,,(3.09712335573 4351),,
Point1,H6,(-0.259003538474 6),(-0.0769405755208 134),(-1.7763568394e-15 267),(-0.0153982791334 409),(-2.6645352591e-15 542),(-1.7763568394e-15 692),(-0.0199383938926 821),(-2.6645352591e-15 973),(-0.00973820467076 1126),(7.9936057773e-15 1274),(6.2172489379e-15 1411),(0.0 1572),(8.881784197e-16 1729),(1.7763568394e-15 1896),(-8.881784197e-16 2063),(4.4408920985e-15 2233),(-1.7763568394e-15 2397),(5.3290705182e-15 2564),(4.4408920985e-15 2729),(-1.7763568394e-15 2894),(1.7763568394e-15 3055),(-9.7699626167e-15 3218),(-5.3290705182e-15 3382),(-5.3290705182e-15 3546),(-8.881784197e-15 3713),(-8.881784197e-15 3876),(-0.00441241485011 4041),(-0.00810842586094 4164),(-0.020562065853 4376),
Point2,H1,(7.72247334484 54),(9.50712075391 166),(15.809479839 312),(11.7901159205 449),(9.91094881384 582),(10.8967503944 727),(13.6104282925 862),(17.1249630077 1009),(10.5710681002 1155),(11.2979376744 1316),(9.63752829922 1466),(11.7574151436 1626),(9.62823129985 1794),(10.6793490899 1932),(10.3982321085 2102),(12.5719407248 2260),(12.29600323 2432),(12.1185016542 2595),(10.8743240562 2779),(10.735312175 2930),(9.35588454692 3094),(9.32790082423 3268),(10.3749183113 3438),(10.2668115535 3580),(11.7857375032 3747),(11.4758475953 3910),(8.61923551286 4090),(9.53547230377 4248),(9.70934678795 4409),
Point2,H2,(5.32806704958 82),,,,(9.64548146274 592),,(7.71737642122 881),,(8.77511738867 1172),,,(7.11478085759 1651),,(6.68019272353 1974),(8.18791201967 2126),(7.5484551123 2305),(6.81490030869 2484),(4.82477690758 2657),,,(5.81334486196 3119),,,(7.48105107878 3600),,,(6.1573402848 4116),(6.2332661778 4272),,
Point2,H3,(5.33036570304 85),,,,(9.85494667118 602),,(10.3524788549 898),,(8.84179153139 1178),,,(8.12227866997 1667),,(7.18101024398 1989),(8.7345552394 2143),(7.67497303675 2313),(6.82392325508 2487),(5.32085106517 2670),,,(6.54426741849 3133),,,(8.43727043564 3614),,,(6.20129409756 4122),(7.00212468109 4285),,
Point2,H4,(0.30189506258 114),(5.80367981757 207),,,(2.9532250661 654),(4.49193120835 760),(4.04076327335 937),(6.84244173775 1059),(0.760025007059 1242),(4.24967947431 1354),(6.68707123815 1502),(-0.00127227060723 1734),(2.02664252599 1854),(0.871167426533 2025),(0.693155327564 2203),(3.44333673942 2360),(2.42184146504 2514),(2.23750670005 2703),(2.16596798475 2859),,(1.54054644212 3186),,(2.30678079679 3518),,(2.73673984939 3836),(-0.00192073058877 4042),(-0.00624861645504 4165),(2.46932330611 4331),,
Point2,H5,(0.725652993006 124),(6.72637446486 220),,,(3.33475124272 667),(4.53874769459 766),(5.91122243472 953),(7.03516328002 1067),(2.20739402647 1259),(5.27865336029 1373),(7.3714626717 1524),(9.58555077747 1761),(3.63356726622 1871),(3.33380969936 2045),(2.39433425325 2219),(4.62610003302 2376),(3.6300787016 2529),(2.2717305865 2709),(3.23132486578 2874),,(1.69286084349 3195),,(2.57990799227 3527),,(3.1251796604 3850),(8.47651414009 4070),(2.14400353075 4188),(3.61559674814 4352),,
Point2,H6,(-0.400969092854 6),(-0.0479955050193 136),(-0.00453603932462 269),(-0.0188560413232 410),(-3.5527136788e-15 545),(-5.3290705182e-15 693),(-0.0106550711262 825),(3.5527136788e-15 975),(-0.00845406220896 1128),(1.86517468137e-14 1276),(8.881784197e-15 1409),(3.5527136788e-15 1575),(-0.00127227060723 1734),(0.0 1896),(-1.42108547152e-14 2065),(3.5527136788e-15 2234),(0.0 2397),(1.7763568394e-15 2564),(-5.3290705182e-15 2731),(-5.3290705182e-15 2895),(-4.4408920985e-16 3058),(-0.00629284349537 3220),(-8.881784197e-16 3384),(7.1054273576e-15 3547),(1.06581410364e-14 3714),(2.6645352591e-15 3877),(-0.00192073058877 4042),(-0.00624861645504 4165),(-4.4408920985e-15 4378),
Point3,H1,(6.78758893726 52),(8.28383035667 178),(15.6792743249 311),(11.9528553841 446),(9.48155274861 599),(9.95725587353 725),(13.2101780954 858),(15.8549802929 1005),(8.94006136976 1151),(9.6197717659 1311),(8.70437892867 1462),(10.1832395448 1622),(7.66515599708 1798),(10.7200047072 1926),(9.4370145297 2098),(10.7674792917 2257),(10.1115986556 2428),(10.6651845944 2591),(8.94256806594 2772),(9.79475730383 2925),(7.27624021062 3089),(7.97575380918 3273),(9.21696189004 3430),(8.98612610811 3574),(9.81880295542 3742),(10.6213100153 3906),(7.66634958967 4088),(8.21425220147 4246),(7.87386926502 4406),
Point3,H2,(0.246379693821 109),(4.53316852283 201),,,,(3.88604298371 756),(6.65530582787 877),,(7.44688874882 1166),,,,,(5.96101537359 1964),(7.03299032892 2123),(6.77245740982 2298),,,,(6.41943551547 2953),(5.01604100353 3114),,(7.93508354073 3450),(5.6392285836 3597),,,(5.40763787181 4110),(4.78878571081 4267),,
Point3,H3,(0.650543348628 120),(6.52657736441 217),,,,(3.93375607789 761),(10.3597381562 894),,(7.66481615348 1175),,,,,(6.71152458241 1983),(7.80863233429 2141),(7.38551820173 2314),,,,(6.53174014712 2961),(5.78936833973 3130),,(8.37464195363 3463),(6.46913810275 3612),,,(5.67957189258 4121),(6.06558223609 4282),,
Point3,H4,(-0.0250665697992 133),,,,(2.627178946 651),(2.88948978944 781),(4.08299808442 930),(5.79758259016 1055),(0.169718192645 1239),(2.39492421657 1352),(5.96881947053 1501),,(1.28289176674 1851),(1.07025042011 2022),(1.21562150333 2196),(2.75302609138 2357),(2.2047003019 2510),(3.57333904329 2653),(1.33912859732 2855),(1.77429290297 2993),(2.63388068602 3165),,(2.14853386139 3513),(0.158937353793 3687),(2.5088943999 3832),(4.4408920985e-15 4037),(-0.00213315820216 4165),(2.77271747972 4330),,
Point3,H5,(8.17999378535 165),,,,(2.89771364071 662),(3.12540092546 791),(6.52633833939 948),(5.92275576063 1062),(2.7810403176 1257),(4.81955739885 1370),(6.53108106339 1523),,(2.7424781754 1868),(3.3785755034 2040),(2.16280274184 2212),(4.29447555698 2373),(3.19400434062 2526),(4.20264195355 2666),(2.20429210969 2871),(1.9918728231 3003),(2.85851582654 3179),,(2.72472854136 3525),(0.261463967133 3699),(3.46294161565 3848),(7.3212623454 4065),(2.07509507411 4187),(3.87793805113 4350),,
Point3,H6,(-0.612337008298 7),(-0.0250665697992 133),(-0.0107547054725 267),(-0.0118733795481 405),(-0.0113199136027 534),(8.881784197e-16 688),(-0.0131667190181 817),(-1.06581410364e-14 972),(-7.1054273576e-15 1123),(8.881784197e-16 1274),(-0.00435573212786 1405),(-2.6645352591e-15 1571),(-1.42108547152e-14 1711),(-7.9936057773e-15 1891),(9.7699626167e-15 2061),(1.68753899743e-14 2229),(-2.6645352591e-15 2394),(1.15463194561e-14 2559),(1.24344978758e-14 2726),(2.6645352591e-15 2891),(-3.99680288865e-15 3052),(-8.881784197e-16 3217),(-2.6645352591e-15 3380),(-0.000540421862893 3544),(8.881784197e-16 3711),(-7.9936057773e-15 3872),(4.4408920985e-15 4037),(-0.00213315820216 4165),(6.2172489379e-15 4376),
Point4,H1,(4.22857541972 52),(6.36057791742 183),(12.4321734073 315),(9.35833461342 449),(7.55591695014 602),(7.46696140754 727),(11.3224181429 860),(13.3939536651 1007),(5.66442699847 1152),(6.04368532178 1313),(7.19329823676 1460),(4.96191503499 1625),(4.444004722 1688),(7.17595119302 1805),(7.75585007029 1929),(7.40474789405 2145),(7.945005807 2260),(6.67645867513 2458),(7.93663734462 2594),(5.53268468798 2776),(5.73201627779 2928),(4.91315875361 3092),(4.3759441034 3276),(7.37596053995 3466),(7.76420225803 3573),(7.59756297473 3746),(8.21912040027 3912),(5.42433815739 4091),(7.06512489573 4250),(5.65307727748 4352),(5.56867085062 4410),
Point4,H2,,(2.324633032 204),,,,(1.8792852301 759),(5.66143652771 879),(4.21638862747 1055),(4.77501669099 1166),,(4.92560690123 1499),,(-0.0152287764142 1711),,,,,(4.40409829976 2480),(1.70024605574 2653),,,(3.2499090123 3115),(3.54825638292 3295),,(3.45271607139 3598),,(6.02475662181 3934),(3.73321744773 4110),(4.46283095774 4269),,,
Point4,H3,,(4.96604804336 221),,,,(1.97571272953 769),(8.91777588551 896),(4.9080198008 1067),(5.18190283808 1178),,(6.38510786651 1521),,(1.1953378937 1726),,,,,(4.48118888533 2486),(3.30069954899 2670),,,(4.56387249243 3135),(3.6692227286 3304),,(5.00504416681 3615),,(6.40645093706 3946),(4.92669274805 4128),(5.79195878275 4284),,,
