Cycle,0.767091503268
Average Width,4.48896317181
Width,,4.81247419309,4.60505050011,5.18854878856,4.58140410946,5.26653095563,4.30928758188,4.29891564135,4.11997552034,4.40102949714,4.34112620213,5.01471136717,4.22558450475,4.29095912534,3.972652344,4.93203363623,3.73357483916,3.39719996904,5.31027831727
Point0,H1,(11.2684898363 37),(13.1637336989 193),(13.2937028417 358),(12.994583973 522),(12.5634309899 688),(13.3844451343 858),(12.8234537769 1030),(14.0467230327 1205),(13.9492481023 1369),(13.6159246494 1542),(12.7585802505 1710),(12.6739462746 1877),(14.3910318836 2039),(13.6447977242 2201),(11.5687781413 2363),(13.660444252 2524),(12.7166815436 2689),(12.9597724838 2850),
Point0,H2,(5.16294231086 68),(5.88137951071 229),,,(6.37828258902 722),,(5.89986809489 1080),,(6.71093314602 1410),,(6.60818474661 1752),(6.48896338584 1910),(7.13560864493 2078),,,,,
Point0,H3,(5.53843151258 80),(5.95810274235 236),,,(6.79828388076 734),,(5.90146383918 1082),,(6.91091972342 1420),,(6.63661310404 1757),(6.72457866174 1919),(7.15065773331 2083),,,,,
Point0,H4,(1.30903735076 127),(1.52848374905 290),(1.8349593262 442),,(1.48438938053 787),(1.23577639188 949),(1.57374525509 1136),(3.48640286672 1287),(1.82516147916 1473),,(1.84393706221 1813),(2.48485362805 1959),(2.69846121758 2121),(1.58140189772 2304),,,,
Point0,H5,(1.62570446703 139),(1.76939165242 300),(1.95090451827 450),,(1.58187581982 799),(1.34542802925 959),(1.92034975563 1148),(3.64787889621 1296),(2.12358067452 1484),,(1.88558440671 1819),(2.77527884861 1973),(2.94028577078 2131),(1.62210832159 2311),,,,
Point0,H6,(3.5527136788e-15 157),(1.7763568394e-15 319),(-7.9936057773e-15 489),(-6.2172489379e-15 654),(-8.881784197e-15 824),(-1.15463194561e-14 981),(-1.15463194561e-14 1166),(-8.881784197e-15 1339),(-1.42108547152e-14 1506),(-1.15463194561e-14 1674),(-5.3290705182e-15 1838),(-8.881784197e-16 2002),(0.0 2170),(-2.6645352591e-15 2331),(-8.881784197e-16 2491),(3.5527136788e-15 2650),(-1.7763568394e-15 2813),
Point1,H1,(11.3829181995 38),(12.2688679721 193),(12.9001825573 360),(12.6475692247 521),(11.5722973291 690),(13.1265169292 856),(12.5220735691 1030),(12.8347786093 1205),(13.3494873034 1368),(13.2041314536 1542),(12.3083787991 1713),(12.588742305 1875),(13.9943995354 2038),(13.9891286892 2200),(11.0285943572 2363),(15.1130682245 2523),(14.22469421 2688),(11.6060942947 2850),
Point1,H2,(5.46170300778 68),(5.38202986796 228),,,,,,(2.9054908628 1285),(6.42601976315 1410),,,,,,,,,
Point1,H3,(5.75597352363 78),(5.55034672483 238),,,,,,(3.2302223913 1295),(7.01136645183 1422),,,,,,,,,
Point1,H4,(1.04595189027 128),(0.937671157985 288),(1.59502318129 442),,,(2.89399327225 936),,(1.33272057621 1314),(1.31637248828 1473),,(6.99107364168 1751),(6.99808602346 1908),(2.85571765455 2118),(2.06480010103 2301),,(7.87858319025 2567),,
