Cycle,0.89732967033
Average Width,4.81019989258
Width,,4.84960402767,4.93232578274,5.01053041509,4.82013832225,4.69815814385,4.8557975806,4.75521468147,4.92940153189,4.91139365759,4.58199983834,4.74801739152,4.79924823363,4.76484480896,4.68612408057
Point0,H1,(12.0040287716 36),(15.449567866 231),(13.1414662166 426),(11.0593698039 631),(9.11716088642 824),(10.1830930496 1034),(9.06299903052 1220),(9.48718510391 1433),(9.84365673772 1619),(6.16099468441 1810),(7.93726559573 2027),(6.56594380212 2219),(6.14741336287 2405),(4.91002555292 2508),(4.00787777211 2593),
Point0,H2,(4.99277850168 83),,,(4.36371035104 678),(7.37721603247 865),(5.56996689348 1057),,(4.54957475355 1464),(1.93643006206 1698),,(2.00973782044 2095),,(6.05903079297 2414),,
Point0,H3,(5.04993428685 91),,,(4.40827937879 683),(7.39798673023 870),(6.31048343084 1070),,(4.61448119158 1472),(1.99057154423 1707),,(2.54450564368 2112),,(6.12568659192 2421),,
Point0,H4,(0.849125374502 159),,(1.29937467988 529),(3.31709123346 702),(4.62315023941 904),(2.28301089351 1119),,(2.15937509481 1509),(0.950983933858 1736),,(0.978160355408 2141),(-0.00191820059462 2307),(2.75375075052 2447),,
Point0,H5,(1.38459327587 172),,(1.80991683446 547),(4.00286451963 717),(4.71364175476 913),(2.56546110504 1131),,(2.23918186872 1519),(1.26940547985 1751),,(1.27505569358 2154),(1.68740639201 2350),(3.7548071763 2462),,
Point0,H6,(-0.0102060779236 189),(-7.9936057773e-15 391),(-0.000506600044057 592),(-1.7763568394e-15 785),(0.0 984),(-3.5527136788e-15 1184),(6.2172489379e-15 1384),(6.2172489379e-15 1576),(-0.00318108897269 1775),(-0.00244123930296 1952),(-8.881784197e-15 2171),(-0.00191820059462 2307),(-0.00475261784065 2566),(-0.00346577425807 2670),
Point1,H1,(25.4622671139 39),(30.0975769693 232),(25.9364859371 429),(27.9257466158 631),(25.5739605198 823),(25.5151579327 1018),(25.6964511013 1224),(24.5929606947 1427),(26.248303745 1627),(23.9372548662 1813),(25.698125378 2008),(23.2333823854 2216),(23.9699286877 2407),(22.0374225565 2602),
Point1,H2,(9.71115667574 84),,(11.0521326617 475),,(13.3569750205 869),(24.9823884539 1028),,,,,,,,
Point1,H3,(10.0244394767 93),,(11.0571847729 477),,(13.6621042119 877),(25.0012231498 1032),,,,,,,,
Point1,H4,(4.71157141053 128),(16.4645620309 279),(2.77195281661 552),(12.0849817643 680),(2.83580322456 961),(13.4911484312 1065),(13.1870859897 1271),(3.08557890128 1554),(3.11029031 1746),,(13.4726949083 2054),(1.71186388078 2334),,
Point1,H5,(4.83326016779 138),(16.545270808 284),(2.79787132973 558),(12.1147462895 684),(3.08524343867 970),(13.5804211875 1071),(13.2696463115 1277),(3.28216482001 1562),(3.1515424858 1752),,(13.9170235421 2063),(2.27847442653 2347),,
Point1,H6,(-0.022927602479 189),(7.1054273576e-15 394),(-1.7763568394e-15 587),(1.7763568394e-15 789),(2.84217094304e-14 987),(1.95399252334e-14 1182),(1.24344978758e-14 1386),(-7.1054273576e-15 1579),(-3.5527136788e-15 1774),(-3.5527136788e-15 1971),(3.5527136788e-15 2171),(1.24344978758e-14 2365),(1.42108547152e-14 2563),
Point2,H1,(32.3573180977 39),(37.3895559565 231),(32.3853239686 431),(38.0738811952 631),(34.8637968052 823),(35.0225835144 1018),(36.1758476868 1223),(34.6960330197 1430),(37.498352355 1627),(35.7499420543 1814),(37.9914081797 2008),(35.6320807208 2215),(37.8848936186 2407),(34.6648860811 2600),
Point2,H2,,,,,(17.0390584703 869),(34.364042573 1027),,,,,(35.9369305082 2022),,,
Point2,H3,,,,,(17.6251697704 878),(34.5529536316 1033),,,,,(35.94114559 2024),,,
Point2,H4,(6.10651009372 129),(20.5980095042 279),,(16.8732816537 680),(3.24597835751 963),(19.0429911574 1064),(17.7569525285 1270),(4.51543822164 1554),,,(20.0347965015 2054),(2.91402379389 2334),,
Point2,H5,(6.15907163573 137),(20.6501434868 283),,(16.8983616914 683),(3.39533166237 970),(19.3529090829 1071),(18.1710168402 1278),(4.74458385812 1561),,,(20.8884827526 2063),(3.81948169735 2347),,
Point2,H6,(-1.24344978758e-14 190),(-0.0127612127123 395),(-0.00110186781953 589),(7.1054273576e-15 789),(0.0 986),(1.06581410364e-14 1184),(-5.3290705182e-15 1387),(3.5527136788e-15 1579),(0.0 1773),(1.06581410364e-14 1971),(1.06581410364e-14 2172),(3.5527136788e-15 2365),(-0.0040805104982 2561),
Point3,H1,(22.7093481322 38),(26.760801974 232),(24.4335187154 437),(28.3933460733 632),(25.2455743836 824),(27.8368366021 1034),(28.2453716682 1223),(28.120789446 1433),(29.3249513796 1626),(26.5989752853 1816),(29.1496240749 2008),(29.7900731554 2216),(31.6329777786 2408),(27.3590274542 2599),
Point3,H2,,,(11.5990779775 472),,,,,(14.0209766564 1464),,,,,,,
Point3,H3,,,(11.7861848105 479),,,,,(14.2498940677 1471),,,,,,,
Point3,H4,(2.08251555108 160),(15.65151534 280),(4.71609300782 533),(12.6576722795 679),(15.0601940062 869),(15.7075722213 1062),,(3.00194765771 1552),(17.2815506654 1657),(5.27951545648 1901),,(2.60732714216 2335),(8.33557055852 2491),,
Point3,H5,(2.22999953503 169),(15.6683453253 283),(4.74591446096 538),(12.9201693766 686),(15.2144870966 876),(16.435656768 1072),,(3.32049093882 1562),(17.3228542465 1661),(5.31048356058 1906),,(3.76716666435 2348),(8.4971750064 2499),,
Point3,H6,(-0.00611023509963 1),(-0.0093597659654 191),(1.95399252334e-14 394),(-0.00178971324061 593),(-0.000816584004957 788),(5.3290705182e-15 987),(7.1054273576e-15 1184),(-1.42108547152e-14 1387),(0.0 1579),(1.42108547152e-14 1774),(2.30926389122e-14 1973),(-1.7763568394e-15 2173),(-1.24344978758e-14 2366),(-5.3290705182e-15 2564),
Point4,H1,(8.04586903174 53),(9.35965387431 248),(9.77713327491 447),(11.9955278664 666),(9.60826423807 888),(11.8155944506 1052),(11.5870530359 1238),(13.5218241469 1450),(14.5306215421 1642),(10.420677739 1829),(13.3697766995 2045),(14.366099787 2233),(15.2709364149 2422),(13.1047781575 2614),
