Cycle,0.733127192982
Average Width,4.63004005266
Width,,0.0,4.28417123781,7.90979584838,3.049038149,3.00608008822,6.76488250797,0.0,4.00272414394,4.14164718928,4.27563342919,6.28550065875,3.3575429463,3.63769862223,3.58760133094,4.17231292208,3.99200775682,4.89992719167,6.71407681996,0.0,0.0
Point0,H1,(8.11660211214 29),(6.33613919916 216),(8.54198399366 395),(6.45430620507 584),(2.46757723293 699),(8.74419214121 780),(7.56513849665 969),(7.01677788291 1127),(5.36545696853 1306),(6.05375829254 1528),(8.7150348538 1645),(4.90533522725 1804),(4.79346995474 1862),(5.73786405164 1996),(5.66814993906 2126),(6.34823272847 2288),(6.24666099096 2356),(8.54225496422 2468),(9.2323839476 2654),(8.01170892285 2830),(7.46558213501 2990),
Point0,H2,(2.65608833947 75),(2.07423214432 241),(6.47478363449 415),,,,,,(-0.0140284162708 1412),,,(4.09530450809 1818),,,,,,(7.47988483951 2499),,
Point0,H3,(3.89684789735 97),(4.2435807941 269),(6.49822545233 419),,,,,,(0.646371562295 1428),,,(4.44951032146 1829),,,,,,(8.2454990362 2518),,
Point0,H4,(1.11321622183 125),(2.28580939624 320),(1.80871106207 519),(-6.82787160144e-15 630),,(4.84376859616 812),(4.29870250971 991),(4.70930028672 1150),(-6.66133814775e-15 1442),,,,,(3.27907812079 2043),(3.07119025661 2183),,,(2.0390645317 2583),,
Point0,H5,(1.33970206403 137),(2.29051473969 324),(1.84668192712 526),(0.896529056323 657),,(6.09748283489 837),(6.17248710291 1022),(6.07227637151 1177),(5.4288718327 1471),,,,,(3.39230870402 2051),(3.53607334308 2201),,,(2.14180645779 2592),,
Point0,H6,(-0.00126230499298 1),(-3.5527136788e-15 168),(-0.00366343666381 366),(-0.0190369554183 555),(-6.82787160144e-15 630),(-0.0141032645476 747),(-1.02140518266e-14 925),(-0.000336977791393 1090),(-0.0013500334245 1270),(-0.0140284162708 1412),(-1.7763568394e-15 1617),(-0.00847823864113 1778),(1.33226762955e-15 1926),(-4.4408920985e-16 2098),(-0.00142143494086 2258),(-3.5527136788e-15 2434),(-0.00526769289191 2620),(-9.7699626167e-15 2802),(-7.1054273576e-15 2961),
Point1,H1,(7.93758474865 93),(10.0022778141 196),(10.0172947835 275),(10.9175775498 432),(7.59104883775 642),(9.38749456315 843),(6.71275100704 1030),(11.0544732817 1189),(7.28184455916 1329),(7.89773861828 1535),(9.9074032803 1672),(11.6822910343 1821),(11.7159494969 2018),(13.6785609358 2188),(9.69569251109 2354),(9.84543941578 2528),(8.56969732736 2688),(9.08573615878 2894),(6.05436730221 3049),(6.13247088052 3170),
Point1,H2,(2.6645352591e-15 119),,,(5.3290705182e-15 488),,,,(-3.5527136788e-15 1224),,,(8.17688499069 1700),,(2.95909255165 2057),,,,,,
Point1,H3,(2.55674595989 138),,,(5.10829559387 531),,,,(4.81515864443 1270),,,(8.34268876556 1707),,(3.43478977598 2071),,,,,,
Point1,H4,,,(7.1054273576e-15 310),(4.25598598185 548),,,(3.99680288865e-15 1063),(4.57209861211 1280),,(-0.00884561818592 1563),,(8.881784197e-16 1900),,,,,,,
Point1,H5,,,(8.48448949483 394),(5.91465478647 577),,,(3.50982084394 1099),(6.72868860857 1304),,(4.15407931448 1608),,(2.61382749113 1927),,,,,,,
Point1,H6,(2.6645352591e-15 119),(7.1054273576e-15 310),(5.3290705182e-15 488),(4.4408920985e-15 676),(6.2172489379e-15 872),(3.99680288865e-15 1063),(-3.5527136788e-15 1224),(-0.00559339573816 1391),(-0.00884561818592 1563),(5.3290705182e-15 1735),(8.881784197e-16 1900),(-5.3290705182e-15 2098),(-4.4408920985e-15 2242),(-0.00272008200258 2400),(1.7763568394e-15 2561),(3.5527136788e-15 2744),(-1.7763568394e-15 2929),(-8.881784197e-16 3080),
Point2,H1,(9.81680860338 77),(9.20798746479 157),(10.1791073981 312),(5.98344587019 409),(5.81452997047 517),(8.38806998902 725),(6.93590797458 909),(9.50339843353 1068),(5.79887366058 1240),(6.28473089758 1415),(9.0918014771 1563),(9.90909648094 1724),(11.1480799404 1900),(12.6957300366 2067),(9.11897373159 2235),(8.34984181139 2409),(7.99343947486 2570),(8.01295467179 2714),(7.74875399681 2776),(6.31177257418 2893),(7.42735887283 3050),
Point2,H2,,,,,,,,,,,,,,,(-3.5527136788e-15 2280),(1.7763568394e-15 2443),(5.22128251122 2591),,,
Point2,H3,,,,,,,,,,,,,,,(2.16241260578 2300),(1.33804048545 2467),(5.51960420666 2600),,,
Point2,H4,,(7.9936057773e-15 191),,(3.88979845854 432),,,(3.99680288865e-15 949),,,,(-2.6645352591e-15 1616),(2.6645352591e-15 1782),(3.10547449825 1938),,(0.893848374865 2316),(1.2397235347 2477),(2.6645352591e-15 2625),,,
Point2,H5,,(8.53125776908 274),,(5.15311858046 457),,,(1.79008303133 978),,,,(9.30238664178 1703),(1.55034507254 1809),(3.5147232534 1950),,(2.72614893683 2335),(1.66991296433 2496),(2.90817095869 2661),,,
Point2,H6,(7.9936057773e-15 191),(-0.0107999967642 370),(3.90179633126 489),(-0.00553784138108 594),(5.77315972805e-15 783),(3.99680288865e-15 949),(-0.00199636684951 1008),(7.54951656745e-15 1105),(-0.00359301804887 1273),(-0.0076615060359 1447),(-2.6645352591e-15 1616),(2.6645352591e-15 1782),(-0.00266839358987 1979),(-7.9936057773e-15 2123),(-3.5527136788e-15 2280),(1.7763568394e-15 2443),(2.6645352591e-15 2625),(-0.00239364587068 2811),(3.5527136788e-15 2960),
