Cycle,0.692916666667
Average Width,5.999022262
Width,,8.26929503087,5.10101213902,5.13998229657,6.70108433772,5.11591626918,6.75705026169,5.78605560094,5.19837506979,5.64092362555,5.65152563668,5.45860496677,5.18332981037,5.38455976607,6.15355637488,5.40010358646,9.92837897682,6.01198288295,5.15741811829,5.78000497532,5.6086031404,6.55170463568
Point0,H1,(10.7649169965 53),(11.5065837453 184),(10.6156668029 315),(13.5178246303 450),(14.092214311 586),(13.8400251772 744),(14.7827092844 904),(11.805448841 1064),(8.62299783884 1224),(10.3448931824 1376),(11.0575044293 1527),(8.85741616436 1676),(7.48440842416 1829),(13.1818500622 1973),(6.57319973254 2109),(7.78580339628 2247),(8.80367348044 2392),(6.04385516967 2529),(9.14831213956 2676),(8.27588465823 2812),(10.6298743462 2956),
Point0,H2,(3.03425273977 80),(1.11292509089 232),,(6.38270246262 491),,(4.31906434272 785),,(-0.00967444523238 1149),,(3.21718864422 1411),(1.25600852863 1598),,(4.82430754768 1848),(1.03856855184 2029),,(0.598788621491 2287),,,,,,
Point0,H3,(3.42162181758 95),(1.32705642243 242),,(6.38788770511 494),,(4.4401200099 794),,(0.0456835500599 1156),,(3.26973255749 1417),(1.29584586356 1605),,(5.55623475155 1861),(1.16829306484 2039),,(0.883704979197 2301),,,,,,
Point0,H4,,(0.377366060491 259),(3.31359926344 355),(1.9541067104 535),(4.35834371093 632),,(0.87754827628 991),(-0.285970895237 1170),(0.189763028562 1285),,(1.04835215712 1617),(3.28205979762 1719),,(1.13899306088 2045),(-0.00387908857426 2148),,(2.6645352591e-15 2444),(0.330493197198 2575),(-0.00170507515543 2728),(0.45634162109 2854),,
Point0,H5,,(1.16457568335 273),(4.69119160418 371),(2.10666374657 543),(4.65627393032 642),,(1.5864991768 1008),(0.327285119674 1185),(1.5250459071 1308),,(1.86738666798 1633),(5.18650486539 1743),,(2.18463866869 2064),(5.08056357833 2200),,(1.34637938315 2474),(0.41075916786 2585),(2.05282104597 2768),(1.09358739475 2873),,
Point0,H6,(-0.0106236845778 151),(-4.4408920985e-15 287),(-8.881784197e-16 416),(-2.6645352591e-15 559),(-0.00295412437777 689),(-0.00972569005241 832),(-0.0017897840871 1034),(-0.339988464467 1197),(0.189763028562 1285),(7.54951656745e-15 1341),(3.5527136788e-15 1456),(-1.33226762955e-15 1649),(8.881784197e-16 1773),(-0.00322838867331 1910),(7.1054273576e-15 2082),(-0.00387908857426 2148),(4.4408920985e-15 2333),(2.6645352591e-15 2444),(-0.00636353909617 2608),(-0.00170507515543 2728),(-3.99680288865e-15 2785),(0.45634162109 2854),(-4.4408920985e-16 2922),
Point1,H1,(12.1897179727 51),(14.3302017112 181),(13.7457299378 312),(15.5811094806 448),(17.8100354513 584),(15.9844893858 742),(16.9466431599 902),(15.6452146907 1062),(11.717793467 1222),(11.9765426463 1374),(14.2706000124 1525),(12.3051957014 1673),(10.4316468837 1826),(14.7054140725 1971),(9.62446267108 2107),(8.76841821609 2246),(12.4983381174 2391),(10.1216939885 2527),(12.0021223513 2675),(12.3534477526 2810),(13.4851896844 2953),
Point1,H2,(2.50149748777 78),(2.77053710718 230),(4.62796722796 355),,,(4.75748200678 785),,,,,,,,,(-0.0339456802575 2150),,(1.34071023026 2439),,,,
Point1,H3,(2.72551186578 87),(3.03824376646 240),(5.3212246983 367),,,(4.96052465683 794),,,,,,,,,(0.294347352517 2165),,(1.69258118904 2451),,,,
Point1,H4,(0.122670307836 137),(1.72767075599 258),(2.03366347865 390),(7.00769032551 487),(5.99592889002 631),(-0.00980709472238 829),(1.32703443111 989),(-0.0048211214784 1168),(2.03623152553 1269),(4.40310431768 1408),(1.27736379004 1612),(3.62981264423 1716),,(1.75948505261 2048),(0.293404942904 2166),(0.661519997883 2291),(0.950121728581 2467),(1.05615270456 2576),(0.838164262116 2750),,
Point1,H5,(0.126551175129 140),(2.26236030521 269),(2.23637565192 398),(7.17753791451 495),(6.15147966567 639),(1.79279715004 863),(2.08532232431 1005),(0.523157606038 1183),(2.16213073804 1279),(4.80020785424 1420),(2.99231139487 1631),(5.06311785763 1736),,(2.30468467101 2061),(2.85847270865 2200),(0.722694587937 2299),(1.12606773659 2477),(1.69009891289 2593),(2.50152864913 2767),,
Point1,H6,(1.7763568394e-15 149),(3.5527136788e-15 285),(-0.00804107275928 414),(7.9936057773e-15 556),(3.5527136788e-15 708),(-0.00980709472238 829),(7.9936057773e-15 1030),(-0.0048211214784 1168),(-8.881784197e-16 1339),(-8.881784197e-16 1453),(-8.881784197e-16 1647),(3.5527136788e-15 1769),(-0.00063591772657 1906),(-0.0232369257589 2079),(-0.0339456802575 2150),(-0.0017900682199 2334),(6.66133814775e-15 2493),(-0.000428150271258 2618),(4.4408920985e-15 2783),(0.0 2925),
Point2,H1,(12.1685060766 53),(12.7348504646 184),(12.6752580407 315),(14.8542744206 450),(16.0570232008 587),(15.3113745407 744),(15.0604422966 904),(14.7835172526 1064),(11.7647898427 1224),(10.6076870517 1377),(13.5965354566 1528),(11.9917157449 1676),(10.4019255283 1828),(13.1221364639 1973),(9.89879612307 2110),(9.01836689824 2249),(13.2419730881 2393),(10.8887489632 2530),(11.9048311741 2677),(13.0716379795 2812),(13.740537164 2955),
Point2,H2,(3.68190295955 81),(2.58016684426 232),(4.12971812017 359),,,,,,(2.72477243991 1269),(4.11470898587 1410),,,,,,(1.83388911956 2296),(1.69326966968 2439),,,,
Point2,H3,(3.68809513257 84),(2.97710008904 243),(4.46124802787 370),,,,,,(3.02772217843 1282),(4.72109166799 1424),,,,,,(1.83494230835 2299),(2.03937784615 2450),,,,
Point2,H4,,(1.85091088599 261),(2.82973354583 390),,(6.1548014556 633),(4.4408920985e-15 832),(0.867460352081 992),(-0.000380847165536 1170),(0.870890887085 1318),(-0.00289212110638 1457),(0.908982167394 1618),(3.63012904643 1727),,(1.08680292917 2049),(-0.0111587367407 2173),(1.73601141128 2313),(0.193517403213 2470),(1.07281630465 2577),(1.14351127693 2753),,
Point2,H5,,(2.15125020889 271),(2.99923699173 398),,(6.33995780391 641),(1.19738281637 863),(1.25460207405 1008),(1.13313434397 1187),(1.06318296026 1328),(1.79364750517 1490),(2.43176248791 1633),(4.44657428749 1744),,(1.82484975705 2064),(2.5444844969 2199),(1.75228654325 2318),(0.815117328848 2483),(2.08734860807 2594),(2.70650861446 2769),,
Point2,H6,(3.5527136788e-15 149),(6.2172489379e-15 287),(-6.2172489379e-15 417),(-1.7763568394e-15 558),(5.3290705182e-15 711),(4.4408920985e-15 832),(-6.2172489379e-15 1033),(-0.000380847165536 1170),(6.2172489379e-15 1343),(-0.00289212110638 1457),(0.0 1649),(-1.7763568394e-15 1770),(3.10862446895e-15 1912),(-0.00496400203069 2081),(-0.0111587367407 2173),(-4.4408920985e-15 2342),(-6.2172489379e-15 2495),(-0.00471162503725 2617),(-6.2172489379e-15 2785),(-3.5527136788e-15 2926),
