Cycle,0.87626984127
Average Width,2.97659447409
Width,,2.35547584726,2.32913206475,2.34824222452,2.33737670317,2.36168338691,2.33095663245,2.32975397521,2.32964372792,2.35466420917,2.35301501597,2.31567059145,2.30197585773,2.34234056816,2.31428157989,2.31336776912,2.33864733435,2.35946700933,2.34462670842,2.34801735622,2.3417287608,2.36827436703,2.35051641733
Point0,H1,(26.7088260366 30),(23.4873466874 218),(18.0874722983 400),(18.9600641749 589),(21.274336039 766),(22.902196027 955),(20.1655549056 1133),(22.4810505123 1324),(25.2966511238 1500),(24.2481981618 1678),(17.1005118015 1868),(19.7988405773 2060),(24.16755381 2235),(21.5040148698 2431),(19.6451638865 2604),(23.5478139521 2796),(28.497563583 2974),(26.9555825617 3163),(26.5035170367 3340),(28.3975430395 3533),(31.8295656461 3709),(30.1808152284 3899),
Point0,H2,(25.682078243 40),,,,(7.49680939037 843),,(19.014254749 1146),,(4.49173371711 1594),(23.4576008544 1689),,,(10.6054167484 2284),,,,(14.1696089826 3019),,,,,
Point0,H3,(25.9533574735 48),,,,(7.5001997369 846),,(19.1061330675 1151),,(4.70345487374 1603),(23.6445188475 1695),,,(10.7963103066 2291),,,,(14.5750874186 3027),,,,,
Point0,H4,(4.34547980342 149),(3.61502289667 313),(3.9837961013 486),(3.41313310487 710),(4.41969289032 880),,,,(2.24853281636 1622),,(4.81259888423 1957),(1.74631560104 2166),(3.82550711028 2358),(-0.00743763499453 2558),(2.2558708739 2727),(2.56546678541 2922),(4.23265419379 3096),,(3.18941166309 3462),(2.24363663062 3656),,
Point0,H5,(4.39267700246 154),(4.81669889033 328),(4.18842215548 498),(3.56276976373 718),(4.4620063966 885),,,,(2.97527114148 1633),,(5.47885156592 1972),(1.76027528362 2170),(4.00451861815 2366),(0.00425733381118 2561),(2.34385588508 2734),(2.58409143013 2926),(4.3559762252 3102),,(3.3593918975 3470),(2.37869061637 3663),,
Point0,H6,(1.7763568394e-14 181),(4.4408920985e-15 367),(-0.00274927343077 549),(-1.95399252334e-14 736),(-7.1054273576e-15 914),(-7.1054273576e-15 1100),(-2.13162820728e-14 1281),(-6.01761008951e-05 1465),(5.3290705182e-15 1648),(-0.000579392592119 1826),(-2.6645352591e-15 2016),(-0.00963911817579 2200),(1.7763568394e-15 2385),(-0.0915036379351 2569),(3.5527136788e-15 2753),(0.0 2943),(7.1054273576e-15 3121),(2.13162820728e-14 3304),(2.48689957516e-14 3489),(1.59872115546e-14 3678),(1.7763568394e-14 3858),
Point1,H1,(59.6793161423 32),(62.2576035535 221),(55.250376774 401),(57.1545115749 589),(54.4965746899 768),(62.3306151557 957),(58.8381594799 1134),(61.7430279995 1325),(59.9495518953 1501),(61.4931558222 1695),(57.738639848 1869),(60.1326191539 2061),(60.3890649124 2237),(62.6825137198 2431),(62.1394777312 2605),(64.8301098467 2797),(64.8139681915 2975),(66.1851017398 3166),(67.6312167904 3341),(70.2591150276 3534),(67.0804422354 3711),(70.6659132044 3902),
Point1,H2,,(23.329347706 270),,(22.5669014985 637),(23.0180966667 816),,(25.0306199531 1183),,(6.60505071825 1623),,,,(23.6391904613 2286),,(23.9699071526 2655),,(27.4289210241 3021),,(25.3626928697 3389),,,
Point1,H3,,(23.3729555242 273),,(22.6961130189 642),(23.0290319092 818),,(25.0898496028 1187),,(7.20260461812 1632),,,,(23.6574114902 2289),,(23.9915474753 2658),,(27.704586976 3027),,(25.8297419773 3396),,,
Point1,H4,,(6.23890598842 343),,(4.86966267037 711),(6.53518159296 889),(3.93930313086 1083),,,(3.5527136788e-15 1649),,(7.38321790073 1992),,(7.62910876514 2358),,(6.71710154347 2727),(5.27099823033 2921),(8.02697975473 3094),,(7.0501625006 3462),(5.21618633777 3656),,
