Cycle,0.734219771242
Average Width,6.19484062693
Width,,5.07322779473,8.54371037373,4.8917020112,0,7.88189696059,6.73911676737,6.19866122039,5.75624126849,5.51751791251,5.71190708715,7.68411941591,5.57757612319,4.91674723866,6.04623313945,8.11980129439,5.34878336771,5.44850899196,5.4568610059
Point0,H1,(17.7850421739 144),(14.9910747034 328),(13.7807706611 443),(19.5449292078 517),(14.490785628 620),(13.8438548361 876),(16.3292234062 1053),(13.7421690091 1189),(11.7916959769 1416),(13.780428339 1584),(15.0524278601 1781),(10.4655453843 1885),(11.1179183167 1959),(13.1482228956 2137),(15.8828501975 2313),(13.5319613801 2497),(11.2690070588 2681),(9.93196446142 2859),
Point0,H2,(1.04696665956 179),,,,,(8.881784197e-15 924),,,,,,,(-9.7699626167e-15 1986),(-0.000794103038084 2181),,,
Point0,H3,(1.88586093696 190),,,,,(3.63908022465 953),,,,,,,(8.55062548497 2039),(11.8693837896 2221),,,
Point0,H4,(3.5527136788e-15 206),,,,,(1.04075913006 970),(-5.3290705182e-15 1092),,(-8.881784197e-15 1454),(-0.00924459727519 1632),,,(4.36036806566 2062),(7.25014420651 2245),,,
Point0,H5,(14.0204623776 300),,,,,(14.9781864184 1019),(0.827763886259 1106),,(8.46547509997 1508),(14.4214564651 1755),,,(10.7564669484 2108),(13.4718082173 2274),,,
Point0,H6,(3.5527136788e-15 206),(-0.00642880231641 375),(1.42108547152e-14 550),(2.04281036531e-14 721),(8.881784197e-15 924),(-5.3290705182e-15 1092),(-9.7699626167e-15 1267),(-8.881784197e-15 1454),(-0.00924459727519 1632),(-5.3290705182e-15 1811),(-9.7699626167e-15 1986),(-0.000794103038084 2181),(8.881784197e-16 2356),(-0.00201651972343 2532),(-0.00402378743552 2712),(1.7763568394e-15 2893),
Point1,H1,(19.4883066589 143),(16.7245235181 329),(15.3339100332 444),(20.7023506021 516),(14.5778711733 664),(14.6412185244 876),(19.4023073627 1054),(16.6401666382 1209),(14.4639187137 1418),(16.1013846131 1589),(17.3874160245 1781),(12.4612729815 1886),(13.6344121418 1960),(11.1363028709 2041),(15.8275538273 2139),(18.7009722281 2316),(15.5584559145 2497),(13.085189278 2682),(11.2197017236 2860),
Point1,H2,(-3.5527136788e-15 180),,,,,(0.0 922),,(14.6643165848 1228),,(16.0532760677 1596),,,,,(-1.7763568394e-15 2182),,
Point1,H3,(1.47358507965 194),,,,,(4.17630253074 954),,(15.5145075237 1239),,(16.0543322925 1597),,,,,(13.1068357812 2221),,
Point1,H4,(1.01634183294 204),,,(7.1054273576e-15 549),,(2.37021539155 970),(-0.00417009221073 1093),(-0.00462723917755 1269),(-0.00332825961594 1453),(3.5527136788e-15 1633),,,,(6.13988385919 2064),(8.47291901248 2246),,
Point1,H5,(16.4542762151 301),,,(14.5480751673 619),,(16.5134358887 1020),(16.4856664929 1189),(13.5096226152 1383),(10.7577143434 1509),(16.7213873154 1756),,,,(12.7227505984 2111),(15.3084255419 2275),,
Point1,H6,(-3.5527136788e-15 180),(-0.00235288233199 363),(7.1054273576e-15 549),(0.0 723),(0.0 922),(-0.00417009221073 1093),(-0.00462723917755 1269),(-0.00332825961594 1453),(3.5527136788e-15 1633),(1.06581410364e-14 1812),(-8.881784197e-16 1986),(-1.7763568394e-15 2182),(1.7763568394e-15 2358),(3.5527136788e-15 2531),(-5.3290705182e-15 2711),(-6.2172489379e-15 2894),
Point2,H1,(18.2914699108 139),(15.7677448133 330),(18.8170684459 517),(14.3244960329 622),(14.5188425098 877),(17.5050134375 1055),(14.6868676417 1192),(13.600944423 1419),(14.6899132723 1600),(15.2308028901 1782),(11.9162459319 1885),(12.8421795559 1962),(10.1934369395 2040),(14.776072592 2139),(18.2928535847 2317),(15.9184719708 2498),(13.4618288326 2682),(10.9440178412 2861),
Point2,H2,,,,,(-5.3290705182e-15 922),,(12.9900662371 1229),,,,(10.3785282528 1904),(5.3290705182e-15 1987),,,,,
Point2,H3,,,,,(4.79885197133 955),,(13.5578660414 1239),,,,(10.6048353241 1916),(2.52172926189 2004),,,,,
Point2,H4,(0.0 180),(-0.0138796057261 365),,,(4.09642597696 969),,(-0.00759625833368 1269),(-1.15463194561e-14 1456),(-1.24344978758e-14 1634),,,,,(-0.00293722719689 2180),,,
Point2,H5,(14.8368134414 301),(13.4584202342 446),,,(14.6379898684 1020),,(12.6947045128 1383),(8.95837025408 1510),(14.7161015601 1759),,,,,(11.473215915 2223),,,
Point2,H6,(0.0 180),(-0.0138796057261 365),(-0.000116140297784 549),(-8.881784197e-15 724),(-5.3290705182e-15 922),(7.1054273576e-15 1095),(-0.00759625833368 1269),(-1.15463194561e-14 1456),(-1.24344978758e-14 1634),(5.3290705182e-15 1812),(5.3290705182e-15 1987),(-0.00293722719689 2180),(-1.06581410364e-14 2359),(-8.881784197e-15 2533),(3.5527136788e-15 2714),(-0.00139949740502 2896),
Point3,H1,(7.22978750616 146),(13.8793875751 326),(8.35980236543 519),(13.4100268668 619),(10.7103954456 876),(12.5115110908 1053),(10.1696879137 1206),(8.76223382935 1377),(9.40794197252 1599),(9.50822044752 1780),(9.93562346125 1884),(8.07869085455 1959),(3.99683844818 2032),(6.75318888483 2139),(14.0280488431 2314),(10.9942595609 2497),(9.62419475698 2681),(7.33614046455 2859),
Point3,H2,(-0.174036055828 176),(-0.271220554329 379),,,(2.6645352591e-15 922),,(8.54228577435 1228),(7.20872976557 1401),(-2.6645352591e-15 1632),,,(-0.020391024366 1987),,,,,,,
Point3,H3,(13.2052058265 278),(1.76873502763 403),,,(3.85097852566 950),,(8.99206231162 1238),(8.42176765371 1417),(7.02095999457 1697),,,(0.596384749953 1999),,,,,,,
Point3,H4,(13.1920265557 282),(1.37331853859 421),,,(3.00702199121 967),(-3.5527136788e-15 1097),(2.04281036531e-14 1267),(1.95399252334e-14 1453),(6.71809963801 1710),,,,,(-0.105879803704 2170),,,,,
Point3,H5,(13.7123891771 299),(2.53908310369 444),,,(10.594355596 1018),(10.0910022505 1190),(4.64251202124 1313),(5.38050426644 1507),(8.40909136086 1741),,,,,(9.76057502756 2224),,,,,
Point3,H6,(-2.3450897263 28),(-0.174036055828 176),(-0.271220554329 379),(-0.0707851520225 474),(-0.108905830916 546),(-0.0131033679541 724),(2.6645352591e-15 922),(-3.5527136788e-15 1097),(2.04281036531e-14 1267),(1.95399252334e-14 1453),(-2.6645352591e-15 1632),(8.881784197e-16 1811),(-0.020391024366 1987),(7.85482789922e-15 2073),(-0.105879803704 2170),(-0.00940824389347 2359),(1.50990331349e-14 2530),(-0.00903065032816 2723),(5.77315972805e-15 2896),
