Cycle,0.904442724458
Average Width,0.0
Width,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Point0,H1,(7.80452676149 51),(6.33299404718 271),(6.39252374154 454),(7.09583153 659),(5.99110524735 845),(6.1461336253 1046),(8.11197528292 1238),(8.26382843471 1437),(6.5603548777 1622),(7.10474851439 1832),(9.5496376661 2021),(7.82346032655 2211),(7.76897748937 2411),(6.16168495411 2591),(8.5203887618 2790),(6.7496982839 2986),(7.08223109023 3186),(8.22881634945 3380),
Point0,H2,(6.71693429529 66),(3.49772929798 311),,(2.72514868002 735),,(5.9285384895 1056),,,,,,(2.05901478529 2304),(3.85764385322 2463),,(3.69209810347 2879),,,
Point0,H3,(7.09929030664 77),(3.51219645625 316),,(2.73804127682 740),,(6.10335816981 1067),,,,,,(2.83586114552 2319),(3.86005733507 2467),,(3.87025117476 2890),,,
Point0,H4,(5.21599431214 101),(1.51456281268 366),,(1.71843356832 769),,(4.64920299114 1090),,(1.05715138959 1567),,,(6.23957834675 2066),(1.3165653734 2340),(1.19910712286 2526),,(0.465334007743 2925),(4.78765352876 3026),,
Point0,H5,(5.27988659804 108),(1.79762482047 381),,(1.96323441473 783),,(4.8957611179 1103),,(1.19318433002 1577),,,(6.44551157387 2076),(1.34465077599 2345),(1.60317298006 2538),,(1.0007412917 2939),(4.8453156835 3035),,
Point0,H6,(-0.0034351960154 218),(1.7763568394e-15 423),(-1.33226762955e-15 621),(8.881784197e-16 810),(-3.10862446895e-15 1008),(-2.6645352591e-15 1208),(3.5527136788e-15 1401),(6.2172489379e-15 1594),(-0.00056457380446 1787),(-0.00198339609136 1979),(3.5527136788e-15 2172),(2.22044604925e-15 2363),(3.10862446895e-15 2558),(3.10862446895e-15 2755),(8.881784197e-16 2955),(-3.10862446895e-15 3145),(4.4408920985e-16 3344),
Point1,H1,(10.7689294122 163),(10.4249376418 360),(10.4508667829 563),(10.2103500878 760),(9.36684427927 953),(11.3492780345 1147),(9.6083347276 1348),(8.65834364922 1545),(9.79177249976 1735),(9.32971394359 1929),(10.1406473689 2120),(9.25647578449 2311),(9.83741064821 2503),(10.4978416325 2696),(10.9692206668 2893),(10.4958282994 3096),(9.70263855627 3288),(9.56286336809 3483),(12.7429739893 3666),(3.32106019106 3759),
Point1,H2,(-8.881784197e-15 196),,(1.7763568394e-15 594),(-3.5527136788e-15 801),(-0.00596835755654 990),(-7.1054273576e-15 1185),,,(-8.881784197e-15 1767),,,,(-0.00281658711175 2543),,(4.4408920985e-15 2930),(6.2172489379e-15 3129),(-8.881784197e-16 3324),,,
Point1,H3,(4.57384046109 242),,(6.56763078765 649),(7.01880252571 894),(6.13412098666 1042),(6.64927860078 1235),,,(6.35557150821 1864),,,,(8.47313537855 2641),,(5.446147946 2977),(4.62670534112 3170),(5.56616569786 3379),,,
Point1,H4,(4.50215457163 250),,(6.56722740977 651),(6.75733171255 906),(6.08365794783 1048),(6.62319278509 1241),,(-0.00376709617241 1574),(6.35053160099 1869),,,(3.5527136788e-15 2354),(8.41936236501 2649),(6.2172489379e-15 2739),(5.1008078505 2989),(4.61113074458 3175),(5.46975574344 3388),,,
Point1,H5,(8.48318505585 317),,(9.91375072202 731),(7.96001620882 928),(9.67976071501 1108),(9.44037838837 1318),,(9.76156490279 1707),(7.88445097553 1902),,,(8.80024200736 2475),(9.22412839285 2672),(10.1799532202 2853),(8.55140452317 3067),(7.85458663757 3258),(8.35268040402 3455),,,
Point1,H6,(-8.881784197e-15 196),(-1.7763568394e-15 398),(1.7763568394e-15 594),(-3.5527136788e-15 801),(-0.00596835755654 990),(-7.1054273576e-15 1185),(4.4408920985e-15 1379),(-0.00376709617241 1574),(-8.881784197e-15 1767),(-5.3290705182e-15 1972),(-1.7763568394e-15 2160),(3.5527136788e-15 2354),(-0.00281658711175 2543),(6.2172489379e-15 2739),(4.4408920985e-15 2930),(6.2172489379e-15 3129),(-8.881784197e-16 3324),(3.5527136788e-15 3522),(1.7763568394e-15 3715),
