Cycle,0.704279279279
Average Width,4.20543575163
Width,,3.84708589236,3.7793205527,3.8502294748,4.73424948227,3.6885971582,3.86366613184,4.03549225638,3.48981263344,4.04693344556,3.78247986902,5.2334823546,4.55433875478,4.4798313356,5.09555524918,4.23446832068,4.00705249804,4.73244368555,4.2864181358,4.27477259333,4.00102275553,4.25860041786,4.5658657071,4.75974558318,4.30198270966,4.09419337781,3.97721693743,4.26431748607,4.23877450181,4.04104374293,4.54029663527,4.20579501902,4.14989843621,4.79156175374,4.76776421225,4.67879441789,4.58175538117,4.20265533314,4.05023340134
Point0,H1,(8.99685173226 34),(7.49056079077 181),(6.95149273235 338),(7.63673504625 494),(6.96820300597 642),(9.03267064042 795),(7.55461857688 948),(6.38949022906 1092),(7.52209736848 1241),(6.65637604747 1392),(9.92138596028 1539),(10.0499934729 1684),(9.12146992813 1830),(7.83609969016 1982),(8.88225943234 2124),(7.43357260523 2270),(8.76838059072 2418),(7.64349027742 2561),(8.58806914953 2698),(7.35557011637 2838),(7.80527354199 2980),(8.33105890556 3122),(9.29024441286 3266),(8.05988666284 3410),(8.40827146232 3553),(7.31108864714 3702),(6.97734480405 3840),(9.20304862924 3986),(8.90369782889 4130),(9.06120904122 4270),(8.38379696654 4411),(7.87232743766 4548),(8.98709830095 4688),(8.86128323192 4829),(7.26152616865 4969),(8.89580517921 5107),(7.58068285148 5250),(7.39764511561 5393),
Point0,H2,,,,(4.28858056761 527),,(5.96718726554 818),,,,,,,,(3.680992108 2012),,,,(4.06974288996 2588),,,,(2.57298508519 3169),,,(5.6955173362 3574),,,,,,(4.22859472139 4438),,(4.08501841158 4713),(3.85394078487 4860),(3.62647064676 4996),(4.3624040492 5148),,,
Point0,H3,,,,(4.33566719736 537),,(6.7973300769 833),,,,,,,,(4.00058980776 2027),,,,(4.97736587288 2612),,,,(2.689499645 3178),,,(5.97004028057 3584),,,,,,(4.52221770386 4448),,(4.13142674485 4719),(3.85955767923 4863),(4.22186563149 5009),(4.57960787514 5160),,,
Point0,H4,(5.373722024 67),(-1.7763568394e-15 290),(1.48882678037 385),(7.9936057773e-15 594),,(-1.7763568394e-15 894),(0.607975113453 1041),(1.44738584098 1184),(4.40411181065 1281),(2.38978299945 1438),(6.62873103283 1564),(6.88322916127 1722),(5.1603621514 1872),(2.87818580596 2058),(5.03562642164 2155),(3.45041944117 2317),,(1.53356964463 2639),(4.59309453598 2739),(1.5654040364 2929),(3.16950360565 3020),(0.636999697658 3216),(4.16111895704 3314),(3.34955807529 3453),(3.68225095289 3624),,(2.22243354138 3866),,,(5.7203062867 4298),(2.00439543346 4495),(3.36111082553 4589),,(1.51093419766 4910),(0.494926695876 5054),(0.874333844192 5204),(1.4721022059 5315),,
Point0,H5,(5.53337673407 80),(0.173778743061 301),(2.16829863041 414),(0.240467144226 605),,(0.256802616775 907),(0.70609048883 1050),(1.73756911974 1194),(4.43013739781 1287),(2.58971315192 1448),(8.04971608892 1587),(6.93457713629 1730),(5.5774898422 1886),(3.08386273943 2069),(5.70858513537 2171),(3.64324825113 2329),,(2.18889065155 2651),(4.59512859811 2742),(1.60179521333 2935),(3.97220265423 3036),(0.769795217852 3226),(4.19508929914 3319),(3.9873396056 3467),(3.96896187565 3637),,(3.63569835193 3888),,,(6.01272598624 4313),(2.12060688297 4503),(3.37043776086 4594),,(1.71866217009 4920),(1.02050340022 5067),(0.896701965494 5209),(1.69060444599 5327),,
Point0,H6,(4.4408920985e-15 154),(-1.7763568394e-15 290),(1.48882678037 385),(1.33226762955e-14 459),(-0.0797357111061 615),(-2.6645352591e-15 763),(-0.21262814145 919),(-7.1054273576e-15 1064),(-0.00168694882876 1211),(-0.00881050467854 1356),(-0.0195217229488 1480),(7.9936057773e-15 1653),(-0.00182313932343 1803),(5.77315972805e-15 1948),(3.5527136788e-15 2092),(1.28785870857e-14 2234),(2.22044604925e-15 2384),(-4.4408920985e-16 2525),(2.6645352591e-15 2668),(-0.00369205436745 2810),(-6.66133814775e-15 2954),(2.22044604925e-15 3095),(-6.66133814775e-15 3239),(-6.2172489379e-15 3377),(-0.00166990568112 3517),(1.7763568394e-15 3672),(-0.00883209896915 3809),(-0.00431491155821 3955),(-0.00161543201176 4091),(7.9936057773e-15 4233),(1.06581410364e-14 4379),(-2.6645352591e-15 4522),(-5.77315972805e-15 4640),(-4.4408920985e-16 4794),(4.4408920985e-16 4939),(-3.5527136788e-15 5081),(-1.33226762955e-15 5224),(-3.5527136788e-15 5357),
Point1,H1,(11.5637374237 35),(10.0551402678 182),(9.84344797127 339),(10.1087011733 494),(10.0224119815 643),(11.1130076682 796),(9.59312213688 949),(8.64914249867 1093),(9.52314645153 1243),(8.71643371436 1392),(11.5993263099 1538),(12.3170800283 1684),(11.1770732267 1831),(9.37462817666 1982),(10.7211604703 2124),(9.98680621857 2271),(10.8645602305 2418),(9.17210588949 2562),(10.2948686436 2699),(9.61924939524 2841),(9.50804184513 2980),(9.92493653998 3121),(11.0763627989 3267),(9.78462389889 3410),(10.0034846797 3554),(9.34805749586 3701),(8.37995950026 3840),(10.6057557963 3987),(10.9201721154 4129),(10.1212087261 4271),(9.80683779911 4411),(8.34546460117 4549),(9.93898950188 4689),(9.82287686564 4830),(7.59350554287 4969),(9.502402303 5108),(8.77131208362 5250),(8.8314899409 5394),
Point1,H2,(6.63648620053 74),(2.0930884667 263),(2.46866494124 383),(5.82742457849 521),,(7.12630999335 822),(3.97529705631 991),,,(2.62075085829 1443),(6.77701818036 1562),(8.25654396222 1724),(6.1972226295 1872),(4.73775310025 2012),(6.11804709041 2157),(4.20222847278 2315),,(4.68697734174 2592),,,(4.25723078649 3021),,(5.03946317667 3315),(3.8171532001 3454),(6.67848127241 3578),,(3.19671042652 3867),,,(6.05755701136 4299),(5.10316390799 4441),(3.32686632715 4590),,,(3.82696613261 4996),(5.33635425269 5151),,
Point1,H3,(6.65603921744 80),(2.09342018459 264),(2.79479177966 397),(5.87835883036 527),,(7.47306499957 833),(4.04291637818 999),,,(2.62646355002 1446),(8.35572153943 1589),(8.37658560679 1733),(6.4363851198 1884),(4.79371212091 2019),(6.43224203542 2170),(4.57784566223 2329),,(5.72197194336 2615),,,(4.85600176795 3035),,(5.04740768795 3318),(4.63387842951 3468),(6.70417878096 3582),,(4.28080157609 3887),,,(6.2734524666 4312),(5.15773781442 4446),(3.51457663034 4600),,,(4.33519619956 5009),(5.46294523727 5160),,
Point1,H4,,(1.33226762955e-15 290),(1.94323739139 429),,(1.33436733859 732),(-1.7763568394e-15 891),,,,(-0.333762674544 1488),,,,(3.51722865971 2058),,,,(1.83143439609 2640),,,,(2.34967452815 3169),,,(4.0660978389 3625),,,,,,,,,,(1.110072869 5054),,,
