Cycle,0.830551282051
Average Width,7.80101186051
Width,,6.9964514666,5.76254487015,7.34409487502,7.21784914326,0.0,7.14686688655,7.88511412599,7.93643772015,6.68405495443,8.37574754033,8.55897080768,8.60162374068,7.10736998871,9.5419453367,6.93915304246,7.96547711896,8.07892109818,7.41929395213,7.71104889157,8.18647376732,7.53453817225,7.86449804189,7.79973654307,9.04894105642,7.4795613067,8.16322556189,7.49907188901,10.1335880174,6.90952388038,6.7792599733,9.43662377426,8.40295579951,7.28211903979,8.95157346939,7.48963349218,7.92591288152,9.73947717025,6.49378966528,7.4664186642,12.0867197718
Point0,H1,(4.98844615925 86),(1.68623400889 176),(7.5952303035 261),(9.26592214144 425),(11.3487232509 612),(7.07611503798 770),(8.92065247663 945),(8.33901221528 1124),(7.55164018996 1275),(10.6675115978 1455),(9.66673670799 1629),(9.44562356608 1780),(8.29327335555 1960),(9.68536879599 2133),(7.61079738815 2292),(9.23341255418 2464),(8.65086864272 2635),(8.1672516917 2789),(9.3223508171 2981),(8.94824469391 3161),(8.86794495753 3321),(8.45318656955 3499),(8.79585504922 3682),(10.5503242551 3844),(8.33567773545 4030),(9.46263686954 4216),(9.12572699649 4370),(9.11847516127 4539),(6.67093856176 4709),(7.80353899052 4871),(10.4897149529 5052),(9.43266094403 5228),(8.80188280092 5387),(9.72438798922 5563),(9.3059770603 5735),(10.1164019689 5905),(9.50596791187 6078),(6.97729522988 6242),(10.2865642474 6419),(11.8738932861 6598),(9.64972484051 6756),
Point0,H2,,(1.31509445545 193),(4.96834536813 305),(2.12418445984 471),,(4.65427680347 797),(5.42231858826 980),(3.89815272709 1164),,(6.39329061743 1489),(3.7576698068 1665),(5.01848077482 1821),(5.40427760632 1997),(4.10651425093 2173),(4.94164051325 2320),(3.99680288865e-15 2545),(5.11563673449 2668),,(5.38566832675 3024),,(5.79572993906 3355),(5.85943442619 3536),(2.81628440146 3731),,,(4.39441997435 4254),,(4.70418773138 4577),(3.26856867792 4750),(6.91273270292 4885),,,(5.65141465648 5422),(6.33022533741 5601),(3.86396591034 5772),,,(3.26502358189 6270),,,,
Point0,H3,,(1.38788246671 202),(5.11712652788 316),(2.13588544776 476),,(5.51945093778 823),(5.45085028622 987),(4.20788965118 1178),,(6.75772272158 1502),(4.10391774065 1678),(6.41939944919 1840),(5.9733843772 2013),(4.42827917524 2187),(5.11621598869 2334),(1.2148819332 2564),(6.27237007283 2687),,(5.51311052776 3034),,(6.91183592826 3375),(6.02040786499 3547),(3.0109631517 3741),,,(5.35389283905 4271),,(5.57455087773 4591),(3.44170969116 4762),(7.29118764983 4897),,,(6.0549220453 5438),(6.58116620368 5614),(4.56424129157 5791),,,(4.07768549466 6297),,,,
Point0,H4,(0.383324449768 128),,(-1.68753899743e-14 356),(-0.0307273985293 524),(5.05093231643 644),(2.12387644174 864),(-0.00482539317186 1050),(0.254248675391 1218),,(1.11477876757 1569),(0.60680613819 1713),(3.63004005061 1869),(-0.00568163605678 2055),(0.94023840052 2224),,(0.805005812114 2576),(0.329093405244 2740),(0.545312824986 2879),(1.08687528206 3084),,(2.73161592225 3414),(0.862382956664 3619),(0.0992625122848 3775),(1.28317294567 3934),,(0.580947139233 4312),,(2.44249065418e-15 4658),(0.339522776742 4818),(2.53552113001 4965),(2.34482764767 5166),(0.697919805692 5326),(1.48085492076 5503),(-0.0125682174785 5681),(0.173505432329 5842),,,(1.37541509809 6333),(1.66482381146 6525),(1.75703511632 6691),,
Point0,H5,(1.34611682696 148),,(2.47676464842 382),(0.651588385819 558),(5.99738261011 663),(2.62863252397 889),(0.693546604022 1071),(0.753855717072 1231),,(1.2676849554 1579),(0.73094573596 1724),(3.74818620852 1883),(0.416557592955 2069),(1.14339189139 2236),,(1.39366930521 2590),(0.472107604929 2750),(1.67436898701 2901),(1.09478439744 3089),,(2.93932880588 3425),(0.902775808432 3626),(0.218734409125 3787),(2.49420011035 3954),,(0.58726529124 4315),,(0.869218952711 4675),(0.558499268658 4829),(2.94182155438 4979),(2.6606479227 5178),(1.1591258834 5341),(1.70215624554 5514),(0.805742061527 5699),(0.491982888133 5854),,,(1.88085056644 6352),(1.7459826522 6534),(1.95690995312 6701),,
Point0,H6,(-3.3871362634 61),(0.383324449768 128),(-0.0932476708524 228),(-1.68753899743e-14 356),(-0.0307273985293 524),(-0.00622048297826 734),(1.02140518266e-14 911),(-0.00482539317186 1050),(-7.9936057773e-15 1245),(-5.3290705182e-15 1421),(5.3290705182e-15 1596),(-0.0124943179321 1744),(7.9936057773e-15 1933),(-0.00568163605678 2055),(-0.00365001133654 2255),(-8.881784197e-15 2429),(3.99680288865e-15 2545),(1.95399252334e-14 2605),(-4.4408920985e-16 2762),(0.545312824986 2879),(-7.1054273576e-15 2950),(-3.5527136788e-15 3129),(-0.0172950011063 3289),(-7.1054273576e-15 3469),(-0.00944559134301 3646),(-0.0276656805634 3801),(-0.0135224254588 3996),(-0.0513800935129 4168),(-0.0164271300848 4333),(-0.00438297038874 4509),(2.44249065418e-15 4658),(-0.00201510383188 4842),(-7.1054273576e-15 5019),(3.5527136788e-15 5198),(-0.00582606232622 5356),(-0.00181586116798 5533),(-0.0125682174785 5681),(-0.0102906090912 5867),(1.42108547152e-14 6044),(-3.5527136788e-15 6207),(2.6645352591e-15 6379),(1.06581410364e-14 6568),(-0.0135860116736 6720),
Point1,H1,(8.93297882322 85),(8.44836628294 259),(10.0071313352 424),(11.6683130332 610),(8.1894714786 768),(9.88638720412 938),(9.51339285468 1121),(8.72735732792 1272),(10.9028848662 1450),(10.6398652966 1626),(9.82865514005 1778),(9.34936900907 1957),(10.3678818667 2130),(8.78589243962 2288),(10.5141891463 2459),(9.26016878984 2632),(8.42388999573 2789),(10.2440474532 2980),(10.1689000131 3157),(9.6939052937 3318),(10.1849069294 3496),(9.88464787115 3680),(10.9598209064 3842),(10.4285963225 4026),(10.2721785694 4212),(9.81310871015 4368),(10.2996821969 4535),(7.90222313553 4707),(8.88914590259 4869),(10.8012582525 5048),(9.44656825547 5225),(9.51323268783 5383),(10.124451986 5560),(9.99892758159 5734),(10.3272497364 5901),(9.98586813446 6076),(8.01076885252 6240),(11.1288690667 6416),(11.8298830832 6596),(10.0828379339 6753),
Point1,H2,(3.52459431575 128),(4.30882180749 290),(3.72674754185 465),(5.24281690764 640),(4.52439709349 796),(5.71449305577 978),(4.29875650907 1152),(4.59375179462 1304),,(4.24706744291 1664),(4.71996633596 1821),(5.3738333954 1996),(4.72342422439 2174),(5.18233248504 2317),,(4.5356644347 2669),(3.87821929181 2833),,,(5.59808070169 3352),,,(1.90227599083 3934),(4.97520843565 4069),,(5.35454098655 4399),,(3.75776177388 4737),,(2.32267506126 5143),(4.30701942524 5263),(5.5620154667 5422),(5.97359930849 5600),(3.83522924076 5771),(6.4917745258 5936),(6.08836559881 6110),,,(6.76576934463 6640),,
Point1,H3,(4.01354228577 143),(4.99001956281 314),(3.91784031003 476),(6.14486058623 661),(5.9419306933 818),(5.82508210713 987),(4.66286049226 1171),(5.98107407615 1325),,(4.62677102456 1677),(5.51923534248 1837),(5.74425149659 2011),(4.95859342956 2185),(5.49504100728 2333),,(5.98454369202 2687),(3.96300202127 2841),,,(6.58947995788 3373),,,(2.44017321948 3952),(4.98033053126 4073),,(6.08875675936 4416),,(4.3949916051 4762),,(2.3506830215 5149),(5.06182310198 5279),(6.43043053278 5439),(6.63945967717 5615),(4.91527466607 5791),(6.58241909689 5945),(6.18601196246 6120),,,(6.79357800045 6646),,
Point1,H4,(1.95152055837 190),(4.4408920985e-15 359),(0.637168616916 532),(1.32433544878 706),(1.95014120649 877),(0.653456491265 1054),(0.282769947165 1218),(1.24788902104 1391),(6.34067140488 1489),(1.01831263352 1715),(2.51728181245 1868),(0.384435280374 2057),(1.19564100883 2222),(2.02564926897 2374),,(0.0473787780965 2743),(0.909150393244 2875),(5.68975753818 3026),,(1.89138250396 3442),,(0.3881689957 3773),(1.5384040386 3973),(1.46945213554 4137),(4.58115354165 4253),(1.36016564345 4478),,(0.919238794192 4799),,(1.48871244987 5167),(0.82171028981 5327),(1.66250627838 5503),(-0.00624042227451 5681),(0.495631513448 5837),(1.48321107867 6013),,,(1.53683611321 6522),(1.51060192919 6690),,
Point1,H5,(2.12179597345 201),(1.86840438601 382),(1.08692257991 552),(1.50493718219 716),(2.2546911229 890),(0.745580124222 1064),(0.720152124625 1230),(1.60789396814 1403),(6.6628925559 1502),(1.01982705379 1717),(2.85212804403 1885),(0.5803149253 2069),(1.61600428745 2235),(2.19411043762 2384),,(0.0716459782299 2749),(1.44111969811 2904),(5.69675643254 3030),,(1.93077858375 3448),,(0.946413651353 3789),(1.54360570403 3976),(1.47444770438 4142),(5.57619676477 4270),(1.50549948329 4489),,(0.923433023249 4802),,(2.07068802425 5180),(1.22769122638 5340),(1.95845601124 5514),(0.731431026883 5695),(0.946724552431 5852),(1.81710263804 6026),,,(1.56985888983 6529),(1.59403829622 6698),,
Point1,H6,(-0.599653570404 58),(-0.00565011048019 227),(4.4408920985e-15 359),(-2.22044604925e-15 573),(-8.881784197e-16 734),(1.59872115546e-14 909),(-0.00817565675464 1083),(2.6645352591e-15 1243),(-1.42108547152e-14 1420),(4.88498130835e-15 1594),(-0.000883841589726 1741),(4.4408920985e-15 1930),(-0.00867321838794 2090),(-1.11022302463e-14 2254),(-8.881784197e-15 2427),(2.22044604925e-15 2603),(-9.32587340685e-15 2756),(-0.00940941838661 2939),(-0.00713963388878 3128),(-0.00874716154654 3286),(0.0 3468),(4.4408920985e-15 3645),(-0.00783176552398 3805),(-7.9936057773e-15 3995),(-0.00220401506145 4177),(-0.0034620077133 4331),(-0.00915331123279 4507),(-0.00544303953331 4659),(9.32587340685e-15 4840),(9.7699626167e-15 5018),(0.0 5197),(2.22044604925e-15 5355),(-8.881784197e-16 5532),(-0.00624042227451 5681),(1.7763568394e-15 5867),(1.7763568394e-15 6044),(-4.88498130835e-15 6205),(-1.7763568394e-15 6381),(-5.77315972805e-15 6564),(1.7763568394e-15 6718),
Point2,H1,(12.1668553577 81),(11.5129765728 255),(13.498571906 421),(15.4872060883 606),(10.8610500731 762),(13.1664261616 933),(13.1052325056 1118),(11.9960080035 1268),(15.0787502925 1446),(14.1781985173 1621),(12.4580114527 1775),(13.1764820545 1953),(13.6694325074 2127),(11.5148760942 2284),(14.2882079531 2455),(12.8579840165 2628),(12.4511230046 2784),(14.1213534071 2976),(13.6315030704 3154),(12.1421083681 3314),(14.3815012278 3492),(12.914691076 3676),(13.6609645668 3839),(13.8732070246 4022),(13.8771649854 4209),(12.7171460919 4364),(14.0952606595 4532),(11.4055990047 4704),(12.4518430556 4865),(14.5393030949 5044),(12.6683711754 5223),(12.5918406351 5381),(13.7481086261 5556),(12.8016280544 5731),(13.6207329338 5897),(13.9679000168 6071),(11.6527872183 6237),(14.9930557554 6412),(14.9144319447 6593),(12.6903980272 6749),
Point2,H2,(4.58773775208 125),(6.2560862769 282),,(6.72402988228 637),,(7.46208142514 971),(6.06827268062 1149),(5.59695693016 1306),,(5.90243567877 1658),(5.69050213851 1815),(6.90910422778 1996),(5.84717176111 2167),(6.0055093428 2316),,,(5.69117735067 2830),(7.61322675631 3020),,(6.86167165837 3349),(8.45918764487 3532),(5.63066090091 3708),,(6.80198734369 4060),(5.96119141906 4249),,,(5.14738924046 4743),,(8.35468135 5087),(6.10598061181 5258),(6.75439889193 5420),(7.67289763614 5597),(4.63562438641 5768),,(7.8062168616 6108),,,(7.58626770988 6637),,
Point2,H3,(5.34938167008 139),(6.64796118731 308),,(7.33700337501 660),,(7.71766226836 983),(6.32243958696 1166),(7.28885177721 1324),,(6.87274809289 1674),(6.71339961881 1833),(7.6312913708 2010),(6.12884663258 2180),(6.6721538426 2332),,,(5.69470340808 2833),(7.79986882488 3030),,(7.97052750314 3368),(8.79414013388 3544),(5.9074639299 3724),,(7.27975161781 4074),(7.24198901378 4266),,,(5.90615118365 4760),,(8.43108772838 5093),(6.98620721108 5275),(7.53715398329 5435),(8.15544715344 5610),(6.33312353976 5787),,(8.15270802538 6121),,,(7.88733376844 6647),,
Point2,H4,(2.06598300585 188),(-0.000637099750535 357),,(1.51988665178 703),,(0.594010990647 1050),(0.727847675925 1215),(1.99621299502 1386),(8.65532563923 1483),(0.767374706659 1713),(2.62413040194 1877),(1.07793260088 2055),(0.729063680808 2219),(1.84793987106 2394),,(6.3590492601 2666),(1.75357758232 2875),(1.26955480093 3106),(6.78354853314 3198),(2.37370272538 3436),(2.45148652643 3614),(0.162609248757 3772),,(2.54052716125 4133),(1.43620775082 4305),,(6.56522317105 4572),(1.23701861173 4794),,(2.64444862709 5164),(0.829460784221 5324),(1.61205089741 5500),(0.418993523671 5677),(0.659445254315 5834),,(2.40697043045 6173),,,(2.02661907558 6685),,
Point2,H5,(2.234886217 198),(1.7320228351 378),,(1.74532777488 713),,(1.27278528003 1065),(1.01160141067 1225),(2.379351447 1398),(9.23719871757 1497),(0.814068526657 1720),(2.64000742436 1883),(1.29488673454 2066),(1.8108783679 2235),(2.36467744112 2407),,(7.90522269099 2684),(2.30451937164 2892),(1.2843877357 3110),(6.80369364881 3203),(2.75817815245 3447),(2.46103701948 3617),(1.07418735128 3787),,(2.58484961501 4142),(1.44230124408 4308),,(7.15298219272 4585),(1.32771828103 4802),,(2.84651096737 5173),(1.85147494064 5338),(2.16341675642 5512),(1.13336265669 5690),(1.32557157823 5849),,(2.63896450836 6183),,,(2.14729153119 6693),,
Point2,H6,(-1.17561163021 55),(-0.01272770503 222),(-0.000637099750535 357),(-6.2172489379e-15 569),(-5.3290705182e-15 730),(-7.1054273576e-15 905),(-0.00612785833416 1082),(3.99680288865e-15 1239),(-1.24344978758e-14 1416),(-0.00878653324085 1592),(-1.24344978758e-14 1738),(-1.50990331349e-14 1925),(-5.3290705182e-15 2090),(1.7763568394e-14 2251),(-1.7763568394e-15 2425),(-0.0023039789617 2601),(0.0 2753),(0.0 2941),(8.881784197e-16 3126),(-6.2172489379e-15 3282),(-2.6645352591e-15 3465),(-0.0116717479257 3642),(-1.42108547152e-14 3803),(1.7763568394e-15 3992),(-0.00780047538026 4175),(-7.1054273576e-15 4329),(1.15463194561e-14 4504),(-3.10862446895e-15 4675),(1.7763568394e-15 4836),(1.24344978758e-14 5015),(8.881784197e-15 5193),(5.3290705182e-15 5353),(7.9936057773e-15 5528),(3.5527136788e-15 5703),(0.0 5864),(-9.7699626167e-15 6041),(-1.86517468137e-14 6204),(0.0 6378),(-2.6645352591e-15 6561),(0.0 6715),
Point3,H1,(12.8013991445 78),(12.2008886104 252),(13.930788026 417),(14.3338205801 604),(11.1344411038 759),(13.4830879954 930),(12.7986957587 1114),(11.8755859865 1264),(13.6873689773 1443),(12.9644412105 1618),(12.3071479396 1772),(13.0597588695 1951),(12.9433058461 2124),(11.1823344006 2281),(14.0471654067 2451),(12.6653005362 2625),(12.1818989058 2781),(13.9735353192 2973),(13.5665677487 3151),(11.9047109854 3310),(13.9740814263 3489),(12.4334226752 3673),(13.4744877698 3836),(13.7650479863 4019),(13.4422988993 4205),(12.0493342414 4361),(13.8814408784 4529),(11.5231109007 4702),(11.8203076977 4862),(14.1545030195 5040),(12.4781605411 5220),(12.0248273281 5378),(13.0925057332 5553),(12.1917966122 5729),(13.6876299234 5893),(13.085882205 6067),(11.3194645169 6234),(14.2432523388 6409),(14.3236084799 6590),(12.1267028177 6746),
Point3,H2,(4.76244042058 121),(5.70880940184 280),(5.54543814256 459),(5.8216075159 636),(4.96642206371 790),,(5.66755722195 1149),,(7.81141698442 1483),(5.56452839786 1654),(5.71206353928 1814),(7.05122044867 1992),(5.58636901763 2151),(6.34415586213 2316),,,,(7.96783530813 2997),,,(7.96267365556 3529),(5.55216461136 3704),,(6.74697946716 4058),(5.75224072839 4244),,,(4.88350589972 4735),,(8.40154522213 5083),(6.21659617552 5255),(6.1196484642 5417),(7.3546350523 5592),(4.98140791096 5765),,,,(8.35211662087 6440),(6.96942739359 6629),,
Point3,H3,(5.64112704321 136),(6.56557037399 309),(5.80736310958 471),(6.6641325969 658),(6.68680444851 811),,(5.93695915438 1165),,(8.16178754128 1494),(6.54600299085 1671),(6.06625000943 1829),(7.25902606375 2003),(6.15134349994 2176),(6.46924465875 2326),,,,(8.11341458647 3004),,,(8.26288296908 3540),(5.84225459418 3723),,(6.91419645363 4069),(6.77618937714 4261),,,(5.78978194099 4755),,(8.47278618667 5090),(6.95340611616 5271),(7.07302799289 5432),(7.57271796519 5604),(6.62494266258 5785),,,,(8.38948610663 6445),(7.51688426039 6643),,
Point3,H4,(1.83251882372 184),(0.688012632152 357),(0.912808014618 538),(1.44644220177 699),(1.32968861739 873),,(0.898958149372 1210),,(2.02225636693 1564),(1.01505483153 1707),(1.96109211757 1874),(1.2177014975 2054),(1.35257757232 2216),(2.05924280442 2390),,(6.18304107566 2662),(1.64367410946 2874),(7.45789808741 3021),(6.74714961161 3190),,(1.97332729 3610),(0.742521307515 3768),,(2.06237188902 4137),(1.10125123724 4298),,(6.87994734382 4570),(0.935843944634 4793),,(2.53603061536 5162),(0.933370759944 5321),(1.42211197397 5497),(0.658482419759 5678),(1.23186668368 5833),,(7.41789614797 6104),,,(1.76157630231 6682),,
Point3,H5,(2.10561919008 196),(1.66404647078 374),(0.948117550165 544),(1.58373106171 708),(1.9105202434 886),,(1.14403720489 1221),,(2.0631936708 1570),(1.37842476835 1719),(2.10550709248 1885),(1.26543537395 2061),(1.97867280529 2230),(2.4234566633 2403),,(6.92274306599 2679),(1.94339411611 2889),(7.46713190659 3025),(7.01876011839 3202),,(2.16029814268 3620),(1.12733065035 3781),,(2.07847886728 4142),(1.48549885673 4310),,(7.26930035619 4582),(1.02147392104 4802),,(2.63334086959 5170),(1.71410464425 5335),(2.0510838379 5510),(0.770814408921 5686),(1.72637602318 5845),,(7.73933711882 6117),,,(1.90921417533 6691),,
Point3,H6,(-0.835007943282 52),(-0.0141448973472 219),(-0.00769600274441 389),(1.33226762955e-14 565),(-2.6645352591e-15 726),(-8.881784197e-16 901),(-0.00442012995934 1079),(-5.77315972805e-15 1236),(1.42108547152e-14 1413),(1.7763568394e-14 1589),(1.15463194561e-14 1737),(1.06581410364e-14 1921),(-0.00565721267705 2089),(1.06581410364e-14 2247),(7.1054273576e-15 2421),(7.1054273576e-15 2597),(1.33226762955e-15 2750),(-0.00047110183976 2938),(-0.00158473864978 3124),(-0.000614205084238 3280),(-1.06581410364e-14 3461),(-4.4408920985e-15 3639),(-5.3290705182e-15 3799),(-3.5527136788e-15 3988),(-0.00406274948256 4173),(-8.881784197e-16 4327),(-4.4408920985e-15 4501),(-2.6645352591e-15 4672),(-1.7763568394e-15 4833),(-1.06581410364e-14 5012),(8.881784197e-15 5190),(3.5527136788e-15 5350),(1.59872115546e-14 5526),(7.9936057773e-15 5699),(-0.012794406525 5861),(7.1054273576e-15 6038),(-2.6645352591e-15 6199),(8.881784197e-16 6375),(-0.00332083308846 6559),(-0.00369587450002 6711),
Point4,H1,(10.841821178 78),(9.73394788432 251),(10.8867432397 417),(11.2814486327 602),(9.29637211475 759),(10.5574285714 930),(9.71504068981 1114),(8.85669934713 1265),(10.8292455268 1442),(10.0410739264 1617),(9.26158189989 1770),(10.2049389987 1950),(9.73837767628 2123),(8.46670313415 2280),(10.8205433563 2451),(9.19506353529 2625),(9.09812950697 2781),(11.0733766051 2972),(9.97641204768 3150),(9.07163928127 3310),(10.8192236788 3489),(9.98790154559 3673),(10.8907218465 3835),(10.8861400688 4018),(10.6909053167 4204),(9.10619623397 4361),(10.3071420919 4529),(9.07807929308 4701),(9.12826793699 4862),(10.5604105518 5040),(9.37715854679 5219),(9.20184161502 5376),(9.63150002625 5553),(9.92009959114 5727),(9.70046500167 5894),(9.58477568484 6068),(8.63999747333 6233),(10.9647534128 6409),(10.4453212576 6588),(9.62479903652 6745),
Point4,H2,(4.34410309803 121),(4.92815367461 280),(4.38896754663 456),(4.47898056197 633),,(5.63088063821 965),(4.12335120632 1149),,(6.15842172571 1482),(4.58889392267 1654),,(5.14967473815 1993),(4.44753544754 2151),,(7.03518611838 2491),,,(6.79430226008 2994),,,,(4.63521363003 3706),,(5.72205510376 4058),(3.92172691156 4243),,,(4.21965607488 4740),,,,,(5.80901566524 5589),(4.35713285236 5766),,(5.49992200415 6104),(4.37467459578 6260),,(5.50058364298 6631),,
Point4,H3,(4.69967383887 134),(5.66129889511 307),(4.47135159485 465),(5.53583610838 654),,(6.52604900796 982),(4.31787180576 1164),,(6.44510522827 1494),(5.09794554733 1668),,(5.76762788154 2007),(5.01363335151 2175),,(7.05614090691 2496),,,(7.0057873831 3003),,,,(4.88818950945 3723),,(5.95901625227 4070),(4.87265580445 4262),,,(4.79846786399 4756),,,,,(6.48096885368 5605),(5.14176517353 5783),,(5.88765087753 6119),(5.22903915788 6280),,(5.8148644003 6643),,
Point4,H4,(1.4574294856 177),(0.294236298954 358),(0.745957180226 533),(1.12779755283 697),,(1.14837397525 1046),(0.565933738168 1208),,(2.41332816057 1540),(0.708499667921 1710),,(0.832231621545 2057),(0.834317358172 2215),,(2.45264203474 2543),(4.29126083159 2662),,(1.86149260481 3078),(4.967432062 3192),(4.68739488123 3350),,(0.6609363723 3767),,(1.74219078048 4126),(0.636917910676 4300),,(5.46331931196 4568),(1.1278156676 4789),(5.32325910869 4907),(1.64477448132 5160),(5.00212097029 5255),,(0.818743828116 5674),(0.875775062886 5830),,(1.66943156296 6168),(1.61757329596 6340),(1.58042850231 6516),(1.29100303634 6681),,
Point4,H5,(1.88525155856 193),(0.873242534091 373),(1.11552697932 547),(1.46026992966 709),,(1.56422696886 1060),(0.868912132374 1220),,(2.41358157145 1542),(0.714477029045 1714),,(0.84431456678 2061),(1.30210399112 2229),,(2.63373525144 2555),(5.2533806827 2680),,(1.86465532067 3081),(5.21298654712 3204),(5.39491273618 3366),,(0.745666410976 3776),,(1.99335126249 4140),(0.733051903197 4309),,(5.9333380589 4582),(1.17044505453 4796),(5.44944619928 4915),(1.82511307379 5170),(5.42289672576 5270),,(1.02223286843 5684),(1.06489841207 5842),,(1.69178969537 6173),(2.20993497835 6356),(1.59748311729 6521),(1.63403147851 6693),,
Point4,H6,(-0.437106859445 49),(-0.0144501720747 218),(-0.0049039126708 387),(5.77315972805e-15 566),(-9.7699626167e-15 726),(-1.02140518266e-14 901),(-1.15463194561e-14 1079),(0.0 1235),(-0.00718115908347 1412),(-3.5527136788e-15 1588),(6.66133814775e-15 1734),(6.2172489379e-15 1921),(4.4408920985e-16 2087),(2.6645352591e-15 2246),(-3.5527136788e-15 2420),(0.0 2595),(0.0 2750),(-0.00238462009487 2937),(-0.00683086233369 3122),(-5.3290705182e-15 3278),(0.0 3460),(-0.0010125739747 3639),(-0.00557609187181 3797),(4.4408920985e-15 3989),(7.1054273576e-15 4173),(4.4408920985e-15 4325),(-0.00135284327935 4500),(-0.00272457130855 4671),(1.02140518266e-14 4833),(1.7763568394e-15 5010),(8.881784197e-16 5189),(2.6645352591e-15 5348),(0.0 5524),(2.22044604925e-15 5699),(2.6645352591e-15 5860),(1.7763568394e-15 6037),(6.66133814775e-15 6199),(6.2172489379e-15 6375),(7.54951656745e-15 6556),(6.2172489379e-15 6711),
