Cycle,0.724605379189
Average Width,3.65368118804
Width,,3.87630974222,3.4114401338,3.81726482143,3.72627221157,3.27005468491,3.71693828892,3.53279011333,3.55510524311,3.48824548508,3.7095459836,3.45919584653,3.63183622374,3.51398077678,3.46276253609,3.68611620513,0.0,2.91213869583,2.89098574996,4.71875458767,3.80893175729,3.79552942637,3.58543577641,3.7225271581,3.66448865445,3.76016376103,3.50593914112,3.9241080068,3.94065315255
Point0,H1,(6.72422231845 94),(9.22807321111 272),(9.22310160407 454),(8.77627954617 640),(7.33478818926 817),(7.69416871085 977),(6.81285254049 1145),(7.79295847399 1341),(8.87015067454 1492),(6.81419303346 1655),(7.8260881318 1826),(8.48856835294 1999),(7.41659450616 2159),(8.25963926681 2327),(6.86226022075 2502),(14.2825250682 2589),(4.49852642381 2672),(6.24979129195 2736),(8.19823340623 2847),(8.18369426976 3025),(6.96179722534 3191),(7.87555146737 3363),(6.58407373903 3428),(8.4962616433 3550),(8.0164346135 3715),(7.43117649961 3890),(8.85870918237 4075),(6.63304204637 4140),(5.96042125192 4231),
Point0,H2,(3.99310852359 118),(6.07286353235 292),(8.72224209454 468),(5.80450525816 662),(5.51491138309 837),(4.9923438346 999),,(6.59351894817 1361),,,,(5.75263307662 2019),,,,,(2.8931793208 2690),,,(5.48322434424 3043),,(6.39935827719 3386),,(6.74717842268 3574),,,
Point0,H3,(4.98547508327 149),(7.02765045656 309),(8.72256159585 469),(5.99375487928 671),(5.59296917944 844),(5.1368955811 1009),,(6.71728924702 1370),,,,(6.73003618365 2036),,,,,(3.4212076654 2703),,,(5.93173009184 3054),,(6.40663831428 3390),,(6.95333937487 3586),,,
Point0,H4,(1.11825714123 196),(2.19983138247 397),(6.76878030647 493),(1.38018521559 748),(4.69447945981 863),(4.91264649169 1024),,(1.86994002206 1440),,(5.0737639852 1695),,,(6.00048158782 2182),,,,,(1.98580865235 2779),,(5.09066003731 3069),(3.17674504155 3246),,(3.00865254319 3485),(1.87667878486 3665),,,
Point0,H5,(1.35383609476 208),(2.48384343165 408),(8.10570860422 512),(1.7699686067 762),(5.00192146371 875),(4.92025243999 1028),,(1.89696325472 1446),,(5.28835594386 1709),,,(6.39356310089 2199),,,,,(2.36207829247 2791),,(5.78652304308 3084),(3.64558130138 3265),,(3.0263585846 3490),(1.89119087184 3670),,,
Point0,H6,(1.06581410364e-14 62),(-0.00989494328277 240),(7.9936057773e-15 426),(0.0 606),(4.4408920985e-16 787),(3.10862446895e-15 948),(4.4408920985e-15 1113),(1.7763568394e-15 1290),(5.3290705182e-15 1465),(1.7763568394e-15 1628),(-2.6645352591e-15 1794),(-1.7763568394e-15 1965),(-3.10862446895e-15 2124),(-5.3290705182e-15 2298),(-0.0343064159763 2475),(-0.0194119786773 2552),(-0.0107829912313 2644),(-3.5527136788e-15 2813),(7.1054273576e-15 3000),(-8.881784197e-16 3160),(-0.00950692048481 3332),(-5.3290705182e-15 3516),(-2.22044604925e-15 3689),(-2.6645352591e-15 3864),(-0.000324802389565 4042),(-0.00037461576521 4204),
Point1,H1,(13.0917993164 88),(16.2184951705 266),(13.4770355453 448),(13.0055927317 634),(12.8276902382 812),(10.8888113315 971),(11.6920438481 1139),(12.5128002163 1331),(14.4315089627 1486),(10.3497530035 1650),(12.8826351082 1819),(13.8230898219 1994),(11.9301657497 2153),(13.6646416318 2340),(9.95463754329 2498),(13.1616795398 2584),(9.11497628208 2668),(9.25318492952 2728),(12.0868130663 2841),(12.8499565202 3019),(11.2824308706 3184),(12.8119568298 3356),(10.3304816819 3417),(13.1989237684 3544),(12.041053675 3708),(12.0056737019 3884),(12.8673047558 4067),(8.95501893914 4227),
Point1,H2,(8.13997962559 114),,,(8.96313766269 654),,,,(10.1195643326 1353),,,(9.08437717637 1838),,,(11.1856311547 2367),,,,,,(9.43246459762 3037),,(9.65489550628 3373),,,(9.20858810205 3726),,,
Point1,H3,(8.34790959897 124),,,(9.77237664417 668),,,,(10.7372560484 1365),,,(9.92728775205 1851),,,(11.1928101426 2371),,,,,,(9.99300935134 3047),,(10.1381816176 3383),,,(9.63807427125 3736),,,
Point1,H4,(2.6423396954 195),,(10.0493431984 488),(2.45182384456 744),(7.17851827684 859),,,(3.29294842897 1432),(8.87496101515 1528),(8.27458509569 1687),(2.5584345744 1929),(9.10777916564 2032),,(4.55787729062 2440),,,,(2.94167760806 2777),,(7.78177445299 3066),(6.00653778156 3230),,(3.36291272221 3479),(9.68535853801 3568),(8.35904869411 3754),,,
Point1,H5,(2.86723806957 205),,(10.4038489712 501),(2.74249736076 755),(7.26962634908 867),,,(3.51968110108 1441),(9.25517190122 1539),(8.57547254938 1700),(2.72210149118 1938),(9.32590437491 2046),,(4.87343882047 2449),,,,(3.02695311143 2784),,(8.63328637985 3080),(6.03330548495 3236),,(3.47742928066 3486),(9.96833099809 3579),(8.54366633316 3763),,,
Point1,H6,(-0.00178173537965 1),(-5.3290705182e-15 54),(3.5527136788e-15 234),(0.0 419),(-1.59872115546e-14 601),(-1.59872115546e-14 779),(-1.68753899743e-14 938),(-1.68753899743e-14 1109),(-0.00135638870125 1284),(-8.881784197e-16 1459),(-0.00170695073366 1621),(0.0 1788),(3.5527136788e-15 1959),(-0.0095558132052 2118),(-1.7763568394e-15 2292),(-0.0547401772318 2470),(-0.021910257206 2547),(-0.0244028220308 2635),(9.7699626167e-15 2806),(5.3290705182e-15 2994),(0.0 3156),(-0.00810797986307 3328),(-0.00807971397789 3510),(1.59872115546e-14 3682),(7.9936057773e-15 3858),(1.7763568394e-15 4036),(2.6645352591e-15 4198),
Point2,H1,(12.2124483766 92),(12.0012361917 271),(10.3206974606 453),(9.73285841052 639),(8.70547551935 816),(7.77816002457 975),(9.02475328646 1143),(9.29005245367 1337),(10.4821299883 1490),(7.85527265053 1655),(9.30520550536 1824),(10.7286450621 1999),(8.69733249231 2157),(9.92746102915 2328),(7.18463362286 2501),(12.4888677395 2587),(5.12752907852 2669),(3.28210580651 2735),(11.5214626477 2846),(10.3837044177 3024),(9.2787548124 3188),(9.74153823381 3360),(8.08576544268 3421),(10.0165147593 3549),(9.23719675355 3714),(8.74825261724 3889),(10.1742191209 4073),(6.66359382341 4231),
Point2,H2,(7.25326228372 120),,,,,,,(7.36051620682 1360),(5.68596847466 1534),(5.79862172873 1693),,,,,,,,,,(7.01013012868 3043),,(6.86238901735 3377),,,,,
Point2,H3,(7.36448967966 128),,,,,,,(7.50336876434 1370),(6.00309937282 1545),(5.96097688748 1704),,,,,,,,,,(7.30098484644 3051),,(7.73559414885 3389),,,,,
Point2,H4,(2.43339622896 198),,(7.83934078342 490),(6.27957662713 660),,,,(1.51915790783 1437),(4.06607790578 1572),(-0.0240616584045 1780),,,,,,,,(0.320584670225 2777),,(5.64625913932 3070),,,(2.29603614678 3483),(6.8553966081 3575),,,
Point2,H5,(2.58995893113 208),,(7.88298760972 498),(6.74912872551 673),,,,(2.03757676561 1448),(4.07884158897 1577),(0.000233361573686 1786),,,,,,,,(1.49297183263 2794),,(6.57572599203 3085),,,(2.40869383683 3492),(7.09484917171 3588),,,
Point2,H6,(0.0 238),(3.5527136788e-15 424),(-8.881784197e-16 604),(-6.2172489379e-15 782),(-0.0030491028296 941),(-1.7763568394e-15 1114),(9.7699626167e-15 1289),(8.881784197e-15 1464),(1.15463194561e-14 1626),(-0.0240616584045 1780),(8.881784197e-15 1964),(-0.01195765189 2123),(0.0 2297),(-0.0977641872306 2475),(-1.25455201783e-14 2549),(-8.881784197e-15 2641),(-0.0401336014868 2713),(-0.0274495078662 2810),(7.1054273576e-15 2999),(6.66133814775e-15 3159),(-0.000736112805185 3333),(9.7699626167e-15 3514),(-4.57368319191e-05 3686),(-0.00146750896917 3863),(5.3290705182e-15 4040),(1.24344978758e-14 4203),
