Cycle,0.775098039216
Average Width,4.97760734557
Width,,2.96659184594,2.91956840029,2.79153039673,2.87603070531,2.87425492035,2.87227633791,2.84199699946,2.87713449063,2.85234584745,2.8695596484,2.88277404486,2.9082747268,2.77960598118,2.83692866259,2.92836460579,2.84756136284,2.80890285671,2.81248350371
Point0,H1,(5.04535318708 135),(7.22461045036 297),(5.49963381844 454),(7.7790004403 632),(7.61644225574 772),(6.74388317982 949),(7.65163790403 1078),(8.23108710354 1271),(7.42792353532 1448),(6.94227113923 1622),(6.49759246365 1753),(7.48215998491 1941),(5.85597553499 2070),(6.66847179391 2270),(7.9473211819 2433),(6.73854798755 2597),(6.05077577894 2773),(6.26472690712 2929),
Point0,H2,(2.41472015177 186),,,,(3.97965233222 831),,(-1.50990331349e-14 1191),(1.95784624078 1344),,,,,,,,(1.38047232347 2673),(2.91821888795 2804),,
Point0,H3,(3.00382808588 206),,,,(4.07941265744 841),,(0.125928804929 1205),(2.13487433124 1355),,,,,,,,(1.47973788414 2683),(2.95212741033 2810),,
Point0,H4,,(2.43275614795 375),(2.22044604925e-16 501),(1.62752813834 698),(2.16464535379 874),,(0.109754917903 1212),(-1.1990408666e-14 1386),,,,,,,(0.401590810866 2542),(0.912651925081 2703),(-7.1054273576e-15 2860),,
Point0,H5,,(2.45667007964 381),(1.04898490274 539),(1.7697544924 709),(2.31697430362 885),,(0.192072246344 1226),(0.443984930885 1406),,,,,,,(0.774029063154 2555),(1.03899071935 2714),(0.846056214638 2878),,
Point0,H6,(-2.38009738291 49),(-0.0309027155551 242),(-0.00632308951846 427),(2.22044604925e-16 501),(-0.0185406788645 583),(1.15463194561e-14 733),(-1.46549439251e-14 913),(-0.00189793383308 1037),(-1.50990331349e-14 1191),(-1.1990408666e-14 1386),(9.7699626167e-15 1579),(-0.00305779703563 1706),(-4.21884749358e-15 1907),(-1.28785870857e-14 2036),(-0.000716922186425 2202),(-0.000303198854529 2396),(9.32587340685e-15 2569),(3.10862446895e-15 2734),(-7.1054273576e-15 2860),
Point1,H1,(35.8889941596 115),(28.192214612 276),(26.8864966955 439),(31.617932443 610),(30.5900579106 755),(27.1341238348 930),(29.8492701912 1060),(31.6557234343 1252),(31.2512057458 1428),(29.4093586828 1600),(23.5781109385 1732),(29.1110508491 1924),(28.4929320208 2054),(27.0020412766 2247),(27.2033490673 2416),(27.9540228399 2581),(26.6835731512 2751),(26.0633670112 2913),
Point1,H2,,,(9.46307741159 484),,,,,,,,(2.54340980884 1814),,,,,(10.4070636902 2630),,
Point1,H3,,,(9.67321452957 491),,,,,,,,(2.61495324655 1822),,,,,(10.4154871304 2633),,
Point1,H4,,(2.71345703994 384),(1.75542356282 542),(4.21611585138 689),,,(2.98831088906 1180),,(3.22387972775 1534),,(1.35362108394 1846),,(4.6790875431 2193),(2.33900680407 2351),(1.00039971526 2527),(3.10079588902 2687),,
Point1,H5,,(2.7630449096 389),(2.94744867974 554),(4.28406566876 694),,,(2.98855639014 1182),,(4.04510230396 1545),,(1.68198002747 1858),,(4.6807511119 2195),(2.66568726462 2360),(1.32336606498 2537),(3.30608963481 2695),,
Point1,H6,(-8.881784197e-15 240),(-8.881784197e-15 407),(-0.00457906160123 569),(0.0 715),(-0.0107812850584 896),(-3.37507799486e-14 1019),(-7.1054273576e-15 1213),(8.881784197e-15 1389),(1.7763568394e-15 1562),(-0.026772572682 1700),(-0.0344312723382 1890),(-0.0204108977241 2013),(-3.5527136788e-15 2216),(7.1054273576e-15 2377),(-3.5527136788e-15 2549),(1.7763568394e-14 2713),(1.06581410364e-14 2875),
Point2,H1,(31.7841866999 119),(21.7908169509 280),(19.7567268639 443),(23.8838065574 615),(23.0035182086 759),(20.3817947147 934),(21.6796880035 1065),(23.5833926732 1256),(23.3612659182 1433),(22.3308043443 1604),(17.3527473025 1736),(22.2936503448 1928),(20.6914042503 2059),(19.7276273346 2251),(20.3887352759 2421),(20.7395423005 2586),(19.4447603124 2756),(18.7722449398 2917),
Point2,H2,,,(7.65172029487 488),,,,,,,,(2.82952634662 1814),,,,,(8.38729145274 2633),,
Point2,H3,,,(7.99372248066 497),,,,,,,,(2.92079225758 1823),,,,,(8.44351899348 2638),,
Point2,H4,,,(1.34156972659 546),(3.66670603691 693),(4.75691366673 864),,(2.05379283649 1178),,(2.64110534509 1537),,(1.81079275083 1845),,,(2.78373614874 2356),(0.545192076023 2532),(2.21484804403 2690),,
Point2,H5,,,(2.58993107401 559),(3.68128705898 696),(4.78426828521 869),,(2.19990455774 1187),,(3.41672952393 1549),,(2.44325956184 1860),,,(2.84676022614 2362),(0.798992322954 2542),(2.65076697427 2700),,
Point2,H6,(-0.0100108284515 246),(0.0 411),(2.13162820728e-14 574),(2.6645352591e-14 719),(8.881784197e-15 900),(3.5527136788e-15 1024),(7.1054273576e-15 1216),(-0.00310199284673 1393),(5.3290705182e-15 1566),(-0.0246167072093 1705),(-0.0156569198949 1894),(-0.00764448768071 2019),(-3.5527136788e-15 2220),(3.5527136788e-15 2382),(-2.6645352591e-15 2553),(7.1054273576e-15 2717),(-8.881784197e-15 2878),
