Cycle,0.749631578947
Average Width,5.13179043796
Width,,4.86793192559,5.15771010534,5.27601182096,5.07173709385,5.49667880534,5.34190728433,5.35907804209,5.0743215794,5.10689943263,4.89804432105,4.9779452375,5.09743235855,5.10662552756,5.13025356984,5.1452590462,5.04707426559,5.04631582312,5.10131589163,5.2186354395,5.24959918795
Point0,H1,(7.27487900234 36),(8.09121014022 196),(8.30032761452 357),(6.62017101913 523),(8.93920633347 680),(8.26240046957 828),(8.42927802111 983),(7.68308466875 1134),(8.6285065247 1290),(5.78172922565 1476),(6.8147063913 1602),(6.76426154567 1765),(6.97249778986 1931),(7.93677078933 2074),(7.7490377211 2258),(7.50015601308 2398),(7.26419336455 2571),(8.02155189181 2746),(9.34189524466 2886),(8.71578887667 3048),
Point0,H2,,(5.84883938851 243),(5.87812630937 393),(5.77925799798 552),,(7.9428528344 841),,,(6.37079558919 1333),(4.91775127947 1492),(4.61671948785 1636),(3.20540206803 1805),,,,,(4.28410150092 2614),,,
Point0,H3,,(6.05050749087 253),(5.88257084016 397),(5.79831497453 558),,(7.94300688065 842),,,(6.41348758391 1340),(5.18734550238 1503),(4.82988377944 1649),(3.96074307421 1823),,,,,(4.45074799222 2628),,,
Point0,H4,,(1.91816919339 292),(2.11392576737 452),(1.7577647323 613),(5.48593483186 709),(6.11780425922 871),(1.13700379428 1076),(5.85577933061 1170),(-0.00243147550867 1411),(2.51599175704 1535),(1.2796050954 1704),(1.86582239575 1855),,,(2.03574604907 2341),(2.33915739572 2491),(1.47374480163 2661),(2.45015628705 2819),,
Point0,H5,,(1.95159502575 298),(2.28208171428 461),(2.07605350068 623),(5.76555778971 721),(6.13307876263 877),(1.69441234397 1088),(6.74674764821 1187),(5.02511182357 1443),(2.92072849021 1548),(1.2998510916 1708),(1.90998744975 1862),,,(2.28447127331 2350),(2.53148053647 2502),(1.68001711663 2670),(2.81134572832 2830),,
Point0,H6,(8.881784197e-16 159),(1.7763568394e-15 320),(0.0 481),(1.7763568394e-15 642),(7.1054273576e-15 797),(-4.4408920985e-15 946),(-9.7699626167e-15 1104),(2.6645352591e-15 1261),(-0.00243147550867 1411),(-1.7763568394e-15 1569),(-5.3290705182e-15 1727),(-2.6645352591e-15 1887),(2.6645352591e-15 2046),(0.0 2207),(-8.881784197e-16 2368),(-4.4408920985e-16 2530),(-1.7763568394e-15 2689),(1.7763568394e-15 2851),(2.6645352591e-15 3013),
Point1,H1,(19.8545855263 38),(19.1699358878 198),(19.8135535246 359),(18.1012295751 519),(19.790009315 679),(20.6721560724 828),(22.2279246423 985),(21.3016442737 1136),(22.2334399813 1292),(19.6225859107 1447),(21.4877375989 1605),(20.9722104298 1765),(19.8796170568 1920),(20.867092468 2077),(21.8239055861 2238),(20.6699982837 2403),(20.2961343964 2569),(21.1006119854 2730),(22.2571816869 2890),(21.3253417982 3051),
Point1,H2,,(10.8907790127 237),,(10.3466737427 556),(9.31955868222 715),,,,,,,(9.134353648 1806),,,,,,,,,
Point1,H3,,(11.0696014455 247),,(10.4455159649 563),(9.53158425521 723),,,,,,,(9.38556777486 1815),,,,,,,,,
Point1,H4,(2.11268433584 131),(3.37558029446 293),(10.8262212255 394),(2.54135025717 613),(1.54789069975 776),(8.97941871146 874),(2.36096851173 1079),(10.9370195268 1177),(9.40178137376 1335),(3.96186248898 1540),(10.8166367949 1648),(3.23708932309 1861),(2.72748007024 2022),(2.50895146821 2182),(3.04641051166 2342),(3.76085555636 2500),(2.71535163154 2663),(3.68577547942 2822),(2.74457359379 2982),,
Point1,H5,(2.4953723876 142),(3.64647243498 302),(11.2861938068 405),(3.19556489265 624),(1.79450720465 784),(9.13133591425 882),(2.82364198519 1088),(11.3423147009 1187),(9.73703405236 1346),(4.74964994726 1551),(10.8171966061 1649),(3.26877923001 1866),(2.84063996039 2030),(2.89369973667 2191),(3.54334740309 2352),(3.90803132878 2508),(2.8560361583 2670),(3.85522908412 2830),(2.76828545551 2986),,
