Cycle,0.743392857143
Average Width,0
Width,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point0,H1,(2.18368428852 31),(2.01494585854 189),(1.43296211664 250),(7.74501400163 353),(7.83037445809 514),(8.66984246564 671),(9.0577932277 832),(9.14220147897 1004),(6.34691466953 1153),(7.90744943602 1318),(8.99528790086 1474),(8.32512372838 1638),(8.05976848014 1806),(9.95106264305 1955),(9.91239779206 2113),(13.5142320329 2278),(5.39728594352 2432),(9.80485307542 2592),(10.02131274 2750),(10.2145272684 2914),(9.05692479928 3072),(7.12357509437 3234),(7.83338168473 3392),(8.29964675759 3552),(8.13565000075 3712),(6.56641963003 3872),(6.83444662544 4030),(9.19062030489 4191),(10.2731872927 4352),
Point0,H2,(-1.39564331796 71),(0.79600092399 206),,,,(0.300397742155 754),(-0.00175199477087 907),,(1.70966874941 1201),,(6.12749706743 1516),,,(1.8964490182 2036),,,(2.35560090435 2476),,(0.980498493884 2833),(1.66264209975 2995),(3.62221044724 3118),,,(-8.881784197e-16 3630),(1.22395621571 3787),,(2.87910275749 4063),,
Point0,H3,(-0.45390766825 89),(1.28097407752 220),,,,(0.314777179272 759),(0.928332585544 927),,(1.77796883245 1210),,(6.73550516063 1530),,,(1.90134653068 2039),,,(2.84967608684 2487),,(1.08510036865 2842),(1.72289027673 3002),(4.08109213286 3129),,,(0.569628371096 3645),(1.6979702585 3800),,(2.91125655228 4069),,
Point0,H4,(-1.88787756356 111),,,,(-0.00362990427952 595),(-0.0218475151655 775),(0.849596015014 935),(3.1478170594 1072),(1.3583331826 1228),(1.79818227332 1390),(1.60712407444 1579),,(8.881784197e-16 1896),(0.43749139683 2062),,,(-0.274878007331 2509),,(0.350086874781 2862),(0.980412917826 3023),(-2.22044604925e-15 3174),(1.36668393895 3321),(0.477403606376 3469),(0.215581277777 3657),(3.77475828373e-15 3821),,(-0.000905449332647 4103),,
Point0,H5,(-0.412512843086 151),,,,(1.09332834784 631),(0.908364604732 792),(1.30577991139 950),(3.54729276516 1086),(1.67495511228 1245),(2.19233453848 1405),(2.32337731538 1591),,(1.34123792156 1915),(0.570469530124 2071),,,(1.16720363817 2527),,(0.406446110369 2870),(0.998913076972 3028),(1.64894970877 3194),(1.42302607941 3330),(1.05903439077 3485),(0.950988651384 3673),(0.729251891758 3836),,(0.415827451688 4133),,
Point0,H6,(-1.88787756356 111),(-0.0922822402351 292),(6.2172489379e-15 472),(-0.00362990427952 595),(-0.0218475151655 775),(-0.00175199477087 907),(6.2172489379e-15 967),(-7.1054273576e-15 1126),(-4.4408920985e-15 1280),(-1.15463194561e-14 1445),(-7.9936057773e-15 1608),(8.881784197e-15 1765),(8.881784197e-16 1896),(-0.0126383535209 2083),(5.3290705182e-15 2240),(-0.0729888772052 2398),(-0.274878007331 2509),(3.10862446895e-15 2690),(3.5527136788e-15 2882),(-3.5527136788e-15 3044),(-2.22044604925e-15 3174),(4.4408920985e-15 3359),(-0.00665795409124 3515),(-8.881784197e-16 3630),(3.77475828373e-15 3821),(-0.000922731345294 3986),(-0.000905449332647 4103),(1.33226762955e-15 4316),
