Cycle,0.733956131672
Average Width,7.61936068806
Width,,8.48042357338,10.2202101554,9.62834834185,7.5848711134,11.2153280162,10.0906907527,10.2471994008,9.82392509228,10.1819885653,8.22687976479,10.1430920095,12.3311378889,11.240363813,9.87904676556,9.55994318266,7.96514407132,8.0558316476,6.21343298234,9.05996102784,8.42837430768,6.98321579071,8.32590841957,6.3022988091,6.41096500996,5.53878340066,6.93429375125,5.81375547652
Point0,H1,(26.282506434 33),(25.9959298864 204),(23.1062276991 381),(21.4832144532 547),(22.4823267394 716),(23.4565893796 882),(23.0588482909 1042),(21.6109321206 1206),(27.6362200212 1367),(22.8456217382 1532),(23.4419903602 1705),(26.1436296038 1875),(27.2424148159 2041),(27.1709972894 2214),(28.1680059292 2387),(27.0186263513 2561),(24.4758589024 2738),(23.8092346888 2907),(32.2719304956 3070),(34.3760469132 3232),(32.4806378004 3401),(35.0175582485 3564),(29.9941624816 3724),(25.6748180377 3889),(30.5516438302 4051),(35.0478340168 4205),(35.4391622613 4365),
Point0,H2,(5.61263495671 80),,(4.4408920985e-15 453),,(3.36854785773 777),(1.39312616756 941),(2.27226514638 1114),(1.58414138251 1270),,(-5.3290705182e-15 1603),,,,,(10.0029257664 2425),,,(5.71700242111 2953),,,,,,(1.36778702539 3960),,,,
Point0,H3,(6.45191608189 106),,(2.11124346073 470),,(3.42098267382 784),(1.73579944655 961),(2.33120643623 1121),(1.96082437579 1282),,(1.14875124136 1623),,,,,(10.0388934423 2430),,,(6.73476018304 2966),,,,,,(3.215924418 3982),,,,
Point0,H4,(0.102808064952 154),(-7.9936057773e-15 301),(0.498016953077 485),,(1.6124190244 809),(0.851909960819 980),(1.22282452229 1140),(0.253797762484 1300),(-0.0149042211666 1474),(0.954304222974 1637),,(1.945107508 1977),(1.24005876575 2146),(0.943345800196 2320),(1.10738312978 2500),(1.59872115546e-14 2634),,(0.764094035752 2995),(3.5527136788e-15 3161),(4.35634845653 3312),,,(-0.00366470836692 3801),(3.21404026908 3984),(5.40979315804 4128),,,
Point0,H5,(0.263794132213 162),(1.76724551082 340),(2.11428655097 499),,(2.53754978254 828),(1.37955167781 992),(2.1485683016 1154),(1.56229065257 1315),(0.719069981243 1489),(0.961864932295 1641),,(1.97131506508 1982),(2.47092843604 2161),(2.32596739765 2336),(2.77103592588 2514),(4.57361154943 2684),,(2.30385867074 3016),(6.30652207125 3185),(4.67117995717 3330),,,(5.60842786134 3839),(3.73462995012 3998),(5.80953990702 4139),,,
Point0,H6,(-2.6645352591e-15 170),(-7.9936057773e-15 301),(4.4408920985e-15 453),(8.881784197e-15 513),(-0.000556670798439 678),(-1.06581410364e-14 847),(-0.00386980408385 1007),(-1.15463194561e-14 1171),(-0.00189220669567 1329),(-0.112341561553 1500),(-5.3290705182e-15 1603),(-0.0123157527438 1669),(1.06581410364e-14 1841),(-6.2172489379e-15 2007),(-5.3290705182e-15 2177),(-4.4408920985e-15 2352),(-5.3290705182e-15 2529),(1.59872115546e-14 2634),(-0.00186534695612 2854),(-0.0110038856159 3034),(3.5527136788e-15 3161),(-2.13162820728e-14 3362),(-0.060919258002 3516),(-0.0284662813164 3693),(-0.00366470836692 3801),(1.24344978758e-14 3858),(1.36778702539 3960),(7.1054273576e-15 4016),(0.0 4169),(-8.881784197e-15 4328),
Point1,H1,(19.1932031114 102),(14.3802406734 219),(16.2480636102 313),(10.0853142201 391),(14.0082565301 480),(12.1223767876 559),(12.2659560053 647),(16.3462561894 807),(13.1830546248 973),(13.7901915726 1133),(16.1923091517 1294),(18.7809156835 1410),(16.052278384 1612),(13.1173181764 1774),(15.1231600653 1944),(15.6752745161 2142),(13.2991816502 2323),(21.0759691106 2418),(16.9256433594 2492),(24.6171527247 2668),(22.0475166952 2781),(20.888763751 2952),(23.6613397184 3167),(19.5786500137 3307),(28.1983377272 3502),(29.2917771959 3662),(47.5547281965 3814),(26.1044767267 3993),(32.8425202986 4138),(27.9252831222 4301),
Point1,H2,(13.8906143815 126),,,,,(9.3308571375 578),(-8.881784197e-15 676),(-0.0107164792396 846),,,,,,(12.1710157545 1790),,(-0.00475522992867 2180),,(14.8812693604 2447),,,(17.6023366368 2831),(13.732217225 2980),,(16.7301896827 3325),(-0.0520223399777 3538),,,,,
Point1,H3,(17.1772743824 140),,,,,(11.7567193992 598),(13.190822587 723),(8.52681649453 884),,,,,,(12.563223201 1801),,(6.3728086657 2231),,(15.1197442556 2460),,,(18.0063077954 2840),(17.3030763565 3000),,(18.8238905599 3338),(19.7765578461 3578),,,,,
Point1,H4,,,,(7.1640762794 423),,(11.3730279128 610),(12.1571746647 736),(5.90716758412 913),,(-3.73034936274e-14 1173),(-8.881784197e-15 1334),,,(-8.881784197e-15 1838),,(6.3639130076 2234),,,(-0.0229041214958 2532),,(-0.0085741283598 2883),(-0.0279295261236 3043),(-0.00108099317042 3206),(-0.0107842355634 3368),(18.7089529633 3591),(-2.84217094304e-14 3704),(-1.7763568394e-14 3867),(-1.42108547152e-14 4023),,
Point1,H5,,,,(9.62372660291 446),,(11.9284406222 625),(14.5351002751 758),(11.9036498525 945),,(15.653321504 1264),(14.5075177478 1375),,,(14.3476379339 1904),,(7.66239756788 2252),,,(8.94840407461 2579),,(17.1390735736 2913),(21.9610919562 3118),(9.40944751813 3257),(24.9628777868 3471),(25.694862678 3624),(25.267319841 3751),(25.289388186 3964),(24.698161834 4100),,
Point1,H6,(-0.0480612826091 2),(-1.59872115546e-14 169),(-1.95399252334e-14 342),(7.1640762794 423),(-0.00220346488044 520),(-8.881784197e-15 676),(-0.0107164792396 846),(-0.00217238210368 1006),(-3.73034936274e-14 1173),(-8.881784197e-15 1334),(7.1054273576e-15 1494),(-1.59872115546e-14 1668),(-8.881784197e-15 1838),(-1.59872115546e-14 2003),(-0.00475522992867 2180),(4.6718943456 2272),(1.68753899743e-14 2357),(-0.0229041214958 2532),(5.3290705182e-15 2705),(-0.0085741283598 2883),(-0.0279295261236 3043),(-0.00108099317042 3206),(-0.0107842355634 3368),(-0.0520223399777 3538),(-2.84217094304e-14 3704),(-1.7763568394e-14 3867),(-1.42108547152e-14 4023),(1.7763568394e-14 4186),(1.06581410364e-14 4340),
