Cycle,0.737015503876
Average Width,5.99744429455
Width,,5.83735328876,5.78607300565,5.45547830685,4.84785223748,5.36585315303,5.35314492646,5.31645928669,6.12786739803,5.96524041727,6.38101804432,6.62977133441,5.51629180398,7.15385202922,6.42333435668,6.66789228396,5.97419081586,5.80287272956,5.6335177837,5.84300242185,5.47690084233,5.19734743892,5.56668931743,5.73618530862,5.97908658647,6.16160813907,5.62816549075,6.18247819842,5.72671658272,6.88659749522,6.00607316782,6.32127196548,5.32804485059,6.1595572055,6.95950274951,7.1091261971,6.0192873563,5.85560254215,7.26219529424,6.01836288135,6.93711454759,7.50316608874,7.97916117085,6.14609510277,7.18799726896
Point0,H1,(14.6435581913 26),(13.4122882229 182),(15.0739162523 330),(13.3683119784 486),(14.430736187 643),(14.6550994955 804),(15.3150243638 962),(15.8257567538 1111),(15.3865078557 1255),(15.0279781818 1400),(14.037195225 1546),(11.6144621187 1687),(12.771848365 1833),(10.5939414636 1978),(13.0458157279 2133),(14.662004452 2280),(15.7500077375 2420),(16.7880487322 2556),(13.9500217664 2698),(14.7563530402 2840),(13.8058429225 2981),(15.1349152465 3120),(14.6166584158 3269),(15.4491147651 3419),(15.1584920541 3575),(15.1476755257 3725),(14.5580053937 3869),(15.0458964374 4021),(14.6706822426 4175),(13.8844936766 4333),(15.5435929839 4487),(16.1689949116 4636),(15.1065719287 4795),(14.3145342886 4957),(15.5255752572 5126),(15.3024869477 5290),(13.9580221827 5450),(13.2592361311 5602),(11.7748603643 5746),(11.4677903872 5893),(10.7694847905 6043),(9.98791736259 6204),(9.62558845874 6367),(9.67555388412 6521),
Point0,H2,(7.6866991168 54),(6.10512836518 205),,(7.68368275508 510),(8.37660621506 668),(8.10642852424 828),,(3.65929773567 1136),,,,(5.34268554918 1712),(6.27186354069 1869),(5.79768348409 2005),,,(5.53061342125 2446),(8.36858137915 2589),,(5.97693548748 2865),(5.32643177756 3003),(7.10152654002 3146),(7.85498083176 3292),(7.89425316579 3448),(6.46937084148 3597),(5.57971675384 3752),,(7.1584580707 4045),(8.30052902178 4203),,(6.09746980325 4510),(6.72439791695 4664),(6.85803539582 4822),,(8.06814019438 5152),(7.36907429642 5315),,(5.72493930547 5625),(6.01815405059 5771),(8.10605259319 5918),(7.46521660664 6087),(7.68190620449 6225),,
Point0,H3,(8.30539829612 72),(9.31033779735 229),,(8.73335010439 532),(9.6845862683 686),(9.67089956077 847),,(8.5223180311 1160),,,,(6.1311581067 1730),(6.37352933214 1878),(7.09229304863 2027),,,(8.88230660606 2467),(9.62964892456 2605),,(7.74800345029 2885),(9.64958495806 3025),(9.79032348362 3165),(9.41550560035 3309),(9.19363269473 3465),(8.25861609744 3617),(9.69662154806 3772),,(9.28775941547 4066),(10.0986465219 4222),,(8.79721744585 4532),(9.80075999399 4685),(9.72274157996 4844),,(10.8819243274 5173),(10.3665812798 5335),,(8.68028525639 5644),(7.65789428775 5788),(8.87905295397 5938),(7.54980575089 6095),(7.88124740195 6242),,
Point0,H4,(1.67250707877 120),(2.4273623296 282),(9.14476594273 357),(2.55715169095 581),(2.82611367594 741),(2.77122613642 904),(5.67496269102 986),(0.077727621486 1209),(6.00180172932 1280),(7.51897585839 1425),(6.11580372418 1572),(3.35060137209 1762),(0.636407546399 1926),(2.0939896553 2069),(5.91785417911 2159),(4.10199192342 2308),(2.88510859064 2501),(2.79892428498 2642),(6.55752541211 2728),(2.83942623921 2916),(3.62830256437 3058),,(2.43566308681 3364),(0.633694477243 3531),,(3.26736862992 3814),(7.17099744523 3896),(2.28767002466 4119),(2.05462821221 4279),(6.89692350373 4361),(0.445697961673 4582),(0.890226868905 4740),(2.63611835787 4902),(7.41975468258 4985),(2.07946625726 5238),(0.53051354461 5397),(6.01101425363 5476),,(1.58423405141 5834),,(2.64349574968 6149),(3.66620081591 6306),,
Point0,H5,(1.69239580536 125),(2.44002366778 285),(10.1215627465 376),(2.779261745 591),(3.29703363999 752),(2.7743212875 906),(10.2109891281 1008),(0.327345952571 1218),(8.12909521992 1303),(8.90292736746 1447),(8.7154738022 1594),(3.36683575731 1766),(1.41644813737 1939),(2.27911609947 2078),(8.0981038324 2180),(7.55226073319 2329),(3.07514197987 2509),(3.38400227831 2655),(7.93941746223 2747),(2.9049773131 2921),(4.32066363262 3070),,(3.50823506627 3377),(0.694917061593 3537),,(3.36928004942 3821),(9.77470256132 3916),(2.65392263776 4128),(2.67040254405 4289),(9.44277672264 4382),(2.10988790145 4595),(2.19330303953 4754),(3.00478369024 4912),(9.46380404499 5005),(2.29136773982 5247),(1.89835336606 5411),(9.60694926197 5500),,(1.6388861732 5840),,(2.88221307581 6159),(4.24393548763 6319),,
Point0,H6,(-8.881784197e-16 149),(1.68753899743e-14 304),(-8.881784197e-16 452),(5.3290705182e-15 610),(6.2172489379e-15 771),(2.6645352591e-15 929),(-0.00516728581217 1085),(-3.5527136788e-15 1227),(1.95399252334e-14 1372),(1.59872115546e-14 1519),(6.2172489379e-15 1658),(8.881784197e-15 1806),(1.42108547152e-14 1952),(-8.881784197e-16 2099),(1.7763568394e-15 2251),(-0.00966001506594 2385),(-7.9936057773e-15 2528),(-3.5527136788e-15 2673),(1.7763568394e-15 2814),(-1.15463194561e-14 2949),(-2.13162820728e-14 3090),(-4.4408920985e-15 3235),(-6.2172489379e-15 3393),(-0.00101700182399 3549),(7.1054273576e-15 3695),(1.7763568394e-15 3841),(-3.5527136788e-15 3986),(-5.3290705182e-15 4145),(-2.2358538132e-06 4306),(-1.24344978758e-14 4455),(0.0 4609),(1.68753899743e-14 4768),(1.06581410364e-14 4929),(5.3290705182e-15 5092),(0.0 5263),(3.5527136788e-15 5425),(8.881784197e-15 5570),(-0.000700541312812 5713),(1.15463194561e-14 5858),(4.4408920985e-15 6017),(-7.1054273576e-15 6178),(-7.1054273576e-15 6340),(-7.1054273576e-15 6487),
Point1,H1,(26.509009714 26),(24.4578125907 182),(27.3886372787 330),(25.8290630193 487),(25.6767096416 643),(25.3095491601 804),(26.2175805972 962),(25.6546475804 1112),(27.0009299606 1256),(26.4346403561 1400),(25.3917965548 1546),(25.2748408365 1688),(25.2959486651 1833),(22.8380009268 1979),(24.5167325405 2133),(25.9248148908 2281),(25.9509683221 2421),(30.0574487787 2556),(26.8771614519 2698),(26.5669665169 2841),(25.4311536686 2982),(26.2576774576 3120),(25.962591219 3269),(27.5733350662 3419),(26.0618392574 3576),(26.4489364635 3724),(25.8626338414 3870),(26.9328648931 4022),(25.6671629012 4176),(25.2427208232 4334),(25.7774915525 4487),(28.8020537987 4637),(27.5931679586 4795),(25.9880781236 4957),(25.6983696091 5127),(27.6189940689 5289),(25.858955145 5450),(22.5476953941 5602),(23.7831913414 5746),(23.4066014358 5894),(23.1229241554 6043),(21.6589931156 6204),(21.3245266836 6367),(20.0749075545 6520),
Point1,H2,,(9.63566956896 206),(13.7532642547 358),(12.5048115057 511),(13.008447787 670),(11.620756563 828),(8.34930016543 987),(4.76973218896 1137),,(11.2402198702 1424),(10.5155892721 1572),(9.49171514264 1712),(11.2302162527 1860),(9.92649947174 2007),(7.79640434127 2158),(5.92834680417 2307),(7.06471014176 2446),(13.2189400769 2587),(10.7881412503 2727),,(8.68445940474 3005),(10.6868195095 3147),(12.0508139106 3293),,(9.38027981508 3598),(9.73679949745 3753),,(11.2278792208 4046),(12.7806621985 4203),(9.66149060573 4362),(7.33277365491 4511),(11.4074582274 4666),(11.9289281007 4823),(12.1217750411 4988),(9.45829867856 5152),(9.41851175228 5316),(9.32188976989 5477),(8.19922190121 5627),(10.6075829404 5772),(12.3414780191 5919),(12.702512801 6084),(13.0846946575 6233),,
Point1,H3,,(14.3323957507 228),(15.1318663235 377),(15.172364463 531),(15.2876911323 688),(15.6853662437 847),(14.7061149827 1008),(12.8992538005 1161),,(14.3463571814 1447),(14.0989719143 1595),(11.9124422798 1733),(11.6994769639 1878),(12.6341353086 2026),(12.6752779878 2180),(12.2643642993 2329),(14.1002823165 2469),(16.017596936 2605),(13.7587362677 2749),,(14.9573854435 3026),(15.0646489768 3165),(14.424497038 3310),,(13.5389145602 3621),(15.58467282 3773),,(14.8940823362 4067),(16.4166918235 4223),(14.1577350048 4381),(14.3360614815 4535),(16.3745722637 4686),(15.6699817614 4844),(15.1606958867 5007),(14.7088246498 5174),(14.7780940336 5338),(15.1184078847 5499),(13.848163167 5648),(13.5693189658 5789),(14.1079968177 5936),(12.8917087617 6094),(14.1180948634 6251),,
Point1,H4,(12.6017482808 53),(3.32915242239 279),(3.66639231611 425),(4.09886523126 582),(3.59855469428 742),(4.99633023101 902),(1.81411829332 1068),(0.231984305203 1210),(8.02735864292 1280),(3.10847686768 1497),(1.47075852269 1646),,(1.40201487319 1926),(2.87983671157 2073),(1.14471191096 2234),(4.68388666666 2356),(4.2638227127 2502),(5.71987291446 2646),(2.54084614659 2795),(9.65795071873 2865),(5.04611207472 3061),,(3.58232937596 3365),(12.3039750301 3449),(3.45793307916 3670),(4.90953157163 3814),(10.1944177309 3897),(4.23429653476 4118),(3.69691815333 4279),(0.431257236984 4446),(2.75425421668 4582),(2.56606802683 4742),(4.04251482179 4902),(3.69910642221 5061),(2.21493797097 5237),(2.74827977919 5398),(4.28141059629 5544),(4.36716291643 5687),,(4.00170249099 5992),(3.62692915642 6149),(4.11766506832 6309),,
