Cycle,0.979951073232
Average Width,3.74974755503
Width,,3.3114828127,3.26029538016,4.07446049698,4.00345472343,3.66726151333,4.47622666826,4.64715912741,4.40766103123,3.63707021861,3.81170552042,3.65760184633,3.77707101453,4.26398410521,3.83189544045,4.64256141012,4.13506328533,4.30787289358,3.23454893645,2.23617582173,3.47889211669,3.84874947414,4.96038353095,3.54299578119,3.7073722054,3.57979663205,5.41102110678,4.80237082958,3.56813245671,4.23540062934,3.55809019928,4.28884996754,3.92153630485,4.45638100024
Point0,H1,(4.99695636367 37),(5.59933289032 245),(7.06774267756 453),(7.90534666737 663),(7.47489807886 868),(8.03178545272 1077),(8.10535610617 1293),(8.59804436592 1498),(8.77030968047 1690),(9.65840217338 1894),(9.59813303938 2102),(9.84669004272 2309),(8.99621430554 2521),(10.7299165203 2728),(10.3071537306 2935),(9.37683958946 3127),(10.7082558273 3357),(8.8348329084 3561),(2.54454961117 3670),(10.6694862529 3750),(10.974567018 3960),(11.6729841814 4167),(9.99768545951 4375),(10.7230635571 4582),(11.1619867668 4790),(11.9606843325 4998),(10.7975801648 5206),(9.41643686361 5404),(10.6527922839 5629),(9.85416496395 5836),(10.5432259916 6046),(10.3381111768 6231),(10.9350620035 6444),(9.40806240403 6644),
Point0,H2,,,,,(3.54346920641 917),(5.18498241942 1110),,(4.83220917969 1529),,(2.49230639035 1985),(5.0898135606 2152),(4.36376923783 2361),,,(1.63331860191 3028),(8.48132769158 3142),,,,(4.77797460614 3791),,,(9.50213390496 4388),,,,(5.33012417006 5258),,(1.68135503123 5730),,,(9.62618809128 6245),,,
Point0,H3,,,,,(3.86330109937 929),(5.29353979671 1119),,(4.84414673154 1533),,(2.95866705177 1999),(5.09766206235 2156),(4.38252272385 2365),,,(1.77371416205 3038),(8.52118216846 3147),,,,(6.68796208602 3810),,,(9.56762240553 4394),,,,(5.34720918328 5262),,(2.04882045516 5744),,,(9.64622064037 6249),,,
Point0,H4,,,,(2.12647383846 749),(0.800241030047 994),(0.716678894423 1218),(2.40804577129 1361),(1.20597134027 1601),(1.90115660725 1793),(1.1574209808 2025),,(1.02567859983 2443),(0.795244139093 2653),,(0.47250885292 3069),(-0.00358637793431 3301),,,,,,,(2.01069460867 4477),,,,(0.742090841267 5348),,(1.7763568394e-15 5785),,,(2.53008542512 6323),(1.34565391269 6575),,
Point0,H5,,,,(2.13475263443 755),(0.934444118013 1007),(0.756503054855 1226),(2.57245351482 1375),(1.32606302779 1616),(1.9369884151 1801),(1.34435753303 2037),,(1.43926245914 2459),(1.73084053181 2669),,(0.65294534188 3082),(10.3126734609 3338),,,,,,,(2.05012778742 4486),,,,(0.789035984256 5355),,(9.60590846485 5817),,,(2.6292963787 6335),(1.62271379889 6587),,
Point0,H6,(-0.0158369076536 2),(-0.0019270982603 212),(-9.32587340685e-15 401),(4.4408920985e-16 621),(6.2172489379e-15 825),(3.10862446895e-15 1030),(-3.5527136788e-15 1243),(6.66133814775e-15 1431),(-0.0012297165982 1647),(-0.000248057554535 1854),(2.6645352591e-15 2063),(6.2172489379e-15 2269),(2.22044604925e-15 2479),(-3.5527136788e-15 2686),(-8.881784197e-15 2890),(-1.33226762955e-15 3097),(-0.00358637793431 3301),(-0.008883840736 3513),(3.5527136788e-15 3643),(-0.0304813706498 3715),(-0.000647396362753 3924),(8.881784197e-16 4126),(1.7763568394e-15 4327),(6.2172489379e-15 4538),(2.6645352591e-15 4754),(-4.4408920985e-15 4955),(-6.2172489379e-15 5163),(3.5527136788e-15 5370),(-1.7763568394e-15 5579),(1.7763568394e-15 5785),(2.6645352591e-15 5985),(0.0 6188),(-2.6645352591e-15 6395),(-0.00307137141268 6605),
Point1,H1,(9.04498579233 36),(8.63869459524 246),(9.62463706843 453),(9.65065077942 664),(9.57863793024 868),(9.69910960711 1068),(8.97760367422 1271),(10.1130098936 1482),(11.1381790688 1687),(11.9413400051 1894),(11.2370790052 2103),(11.8585346926 2308),(10.9405646418 2522),(12.6273784105 2729),(11.2614713832 2932),(10.7833010524 3127),(12.1562606309 3357),(12.0447279983 3546),(12.2206882643 3748),(14.3532521898 3960),(14.1681323487 4168),(12.5645649897 4375),(13.4432152685 4581),(13.9117909821 4790),(14.587042745 4999),(12.460695142 5206),(11.3531344674 5402),(12.2658717237 5629),(11.5279501289 5815),(12.2720642054 6022),(11.2019636941 6230),(11.8317535356 6444),(11.0244529176 6647),
Point1,H2,(1.12177430298 139),,,,(4.60227992295 916),,,,(5.69730869963 1737),,,(5.27764693135 2361),,,,(9.82421232267 3141),,,(4.41074418518 3793),(7.6471125066 4004),(6.6896203558 4216),(5.60861707847 4423),(6.02510378928 4633),(6.68841405395 4838),,,,,(10.645131882 5826),(11.3853486785 6036),,,,
Point1,H3,(1.12494744993 142),,,,(4.82817094648 927),,,,(5.78924620288 1745),,,(5.31844691059 2366),,,,(9.9122629554 3147),,,(5.53630898024 3810),(8.36963209003 4017),(6.78174903488 4223),(5.8001433857 4431),(6.10583874071 4640),(6.90265357144 4848),,,,,(11.1520880505 5837),(11.530871286 6043),,,,
Point1,H4,(0.214344198029 171),,,(0.960131233974 797),,,,,(0.620877119906 1829),,(2.43812728035 2214),(1.20692366146 2445),(1.13328856563 2655),(1.19591755775 2862),(0.252037776876 3071),(1.15463194561e-14 3301),,(3.5509928377 3646),,(1.70246198585 4092),(2.82711830844 4273),,(0.282572228969 4722),(1.64116082851 4924),(1.39810960359 5131),,,(1.75392320666 5731),(6.01340042645 5863),(1.10264395014 6160),,(2.08424224581 6570),,
Point1,H5,(0.526883131451 188),,,(1.55771001122 812),,,,,(0.625985834185 1833),,(2.45816463068 2220),(1.43485951635 2457),(1.69036693294 2668),(1.38593483015 2873),(0.501125004264 3084),(11.5349874446 3337),,(4.1504802575 3665),,(1.85452782582 4102),(2.83685148899 4277),,(0.727016177147 4735),(1.90735951593 4936),(1.41271859647 5136),,,(2.13259481867 5746),(6.41447212234 5874),(1.10810874386 6163),,(2.21022265017 6581),,
