Cycle,0.659658061594
Average Width,7.01102500694
Width,,8.87319771829,8.79359944722,7.71677121101,6.16186962281,6.967641357,6.68961748988,7.22375245529,6.51222163885,5.84426798103,6.78816064348,6.66472392871,6.58381363779,7.21879441642,6.42947142875,6.57929785252,7.29640575452,7.49748005043,7.00019636049,6.72487682683,6.87381786587,6.16525281307,7.37848035559,7.7987861067,8.97695295663
Point0,H1,(9.19522970038 30),(11.3550891714 170),(10.3431225482 315),(10.629537129 453),(11.4688489511 586),(10.7605316067 719),(11.0423899652 860),(10.9108358938 998),(9.64233262656 1139),(9.44513417573 1275),(9.82959858192 1409),(9.25754493118 1551),(10.2690140136 1689),(10.0263841936 1829),(7.31753408067 1967),(6.78176151322 2101),(7.84289582575 2238),(7.37600908599 2380),(9.67537387741 2514),(8.22233638289 2656),(7.12708112654 2796),(8.78187618157 2927),(6.11147641394 3057),(7.92220506011 3199),
Point0,H2,,,(4.0128876088 345),(3.57074923271 485),,(4.09849452987 748),,,(3.09485607722 1171),(2.81311790044 1303),,(2.97491273185 1595),,,,(0.462872045677 2166),,,(3.13891296364 2558),,(3.01096384998 2821),,,
Point0,H3,,,(4.10821470261 352),(3.94792585964 497),,(4.29813781307 761),,,(3.37526178987 1181),(3.06041828546 1314),,(3.08979744568 1605),,,,(0.492382680408 2172),,,(3.50538136637 2571),,(3.11554049476 2828),,,
Point0,H4,(2.83292998029 61),,(1.88627953849 393),(2.27482032608 523),(4.43522755675 616),(1.42944076593 792),(1.13593432955 941),(1.26755108455 1083),(1.84406967596 1205),(0.926889467512 1354),,(0.869142513313 1628),(4.6043533386 1718),(4.29546454636 1864),(2.78710674286 1997),(0.0947633360571 2191),(0.224174494909 2315),(2.03588845266 2459),(0.658104412546 2608),(2.67630901553 2696),,(1.07799006379 3006),,
Point0,H5,(4.36704564442 87),,(2.16280072108 404),(2.34928433368 530),(4.53783886611 623),(1.715434545 804),(1.32508601439 950),(1.77819456763 1095),(1.90824590119 1212),(1.12976734159 1365),,(1.58695597395 1641),(5.44103645974 1735),(4.46760232696 1874),(3.02156018835 2010),(0.147193184281 2199),(0.924803724386 2330),(2.37089826317 2470),(0.710345304825 2615),(3.11242946368 2709),,(1.12750626182 3013),,
Point0,H6,(-1.7763568394e-15 135),(-2.6645352591e-15 280),(0.0 423),(5.3290705182e-15 553),(-0.00203663592203 689),(3.5527136788e-15 824),(-4.4408920985e-15 966),(0.0 1111),(7.54951656745e-15 1241),(3.5527136788e-15 1381),(6.66133814775e-15 1510),(4.4408920985e-15 1657),(6.2172489379e-15 1798),(-0.00993935257468 1936),(2.6645352591e-15 2070),(3.10862446895e-15 2208),(1.7763568394e-15 2345),(-8.881784197e-16 2488),(-0.000871586531407 2629),(2.6645352591e-15 2758),(2.22044604925e-15 2895),(-0.00254556369394 3031),(-0.0899619173341 3174),
Point1,H1,(14.10655293 33),(16.408781794 172),(15.0062618401 317),(15.5780103066 455),(16.6708217235 588),(16.5611077832 721),(15.8977350136 861),(15.9983783873 999),(15.1051733048 1140),(15.0956143336 1278),(15.2645972236 1412),(14.5935295648 1552),(14.9628341614 1690),(15.3151864409 1831),(12.3397301227 1969),(12.4056461241 2104),(13.8398684218 2241),(12.4215689076 2380),(14.0116833974 2517),(13.0125453453 2658),(11.996869858 2797),(13.3958069456 2929),(11.4655679793 3060),(12.1525772858 3202),
Point1,H2,(3.32765302561 64),(6.87826340682 205),(5.58895811195 347),(5.36596293365 488),(6.00225941438 620),(5.45844495132 751),(5.60566635125 898),(6.67296980476 1035),(4.63099742454 1178),(4.50681895102 1305),,,(6.6806096966 1724),,(3.8682700528 2000),,,(5.26290147019 2416),(4.57073078779 2563),(3.99688373199 2702),(3.67218796376 2825),,,
Point1,H3,(4.64679759442 86),(6.92773432523 210),(6.02075547752 358),(5.66000598928 497),(6.17181111678 628),(5.69655548817 765),(5.60681042908 900),(6.85498194802 1044),(4.70829075946 1184),(4.94280504393 1315),,,(7.35227473139 1737),,(4.16757895734 2015),,,(5.28932581123 2421),(4.60497697503 2568),(4.07408608983 2709),(3.90403850124 2833),,,
Point1,H4,(2.13183601767 111),(2.45858335652 255),(2.26986226141 397),(2.34032670917 525),(0.299211128002 675),(1.32693026926 797),(1.37854122666 941),(1.83097848015 1086),(2.13625521613 1212),(1.06779927542 1358),(2.33206477095 1488),(1.2343465838 1629),(3.35707734615 1773),(5.56117864328 1866),(1.48431659062 2045),,(1.35336691552 2317),(2.91254815834 2463),(1.11212260477 2609),(1.15355964982 2737),,(1.29983913116 3008),,
