Cycle,0.659658061594
Average Width,7.01102500694
Width,,8.87319771829,8.79359944722,7.71677121101,6.16186962281,6.967641357,6.68961748988,7.22375245529,6.51222163885,5.84426798103,6.78816064348,6.66472392871,6.58381363779,7.21879441642,6.42947142875,6.57929785252,7.29640575452,7.49748005043,7.00019636049,6.72487682683,6.87381786587,6.16525281307,7.37848035559,7.7987861067,8.97695295663
Point1,H5,(2.23837362614 119),(2.62320367272 263),(2.57529532411 407),(2.71555740743 536),(0.315824349088 680),(1.80591699997 809),(1.94172652232 953),(2.32445421955 1097),(2.25446065465 1220),(1.39932460037 1369),(2.33816559872 1491),(2.99175033606 1644),(3.39788619403 1778),(5.96136761238 1878),(1.89245748244 2057),,(2.12789619099 2330),(2.96814971825 2469),(1.26823443803 2617),(1.18064954954 2742),,(1.43536299249 3017),,
Point1,H6,(-1.7763568394e-15 138),(-3.5527136788e-15 283),(-8.881784197e-16 425),(8.881784197e-16 555),(4.4408920985e-15 690),(-0.00355291457442 826),(1.24344978758e-14 969),(-1.7763568394e-15 1113),(0.0 1245),(5.3290705182e-15 1383),(3.5527136788e-15 1516),(-4.4408920985e-15 1660),(0.0 1801),(0.0 1940),(6.2172489379e-15 2074),(8.881784197e-16 2208),(-0.00528153748106 2347),(2.6645352591e-15 2490),(4.4408920985e-15 2631),(8.881784197e-16 2763),(2.6645352591e-15 2895),(-0.00226784762196 3033),(4.88498130835e-15 3175),
Point2,H1,(16.2053967359 34),(17.5775609209 174),(15.6641094677 318),(16.025915505 456),(16.4075553514 590),(17.3214829678 722),(17.0975287067 862),(16.9252907307 999),(14.5289176243 1141),(15.036664589 1280),(15.5124918616 1412),(15.503596373 1552),(16.5233070822 1692),(15.5116181158 1832),(13.3092432033 1970),(14.7485454212 2104),(14.6039826167 2243),(13.5751457338 2380),(13.6897403314 2519),(15.3299103412 2659),(12.8280673218 2798),(13.1264321406 2930),(13.1273625449 3062),(13.3722177418 3204),(13.1366820491 3345),
Point2,H2,(4.92610616814 67),(7.57993952672 204),(6.42462679951 347),(5.90717607199 488),,,,,,(4.94459714832 1310),,,,,(4.22219711466 2002),,,(5.40059424301 2417),(5.52832973398 2560),(4.98013668782 2705),(3.46923038313 2827),,,,
Point2,H3,(5.83522849825 84),(8.05684995306 215),(7.04336016841 360),(6.38747701 499),,,,,,(4.95421815883 1313),,,,,(4.54738167056 2020),,,(5.4924881633 2425),(5.54283296753 2564),(5.02333417814 2711),(4.06411857259 2840),,,,
Point2,H4,(3.17142649687 113),(2.58198030324 253),(2.64045392005 401),(2.44692876103 529),(5.95046868626 622),(2.46560962028 799),(1.88922567567 944),(1.54956132625 1088),(5.01528277469 1182),(1.32070510843 1360),(2.2415403208 1486),(2.59789623018 1631),(2.42682451354 1775),(5.60123312411 1867),(2.03462006379 2047),(5.5608742579 2138),(2.29345398152 2324),(1.9433419124 2461),(1.80802477303 2603),(2.0603250082 2736),(0.619379768407 2871),(0.676864378402 3007),,,
Point2,H5,(3.17538750417 115),(3.1617254159 265),(2.69336218452 407),(2.50922416062 535),(6.19065142561 631),(3.06215558229 810),(2.2596537904 954),(2.14101367129 1099),(5.04130425996 1187),(1.53323621726 1369),(2.61219952279 1497),(2.91654146785 1640),(3.42785450728 1787),(5.90796218449 1877),(2.35905191875 2057),(6.16809967014 2150),(2.30059287123 2327),(2.6063654368 2474),(1.87334097718 2611),(2.3769486927 2746),(0.675311414101 2878),(1.24609933982 3019),,,
Point2,H6,(2.6645352591e-15 140),(-8.881784197e-16 285),(8.881784197e-16 426),(3.5527136788e-15 556),(-8.881784197e-16 692),(-4.4408920985e-15 829),(1.7763568394e-15 970),(6.2172489379e-15 1114),(1.7763568394e-15 1247),(-8.881784197e-16 1384),(1.06581410364e-14 1518),(1.24344978758e-14 1659),(1.06581410364e-14 1804),(-8.881784197e-16 1941),(1.7763568394e-15 2075),(6.2172489379e-15 2207),(-5.3290705182e-15 2347),(-1.7763568394e-15 2491),(-8.881784197e-16 2631),(-0.00449094436405 2766),(3.5527136788e-15 2895),(2.6645352591e-15 3033),(8.881784197e-16 3172),(-2.6645352591e-15 3302),
Point3,H1,(17.5675798888 36),(18.7712840088 175),(15.9461787415 319),(14.0629683198 458),(15.9413362379 592),(16.7273752958 724),(16.6082579682 865),(15.5224331981 1000),(12.788793347 1142),(15.1529415047 1281),(15.113036053 1414),(14.9465154909 1555),(16.0701234542 1694),(14.5653520949 1834),(13.2207794983 1972),(15.6665722515 2107),(16.0661816057 2244),(13.973491378 2382),(12.9505535864 2521),(14.8882948548 2660),(12.1363028457 2800),(13.6224322253 2931),(14.6685289225 3063),(14.7125478165 3205),(14.7879892488 3347),
Point3,H2,,(9.21066475316 206),,,,,,,(4.09446171749 1182),(4.92213401625 1312),,,,,(4.61818520342 2001),,,,,,(3.93638975192 2829),(5.55261296022 2961),,,
Point3,H3,,(9.22478875099 209),,,,,,,(4.18180167585 1190),(5.01951760257 1320),,,,,(5.34067012233 2020),,,,,,(4.54206860522 2842),(5.66405203654 2970),,,
Point3,H4,(7.12310883165 66),(3.52228978647 255),(7.63964379958 347),(5.90055158542 488),(6.27060551637 624),(2.85007302551 800),(1.84209257025 944),(0.949974889989 1089),(2.35422862082 1216),(1.42732795339 1361),(2.19359347687 1488),(2.65975250766 1633),(2.05708539252 1776),(5.51924267588 1867),(2.09599160452 2048),(6.89943441137 2140),,(1.55224930733 2464),(2.2796035838 2605),(5.34358798515 2704),(0.667013449911 2875),(0.884447117929 3007),,,
Point3,H5,(8.64911190769 85),(3.69979577267 263),(8.1192527084 358),(6.44593341131 500),(6.54731031803 633),(3.01684916555 808),(2.46475762252 956),(1.53866700309 1101),(2.38797422815 1221),(1.61234575277 1370),(2.53462952224 1499),(2.68438471233 1638),(3.1065063051 1789),(6.1685140682 1880),(2.59137427033 2059),(7.6938855507 2153),,(2.09975694847 2476),(2.28129524931 2608),(5.57485838656 2714),(0.681766899615 2879),(1.57894067876 3020),,,
Point3,H6,(-1.7763568394e-15 142),(-5.3290705182e-15 286),(8.881784197e-16 427),(1.06581410364e-14 557),(1.24344978758e-14 693),(6.2172489379e-15 830),(5.3290705182e-15 972),(3.5527136788e-15 1115),(1.7763568394e-15 1248),(-4.4408920985e-15 1386),(-1.7763568394e-15 1520),(-4.4408920985e-15 1660),(-1.06581410364e-14 1805),(-1.06581410364e-14 1943),(-8.881784197e-16 2076),(1.7763568394e-15 2209),(2.6645352591e-15 2349),(-4.4408920985e-15 2492),(-1.7763568394e-15 2633),(-0.00777182985111 2767),(-0.00157969582129 2896),(1.7763568394e-15 3035),(0.0 3173),(-4.4408920985e-15 3301),
