Cycle,0.812375801282
Average Width,0.0
Width,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Point0,H1,(21.7563672855 29),(22.4919342353 204),(23.4301195331 385),(23.466576108 559),(26.1268333153 721),(24.4363730373 892),(25.4092340013 1066),(25.9264034159 1227),(26.0243320018 1404),(32.4559823329 1603),(29.3540565591 1757),(29.9006692399 1930),(29.6313637327 2094),(27.7445172495 2266),(30.1817815936 2442),(31.9566928454 2619),(30.2033859807 2794),(31.0009964355 2968),(30.5617093217 3131),(29.2151532551 3306),(30.6834727138 3489),(28.1215201941 3662),(30.0395888341 3833),(29.2774918586 4010),(27.1935530099 4173),
Point0,H2,,(10.3543834055 252),,,(25.7960493449 730),(11.8302731212 940),,(23.3952332727 1241),,,(27.4853912119 1771),(12.5686425411 1981),(28.5304225868 2105),(12.2830177766 2317),,,,,,,,,(11.9506737217 3885),,
Point0,H3,,(10.5004880462 260),,,(25.7984165855 732),(12.159136661 948),,(24.1487942867 1250),,,(27.5287287344 1774),(12.8592456139 1988),(28.6737269997 2111),(12.5875307681 2324),,,,,,,,,(12.0665892153 3891),,
Point0,H4,,(4.16565966187 312),(2.98704997537 485),(1.85997596414 662),,(4.66284161159 996),,(2.81504952855 1350),,(4.66538442006 1703),,(3.31841084875 2039),(4.3208993038 2199),(3.71143157983 2373),(13.1978039566 2494),(14.9979792332 2665),,,,,(4.55303124337 3592),(3.25946744614 3767),(3.58303247192 3940),,
Point0,H5,,(4.2220805317 317),(3.75450168998 496),(2.54319268984 673),,(5.11955435302 1006),,(3.27254636207 1360),,(5.05314306434 1711),,(3.72923337521 2048),(4.3849424377 2204),(4.10066268002 2382),(13.2419060398 2498),(15.8145155449 2676),,,,,(4.59792954315 3597),(3.39719463484 3774),(4.3415522883 3952),,
Point0,H6,(3.01980662698e-14 162),(1.42108547152e-14 337),(8.881784197e-15 513),(3.5527136788e-15 688),(-0.00129836295029 858),(-1.7763568394e-14 1026),(5.3290705182e-15 1197),(0.0 1376),(-0.00914096375837 1551),(-3.5527136788e-15 1729),(-7.1054273576e-15 1895),(5.3290705182e-15 2064),(-8.881784197e-15 2227),(-1.06581410364e-14 2401),(-7.1054273576e-15 2578),(-7.1054273576e-15 2760),(8.881784197e-15 2929),(3.5527136788e-15 3100),(5.3290705182e-15 3266),(1.7763568394e-14 3440),(3.5527136788e-14 3617),(2.84217094304e-14 3794),(2.48689957516e-14 3970),(2.48689957516e-14 4144),
Point1,H1,(13.1976685735 48),(12.9298030573 204),(13.3033621952 385),(12.9168235538 559),(17.069259905 734),(14.7483013398 894),(15.2905555113 1066),(14.8871639187 1227),(15.8770083231 1403),(22.9391986166 1602),(16.8177358057 1757),(18.0595229535 1930),(18.531740082 2094),(16.5766979176 2264),(17.909465153 2443),(18.8543758781 2619),(17.9721904653 2793),(19.0713091163 2968),(19.0218429575 3130),(16.5661055372 3305),(20.0972284975 3490),(17.5174496622 3662),(17.5943973451 3832),(17.8490640441 4011),(16.0345708437 4173),
Point1,H2,(7.13954602502 78),,,,,,,(13.9522206836 1238),(14.5828169521 1415),,(16.1025393542 1768),(7.82347960065 1980),(18.1443305433 2103),,(7.86621567806 2492),,,,,,,,(7.01179143465 3884),,
Point1,H3,(7.17752072322 83),,,,,,,(14.831391868 1250),(15.0948961469 1425),,(16.2389536853 1774),(8.04982697437 1988),(18.3445882995 2111),,(7.99719828917 2499),,,,,,,,(7.09355043891 3890),,
Point1,H4,(2.3511890247 134),(6.39160766411 251),(1.80096443142 484),(1.33226762955e-14 659),,,(0.530037128593 1169),(1.735994558 1347),(9.09944460623 1450),,(2.59323329925 1859),(1.79908992172 2041),,,(2.6585364306 2549),(10.7898180185 2664),,,,(0.783929044858 3412),,,(1.76784772827 3937),,
Point1,H5,(2.37418816098 139),(6.61658109958 261),(2.52236217879 496),(1.17724359505 675),,,(0.898051989283 1183),(2.07328685342 1358),(9.43164039319 1459),,(2.5969001227 1862),(1.82200611684 2045),,,(2.83108722588 2557),(11.2981565982 2675),,,,(1.34600851886 3424),,,(2.55560220024 3951),,
Point1,H6,(9.7699626167e-15 161),(-1.59872115546e-14 336),(-4.4408920985e-15 513),(1.33226762955e-14 659),(-5.3290705182e-15 859),(-1.33226762955e-14 1026),(1.33226762955e-14 1196),(0.0 1375),(1.7763568394e-15 1550),(-5.3290705182e-15 1728),(-7.1054273576e-15 1896),(-1.06581410364e-14 2062),(-7.1054273576e-15 2227),(-4.4408920985e-15 2400),(-5.3290705182e-15 2578),(-1.95399252334e-14 2759),(-1.06581410364e-14 2928),(-1.06581410364e-14 3099),(-7.1054273576e-15 3265),(-4.4408920985e-15 3438),(1.7763568394e-15 3616),(-0.00364671510318 3794),(1.33226762955e-14 3969),(7.1054273576e-15 4142),
Point2,H1,(10.4257021304 50),(4.08784156794 191),(7.1515106324 390),(6.15818918055 558),(13.5160945407 736),(9.85917788602 911),(7.45822184615 1072),(7.25749083076 1249),(9.32191463743 1409),(17.2518522643 1602),(8.85341493627 1756),(9.88703190029 1930),(11.6906859139 2113),(9.73363245575 2290),(8.73006282771 2443),(10.855680432 2622),(10.985479996 2817),(11.9287704334 2970),(10.6046305883 3131),(8.22275370889 3307),(14.1354921733 3490),(8.44740437945 3656),(8.45576262858 3830),(11.0101507859 4018),(7.74581194926 4174),
Point2,H2,(8.3680815996 71),(4.10782519111e-15 244),,(2.06884150703 589),(1.46610306896 797),,(-0.00417655487351 1172),,,(7.84923136086 1650),(8.43524650431 1766),(3.97360603278 1982),(5.44644105911 2150),(5.01986044972 2315),,(8.77302713436 2661),(7.0779275447 2841),(5.58446825989 3021),,(2.66932993348 3359),,,(0.69096455085 3911),,,
Point2,H3,(8.76270453097 84),(1.39607597795 267),,(3.89405853919 613),(1.47300609003 801),,(0.209994657523 1185),,,(8.25917100064 1663),(8.57429665169 1774),(4.06330292046 1990),(5.51080487047 2162),(5.1961506405 2323),,(9.13234950401 2673),(7.27909192587 2850),(5.59029751628 3024),,(2.69049644272 3363),,,(1.01874073042 3924),,,
Point2,H4,,(1.0658586304 283),(1.15851251466 474),,(1.27463703897 816),(1.89275073413 967),(0.0276587722614 1195),(0.547527097066 1331),,,(1.46870698374 1828),(0.238046053412 2042),(-2.6645352591e-15 2225),(0.890837872152 2373),,(-8.881784197e-15 2762),(1.82787259991 2900),,,(1.06581410364e-14 3409),,(-0.0202056709888 3735),(0.715055013943 3937),,,
Point2,H5,,(1.09527654574 292),(2.30750407213 494),,(1.50605349684 831),(3.33987838798 998),(6.73105827515 1229),(1.01955381294 1350),,,(1.84635024645 1843),(0.297154894593 2048),(8.24163055135 2262),(1.13749048361 2383),,(10.0640164012 2796),(1.95239970326 2908),,,(1.11220527609 3427),,(0.881326510166 3754),(1.35933279626 3952),,,
