Cycle,0.8405
Average Width,0.0
Width,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Point0,H1,(40.8161135611 48),(35.8711107893 225),(37.0668094652 415),(38.544898279 588),(37.9010931165 780),(39.1765429699 956),(37.0043799048 1133),(36.9337444767 1323),(38.1018467979 1521),(39.0270392746 1694),(37.4012859129 1867),(36.1174887227 2064),(35.7200560416 2235),(38.5949633163 2431),(38.0271454409 2609),(36.9892351016 2780),
Point0,H2,,,,(16.3988141972 639),(14.9087823328 828),,(35.9715331004 1143),,,,,,,,,
Point0,H3,,,,(16.4991326386 644),(14.9845938396 833),,(37.0042600224 1153),,,,,,,,,
Point0,H4,(4.57026877491 150),(-0.0125561282289 353),(9.44947037889 493),(1.95608840835 709),(3.20739182723 888),,,,(3.22054525001 1625),,,(3.42533906721 2166),(3.05274920393 2360),(4.56430012395 2534),,
Point0,H5,(5.45337086989 161),(36.5839444137 401),(9.54254446066 499),(3.08332387453 721),(3.25218129193 893),,,,(3.28333088708 1630),,,(3.44498009031 2170),(3.19237876836 2367),(5.05688119739 2543),,
Point0,H6,(-1.06581410364e-14 178),(-0.0125561282289 353),(-1.06581410364e-14 545),(-0.00653181373147 737),(3.5527136788e-15 912),(-0.00520671070561 1098),(-1.42108547152e-14 1281),(-2.84217094304e-14 1470),(-1.24344978758e-14 1647),(3.5527136788e-15 1825),(-1.7763568394e-15 2015),(-3.5527136788e-15 2193),(-1.06581410364e-14 2383),(0.0 2561),(3.5527136788e-15 2741),
Point1,H1,(28.0022238167 49),(23.9684515829 230),(24.6127635797 400),(23.8136319165 602),(24.9919040579 781),(24.8725756879 955),(23.7289778371 1152),(22.7404547744 1323),(23.8304057532 1520),(25.0505760728 1695),(21.9677378506 1866),(22.0339198608 2047),(20.423938515 2233),(23.2289913966 2432),(23.1803969745 2611),(21.6273376202 2780),
Point1,H2,,,(24.4914911115 407),(9.89120346185 636),(8.70987976606 825),(3.23610023406 1051),,,,,,(21.5467852154 2056),(1.27285328022 2315),(4.06961449845 2509),,,
Point1,H3,,,(24.5871025132 413),(10.5405573422 646),(9.00948393843 835),(3.37590165476 1060),,,,,,(21.7774233107 2063),(1.45266272002 2325),(4.10257892311 2515),,,
Point1,H4,(2.55024654839 150),(-1.42108547152e-14 322),(5.60795001179 490),(3.5527136788e-15 703),,(-0.00899121265393 1098),,,,,(-2.6645352591e-15 1964),(-0.00521937716656 2157),(0.50928870168 2355),(3.0818256807 2533),(1.52263320087 2710),,
Point1,H5,(3.93695127939 162),(0.997128782192 339),(6.23064508228 501),(3.05402305075 724),,(22.8453555574 1136),,,,,(2.87067357377 2002),(0.781519667238 2175),(1.14716052614 2370),(3.51093875236 2544),(1.605416749 2717),,
Point1,H6,(-1.24344978758e-14 178),(-1.42108547152e-14 322),(-0.000706984361557 546),(3.5527136788e-15 703),(1.42108547152e-14 910),(-0.00899121265393 1098),(-6.2172489379e-15 1275),(5.3290705182e-15 1471),(-0.006206008034 1645),(-3.5527136788e-15 1824),(-2.6645352591e-15 1964),(-5.3290705182e-15 2017),(-0.0165326501126 2192),(-5.3290705182e-15 2383),(-1.7763568394e-15 2561),(-0.0126130355758 2740),
Point2,H1,(28.5569756408 77),(32.4521432672 154),(36.5315442254 321),(21.0922901092 414),(25.9140045191 512),(29.9926679008 697),(35.892419215 880),(30.7948152799 1064),(28.0083847369 1246),(32.2071259486 1435),(30.3990746697 1621),(26.6997724076 1799),(31.2289298976 1976),(31.1824628973 2157),(33.9012197829 2345),(36.3787640792 2532),(32.9948231094 2707),(33.3851528672 2891),
Point2,H2,,,,,,,,,(-3.5527136788e-15 1279),(-1.95399252334e-14 1473),,(-1.7763568394e-15 1829),(-0.00475829363727 2017),(0.826877746365 2195),(-3.5527136788e-15 2386),,,
Point2,H3,,,,,,,,,(3.8365742301 1294),(13.801820687 1524),,(0.621367926634 1839),(16.5444760241 2065),(1.30239428777 2203),(16.4967598218 2432),,,
Point2,H4,(25.2290706312 103),(1.7763568394e-14 192),,(19.3365653179 428),,(-0.0286041341297 734),(-0.00666089337874 924),(-1.06581410364e-14 1104),(2.93760473417 1304),(13.7061462943 1532),,(0.517037252687 1845),(16.0052420706 2074),(-3.5527136788e-15 2215),(16.0795230458 2441),(1.06581410364e-14 2563),,
Point2,H5,(28.3942567119 123),(25.0194359697 242),,(20.8558668268 442),,(25.6072319275 819),(26.6957104406 1033),(12.3759986327 1149),(11.616780206 1331),(26.401626499 1598),,(23.513069625 1946),(18.7563547918 2093),(21.0412555771 2286),(32.8271718205 2511),(13.1538006149 2606),,
Point2,H6,(1.7763568394e-14 192),(-0.0121179979616 368),(18.6614987796 459),(-1.95399252334e-14 568),(-0.0286041341297 734),(-0.00666089337874 924),(-1.06581410364e-14 1104),(-3.5527136788e-15 1279),(-1.95399252334e-14 1473),(-0.00289135548603 1651),(-1.7763568394e-15 1829),(-0.00475829363727 2017),(-3.5527136788e-15 2215),(-3.5527136788e-15 2386),(1.06581410364e-14 2563),(1.24344978758e-14 2747),(1.24344978758e-14 2930),
Point3,H1,(43.0334278366 153),(48.2701901625 324),(33.3266728765 511),(38.5626450692 698),(43.6736463935 882),(36.8236337807 1064),(34.7082771675 1247),(38.0674710585 1435),(35.8894974946 1621),(32.4824608616 1798),(36.6811741138 1976),(37.1488623868 2159),(39.2881660689 2344),(42.0019793314 2532),(37.8054317512 2707),(38.0329962437 2890),
Point3,H2,,(-4.97379915032e-14 368),,,(-7.1054273576e-15 925),,(-0.00742784206385 1279),(7.1054273576e-15 1473),,(4.61852778244e-14 1830),(-3.5527136788e-15 2017),(0.35247166096 2195),(-3.5527136788e-15 2385),(3.5527136788e-15 2563),,,
Point3,H3,,(28.3911353221 415),,,(30.7388485537 1009),,(4.12599052293 1293),(17.5160984723 1523),,(0.346504197122 1838),(20.9073753647 2066),(1.2258226528 2204),(21.2744373429 2434),(16.5337424568 2608),,,
Point3,H4,,(26.4722197083 427),,(7.1054273576e-15 735),(30.5850247991 1015),(-0.00328120611976 1105),(2.44679109084 1304),(17.3763270165 1531),,(0.285821938293 1843),(20.6506022983 2073),(-1.7763568394e-14 2215),(20.9948535171 2441),(15.6831199259 2619),,,
Point3,H5,,(29.1962910094 443),,(31.5296380787 822),(32.7948013717 1033),(15.903876336 1150),(15.2214725127 1333),(32.0287762128 1598),,(29.4106656902 1945),(24.2622376004 2094),(27.1542044912 2288),(38.1443997044 2511),(35.6935988618 2686),,,
Point3,H6,(7.1054273576e-15 193),(-4.97379915032e-14 368),(-0.00976518413949 568),(7.1054273576e-15 735),(-7.1054273576e-15 925),(-0.00328120611976 1105),(-0.00742784206385 1279),(7.1054273576e-15 1473),(3.5527136788e-14 1651),(4.61852778244e-14 1830),(-3.5527136788e-15 2017),(-1.7763568394e-14 2215),(-3.5527136788e-15 2385),(3.5527136788e-15 2563),(-0.00490998589336 2750),(-1.06581410364e-14 2930),
