Cycle,0.84775
Average Width,0.0
Width,,9.72822703671,0.0,0.0,0.0,0.0,0.0,18.1312630733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Point0,H1,(9.14968075961 161),(12.0077275882 355),(12.0814635447 545),(13.188285574 735),(12.7621505892 899),(12.0474316112 1105),(11.3805510423 1302),(15.021844741 1487),(15.7597307633 1672),(15.1229467069 1849),(16.0587004651 2031),(15.4582827046 2183),(14.298612228 2386),(14.3747528493 2554),(14.2441312482 2707),(15.4225552988 2847),
Point0,H2,(-0.00149679075902 203),(0.0 397),,,,,,(1.06581410364e-14 1528),,,,,,,,,
Point0,H3,(7.94215849773 247),(8.42648123028 471),,,,,,(8.89922525352 1569),,,,,,,,,
Point0,H4,(7.52813774509 270),(8.35365216583 480),(9.7699626167e-15 586),,,,,(8.88273786063 1573),,,,,(0.0 2422),,,,
Point0,H5,(9.45483084235 305),(10.3388239664 510),(6.82501460802 621),,,,,(13.9983892514 1632),,,,,(13.4093067334 2517),,,,
Point0,H6,(-0.0389967394574 2),(-0.00149679075902 203),(0.0 397),(9.7699626167e-15 586),(5.3290705182e-15 780),(-1.7763568394e-15 968),(-7.1054273576e-15 1148),(-1.06581410364e-14 1339),(1.06581410364e-14 1528),(8.881784197e-15 1711),(1.95399252334e-14 1886),(1.06581410364e-14 2065),(1.24344978758e-14 2248),(0.0 2422),(-7.1054273576e-15 2595),(-3.5527136788e-15 2765),
Point1,H1,(12.1903118497 37),(12.501587004 235),(12.4992579939 420),(12.3027534192 614),(13.3327711102 808),(13.3222042627 996),(15.1684938765 1182),(13.0484380383 1369),(12.2426747825 1560),(12.8077931918 1739),(12.5800439025 1915),(13.0648102158 2092),(12.9012024613 2273),(13.2351502469 2453),(14.2625224469 2622),(15.2436181212 2794),
Point1,H2,,,(6.18620955781 458),,(4.36095244942 855),(5.98484855931 1037),,(-0.0017746034004 1456),,(4.02434005464 1782),(3.9805754482 1956),(4.47150881515 2136),,,,,
Point1,H3,,,(6.34153636441 468),,(4.8698215651 873),(6.00779579404 1042),,(1.51509241277 1479),,(4.22817668861 1793),(4.10127778108 1966),(4.83110400991 2150),,,,,
Point1,H4,(1.62158887919 166),(2.20458922644 330),(1.16139677756 547),(0.94184072802 740),(2.68271713919 914),(1.78991454477 1101),,(1.26662456839 1490),(5.42792651349 1597),(1.14508241433 1841),(1.05370264359 2019),(0.889378430613 2212),(3.05553718251 2358),(4.29570139458 2490),(2.73550026443 2719),,
Point1,H5,(1.77738353132 174),(2.2470145618 338),(1.3394055879 557),(1.00340441738 748),(2.85752040343 925),(1.88567775908 1111),,(1.70312481604 1503),(5.45494541408 1602),(1.7109668884 1856),(1.06234699439 2024),(1.19614671459 2223),(3.38184622519 2370),(4.73899115531 2502),(2.73868663303 2723),,
Point1,H6,(-0.00434193556054 193),(3.5527136788e-15 380),(4.4408920985e-15 575),(2.6645352591e-15 768),(-8.881784197e-16 955),(3.5527136788e-15 1138),(-0.0160298540637 1331),(-0.0017746034004 1456),(2.6645352591e-15 1520),(-2.6645352591e-15 1700),(-1.7763568394e-15 1874),(2.6645352591e-15 2052),(6.2172489379e-15 2238),(4.4408920985e-15 2415),(7.1054273576e-15 2578),(8.881784197e-16 2756),
Point2,H1,(14.7962468208 39),(15.0238099818 234),(14.9035081495 422),(15.848874372 615),(17.1525709054 808),(16.4848663572 996),(18.0053824001 1181),(16.1822424507 1370),(14.8125814281 1559),(16.4393982679 1740),(15.6021080827 1915),(16.7901695149 2094),(16.5769902064 2276),(15.5367587253 2454),(17.2172068202 2622),(18.1525275596 2794),
Point2,H2,,(2.17311639843 326),(6.90860777914 460),(6.84279860799 659),,(7.2554899501 1036),,(5.01477897889 1416),(5.59272414555 1597),,,,(6.44461140802 2315),(5.38264795291 2490),,
Point2,H3,,(2.46416278113 338),(7.34760348566 475),(6.85610187981 663),,(7.32252084151 1043),,(5.08033101519 1423),(5.71770229187 1605),,,,(6.68609472847 2325),(5.977661106 2502),,
Point2,H4,,(0.549451926651 361),(4.32069992411 508),(1.56563478246 741),(5.48077059876 852),(2.34671717496 1107),,(1.45118757084 1477),,,(0.958914403806 2011),,(3.5149070462 2362),,,
Point2,H5,,(0.634488022897 368),(4.34938816239 514),(1.70155432786 750),(6.14876655433 867),(2.42076092271 1115),,(1.7919090864 1496),,,(1.1742412762 2024),,(3.63905931833 2372),,,
Point2,H6,(-0.00434249659089 193),(-0.00568368828993 381),(-8.881784197e-16 574),(-1.7763568394e-15 769),(-2.6645352591e-15 957),(-1.15463194561e-14 1140),(-0.00209251017606 1331),(-1.06581410364e-14 1519),(8.881784197e-16 1701),(-4.4408920985e-15 1874),(7.1054273576e-15 2056),(8.881784197e-15 2237),(-8.881784197e-16 2415),(1.7763568394e-15 2578),(-8.881784197e-16 2756),
Point3,H1,(15.2437732941 39),(18.0854163389 232),(17.5954116612 420),(18.6107553798 614),(20.4912500865 807),(19.3918393896 996),(20.6022417227 1180),(18.2883284816 1369),(19.0015749229 1556),(21.0012279836 1739),(20.253427799 1913),(21.3931626654 2092),(20.8275960313 2274),(19.0274112274 2453),(21.5009642061 2620),(22.4004843737 2794),
Point3,H2,,(2.27061542424 325),(8.32987730341 459),(8.55993878106 650),(6.78113598789 853),(8.58776330214 1034),(7.30649284708 1220),,(7.70582663574 1598),,,,(7.93000564829 2313),(7.22589336335 2489),,
Point3,H3,,(2.61669104355 337),(8.44918314429 467),(8.97600422044 662),(7.14983963517 865),(8.86472447671 1043),(7.54438885101 1232),,(7.782043694 1606),,,,(8.69742565994 2325),(7.84327167629 2500),,
Point3,H4,,(0.502696645479 359),,,,,,(2.14716770539 1466),,,(2.04806023319 2015),,,,,
Point3,H5,,(0.72317974701 368),,,,,,(2.22266439592 1478),,,(2.06584178432 2021),,,,,
Point3,H6,(-6.2172489379e-15 192),(-0.00385858867493 380),(1.7763568394e-15 574),(-9.7699626167e-15 766),(-7.1054273576e-15 957),(9.7699626167e-15 1139),(5.3290705182e-15 1329),(-1.15463194561e-14 1517),(-9.7699626167e-15 1699),(-0.00215733395001 1874),(-8.881784197e-16 2055),(5.3290705182e-15 2236),(-6.2172489379e-15 2413),(0.0 2579),(3.5527136788e-15 2754),
