Cycle,0.948782443456
Average Width,3.79810763748
Width,,6.42819777495,4.39345172211,4.76148412261,3.91248686032,4.08389118417,3.77471240967,3.85347113396,3.73320238142,3.75194463594,3.69009976219,3.91676788733,3.91043322723,4.23919378957,4.09378790433,3.95335084917,4.13117166368,3.9007906622,3.88255592394,3.97662425396,3.94727320606,3.85766571755,3.89607842156,3.83982981951,4.07627260922,3.72441687424,4.07062621109,3.91019826958,3.98526266025,4.00198418761,4.23799748275
Point0,H1,(10.8221404045 38),(12.6041689124 235),(11.2066944682 429),(8.43865716699 621),(9.43751563801 813),(7.60245839319 1029),(7.88498912179 1214),(8.35673365712 1403),(7.92009288251 1594),(7.77488951464 1788),(8.04036114083 1996),(6.0401224795 2208),(6.40340662089 2394),(7.37930218746 2589),(4.88569218897 2804),(6.99313374256 2987),(5.9067968035 3187),(5.9686950708 3396),(6.24157541559 3600),(6.23517121172 3770),(7.2996961743 3965),(7.10500448243 4180),(7.04135146561 4363),(7.56799410576 4576),(8.17314701163 4789),(7.92577734309 4967),(7.63974670116 5189),(8.58998395316 5372),(8.18231915933 5582),(8.73684095671 5772),(6.81728964541 5985),
Point0,H2,,,(3.21356793502 503),,,(3.84628773567 1093),(6.15375338602 1259),(5.95418733817 1447),(7.19074687713 1610),(7.47289835629 1800),,,(3.94852843638 2439),,,,(2.10817348389 3268),,,,(6.97145978548 3976),,,,,,(6.24908151938 5215),(8.07842938444 5386),(3.21657330819 5650),,,
Point0,H3,,,(3.67953743975 517),,,(4.34103332292 1107),(6.18327315048 1266),(6.0283314157 1454),(7.23321905278 1617),(7.72423915014 1812),,,(4.14077280257 2452),,,,(2.76664731045 3285),,,,(7.09613710244 3985),,,,,,(6.65708540857 5233),(8.15268626864 5394),(3.67176362903 5664),,,
Point0,H4,,,(0.0529837550803 569),(2.62998197036 709),(-6.2172489379e-15 971),(2.41864397826 1136),,(3.85675683177 1484),(5.24850435356 1653),,(1.82178661989 2100),,(2.11274188648 2518),(-6.2172489379e-15 2742),,,(0.0 3343),,,,(5.57698541363 4007),,,,,,(3.35312070905 5270),(1.50502413955 5509),(2.22044604925e-15 5698),,,
Point0,H5,,,(0.114065008202 577),(2.8830638674 722),(7.18722729915 1004),(2.66310794118 1148),,(3.90454202555 1492),(5.26525918516 1662),,(1.92120232022 2111),,(2.11609683207 2521),(4.39378630499 2778),,,(5.77048051342 3371),,,,(5.76423523956 4018),,,,,,(3.49379968989 5280),(2.00878438759 5521),(0.787338839193 5717),,,
Point0,H6,(1.7763568394e-15 194),(7.1054273576e-15 394),(1.06581410364e-14 586),(-1.7763568394e-15 771),(-6.2172489379e-15 971),(7.1054273576e-15 1170),(-8.881784197e-16 1363),(3.5527136788e-15 1557),(-6.2172489379e-15 1752),(-1.06581410364e-14 1954),(-0.00341399373564 2157),(-5.77315972805e-15 2358),(-1.33226762955e-15 2553),(-6.2172489379e-15 2742),(-0.00331675763383 2921),(3.10862446895e-15 3140),(0.0 3343),(-5.3290705182e-15 3537),(-0.000276970659028 3741),(-3.99680288865e-15 3937),(3.5527136788e-15 4127),(-0.00183557378129 4328),(-0.00287715519978 4529),(-4.4408920985e-15 4732),(-0.00241316857951 4930),(4.4408920985e-15 5135),(1.15463194561e-14 5333),(9.7699626167e-15 5538),(2.22044604925e-15 5698),(-0.00775462300619 5935),(2.22044604925e-15 6065),(2.22044604925e-15 6129),
Point1,H1,(25.4487639212 40),(26.0169480157 234),(23.5432226471 428),(22.2361593766 620),(22.0549317684 811),(20.8088693582 1006),(21.3074993615 1210),(21.5933183335 1402),(20.7783554524 1595),(20.6394612833 1788),(23.0133938784 1994),(20.6839244018 2189),(20.8908978319 2394),(21.0159340278 2586),(21.5168484596 2790),(20.6904281012 2986),(21.1976294942 3177),(22.4869442545 3372),(21.8130246105 3578),(20.6793519815 3770),(21.5894003094 3965),(23.0367266835 4169),(21.9225866126 4362),(21.3996825334 4570),(21.6566944314 4764),(21.2561693863 4969),(20.1189239535 5164),(22.1103412182 5370),(20.6617253917 5573),(21.5172763021 5772),(23.0397859681 5975),(21.3670343854 6166),
Point1,H2,,,,,,(10.2616751884 1053),,,(8.92273899982 1646),,,(4.07037163011 2294),,,,,,,,(9.7142508062 3816),,,(9.61082091578 4413),,(10.9487602573 4811),,(18.9228968801 5178),(11.5162650635 5419),,,,
Point1,H3,,,,,,(10.3563842016 1059),,,(8.9246639591 1648),,,(4.11681680514 2301),,,,,,,,(10.3192505282 3827),,,(9.76657194775 4420),,(11.1927317098 4819),,(18.9495052847 5181),(11.6376583446 5426),,,,
Point1,H4,(2.30444504875 165),,,,,(3.07361132733 1140),(2.92189600423 1333),(4.98055231603 1497),,(3.3911552755 1922),,(2.10723010818 2325),(1.5776140819 2516),,(1.87310968785 2915),(1.56470646903 3110),,(2.95566596367 3508),,(2.8229926528 3907),,,(1.98614359037 4499),(1.94681901051 4710),(2.96336782776 4900),(1.81262754447 5109),,(3.37092107576 5506),(1.02675699404 5702),(1.93027976504 5907),,
