Cycle,0.838571428571
Average Width,0
Width,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point0,H1,(8.00392001669 52),(7.84942007692 226),(7.58836154436 403),(7.29527938404 573),(7.73816877686 742),(8.017751008 917),(6.33097444066 1095),(7.19214319066 1277),(5.77985440391 1455),(8.78315928655 1619),(8.03728890341 1796),(6.89118444806 1988),(9.32985332039 2157),(7.11265696945 2325),(10.0643568734 2502),(8.54685655904 2676),(7.46886475246 2857),(7.43777066999 3045),(7.36970829001 3208),(8.20852466582 3376),(9.20495726057 3575),(7.15363889783 3748),
Point0,H2,,(2.93421762284 273),(3.57454568737 446),,,,(2.66523377247 1136),,,,,(2.78704162097 2022),,(4.68743343616 2366),(5.5774336293 2539),(3.88212370558 2719),,,,,,,
Point0,H3,,(3.06184814798 281),(3.73094109492 456),,,,(3.24294597349 1157),,,,,(2.85825978258 2033),,(4.71500706506 2373),(5.81760903185 2551),(4.32743253407 2731),,,,,,,
Point0,H4,,(0.308041395541 332),(1.72236958744 484),(0.663912968848 658),(2.15643731564 819),,(0.905275456761 1211),(0.226687804738 1386),,(0.902916263515 1724),,(-4.88498130835e-15 2091),,(0.642937907342 2435),(3.50036207242 2579),(3.00520448578 2751),,(2.66894454907 3105),(0.814631367688 3303),(8.881784197e-16 3521),(8.881784197e-16 3698),,
Point0,H5,,(0.686047707508 345),(1.85773906309 495),(1.03910401615 673),(2.16756770613 824),,(0.984802567962 1220),(0.371593320136 1399),,(0.952524552931 1732),,(0.304401295568 2107),,(0.643400105289 2437),(3.52612959292 2585),(3.11449625645 2760),,(2.78061477246 3115),(0.911437767371 3314),(9.12085415164 3558),(7.1038611183 3735),,
Point0,H6,(-0.0162962179262 2),(-6.66133814775e-15 182),(-3.5527136788e-15 361),(-3.99680288865e-15 534),(-0.000361286191761 702),(-0.00239647889991 873),(3.10862446895e-15 1034),(3.10862446895e-15 1239),(8.881784197e-16 1413),(-0.00441379791168 1572),(-5.3290705182e-15 1752),(-1.06581410364e-14 1922),(-4.88498130835e-15 2091),(-0.00406253688337 2270),(0.0 2455),(2.6645352591e-15 2635),(-0.0013936445843 2811),(0.0 3000),(-8.881784197e-16 3166),(2.22044604925e-15 3339),(8.881784197e-16 3521),(8.881784197e-16 3698),
