Cycle,0.882685414517
Average Width,0
Width,,10.0351587025,8.05631840272,0.0,7.79615583626,10.0095932794,0.0,0.0,0,0.0,9.51194007246,23.2120206213,0.0,13.8815619076,0.0,0.0,0.0
Point0,H1,(2.97168271573 65),(5.45914728965 128),(21.8838926399 340),(3.99612238054 436),(9.47963781026 570),(19.9442360013 743),(18.4195624387 998),(15.1819804573 1214),(19.8589430418 1433),(5.5248480224 1557),(10.1224533622 1649),(19.2721419998 1866),(13.1247753769 2063),(20.3675776444 2238),(23.4734604129 2302),(20.6907016386 2522),(23.3127820358 2725),(5.6929346339 2851),(14.9133097249 2955),(26.9504400663 3137),
Point0,H2,,(-0.953728271407 161),,(1.96268917177 478),,(-0.0102437318602 823),,(-0.0193585939052 1251),(-0.267638838724 1491),,,(-0.0298633088394 1922),(11.8104076966 2078),,,,(-0.16455994393 2777),(-0.00482552399056 2889),,,
Point0,H3,,(-0.0455058731717 176),,(2.55876304731 492),,(13.2455162258 903),,(4.52199530527 1296),(0.13276073875 1504),,,(3.0512208146 1957),(12.2267919674 2087),,,,(-0.0449973819302 2784),(5.95856352812 2916),,,
Point0,H4,,,,,(-0.253464344295 602),(12.8434710928 916),,(4.00382247403 1306),,,,(2.87696364005 1967),(-4.08562073062e-14 2115),,(-0.0111753232503 2344),(-0.0160663984985 2576),(-0.283690620325 2794),,(-0.305664887126 2982),,
Point0,H5,,,,,(17.3159624789 683),(17.1566132052 960),,(18.4263396819 1411),,,,(10.3439682804 2015),(2.13331011742 2129),,(18.4277410794 2496),(10.7390729172 2642),(2.63564448861 2817),,(21.329756222 3079),,
Point0,H6,(-1.65883504958 14),(-0.47520699337 99),(-0.953728271407 161),(-0.0896956680745 391),(-0.0387676009618 519),(-0.253464344295 602),(-0.0102437318602 823),(-1.21415963772 1111),(-0.0193585939052 1251),(-0.267638838724 1491),(1.15463194561e-14 1598),(-1.41045427708 1685),(-0.0298633088394 1922),(-4.08562073062e-14 2115),(-0.0111753232503 2344),(-0.0160663984985 2576),(-0.283690620325 2794),(-0.00482552399056 2889),(-0.305664887126 2982),(-13.1066510865 3296),
Point1,H1,(8.08104994751 129),(24.746560589 343),(10.6743211092 571),(20.0958474422 740),(18.3180423463 998),(16.4900136767 1214),(15.4822054104 1433),(15.604047674 1569),(17.6702292772 1646),(15.0754592742 1867),(13.147098435 2063),(20.7221583003 2302),(18.4431555641 2521),(16.4005009446 2728),(16.7491789782 2953),(17.5684235419 3163),
Point1,H2,(-2.20323838342 161),(-0.0908264210824 391),,(-0.0216309942639 821),,,,(12.921522488 1598),,,,(-0.00485923493863 2342),(-0.00927745543853 2579),(-6.2172489379e-15 2770),(1.59872115546e-14 2983),,
Point1,H3,(-0.0321815372644 179),(2.79942759188 448),,(12.7233715769 903),,,,(14.2868905801 1615),,,,(10.0303674276 2423),(2.82044505759 2611),(13.2026513299 2870),(1.90941978352 3016),,
Point1,H4,,(1.58707315124 476),(-0.191095847414 602),(12.5185414247 912),,,,,,(-0.00699437270202 1920),,(10.0238977698 2426),(2.74764692281 2618),(10.5306209594 2892),,,
Point1,H5,,(1.74825597043 488),(17.9355248149 685),(17.0495886798 965),,,,,,(2.02906493123 1956),,(17.0010309641 2494),(5.35064619865 2641),(14.594482262 2914),,,
Point1,H6,(-1.52243823792 13),(-2.20323838342 161),(-0.0908264210824 391),(-0.0505885341155 520),(-0.191095847414 602),(-0.0216309942639 821),(-0.00822435108955 1034),(-0.0439596455842 1110),(-2.30926389122e-14 1250),(-0.00986009617194 1478),(-0.0064031686922 1709),(-0.00699437270202 1920),(-8.881784197e-15 2115),(-0.00485923493863 2342),(-0.00927745543853 2579),(-6.2172489379e-15 2770),(1.59872115546e-14 2983),(-1.7763568394e-14 3203),(-0.00469498788577 3261),
Point2,H1,(22.6547238229 133),(32.0102784488 351),(22.1597587176 574),(24.9710321674 752),(26.3983337841 1004),(23.2701651411 1220),(23.9759457922 1440),(22.2133928362 1573),(23.7230814548 1652),(18.981436554 1872),(19.0357905298 2093),(25.9080417225 2245),(28.6072160427 2308),(22.080799849 2527),(20.0885216474 2735),(22.364972013 2959),(23.0327136078 3169),(19.5787337093 3388),(13.219101793 3569),
Point2,H2,(-0.687333998113 170),(1.7763568394e-14 394),,(23.22683895 772),,,,(20.021697634 1600),,,,,,(1.95399252334e-14 2560),,(-1.59872115546e-14 2988),(-2.13162820728e-14 3208),,
Point2,H3,(1.04503992104 183),(13.9833341299 467),,(23.742354101 784),,,,(20.9434934082 1619),,,,,,(0.271637083644 2569),,(5.81553880722 3015),(4.50418422296 3228),,
Point2,H4,(-0.0292292558024 196),(13.4461094254 480),(5.3290705182e-15 608),(-1.42108547152e-14 825),,,,,,,,,(-0.01496548848 2346),(0.0121021102642 2581),,,(-1.42108547152e-14 3266),,
Point2,H5,(19.7665438336 298),(15.4895791084 502),(19.1868532861 688),(25.5814037592 970),,,,,,,,,(20.0407354806 2501),(5.06875326334 2649),,,(4.15228115601 3287),,
Point2,H6,(-0.687333998113 170),(1.7763568394e-14 394),(13.2163325548 528),(5.3290705182e-15 608),(-1.42108547152e-14 825),(-1.42108547152e-14 1037),(0.0 1254),(-0.0110645743015 1471),(8.881784197e-15 1690),(7.1054273576e-15 1905),(-0.0416314478644 2121),(-0.01496548848 2346),(1.95399252334e-14 2560),(-0.0209831185009 2774),(-1.59872115546e-14 2988),(-2.13162820728e-14 3208),(-1.42108547152e-14 3266),(-1.7763568394e-15 3418),
Point3,H1,(30.4476188684 133),(39.1261537921 352),(27.9514590589 576),(30.7402883933 750),(32.1256522834 1006),(28.4647364335 1221),(28.9986373737 1441),(26.7892977652 1575),(28.6169146543 1653),(22.9605956769 1873),(24.2035948341 2095),(30.9391313136 2245),(32.7346871558 2308),(25.6163663127 2528),(23.4056756852 2736),(25.8152864082 2960),(26.1636681827 3171),(24.3321640893 3390),
Point3,H2,(-0.0295861341201 169),(1.42108547152e-14 393),,(28.5926618399 771),,,,(24.2202096576 1601),,,,,(3.5527136788e-15 2345),(1.24344978758e-14 2560),,(-1.59872115546e-14 2988),,
Point3,H3,(4.1140574939 186),(16.8462343609 468),,(29.8257210273 786),,,,(25.6812755803 1620),,,,,(6.40173754952 2368),(2.00566321312 2592),,(8.223805902 3017),,
Point3,H4,,(16.5876061294 479),,(7.1054273576e-15 825),,,,,,,,,(6.24128740213 2374),(1.72098512779 2606),,,,
Point3,H5,,(18.8425661434 504),,(30.9739958989 972),,,,,,,,,(22.6010920297 2501),(6.32458993601 2651),,,,
