Cycle,0.718214285714
Average Width,4.47747860886
Width,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Point0,H1,(30.8221072648 32),(32.2793022662 193),(28.6592246378 352),(29.4536039179 495),(29.946889419 657),(27.9054866848 801),(26.4942802532 958),(26.3955420238 1103),(29.1183424199 1263),(25.7275930632 1408),(23.8001533663 1567),(24.8331150161 1711),(24.0186073622 1874),(23.9648273555 2015),(23.8912021168 2160),(25.8304197497 2323),(23.2505544708 2464),(23.3105046995 2626),(26.1290593664 2768),(26.0917539646 2911),(22.8646235814 3058),(24.3856880826 3217),
Point0,H2,(13.2581869969 80),(5.60500174859 281),,,,(26.9291088959 813),,(10.920366775 1153),,,,(2.73243708525 1800),,,(9.58086041848 2209),,(3.36183417779 2550),,,(9.45714666493 2960),,
Point0,H3,(13.2804757266 83),(5.92128873313 289),,,,(26.9501657328 816),,(10.94553133 1156),,,,(3.02403186999 1810),,,(9.58399326387 2211),,(3.80577063026 2562),,,(9.46990566668 2963),,
Point0,H4,(5.30189850504 119),(-1.24344978758e-14 308),,(4.39166153504 583),(4.24443349429 746),(4.42987741888 889),,(4.83501580064 1194),,(3.9669812327 1498),(3.79283287894 1643),(1.06581410364e-14 1827),,,(3.80214601803 2247),,(1.06581410364e-14 2580),(4.10301411087 2697),,(4.53951672311 3000),,
Point0,H5,(5.40112194068 126),(28.6319813713 340),,(4.88955373543 594),(4.32021336296 752),(4.44360078278 893),,(4.89854905832 1199),,(4.07151608536 1505),(3.81100979301 1647),(23.8897379395 1859),,,(4.46896951248 2259),,(22.8953405019 2611),(4.38286010369 2706),,(4.62931810593 3007),,
Point0,H6,(-1.42108547152e-14 150),(-1.24344978758e-14 308),(-1.7763568394e-15 457),(-0.000788111238418 612),(-8.881784197e-15 771),(-5.3290705182e-15 918),(0.0 1069),(5.3290705182e-15 1221),(1.42108547152e-14 1377),(1.7763568394e-15 1525),(1.42108547152e-14 1672),(1.06581410364e-14 1827),(-3.5527136788e-15 1975),(7.1054273576e-15 2128),(3.5527136788e-15 2277),(3.5527136788e-15 2432),(1.06581410364e-14 2580),(7.1054273576e-15 2726),(-5.3290705182e-15 2877),(-3.5527136788e-15 3028),(-0.000944466159476 3173),
Point1,H1,(13.953821183 34),(14.1100673666 195),(11.6575437184 340),(11.3802922829 497),(11.8608588074 661),(9.93158852087 801),(7.93313525334 961),(10.0218032402 1103),(8.80377397606 1270),(7.4364842771 1407),(7.2053509107 1574),(6.62610925176 1718),(7.27697701127 1879),(6.5197050646 2017),(6.49517594015 2163),(7.41782245742 2326),(6.03692759358 2464),(7.59744493304 2610),(9.71198090976 2769),(8.88166383869 2913),(7.31142765336 3061),(7.85352951333 3207),
Point1,H2,(6.79792797922 82),,(11.3816010376 349),(5.63267400332 545),,,,(4.22379447429 1150),(4.34067856136 1300),,,(0.754716543532 1798),,(1.57236795908 2062),(2.60765278172 2209),,,,,(2.9393452354 2960),,
Point1,H3,(6.80093382471 85),,(11.4431153117 355),(5.66013327809 550),,,,(4.57112756065 1161),(4.38890354076 1306),,,(0.872579573505 1811),,(1.78410201961 2073),(2.64221465722 2215),,,,,(3.03766696138 2968),,
Point1,H4,(2.77589644927 121),,(5.10336971708 386),(2.56927428724 589),,,,(2.55852680831 1192),,,(1.36403270988 1644),(1.33226762955e-15 1828),,(0.881518210599 2094),(0.956328044771 2244),(2.54865179546 2360),(0.591259645443 2552),,,(2.07093905479 2990),,
