Cycle,0.769593436807
Average Width,0.0
Width,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43330574852,5.3832218523
Point0,H1,(34.1109496911 33),(35.459414724 196),(34.1769153152 366),(33.3622127047 533),(31.5716059391 702),(34.0782983866 864),(35.6467676719 1033),(36.8522106801 1201),(35.3986787108 1372),(38.5647850399 1533),(41.1964054783 1697),(38.0289811492 1866),(39.9071370226 2030),(41.1879374618 2192),(41.009247786 2358),(41.0500502858 2529),(35.1709978266 2702),(37.7077801496 2869),(37.3030193468 3041),(38.1303378634 3213),(35.7868627117 3382),(36.2784778789 3549),(35.1471203467 3716),(35.142124824 3881),(39.9982677651 4044),(44.040254632 4207),(42.1211539105 4371),(40.428828284 4543),(35.4810141129 4708),(38.8510109625 4879),(39.4044057484 5052),(36.0364729376 5221),(38.7664136781 5391),(39.9964052194 5563),(38.4082953292 5741),(38.949557611 5916),(38.4721676353 6085),(39.6154293953 6258),(38.0033017559 6434),(39.2651564928 6607),(39.7610993289 6783),(38.6663602269 6958),
Point0,H2,,,,,,,,,,,,,,(4.5995280424 2242),,,,,,,,(2.78620442813 3631),,,,(11.6465274132 4260),,,,,(5.06035461581 5138),,(5.21674480529 5470),(2.68735625555 5646),(4.17023303928 5827),,(3.04143959924 6178),(2.45972834809 6349),,,,
Point0,H3,,,,,,,,,,,,,,(4.96458522722 2250),,,,,,,,(3.42434438972 3643),,,,(11.6791924622 4264),,,,,(5.08682197041 5142),,(5.3849040355 5478),(3.0014873211 5656),(4.18308167857 5830),,(3.26073880711 6186),(3.74465615759 6364),,,,
Point0,H4,(4.014996806 137),,(2.21298899424 471),,,(3.32775238253 970),(1.05920726886 1153),(3.58608642643 1304),(2.56883210089 1465),,(4.4603044016 1800),(4.37519013468 1963),(4.15026608349 2119),(-3.01980662698e-14 2276),(-0.000738615011784 2473),(1.50110802274 2630),(1.71292760396 2810),(0.596897202575 2990),(2.14861565499 3142),(1.39635468002 3321),,(2.18415492253 3658),(1.35934673673 3817),(3.36478699672 3978),(2.79146917839 4139),(2.13168625745 4315),(3.19736390048 4476),(1.67198507967 4650),(0.909315646325 4813),(0.907792426595 4982),(2.05270748718 5162),(0.961466187133 5324),(2.20334804179 5499),(1.12454378487 5674),(2.1692594601 5850),(3.14546199304 6024),(1.65256869792 6202),(1.58758242599 6380),(2.62079778098 6536),(0.176564635122 6714),,
Point0,H5,(4.90895550364 149),,(3.71672656459 486),,,(4.38134410064 982),(1.0711171436 1157),(5.19949753217 1318),(4.02761130409 1479),,(5.54697416117 1813),(5.18060036191 1974),(4.29739768138 2126),(7.76168290641 2312),(0.919834883143 2488),(1.77688933893 2640),(3.22898649713 2823),(0.782475921829 2998),(3.24100744806 3157),(3.45276917418 3336),,(3.59375301624 3671),(3.14006128627 3832),(4.38582169514 3990),(3.04382654452 4147),(3.08338932509 4327),(3.21297467984 4480),(3.11774412291 4663),(0.919334332284 4816),(2.96091636417 4999),(4.10082632113 5176),(1.05309061613 5332),(3.40402525833 5511),(2.46701943108 5688),(3.44349161396 5863),(4.35164769082 6038),(3.02941260862 6215),(2.50392643404 6391),(3.63528310361 6550),(1.97835660538 6729),,
Point0,H6,(2.84217094304e-14 166),(-1.7763568394e-14 325),(1.7763568394e-14 502),(-0.00573702973386 667),(-0.0102692407479 831),(-1.42108547152e-14 999),(-3.19744231092e-14 1169),(-3.01980662698e-14 1336),(-1.7763568394e-14 1496),(5.3290705182e-15 1666),(1.24344978758e-14 1831),(5.3290705182e-15 1992),(-4.08562073062e-14 2159),(-3.01980662698e-14 2276),(-0.000738615011784 2473),(-2.48689957516e-14 2662),(-1.59872115546e-14 2837),(-3.5527136788e-15 3008),(-5.3290705182e-15 3176),(7.1054273576e-15 3350),(1.7763568394e-15 3509),(2.48689957516e-14 3685),(3.5527136788e-15 3846),(2.48689957516e-14 4007),(1.59872115546e-14 4167),(1.24344978758e-14 4340),(-1.06581410364e-14 4505),(1.06581410364e-14 4677),(-1.59872115546e-14 4841),(-1.42108547152e-14 5015),(1.42108547152e-14 5190),(-3.5527136788e-15 5352),(-2.30926389122e-14 5527),(-2.30926389122e-14 5702),(-3.73034936274e-14 5879),(-3.01980662698e-14 6054),(-4.08562073062e-14 6229),(-3.19744231092e-14 6404),(-3.5527136788e-14 6570),(-1.24344978758e-14 6744),(-8.881784197e-15 6919),
Point1,H1,(32.1854718122 34),(33.9422274326 197),(34.1118127739 369),(31.9104455714 534),(32.9846963336 703),(36.3128446777 865),(38.1263101739 1034),(39.7211057789 1202),(38.9514436233 1373),(40.7327978522 1534),(39.9035216722 1698),(38.281084385 1868),(39.8487781662 2031),(33.2330603126 2192),(38.1617227031 2359),(35.6242926264 2530),(36.149239537 2703),(38.2498332792 2870),(38.7892270399 3041),(40.5679475443 3213),(37.7226032076 3382),(37.9052762963 3550),(37.853312181 3717),(35.8440664968 3882),(41.141743966 4045),(43.4737935442 4208),(42.67639551 4372),(42.2304992092 4544),(37.9196952246 4709),(42.4291662431 4880),(42.1250581538 5053),(39.5404230018 5221),(42.543676228 5392),(42.0435714123 5564),(40.5652318134 5741),(40.203061368 5917),(40.3948604678 6086),(41.0254120674 6259),(40.2340702335 6435),(44.4551778458 6608),(47.3750994454 6783),(45.5112867219 6959),
Point1,H2,,,,,,,,,,,,,,,,,,,,,,(2.6388085189 3632),(2.12541757726 3797),(4.87093011083 3955),,,,,,,(4.01730778971 5141),,(4.55713055922 5472),(2.60548200196 5646),,,(2.23119412791 6181),(1.55495324308 6351),,,,
Point1,H3,,,,,,,,,,,,,,,,,,,,,,(3.13816275775 3644),(2.15496668156 3801),(5.04390425784 3963),,,,,,,(4.0252145482 5144),,(4.81112428301 5480),(3.20572291472 5658),,,(2.28914404578 6186),(2.66033461017 6366),,,,
Point1,H4,(3.55150839292 137),(3.41093427165 299),(1.42636283081 474),(2.63692577474 635),(2.22924919988 795),(3.47698455363 969),,(2.89355733931 1306),(2.33192825366 1466),(0.935016597083 1646),(3.03193395269 1800),(4.27775990431 1963),(2.45672584152 2119),(-7.1054273576e-15 2275),,(1.55642794324 2634),(2.04600796709 2811),,(1.65212214832 3142),(2.11015593868 3322),,(2.1504995802 3658),(0.814169713389 3818),(3.61618957026 3979),(2.46774154193 4139),(1.96005962801 4316),(2.94689421796 4477),(0.784998972127 4650),(1.44438338559 4808),(0.393006297633 4985),(2.25573480692 5162),(1.03183014378 5325),(2.62764282148 5499),(1.57555934339 5675),(1.87615946055 5850),(2.43577466407 6025),(0.899471451697 6203),(1.24916668914 6380),(2.09242589183 6536),(0.722448236291 6714),,
