Cycle,0.769593436807
Average Width,0.0
Width,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43330574852,5.3832218523
Point1,H5,(4.1647884471 149),(3.51507763157 306),(2.56107934162 488),(2.90505491301 644),(2.25766489832 800),(4.49551813937 982),,(4.37106036362 1320),(3.94270503673 1480),(1.34205245708 1656),(4.69597016652 1815),(4.89072733995 1974),(2.81147901207 2130),(6.56801386197 2313),,(1.78266250363 2644),(3.38687280528 2824),,(3.26924728426 3159),(4.05944749288 3336),,(3.6005541433 3672),(3.09990385052 3833),(4.60256019148 3991),(2.68240916467 4147),(2.48066029558 4327),(2.95716734651 4480),(3.11812070699 4665),(1.58725265558 4817),(2.97717378092 5001),(4.58199744173 5176),(1.25049330912 5334),(3.97154329557 5512),(2.90439083776 5688),(3.38977940792 5864),(4.23595120945 6040),(2.75268568845 6217),(2.2889762509 6392),(3.64136573851 6551),(3.20385725778 6730),,
Point1,H6,(-3.5527136788e-14 166),(-7.1054273576e-15 328),(1.06581410364e-14 502),(-0.000575369662466 669),(-0.00294102335695 831),(-7.1054273576e-15 999),(3.5527136788e-15 1170),(-5.3290705182e-15 1337),(-2.13162820728e-14 1496),(-3.19744231092e-14 1667),(-5.3290705182e-15 1832),(0.0 1992),(-0.0086923696477 2159),(-7.1054273576e-15 2275),(-3.01980662698e-14 2494),(-1.95399252334e-14 2664),(-5.3290705182e-15 2838),(-2.48689957516e-14 3008),(-1.06581410364e-14 3177),(1.7763568394e-14 3351),(1.7763568394e-14 3509),(1.7763568394e-15 3686),(-5.3290705182e-15 3847),(-1.7763568394e-14 4008),(1.24344978758e-14 4167),(1.06581410364e-14 4340),(3.01980662698e-14 4505),(-7.1054273576e-15 4678),(-8.881784197e-15 4842),(0.0 5016),(-1.7763568394e-15 5191),(-1.42108547152e-14 5353),(-3.37507799486e-14 5528),(-3.37507799486e-14 5703),(-2.6645352591e-14 5880),(-2.30926389122e-14 6055),(-2.6645352591e-14 6229),(0.0 6405),(-5.3290705182e-15 6570),(-1.59872115546e-14 6745),(-1.7763568394e-14 6920),
Point2,H1,(5.12729889179 32),(7.94673850153 217),(10.4357512728 382),(8.89690004775 534),(10.6965956137 705),(11.9398550671 866),(12.5805921699 1034),(14.1258997302 1202),(13.1766317405 1375),(13.6185095004 1532),(13.1112397004 1698),(12.7361639757 1879),(12.1637941783 2036),(6.35676405038 2189),(16.4947990739 2379),(8.59670726454 2554),(13.6789661941 2706),(12.7800548789 2868),(14.615024276 3043),(14.7716940809 3216),(13.7069266 3380),(14.7161399722 3553),(14.5376395148 3716),(15.4202248977 3882),(15.2429332699 4039),(14.8656653261 4210),(14.5495026138 4372),(14.9310667887 4546),(15.1106299962 4708),(17.0041753809 4881),(15.8961074382 5051),(15.8784703754 5222),(16.5549036177 5394),(13.8529578834 5561),(15.6550388295 5736),(15.0761782033 5921),(14.3709622188 6086),(14.3821454687 6261),(15.3072639884 6435),(14.6850224456 6614),(20.4448589634 6787),(19.3272745324 6960),
Point2,H2,,,,,,,,(12.0385140902 1221),,,,,,,,,,(11.5060629795 2883),,(0.802985381175 3300),(4.79016683355 3426),,,(5.32795791206 3924),,,,(1.73412204662 4627),(5.92942661425 4755),,,,,,,,(1.49910503843 6180),,,,,,
Point2,H3,,,,,,,,(12.0465359836 1223),,,,,,,,,,(11.5479179614 2888),,(0.926428352355 3308),(4.9734443487 3434),,,(5.67303927972 3933),,,,(2.36142115116 4641),(6.05262463579 4761),,,,,,,,(1.53241528982 6186),,,,,,
Point2,H4,,(1.76374329019 287),(0.127176029611 471),,(1.15759241064 798),(1.77884435949 973),,(1.12212261215 1306),(1.03733063265 1464),(1.44835647388 1627),(0.686695334256 1805),(1.48475813557 1964),,,,(1.15463194561e-14 2610),(0.721081827297 2815),(0.617644764246 2970),(-0.00389592773404 3146),(-4.4408920985e-15 3323),(-5.3290705182e-15 3481),(0.923868039052 3642),(0.691695565555 3804),(1.7568012558 3978),(1.86099234121 4137),,(1.69990360948 4475),(2.00016306033 4652),(1.51045080269 4790),(1.75568731155 4983),(-8.881784197e-16 5137),(1.52583033427 5325),(1.7763568394e-14 5482),(0.365489010298 5654),(1.12474971884 5853),(0.755191853021 6012),(-1.7763568394e-15 6211),(0.500908871472 6363),(0.416098762094 6540),(1.82916187982 6691),(1.83130903932 6889),,
Point2,H5,,(2.03833270762 299),(0.648256584929 489),,(1.19518726544 804),(1.80023910101 978),,(1.78389626113 1321),(2.04836684361 1481),(1.47794283377 1633),(0.783866066744 1815),(2.10653766003 1977),,,,(1.36295752726 2633),(0.834869961523 2824),(1.07221858071 2985),(1.02927862217 3163),(1.78701023076 3339),(1.94555174292 3500),(0.991426260511 3650),(2.83742754874 3827),(3.07500814867 3993),(2.35133031001 4150),,(2.36107602895 4488),(2.31918191582 4663),(1.98176549177 4817),(2.23643012119 4998),(1.44443061722 5157),(1.57733249031 5331),(1.1005586594 5513),(1.95660204663 5689),(1.48089262211 5864),(1.37009162527 6040),(0.141919278368 6220),(1.11096544346 6382),(0.94168098942 6554),(2.52185210786 6706),(2.65531908671 6904),,
Point2,H6,(-0.0227122082734 2),(-8.881784197e-16 162),(-4.4408920985e-15 326),(1.06581410364e-14 502),(-1.7763568394e-15 666),(8.881784197e-16 828),(-0.000224633574317 999),(8.881784197e-15 1165),(1.95399252334e-14 1337),(1.7763568394e-15 1497),(1.06581410364e-14 1661),(-3.5527136788e-15 1830),(-2.6645352591e-15 1994),(-0.00402653794997 2155),(-0.00521433656264 2272),(-0.0329007343962 2493),(1.15463194561e-14 2610),(6.66133814775e-15 2664),(8.881784197e-16 2838),(-1.33226762955e-14 3005),(-0.00389592773404 3146),(-4.4408920985e-15 3323),(-5.3290705182e-15 3481),(-8.881784197e-16 3682),(6.2172489379e-15 3848),(1.24344978758e-14 4010),(2.6645352591e-15 4170),(6.2172489379e-15 4339),(1.50990331349e-14 4507),(0.0 4680),(0.0 4841),(5.3290705182e-15 5016),(-8.881784197e-16 5137),(-4.4408920985e-15 5189),(7.9936057773e-15 5353),(-0.0599871585628 5527),(7.1054273576e-15 5704),(-6.2172489379e-15 5880),(4.4408920985e-15 6055),(-1.7763568394e-15 6211),(-0.000246037264865 6404),(0.0 6569),(3.5527136788e-15 6744),(-0.0166502165901 6922),
Point3,H1,(11.9047259963 133),(11.6632149321 257),(10.5991975764 470),(9.44387062671 585),(8.7091703762 738),(9.01199996203 805),(10.0691507669 901),(10.3510206828 1066),(9.85802111338 1141),(12.8599957519 1241),(10.226388139 1456),(9.89125045487 1571),(10.1741264001 1636),(10.1005183216 1713),(10.1264641573 1899),(13.3937795335 2127),(10.0167987816 2203),(11.1111163716 2270),(12.8080441467 2380),(14.0346606074 2541),(10.0189495739 2777),(6.38035230856 2874),(6.96141552267 2984),(6.5117212498 3048),(12.3566528171 3258),(8.55718541801 3402),(8.67416517211 3492),(10.1360012612 3555),(4.94943765341 3720),(11.5126475353 3921),(10.6318749559 4072),(10.1662824984 4141),(11.7144931705 4221),(12.2411590731 4409),(10.0763019843 4561),(9.54630005632 4647),(11.2472030594 4782),(5.80810781784 4887),(12.7904931117 5080),(13.7615378328 5407),(9.60312642249 5578),(9.17789935917 5676),(12.8288054277 5770),(4.1653596815 5925),(5.32305468802 6026),(12.4485902636 6102),(7.18018846607 6270),(9.18924651372 6374),(10.1948175259 6452),(13.8880886345 6650),(6.94468848455 6789),
Point3,H2,,(11.0700157934 277),,,(7.98667560942 762),,(9.5042951311 920),(9.41364138426 1101),(-1.59872115546e-14 1170),,,(9.11487317461 1595),,(9.74552170319 1724),,,,,(9.94285129836 2407),(6.95543988915 2633),(9.29649996229 2793),,,(-0.00849512530611 3099),(9.98561026664 3304),(7.88813448244 3420),,,(4.30211422042e-15 3767),(9.23824721285 3958),,,,(11.0949836321 4449),(7.82426331487 4608),(-0.0097042888879 4675),(9.94970077144 4808),,,(12.9844708722 5432),(7.8147448329 5599),,(11.7437427164 5801),,,,(6.89413348276 6283),,,
Point3,H3,,(11.1440791343 289),,,(8.48619026722 777),,(9.97604933408 937),(9.44358416277 1108),(11.8400631164 1216),,,(9.68328854062 1611),,(9.96237177802 1735),,,,,(11.5212928733 2424),(7.6193356487 2644),(9.96988524624 2806),,,(5.19174784366 3157),(10.4963460872 3316),(8.43204939253 3437),,,(5.04590302264 3821),(9.59327597847 3973),,,,(11.1023011626 4453),(7.85053940741 4613),(10.668726886 4723),(10.2625884602 4818),,,(13.5964689766 5451),(8.18728871377 5614),,(11.7538843032 5806),,,,(7.06808020282 6295),,,
Point3,H4,,(-2.30926389122e-14 334),,,,,(9.30080528649 957),,,(2.6645352591e-15 1340),,,,(7.76954849179 1766),,,,,(5.58920263454 2453),(1.24344978758e-14 2669),,,,(-0.0514014905706 3180),(-0.00254453143336 3351),,,,(-0.0596890686045 3848),,,,,(10.4159154385 4471),,(10.6494274053 4728),,(-0.000198497233096 4940),,,,,(10.7521542478 5834),,,(7.9871070046 6184),(6.53245815167 6312),,,
Point3,H5,,(10.4142913853 437),,,,,(9.32420338279 962),,,(9.66151168654 1415),,,,(8.70108421324 1791),,,,,(7.46535031561 2470),(9.0349540359 2726),,,,(12.1257514282 3232),(8.2778073217 3385),,,,(11.2219352567 3891),,,,,(10.7633168181 4481),,(11.0283690643 4745),,(4.37272142181 4989),,,,,(11.0058584434 5848),,,(9.63016039065 6199),(7.83143749665 6341),,,
Point3,H6,(-0.0437498455372 1),(-0.00276849240723 164),(-2.30926389122e-14 334),(1.7763568394e-15 502),(-3.5527136788e-15 669),(-1.7763568394e-15 833),(-2.04281036531e-14 1003),(-1.59872115546e-14 1170),(2.6645352591e-15 1340),(-0.00451056369422 1501),(-0.0152562769594 1666),(-8.881784197e-15 1837),(-0.0222467339094 1996),(-3.5527136788e-15 2160),(-0.00147716519737 2328),(1.42108547152e-14 2495),(1.24344978758e-14 2669),(-0.0808626365398 2841),(-0.0236522957237 2930),(-1.95399252334e-14 3008),(-0.00849512530611 3099),(-0.0514014905706 3180),(-0.00254453143336 3351),(2.6645352591e-15 3519),(-0.0798849863801 3687),(4.30211422042e-15 3767),(-0.0596890686045 3848),(8.881784197e-16 4013),(8.881784197e-15 4175),(-1.24344978758e-14 4339),(7.1054273576e-15 4511),(-0.0097042888879 4675),(-0.0803260560351 4850),(-0.000198497233096 4940),(-0.133921257701 5017),(-0.153338153865 5193),(-0.0595651404813 5289),(-0.0542134268641 5357),(-0.0232451205596 5536),(-0.00939883348733 5708),(-0.059988161502 5886),(-1.95399252334e-14 5974),(-0.1898833318 6055),(-0.0249115445009 6230),(6.53245815167 6312),(2.6645352591e-15 6402),(-0.00523859196968 6575),(-0.0996558625206 6754),(-0.385389623179 6854),
Point4,H1,(14.1107603859 134),(12.3244494527 291),(12.7038937317 469),(10.3894323895 637),(11.0204754843 803),(12.6244339974 940),(11.8661880822 1139),(14.0131301591 1271),(13.6488066519 1462),(13.3488444042 1632),(12.250027732 1796),(12.8364091745 1959),(15.1720177274 2124),(12.9928991463 2204),(13.6221072112 2267),(16.1189762232 2425),(15.6091707936 2568),(12.2372361178 2806),(13.705952665 2977),(12.3399764634 3083),(13.2292895846 3145),(14.1282113729 3317),(13.6364571014 3482),(11.7478386932 3587),(11.8320921771 3651),(12.4448694746 3813),(12.9641865985 3930),(14.8533402295 4135),(14.2010557407 4283),(14.9843939994 4470),(12.2349512349 4572),(14.134560262 4646),(13.1834908893 4777),(13.7085660996 4982),(13.5427124201 5158),(14.0331243197 5313),(14.565443562 5455),(14.0604938536 5671),(13.7864679949 5785),(13.8187678406 5847),(13.8767865438 6021),(12.7536428833 6197),(14.3159241759 6372),(13.9750909192 6537),(15.1928941319 6655),
Point4,H2,,,,(-9.7699626167e-15 670),,,,(12.4357146706 1290),,,(3.5527136788e-15 1837),,,,,(7.89548024174 2455),,,,(11.5618083138 3099),(-3.5527136788e-15 3181),(1.42108547152e-14 3349),,(11.686755534 3596),(-5.3290705182e-15 3683),,(11.1810363597 3958),(7.1054273576e-15 4175),(13.6429638849 4297),,(12.0931291531 4586),(2.13162820728e-14 4675),,(-1.06581410364e-14 5022),,,,,(12.909372483 5804),(-0.00256730004572 5885),,
Point4,H3,,,,(9.97776199786 750),,,,(13.742555515 1305),,,(11.7496056458 1904),,,,,(8.48576142006 2467),,,,(12.0653835799 3114),(13.7025569931 3263),(12.6188379043 3412),,(11.7309499566 3605),(10.4380196782 3730),,(12.8877909593 3975),(12.543063393 4224),(14.0785574363 4307),,(12.1269216237 4596),(10.7378891026 4722),,(11.4300314977 5088),,,,,(13.2605270291 5817),(12.7198380126 5966),,
Point4,H4,(7.9936057773e-15 165),(8.881784197e-15 335),(-8.881784197e-15 503),(9.91029057993 761),,,(-1.7763568394e-15 1171),(-2.84217094304e-14 1341),(1.7763568394e-15 1502),,(11.691969992 1911),(-0.00339202849443 1996),,,(-0.00160263715994 2328),,,(-0.00790916207325 2838),(-1.42108547152e-14 3008),,(13.33129393 3275),(12.5412142877 3420),,,(10.1971310219 3741),,(-1.7763568394e-15 4013),(12.0752142872 4235),(8.881784197e-15 4339),,(12.1192446078 4603),(10.7126856398 4727),,(11.3694652527 5096),(-3.5527136788e-15 5188),(7.1054273576e-15 5359),,,,(12.693278242 5973),,
Point4,H5,(11.7185672994 255),(11.3032875141 428),(10.268327567 591),(10.4879672515 783),,,(13.9856315269 1245),(12.806706753 1429),(11.7806357395 1583),,(12.465293298 1930),(13.5024385628 2088),,,(14.0575220393 2388),,,(11.8889408816 2900),(11.3970918635 3059),,(13.8968273926 3289),(13.5324933263 3446),,,(10.5005785486 3755),,(13.4082100477 4078),(13.9419758678 4256),(14.3576212741 4436),,(12.1920695022 4615),(12.9157985151 4756),,(12.3972241618 5129),(13.3119218946 5266),(12.7037180308 5408),,,,(13.806938254 5995),,
Point4,H6,(-0.0592386006842 1),(7.9936057773e-15 165),(8.881784197e-15 335),(-8.881784197e-15 503),(-9.7699626167e-15 670),(6.2172489379e-15 833),(-8.881784197e-15 1003),(-1.7763568394e-15 1171),(-2.84217094304e-14 1341),(1.7763568394e-15 1502),(-1.24344978758e-14 1666),(3.5527136788e-15 1837),(-0.00339202849443 1996),(-1.06581410364e-14 2160),(-0.00160263715994 2328),(-0.0101354894303 2496),(-7.1054273576e-15 2671),(-0.00790916207325 2838),(-1.42108547152e-14 3008),(-3.5527136788e-15 3181),(1.42108547152e-14 3349),(-0.00288354607749 3520),(-5.3290705182e-15 3683),(-0.00117971062129 3849),(-1.7763568394e-15 4013),(7.1054273576e-15 4175),(8.881784197e-15 4339),(-3.5527136788e-15 4512),(2.13162820728e-14 4675),(1.24344978758e-14 4848),(-1.06581410364e-14 5022),(-3.5527136788e-15 5188),(7.1054273576e-15 5359),(1.06581410364e-14 5535),(1.24344978758e-14 5709),(-0.00256730004572 5885),(-1.42108547152e-14 6056),(-1.24344978758e-14 6228),(0.0 6402),(-1.7763568394e-15 6577),(7.1054273576e-15 6752),
