Cycle,0.828347222222
Average Width,0.0
Width,,0.0,0.0,0.0,0.0,0.0,11.8407677657,6.93146144091,11.8726484357,8.3110539295,8.24294403395,6.99516455706,7.54337334436,12.6805688104,16.6539161614,11.5035892646,12.030092647,14.0539191535,14.8598466329,10.3718962679
Point0,H1,(15.5437070147 49),(15.9772507049 223),(14.3297402798 397),(13.2964222272 575),(13.1409817607 759),(11.3337857819 941),(4.74042075614 1141),(8.23023835232 1310),(7.50370447282 1493),(7.29935045363 1655),(5.4931146101 1864),(5.4791055899 2037),(8.89550853611 2213),(9.41209169232 2370),(8.64456723804 2558),(8.12763867693 2727),(7.61991171144 2907),(6.76057021151 3128),(5.82018681729 3283),(4.01485775021 3483),
Point0,H2,(1.32093917583 122),,(13.9416163073 407),,,(1.41682992307 1049),(2.78884609326 1180),,,,(1.68975270251 1942),,,,,(6.80772885196 2744),,(2.93887104198 3161),,
Point0,H3,(1.45544169045 130),,(14.2517207599 416),,,(1.46501034459 1057),(2.84817052995 1190),,,,(1.74513471242 1950),,,,,(7.13704177157 2755),,(3.21335412119 3173),,
Point0,H4,(-0.00145905699234 148),,,,,(-0.00186260048389 1085),,,(2.9174604543 1564),,(-8.881784197e-16 1974),,,(1.89645904407 2484),(3.02929032354 2632),(1.63775833455 2812),(-2.6645352591e-15 3054),(0.724288149479 3203),,
Point0,H5,(1.27413849738 166),,,,,(4.20721463756 1119),,,(2.91955610858 1567),,(4.92251491286 2013),,,(1.97558101445 2492),(3.24656740294 2642),(1.65455420187 2817),(6.40209521663 3089),(1.67821662836 3218),,
Point0,H6,(-0.00145905699234 148),(-1.95399252334e-14 360),(-2.04281036531e-14 542),(-0.00235873767158 720),(-1.24344978758e-14 901),(-0.00186260048389 1085),(-0.00321619666627 1258),(-3.5527136788e-15 1439),(-7.54951656745e-15 1616),(-0.0029292356777 1797),(-8.881784197e-16 1974),(-0.00496674141143 2147),(8.881784197e-16 2333),(-0.00181984626919 2513),(-8.881784197e-16 2689),(-2.6645352591e-15 2875),(-2.6645352591e-15 3054),(-2.6645352591e-15 3235),(-3.10862446895e-15 3411),
Point1,H1,(5.79197977105 34),(7.24292171186 131),(9.41804406961 251),(7.80851834309 428),(7.58613623421 497),(9.27867213966 676),(9.31665747085 790),(9.36429205077 845),(14.6909228186 1039),(11.4120699888 1151),(11.0524054795 1214),(10.4081949456 1370),(9.92946210701 1574),(11.25816725 1741),(12.9889097065 1925),(10.9187732799 2087),(8.92940487979 2266),(8.02476509064 2470),(9.20284634265 2649),(10.3625726356 2823),(8.76394497637 2944),(8.85891322315 3010),(8.94777104714 3188),(9.7314806567 3366),(8.96234640322 3526),
Point1,H2,(4.48215250786 70),,(7.12099475743 296),,(-0.00058668813563 547),,,,,(11.0147860589 1167),,(9.73465232216 1385),,,,(8.881784197e-16 2145),,,,
Point1,H3,(5.5039782372 90),,(7.18013237301 306),,(7.19051606811 608),,,,,(11.034495592 1174),,(10.2390016494 1397),,,,(7.58723758381 2193),,,,
Point1,H4,,,(-5.3290705182e-15 353),,(7.1473676736 614),,,(-7.9936057773e-15 899),(-5.3290705182e-15 1076),,(-0.00696153204962 1255),(-7.87380928253e-05 1442),,(0.0 1793),,(7.34745072368 2202),,(-0.00372293161932 2515),,
Point1,H5,,,(7.15354865429 397),,(8.16021679031 636),,,(14.5916436425 1024),(9.439632472 1121),,(5.83769804387 1296),(8.94569221661 1547),,(12.5865972525 1899),,(8.71053160356 2226),,(8.69860576313 2613),,
Point1,H6,(-0.00356366250438 175),(-5.3290705182e-15 353),(-0.00058668813563 547),(-0.00127949892891 726),(-7.9936057773e-15 899),(-5.3290705182e-15 1076),(-0.00696153204962 1255),(-7.87380928253e-05 1442),(-8.881784197e-15 1620),(0.0 1793),(7.1054273576e-15 1971),(8.881784197e-16 2145),(-7.1054273576e-15 2340),(-0.00372293161932 2515),(-0.00195217890037 2689),(-4.4408920985e-15 2866),(-3.5527136788e-15 3044),(-0.000434103607373 3229),(-2.6645352591e-15 3414),
Point2,H1,(10.7636429767 131),(11.569894226 250),(12.0168128378 498),(13.6084987104 676),(12.7333005081 851),(16.7793501804 1037),(12.8576369873 1214),(11.4003631966 1396),(12.1745495207 1572),(12.0600341597 1739),(12.5377162862 1924),(12.1494248839 2093),(11.4357275555 2290),(10.5643152822 2468),(10.7597882106 2645),(11.1431782222 2819),(9.83863690949 3009),(10.2995631847 3188),(11.0749655311 3364),(9.68631941936 3526),
Point2,H2,,,,,,,(-7.9936057773e-15 1267),,,,,(-9.7699626167e-15 2143),,,,(-2.6645352591e-15 2864),(-0.00107251484775 3044),,,
Point2,H3,,,,,,,(5.93750149316 1295),,,,,(7.52974798003 2192),,,,(5.60321461519 2911),(7.87586092402 3133),,,
Point2,H4,,,,(-0.00130502292225 724),,(7.1054273576e-15 1073),(5.77482754224 1302),,,(5.3290705182e-15 1791),,(7.46225465418 2197),,(-1.7763568394e-15 2512),(-2.6645352591e-15 2688),(5.5636101631 2916),(7.86235934813 3138),,,
Point2,H5,,,,(11.5284005837 794),,(12.6413519966 1174),(10.9892905259 1367),,,(11.5416018148 1894),,(11.1908753469 2265),,(9.91849653236 2618),(9.91882338874 2784),(8.52590522269 2941),(9.46804915242 3164),,,
Point2,H6,(-2.6645352591e-15 176),(0.0 351),(7.9936057773e-15 547),(-0.00130502292225 724),(1.24344978758e-14 899),(7.1054273576e-15 1073),(-7.9936057773e-15 1267),(5.3290705182e-15 1442),(3.5527136788e-15 1619),(5.3290705182e-15 1791),(-7.9936057773e-15 1971),(-9.7699626167e-15 2143),(8.881784197e-16 2338),(-1.7763568394e-15 2512),(-2.6645352591e-15 2688),(-2.6645352591e-15 2864),(-0.00107251484775 3044),(-0.00361258883721 3230),(-1.33226762955e-14 3408),
Point3,H1,(10.6552062471 133),(10.4051658839 258),(11.8745741379 501),(13.3294761268 678),(12.611949331 850),(14.529160524 1016),(12.2365381176 1197),(11.2818287996 1399),(12.0271588274 1575),(11.3042418472 1741),(12.2325149082 1925),(11.2426498756 2103),(10.7407575632 2267),(10.9921657158 2470),(11.5990036671 2648),(11.533599467 2824),(9.9558935357 3009),(10.5862928964 3189),(11.6722900303 3365),
Point3,H2,,,,,,,,,,,,(4.4408920985e-15 2149),,(6.2172489379e-15 2513),,,(0.319271590245 3042),,,
Point3,H3,,,,,,,,,,,,(0.114513439567 2157),,(9.03765190678 2591),,,(0.571276707321 3050),,,
Point3,H4,,,(1.7763568394e-15 549),(0.0 726),(-4.4408920985e-15 899),(14.1995756534 1031),(-0.00856469843164 1269),,,,,(0.110792003873 2160),,(8.95978209135 2598),,,(8.881784197e-16 3062),,,
Point3,H5,,,(12.1205317123 655),(11.3531970683 797),(10.9134383847 975),(14.4728555757 1040),(10.9437029144 1371),,,,,(6.21857092284 2194),,(10.529869172 2620),,,(5.17824751066 3089),,,
Point3,H6,(-0.000811420963723 1),(-2.6645352591e-15 177),(-0.00411739901272 355),(1.7763568394e-15 549),(0.0 726),(-4.4408920985e-15 899),(-3.5527136788e-15 1075),(-0.00856469843164 1269),(7.1054273576e-15 1443),(4.4408920985e-15 1620),(1.86517468137e-14 1794),(-8.16211526757e-05 1970),(4.4408920985e-15 2149),(6.2172489379e-15 2339),(6.2172489379e-15 2513),(1.42108547152e-14 2691),(5.3290705182e-15 2868),(8.881784197e-16 3062),(-0.00505409167318 3231),(-2.6645352591e-15 3411),
Point4,H1,(11.7568727131 131),(11.0486031573 300),(12.6595096461 498),(13.7718598392 677),(13.4106211858 853),(14.3803963464 1039),(11.3954186264 1211),(11.2227607067 1395),(12.5449053787 1573),(11.0653909708 1745),(11.2389169217 1925),(11.422653901 2099),(10.9325523338 2288),(11.1509774202 2469),(11.8547576552 2646),(11.9382815456 2822),(10.2163356134 3008),(11.3859935693 3186),(12.48351495 3365),
Point4,H2,,,,,(-0.00209095265217 897),,(-0.00384503453895 1253),,,,,(7.1054273576e-15 2144),(0.10020862786 2323),(3.5527136788e-15 2513),,,(0.168698796731 3042),,,
Point4,H3,,,,,(10.4954277166 974),,(0.00556294230333 1256),,,,,(5.65619451233 2190),(0.21307203778 2329),(8.67842392799 2588),,,(0.308467595653 3049),,,
Point4,H4,(3.5527136788e-15 176),(-8.881784197e-16 350),(8.881784197e-16 548),(-4.4408920985e-15 724),(10.4818244444 978),(3.5527136788e-15 1073),(-0.126134338766 1265),,(-1.15463194561e-14 1618),(-7.9936057773e-15 1792),,(5.52796111797 2197),(7.1054273576e-15 2339),(8.63382304354 2595),,(1.7763568394e-15 2865),(7.9936057773e-15 3059),,,
Point4,H5,(10.8413480658 254),(7.61911830064 399),(11.7946071337 654),(10.4530839313 797),(14.3505430988 1017),(11.3402527422 1200),(9.97711768727 1373),,(10.9036503501 1723),(9.64099452421 1896),,(10.9056284326 2267),(9.48554449328 2440),(10.4161170866 2620),,(9.75679321925 2989),(4.85418960238 3089),,,
Point4,H6,(3.5527136788e-15 176),(-8.881784197e-16 350),(8.881784197e-16 548),(-4.4408920985e-15 724),(-0.00209095265217 897),(3.5527136788e-15 1073),(-0.126134338766 1265),(-0.00691271802371 1441),(-1.15463194561e-14 1618),(-7.9936057773e-15 1792),(-8.881784197e-16 1970),(7.1054273576e-15 2144),(7.1054273576e-15 2339),(3.5527136788e-15 2513),(-4.42513539962e-05 2687),(1.7763568394e-15 2865),(7.9936057773e-15 3059),(-0.00727494339144 3229),(-2.6645352591e-15 3409),
