Cycle,0.663409090909
Average Width,0
Width,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point0,H1,(4.04794914465 86),(6.81181057988 234),(6.61481737218 362),(6.77293271835 461),(8.16014689425 601),(7.19312385602 753),(6.48279059129 885),(7.20922165971 1024),(7.15836674989 1169),(7.08484574627 1284),(7.2069366377 1418),(9.68431051395 1599),(7.04795183069 1720),(7.43221556119 1876),(8.59230731204 2016),(7.83912899101 2149),(5.90976460362 2292),(6.80556140716 2439),(6.08074415865 2577),(5.9318621229 2722),(9.55817407402 2867),(6.50100853401 2985),(7.05817298726 3153),
Point0,H2,,(0.0 268),,(6.01456776316 478),(7.78036637859 615),,,,,(4.4891653239 1307),(4.46823696214 1441),,,,,(-0.0102956314702 2195),(2.22044604925e-15 2318),,,(1.7763568394e-15 2754),,(5.66522629734 3001),,
Point0,H3,,(3.73832991441 297),,(6.15920321863 488),(7.95446163976 623),,,,,(4.7291248196 1316),(4.99277365832 1457),,,,,(1.26399296789 2218),(2.46554500595 2361),,,(5.09226645922 2795),,(5.95222828886 3011),,
Point0,H4,(-0.0199808208893 134),(3.15043382083 312),(-3.5527136788e-15 398),,(7.1054273576e-15 653),,,,(3.99680288865e-15 1203),(1.7763568394e-15 1345),(-0.00209341723263 1509),,(1.02140518266e-14 1773),(1.1990408666e-14 1914),,(1.18312598122 2226),(2.35259163179 2370),(9.7699626167e-15 2470),(3.5527136788e-15 2613),(5.09102815777 2798),(3.5527136788e-15 2895),(-0.00193921608563 3044),,
Point0,H5,(1.48960795034 157),(4.12554631898 330),(3.62459580787 430),,(6.74367501705 726),,,,(2.1788857701 1227),(4.82567287079 1381),(5.70431437 1561),,(3.16881524102 1799),(1.84557555181 1942),,(5.00901641825 2265),(5.18204370848 2405),(3.18928254502 2504),(2.95463343643 2675),(7.92296275735 2845),(4.84670366729 2933),(4.65190547836 3106),,
Point0,H6,(-1.8445432194 46),(-0.0199808208893 134),(0.0 268),(-3.5527136788e-15 398),(-2.6645352591e-15 534),(7.1054273576e-15 653),(2.6645352591e-15 783),(-0.00184276940313 920),(2.6645352591e-15 1061),(3.99680288865e-15 1203),(1.7763568394e-15 1345),(-0.00209341723263 1509),(6.2172489379e-15 1631),(1.02140518266e-14 1773),(1.1990408666e-14 1914),(1.06581410364e-14 2048),(-0.0102956314702 2195),(2.22044604925e-15 2318),(9.7699626167e-15 2470),(3.5527136788e-15 2613),(1.7763568394e-15 2754),(3.5527136788e-15 2895),(-0.00193921608563 3044),(-2.6645352591e-15 3182),
