Cycle,0.74675
Average Width,0.0
Width,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Point0,H1,(6.26442762786 64),(6.0122602539 223),(6.4026267151 379),(6.06275418396 540),(5.01676271905 701),(6.77977570877 845),(6.17826573784 1008),(5.37059569704 1168),(6.3623031528 1326),(9.64166303757 1487),(8.0362088283 1641),(6.57510152521 1799),(6.53350273385 1950),(6.39808848118 2107),(6.99214680927 2265),(5.9442793695 2412),(5.73584217485 2574),(7.0107744012 2736),(5.64479964953 2885),(7.11777326275 3048),(7.93692575215 3209),
Point0,H2,,(-1.11022302463e-15 260),(0.499668234768 439),,,(8.881784197e-16 915),,,(1.54196296033 1369),,(-0.00152062238589 1704),(2.16097705569 1836),,(-0.0118511137573 2195),,,,,,,,
Point0,H3,,(0.661312172917 281),(0.719732005818 451),,,(1.11496947348 936),,,(1.70555516562 1380),,(0.966211627784 1722),(2.42598120907 1849),,(0.650860481184 2211),,,,,,,,
Point0,H4,(-2.22044604925e-16 148),(0.510677232088 294),(0.0575815412769 469),(1.91239792258 581),,(0.873263091751 948),,(-1.55431223448e-15 1218),,(1.7763568394e-15 1559),(0.857542397773 1730),,(0.335426750989 2031),(3.10862446895e-15 2224),(-0.00605731261965 2351),(-0.129827924047 2506),(1.52771021095 2642),(0.751467861384 2795),(0.541223455449 2951),,,
Point0,H5,(0.889826945488 172),(1.00266736406 315),(0.573047662296 486),(2.40039215593 599),,(1.59788936124 964),,(1.5472289574 1258),,(1.81917584439 1590),(1.56852303911 1746),,(0.376180455178 2039),(6.99186246856 2259),(0.397948808795 2369),(0.693051324993 2530),(1.95896922212 2666),(0.790701848331 2803),(0.832624482568 2966),,,
Point0,H6,(-2.22044604925e-16 148),(-1.11022302463e-15 260),(-2.6645352591e-15 503),(-4.88498130835e-15 659),(-2.22044604925e-15 765),(8.881784197e-16 915),(-3.77475828373e-15 1075),(-2.88657986403e-15 1137),(-1.55431223448e-15 1218),(2.6645352591e-15 1296),(-0.0153031872652 1429),(1.7763568394e-15 1559),(-0.00152062238589 1704),(8.881784197e-16 1764),(2.22044604925e-15 1916),(1.33226762955e-15 2059),(-0.0118511137573 2195),(-0.0323917679646 2382),(-0.129827924047 2506),(4.88498130835e-15 2692),(-0.00354266029165 2843),(-0.0012342215775 2991),(4.4408920985e-16 3113),(-8.881784197e-16 3166),
Point1,H1,(9.132467706 65),(8.25179945772 221),(8.7734096975 381),(8.9670800119 540),(7.54530178651 700),(8.60630668693 846),(8.49976334988 1006),(8.08489422854 1167),(8.66340628535 1325),(11.9596608524 1485),(9.61189151011 1640),(8.74605361062 1797),(9.01204539793 1950),(8.62331028197 2110),(9.54608525476 2257),(8.53719285946 2413),(8.45690134051 2574),(10.0732256052 2735),(8.07414796169 2889),(9.90454157623 3047),(10.132372998 3208),
Point1,H2,,,(0.700783608393 443),,,(4.4408920985e-15 911),(2.6645352591e-15 1076),,,,(0.0 1705),(3.19670581539 1840),,(1.09839427525 2168),(0.496397741737 2329),,,(1.02082898212 2792),,(0.699206592078 3114),,
Point1,H3,,,(0.7734983866 451),,,(0.511778477814 935),(0.979509163722 1098),,,,(0.776466551025 1722),(3.20210727333 1843),,(1.2073729805 2177),(0.628291818855 2340),,,(1.50557078955 2805),,(0.951049777256 3125),,
Point1,H4,(3.5527136788e-15 146),(3.99680288865e-15 290),(0.425223961309 467),(3.47627881933 581),,(0.370533041239 947),(0.833829720582 1108),(1.3538065106 1225),,(-0.003158734611 1560),(0.697686490188 1729),(2.6645352591e-15 1896),(0.451657269555 2030),(0.0552854072894 2197),(-0.00324970217515 2360),(0.379422840905 2497),(2.69255234566 2654),(-0.0040653309698 2827),(0.194331222122 2961),(-0.000573808313999 3143),,
Point1,H5,(0.484128443104 173),(1.13197463136 314),(0.895124851778 483),(3.72873771167 596),,(0.790687727261 963),(1.14094122472 1120),(1.93952035194 1251),,(0.917553113737 1583),(1.68062358792 1746),(0.254994898928 1908),(0.900858619013 2047),(0.922237425631 2212),(0.184806977075 2371),(0.714776407666 2527),(2.87495124699 2668),(0.085402961927 2835),(0.321483458719 2980),(0.425638487992 3156),,
Point1,H6,(3.5527136788e-15 146),(3.99680288865e-15 290),(4.4408920985e-16 502),(-4.4408920985e-16 658),(2.22044604925e-15 815),(4.4408920985e-15 911),(2.6645352591e-15 1076),(-1.33226762955e-15 1136),(-1.33226762955e-15 1294),(-0.00431956220515 1435),(-0.003158734611 1560),(0.0 1705),(2.22044604925e-15 1763),(2.6645352591e-15 1896),(5.77315972805e-15 2064),(9.32587340685e-15 2225),(-0.00324970217515 2360),(-0.00603262430377 2542),(-2.6645352591e-15 2692),(-0.0951276815015 2845),(-0.000766521600833 3000),(-0.000573808313999 3143),
