Cycle,0.967045874384
Average Width,5.09331106734
Width,,3.89604675818,5.238679105,4.58617948288,6.08463201146,4.88526223638,5.19565730636,5.54879569934,5.1972150576,5.75360337978,5.87910188545,5.88917269023,5.49377283253,5.98092998767,5.17146625226,5.33346985646,5.57949332701,5.15618739856,5.55156623525,5.074195837,5.28595075824,4.60073481083,5.4195031853,4.98078723263,4.83110742222,4.96666214529,4.5008577221,4.24677573779,4.73967392638,5.96666918486
Point0,H1,(5.38115986826 40),(8.7205169307 251),(5.96750678176 463),(9.22157176522 648),(7.94197401374 860),(6.80584839627 1072),(6.05515511674 1260),(6.16391724356 1462),(6.08347381421 1675),(5.90557899862 1888),(6.33923461391 2099),(7.68712911142 2283),(5.67334342235 2493),(5.69413364096 2678),(6.42393072657 2893),(6.62756130087 3104),(5.79191979589 3317),(5.70384102338 3515),(6.53746075827 3714),(6.98256090012 3909),(3.66675166505 4102),(5.56873736884 4322),(6.40828439923 4505),(4.85038437 4715),(5.72716305031 4928),(4.0802077669 5100),(7.68733024999 5328),(6.29111638082 5519),(6.00496428329 5731),
Point0,H2,(3.39409278018 87),,(3.75497972042 486),(0.365562236141 763),,,(3.92988672803 1306),,,,,,(4.03070741011 2515),,,,,,(4.55654605109 3737),(4.65245775616 3950),,,,,(3.72958840746 4952),(-0.00679787340918 5156),,,,
Point0,H3,(3.75719502139 104),,(4.19589822894 499),(0.373473183656 767),,,(4.11319613544 1321),,,,,,(4.79908662292 2531),,,,,,(4.808171548 3750),(4.90364063582 3967),,,,,(3.92496948101 4963),(1.38382098166 5196),,,,
Point0,H4,,(2.47689841632 361),,(0.0139864395651 787),,,(0.37254980087 1395),,,,,(2.0639044315 2402),(2.09362180919 2583),,,,,,(1.78290760691 3812),,,(1.63865124271 4390),,,(2.84707743047 4990),(0.223525488719 5222),,(2.50065946667 5592),,
Point0,H5,,(2.47890283871 364),,(0.220098982925 800),,,(0.776443512567 1409),,,,,(2.10035332203 2412),(2.1603407356 2591),,,,,,(2.07369835102 3828),,,(2.00766099958 4404),,,(3.20472982125 5008),(0.98834215942 5244),,(2.92749759508 5611),,
Point0,H6,(-0.0255554962463 1),(-0.0108923945199 204),(-0.00199857837029 414),(-8.881784197e-16 601),(-0.00661301153485 812),(5.3290705182e-15 1024),(8.43769498715e-15 1228),(8.881784197e-15 1425),(2.6645352591e-15 1631),(2.6645352591e-15 1839),(-0.000232032438454 2027),(6.2172489379e-15 2240),(4.88498130835e-15 2447),(1.7763568394e-15 2652),(-2.22044604925e-15 2847),(-3.5527136788e-15 3045),(4.4408920985e-16 3260),(1.7763568394e-15 3455),(-1.7763568394e-15 3655),(-0.00453976816565 3859),(-0.0159485663825 4064),(3.33066907388e-15 4180),(-0.0146217050401 4265),(-0.002100331635 4463),(-2.6645352591e-15 4671),(-0.00272688116808 4867),(-0.0249247524871 5070),(-0.00679787340918 5156),(-0.0364078083693 5267),(-0.00949117039694 5477),(-7.32747196253e-15 5674),
Point1,H1,(10.4795272638 42),(14.9024788067 249),(11.4377893496 460),(15.7443850584 648),(13.7935056745 858),(12.3819859541 1070),(11.9857326737 1259),(12.8997146506 1465),(12.5145164297 1673),(11.0778007979 1886),(12.3398657046 2071),(13.3280671183 2282),(11.4615209479 2490),(12.1346999233 2680),(13.5770773849 2892),(13.1853987663 3099),(11.3873053324 3290),(11.3962514996 3496),(12.0366621037 3711),(13.5464137144 3899),(11.4381116177 4102),(10.7184235753 4298),(13.2451965899 4505),(10.7097596505 4715),(10.2191382843 4904),(11.2093233728 5100),(12.2935775209 5305),(13.2323200823 5515),(10.239825878 5705),
Point1,H2,,,(6.693323194 487),,(7.60158100872 903),,,,,(4.57222240743 1947),,,(7.11845443052 2517),(10.455815178 2696),,,,,(7.46171927386 3735),,(5.50985652142 4154),,(7.54322655325 4550),,,,,,
Point1,H3,,,(7.21532104009 498),,(7.67305655756 911),,,,,(4.57511003167 1950),,,(7.84436794408 2530),(10.5459581582 2702),,,,,(8.19582743853 3747),,(5.52765706458 4158),,(7.83907880293 4560),,,,,,
Point1,H4,(5.79630224906 89),,(1.99105119595 573),(0.874769338293 787),(1.61740862694 994),,(0.818245466569 1393),,,(0.815292446049 2006),,,(2.85060450278 2583),(1.93126988008 2819),,,,,(2.81771161434 3824),(6.99111788868 3943),(3.37325395347 4185),,(1.26754362784 4641),(3.31943663521 4792),(3.36114343685 4995),,,,
