Cycle,0.813374273753
Average Width,6.7613209281
Width,,4.81674854911,22.800487008,7.14817246829,7.196911339,6.11242253512,7.20540133257,8.16945380019,6.78139830715,6.31313851404,7.45192638205,5.98841733431,12.0303137144,5.84597791231,6.43543634941,6.51818071768,7.70159946013,6.21006957399,6.37909253827,7.05455264248,7.19978797308,7.55975949107,6.04297124196,8.20777835261,7.44531722576,6.9080338423,5.89059897856,6.25983743876,7.43495138519,7.15342765449,6.55783396599,6.12302542999,7.36616256629,7.45594620688,6.35181674111,6.65533102944,7.78601729603,6.03989574336,7.12093649286,7.41251116599,6.01311927854,6.0727109112,6.81242573697,6.39574438944,7.75500080198,6.64392259061,6.3327971504,7.91372063019,7.08428643772,6.15148226409,5.97471224156,6.71615075795,8.97964191951,5.67570995687,6.36866929946,8.05199933016,6.29082551888,6.79844652713,7.62584500226,6.16703158005,7.52475083871,5.87190440256,7.94581801062,7.05894089082,7.00331997683,6.20898546518,7.74834264145,6.7300351075,7.28868501958,6.82563771348,6.52585465044,6.10413781146,6.78432888009,6.78943705189,6.52918013954,6.71534803571,6.67953161986,10.8984211533
Point0,H1,(10.4751071966 32),(8.04515111982 216),(8.90511527188 388),(8.38537448044 551),(8.65488358609 721),(9.19507304921 888),(8.36853340128 1061),(8.49873392051 1223),(9.116362616 1387),(9.37820006004 1560),(9.53906787203 1737),(7.63328246546 1910),(8.47933884155 2071),(8.74626189174 2243),(9.00349228752 2412),(8.95000364514 2581),(9.65280029521 2741),(10.7819866686 2902),(10.7038364595 3071),(10.5511354086 3244),(9.06293895016 3412),(10.4851424387 3575),(10.7557447789 3742),(9.80935225657 3910),(8.90590856474 4069),(9.23274763337 4229),(10.441505929 4390),(9.61176717103 4551),(9.32415278415 4725),(8.50466865683 4871),(10.8486176218 5034),(10.3185803899 5199),(10.2629130781 5366),(10.1492612737 5524),(10.1204207459 5682),(9.40671531512 5842),(10.4671485485 6006),(10.184704983 6172),(9.39198378813 6339),(11.1284465799 6501),(9.00075628492 6669),(10.1829493806 6846),(10.0264809746 7022),(9.83154578444 7190),(9.78435599003 7355),(11.0397112987 7527),(9.97222646598 7700),(8.77288365611 7861),(9.6854725185 8022),(10.8056056143 8187),(10.8835167575 8359),(9.68967818041 8519),(9.41019977953 8679),(10.0134587164 8852),(9.90607061488 9027),(10.1229714952 9190),(11.807763079 9353),(10.7693224309 9523),(12.8094330685 9688),(12.5094237697 9850),(15.3231505135 10008),(13.141226874 10174),(13.8200422396 10343),(14.0471683551 10505),(14.9642402124 10671),(13.9960629491 10828),(14.77232163 10994),(14.4999389181 11157),(15.4702011371 11315),(13.6916707152 11476),(14.2578447448 11638),(12.8457919019 11803),(12.4433694594 11966),(13.9089176465 12120),(13.8633528749 12277),(12.7329546002 12424),(12.2278664199 12574),
Point0,H2,(5.61199131215 85),(4.07776651535 261),(3.30770141124 436),,(3.68693657015 781),(6.66542897749 907),,,(4.02961873278 1447),(4.32950773374 1607),(3.20780649244 1786),(1.84776759858 1957),(2.01804641882 2118),(3.25310531177 2296),,(2.23473696727 2628),(5.34712851746 2762),(6.73193234021 2922),,(4.84353777633 3288),(2.70316273871 3460),(3.79467922803 3621),,(2.32858745687 3958),(2.48659284732 4116),(3.73539059979 4275),(4.48336535527 4438),,(3.24949404624 4770),(2.76941321904 4917),(5.17185629102 5081),,(2.58557249599 5413),,,,,,(4.88490444132 6390),(5.13261780884 6551),(4.84867761401 6718),(4.32071149687 6899),(4.36535702513 7064),(3.82635664302 7236),(4.29223963712 7404),,(3.78892150279 7750),(5.15094900513 7882),,(3.52903192306 8246),(3.25733386333 8406),(3.74434640241 8567),(3.77417751154 8728),(4.49284034113 8903),(4.15996340745 9078),(4.15884128281 9237),(5.9163184868 9399),(7.14122628442 9545),(10.1489679114 9706),(6.03236779668 9893),,(5.61557145455 10233),(5.87975312704 10395),(5.72064156741 10550),(6.82422274538 10727),,(5.7062513973 11045),(7.32886933797 11181),(8.5167888117 11342),(2.74833364574 11529),,,(5.06448145166 12020),,(3.73068691557 12325),,
Point0,H3,(6.37704517127 101),(4.99296670483 276),(3.89948988562 454),,(3.6968018622 787),(6.69903067509 912),,,(4.12311056079 1459),(4.71428636249 1620),(3.31059277527 1795),(2.90425794975 1974),(3.1028072584 2135),(3.77711498055 2313),,(3.64175961356 2645),(5.46650677693 2768),(7.00742867658 2931),,(5.19645739083 3302),(3.8124530901 3477),(5.23056006243 3638),,(3.53561931205 3974),(3.37049059789 4132),(4.53828708392 4290),(5.26957031012 4452),,(3.91860992034 4784),(3.87562745921 4934),(5.55604722697 5093),,(3.78257381174 5429),,,,,,(4.91200927517 6397),(5.70714878235 6564),(5.22507699468 6738),(5.04024362141 6916),(4.7543388674 7080),(4.2955932172 7250),(4.29917244569 7408),,(4.15054822283 7764),(5.3031351509 7889),,(3.7933796298 8258),(3.99804578993 8420),(4.11242696465 8580),(4.27558691298 8740),(4.99228694259 8918),(4.30840787178 9089),(5.3233007326 9253),(6.63024624272 9413),(7.70798372026 9557),(10.242690514 9712),(7.5917415005 9911),,(5.85909242945 10243),(6.08575724839 10406),(6.44893180558 10566),(6.85574558562 10733),,(6.79910823674 11059),(7.34901950888 11184),(8.52154648591 11344),(3.47294904546 11544),,,(5.60918866106 12034),,(4.63641971414 12339),,
Point0,H4,(2.94965084134 147),(1.48995310301 325),(0.802673497242 501),,(1.55783974453 835),(3.61135738779 938),,,(1.2521616633 1509),(0.480120040674 1684),(0.742364300892 1844),(8.881784197e-16 2017),(0.687210862032 2181),(1.2649749471 2354),(3.37565722423 2468),,(2.46957333548 2789),(4.77484269668 2952),(4.96409499727 3125),,(0.525125507207 3525),(1.16301881195 3682),(4.01213886011 3795),,,(1.2166009706 4320),(1.10892072609 4504),,,(0.933214886224 4978),,(4.00546480054 5255),,,(1.37157418367 5780),,,(1.74327367379 6273),,(1.44160027897 6611),(2.11128223781 6786),(1.77669102442 6961),(1.75206769488 7122),(1.55631336698 7299),(1.26771289883 7476),,(1.34492397201 7799),(3.23666593391 7908),,(1.96855807124 8280),(4.88498130835e-15 8475),,(0.782362220363 8787),(2.01581445023 8963),,(1.54530537644 9299),(1.92872023869 9459),(6.67220805531 9573),(7.01391305162 9738),(0.869205229962 9958),,(1.05143629239 10289),(2.37201594173 10448),(2.25058845343 10608),(2.11142063013 10772),(5.14442876406 10888),,(4.59830926646 11204),(5.97444516245 11365),(0.285944632088 11575),,(5.50198005413 11855),(2.4185345058 12072),,,,
Point0,H5,(3.13696663948 157),(1.60931572878 333),(0.818214510692 507),,(1.58672112845 841),(3.78074286844 949),,,(1.31419545389 1516),(0.946162538949 1696),(1.05122541464 1857),(0.967900501891 2033),(0.778817327752 2190),(1.76779974282 2367),(3.92552831372 2483),,(3.91372066503 2806),(5.4550275804 2969),(5.17695899164 3137),,(0.728946012509 3535),(2.02418126615 3696),(4.64036991216 3811),,,(1.47946656109 4333),(1.13398690204 4509),,,(1.26261454031 4990),,(4.43732890391 5270),,,(1.74075905343 5791),,,(2.10924896871 6285),,(1.56143847278 6620),(2.5792733469 6798),(1.93543328151 6971),(2.04690543614 7134),(1.66108902309 7308),(1.29070470208 7482),,(1.35610294959 7804),(4.85110382714 7925),,(2.33907114228 8293),(0.0400663916639 8483),,(1.5243844981 8800),(2.03550751316 8968),,(1.90227978184 9310),(2.23434153207 9469),(7.49813398336 9587),(7.18971861662 9748),(1.39290073792 9968),,(1.51210922241 10302),(2.68288455533 10460),(3.03253960183 10622),(2.40998895711 10782),(5.23504656857 10898),,(6.64428157693 11221),(7.00373658431 11380),(1.34409035853 11597),,(6.74749439675 11875),(2.43172424045 12076),,,,
Point0,H6,(1.06581410364e-14 184),(4.4408920985e-15 354),(9.7699626167e-15 524),(-8.881784197e-16 689),(6.2172489379e-15 861),(-0.00212955930189 1028),(8.881784197e-15 1196),(0.0 1360),(-1.24344978758e-14 1533),(-1.02140518266e-14 1709),(-6.66133814775e-15 1877),(8.881784197e-16 2017),(-0.0050958968422 2207),(-9.7699626167e-15 2383),(-0.002773073901 2546),(-0.0014949483927 2698),(-1.50990331349e-14 2874),(-1.06581410364e-14 3038),(1.7763568394e-15 3213),(-3.10862446895e-15 3374),(-3.10862446895e-15 3548),(-4.4408920985e-15 3712),(4.4408920985e-15 3879),(-5.3290705182e-15 4037),(-2.22044604925e-15 4193),(2.6645352591e-15 4354),(-2.6645352591e-15 4525),(1.7763568394e-15 4689),(-3.5527136788e-15 4844),(-0.00248093281478 5005),(5.3290705182e-15 5165),(5.3290705182e-15 5336),(1.15463194561e-14 5488),(9.7699626167e-15 5648),(2.6645352591e-15 5808),(5.3290705182e-15 5969),(7.1054273576e-15 6143),(7.9936057773e-15 6305),(1.15463194561e-14 6464),(-1.7763568394e-15 6639),(-1.7763568394e-15 6816),(5.3290705182e-15 6991),(-0.00116002573098 7158),(-1.7763568394e-15 7326),(-4.4408920985e-15 7500),(3.10862446895e-15 7664),(2.22044604925e-15 7830),(3.5527136788e-15 7992),(-1.24344978758e-14 8158),(-1.7763568394e-15 8326),(4.88498130835e-15 8475),(1.64313007645e-14 8651),(1.42108547152e-14 8816),(-0.00238401237987 8992),(8.881784197e-15 9159),(-4.4408920985e-15 9326),(-5.3290705182e-15 9490),(-8.881784197e-16 9661),(3.5527136788e-15 9821),(1.7763568394e-14 9981),(2.57571741713e-14 10145),(6.2172489379e-15 10317),(5.3290705182e-15 10478),(5.3290705182e-15 10640),(9.7699626167e-15 10799),(2.6645352591e-15 10959),(9.7699626167e-15 11123),(-4.4408920985e-15 11279),(-0.00019524455155 11441),(6.66133814775e-15 11612),(-6.2172489379e-15 11776),(7.1054273576e-15 11935),(8.881784197e-16 12094),(-0.00504805949208 12244),(8.881784197e-16 12398),(8.881784197e-15 12544),
Point1,H1,(10.6563165949 30),(8.76446827497 214),(9.65037217994 389),(9.6689985273 551),(10.0817942668 720),(10.5392547965 888),(9.56578957326 1061),(9.94348817157 1223),(10.1921476975 1387),(10.536241344 1560),(11.3917179399 1737),(9.09475190691 1909),(10.1705664699 2072),(10.5763483507 2243),(10.409210748 2413),(10.0625522231 2581),(10.7664862881 2741),(12.279546289 2902),(11.6546869375 3070),(11.4023682144 3244),(10.9657111266 3412),(12.1920073963 3575),(11.7234950804 3742),(11.4964181328 3909),(10.3849160498 4069),(11.3330905245 4229),(12.2644888031 4389),(11.5500847848 4551),(11.202805652 4723),(10.801238739 4871),(12.4626666252 5033),(11.8807371017 5197),(11.7484454094 5366),(11.7803198453 5524),(11.965607155 5680),(11.3616018201 5841),(12.3204638523 6006),(12.0909267395 6171),(10.7000679772 6338),(12.8051651029 6500),(11.8015132867 6668),(11.6909279874 6846),(11.3213806068 7021),(11.3812594178 7189),(10.9238515405 7355),(12.7481409282 7527),(11.3138013249 7700),(10.3437802708 7861),(11.1077860264 8021),(12.101494969 8186),(12.5342797089 8358),(10.8127969892 8518),(11.6396559794 8679),(11.9600793642 8850),(11.5549492577 9026),(11.6199406798 9190),(12.7145266743 9352),(12.4641013666 9523),(14.3292624327 9688),(13.4516560444 9849),(17.1560987247 10008),(15.7300680567 10174),(15.4008723761 10343),(15.2758489248 10505),(16.2667749644 10671),(15.596461428 10829),(16.3481811533 10994),(15.5785563848 11157),(16.2034939943 11315),(15.0231320558 11476),(15.5079899164 11639),(14.527345138 11803),(14.4088209363 11966),(16.1011749508 12120),(15.6249633279 12277),(15.0109675673 12424),(12.4146394443 12573),
Point1,H2,(5.86024953945 86),(6.42620357112 232),(3.76533901748 437),,,(4.04209971025 937),,(4.07650065817 1270),,(5.21209075994 1607),(4.00619576912 1786),(2.31526853897 1956),(3.14971816851 2118),(3.78158637407 2294),(4.4273328866 2469),(4.73793028464 2606),,,(5.405305013 3123),(4.81882959408 3291),(3.12054001935 3460),(4.43023770109 3622),(4.94546479611 3797),(2.67964455968 3957),(3.30214162491 4115),(4.45492207125 4276),(4.56945944466 4438),(4.17937309443 4600),(4.32265842708 4769),(3.28812556882 4916),(5.12078547054 5080),,(3.03271670101 5413),(4.58662302086 5572),(4.94409312236 5733),,(3.84579520575 6054),,(5.3461593122 6389),(5.38898387436 6550),,(4.52268181689 6899),(4.74507737341 7061),(3.6078616444 7238),,(8.30093803054 7549),(3.71265069067 7749),(5.32133646127 7882),,,(3.55450199625 8407),(3.52895666348 8566),(4.31075632279 8728),(5.42126604237 8903),(4.58520575611 9078),(4.11667397099 9237),,(8.10489347529 9550),(6.48009831125 9737),(5.59848558055 9894),(9.65380570913 10057),(6.60080052667 10234),(6.29869109936 10392),(5.80535160685 10549),(7.28611359146 10725),(6.29949357516 10884),,(5.76824927097 11203),(5.91854276726 11365),(3.09837271351 11526),,(6.76639552054 11855),(6.22757259281 12021),(6.3669847741 12166),(4.51199732073 12324),,,
Point1,H3,(6.33121134505 100),(6.73348138619 241),(4.36612326283 455),,,(4.3770074413 949),,(5.04590932864 1286),,(5.84922315735 1622),(4.28246614837 1796),(3.60790094651 1974),(4.23133780735 2134),(4.66331963954 2311),(4.64734485727 2480),(4.74128252122 2609),,,(5.71227678066 3137),(5.1656063577 3308),(4.33946888261 3476),(5.65037271382 3639),(4.95988499574 3805),(4.1180014379 3974),(4.54000091703 4132),(5.1529564882 4290),(5.58151695525 4453),(4.96438419627 4616),(4.85631369589 4783),(4.75516524337 4934),(5.81482442334 5093),,(4.24366138595 5430),(5.17068496136 5586),(5.08846639707 5743),,(5.7798780308 6070),,(5.39650928176 6397),(6.1978759641 6564),,(5.33442837572 6916),(5.61466633985 7079),(4.30461955359 7252),,(8.30109822131 7550),(4.0518715622 7763),(5.62767814257 7891),,,(4.25637908985 8420),(4.40040154106 8582),(4.8274735906 8741),(5.82903475153 8917),(4.78853243074 9090),(5.33425286094 9253),,(8.16220071593 9556),(6.78421337262 9748),(7.04246946839 9912),(9.80525195325 10065),(6.65624220699 10241),(6.92705628116 10405),(6.72724337923 10565),(7.55099951586 10736),(6.59974102621 10896),,(7.32972713134 11219),(7.30694018663 11380),(4.9749749864 11543),,(7.68805630767 11875),(6.49143920127 12032),(7.20531630941 12181),(5.69120689321 12338),,,
Point1,H4,(2.61416414892 148),(3.46314269791 262),(0.917054081834 499),,(4.23616789042 774),,,(1.73206803608 1328),(4.25448377777 1444),(1.69116063013 1685),(1.00704534671 1844),(0.741433425174 2018),(1.00306377901 2180),(1.61729939227 2355),(1.18989767543 2514),(3.40517898913 2628),,,(1.71836328208 3189),,(0.501045282551 3525),(1.38167091997 3682),,,,(1.56186303223 4324),(1.30960105122 4504),(1.57971283492 4659),,(0.646809394207 4980),(1.66269332934 5139),(4.58515583407 5254),,(1.8925151887 5620),(1.70981703294 5779),,(1.62663590652 6115),(2.04039423752 6273),,(1.98759027923 6610),,(1.5727499715 6962),(1.93868537836 7126),(0.991098256996 7298),,(4.77963441298 7576),,(3.86498655633 7909),,(4.68083015652 8250),(-0.00052517194526 8476),(0.625344798562 8631),(1.79074240841 8786),(2.48268921847 8962),,(1.11060192088 9299),,(7.6565931707 9572),(1.20267086815 9799),(1.34016850711 9958),(3.8483091863 10115),(1.17302069573 10290),(1.79420521623 10450),(2.15669613442 10610),(1.9857808635 10771),(2.8221352014 10931),(6.17834293695 11045),,,(0.96802893458 11582),,(3.07367167545 11909),(2.78379057157 12071),,,(5.11634468002 12469),,
Point1,H5,(2.68972846227 155),(4.76445378338 278),(1.1175142821 510),,(4.45755621689 787),,,(2.34996011485 1342),(4.70938726375 1461),(1.77720402086 1693),(1.27742309322 1856),(1.05382847776 2030),(1.17674964304 2190),(1.99959810633 2366),(1.20848261709 2519),(4.06259147609 2643),,,(1.84248978197 3197),,(0.833481497928 3536),(1.58101872289 3693),,,,(1.68987237572 4333),(1.34683109479 4509),(1.78926049419 4669),,(1.23538458066 4992),(2.18982748152 5151),(5.18628708531 5268),,(2.18501905115 5630),(2.09510307884 5790),,(2.26517717497 6127),(2.41024435443 6285),,(2.57365266375 6622),,(2.04966639502 6974),(1.97906389452 7132),(1.80114593675 7312),,(5.26506611508 7590),,(4.74285248201 7926),,(4.68376342265 8254),(0.0166188535828 8482),(0.685446122541 8638),(2.30572215763 8798),(2.5968336156 8970),,(1.64428147136 9311),,(8.09731021141 9587),(1.29591245417 9806),(1.60546228872 9967),(4.47561361576 10126),(1.91360840326 10303),(2.62596414307 10463),(2.83637975536 10622),(2.85806644369 10784),(2.92741517767 10938),(7.32763877828 11060),,,(1.59647342161 11598),,(3.27919055269 11917),(2.80008802932 12076),,,(6.5812686071 12494),,
Point1,H6,(-8.881784197e-16 184),(-0.000867212716671 353),(-1.68753899743e-14 525),(-1.59872115546e-14 688),(-4.4408920985e-15 861),(-4.88498130835e-15 1029),(-0.00149058205033 1196),(-8.881784197e-15 1360),(0.0 1533),(8.881784197e-16 1710),(-1.55431223448e-14 1877),(-1.7763568394e-14 2045),(-1.99840144433e-14 2208),(-1.86517468137e-14 2383),(-0.00367464677096 2549),(-0.00118843660409 2700),(-0.00499154840133 2874),(-2.6645352591e-15 3039),(-7.1054273576e-15 3214),(-0.000871902676296 3375),(-1.33226762955e-14 3548),(-7.1054273576e-15 3710),(-0.00291240255323 3877),(-0.000354834916231 4031),(9.7699626167e-15 4190),(1.24344978758e-14 4354),(8.881784197e-15 4525),(-2.6645352591e-15 4688),(3.5527136788e-15 4844),(-6.2172489379e-15 5006),(2.6645352591e-15 5167),(-8.881784197e-16 5334),(5.3290705182e-15 5489),(-7.1054273576e-15 5648),(-6.2172489379e-15 5808),(-5.3290705182e-15 5970),(-4.4408920985e-15 6143),(7.1054273576e-15 6305),(-2.6645352591e-15 6464),(-5.3290705182e-15 6640),(-1.06581410364e-14 6816),(0.0 6991),(-4.4408920985e-15 7157),(-3.5527136788e-15 7327),(5.3290705182e-15 7501),(1.15463194561e-14 7665),(-0.000294265271759 7827),(-5.3290705182e-15 7988),(8.881784197e-16 8158),(-7.1054273576e-15 8326),(-0.00052517194526 8476),(-3.5527136788e-15 8651),(8.881784197e-16 8816),(1.33226762955e-14 8992),(-0.00269426620904 9161),(8.881784197e-16 9326),(1.59872115546e-14 9489),(1.06581410364e-14 9661),(-1.7763568394e-15 9821),(-8.881784197e-16 9981),(4.4408920985e-15 10145),(1.7763568394e-15 10317),(6.2172489379e-15 10479),(5.3290705182e-15 10639),(6.2172489379e-15 10800),(3.5527136788e-15 10960),(-7.9936057773e-15 11123),(-4.4408920985e-15 11278),(5.3290705182e-15 11441),(-0.00674081990232 11612),(-4.4408920985e-15 11775),(5.3290705182e-15 11936),(1.06581410364e-14 12094),(-0.00603913313575 12244),(-2.6645352591e-15 12397),(-0.0355846493402 12544),(-0.0375817798233 12609),
Point2,H1,(10.5438465367 34),(8.57803733055 216),(9.84029601581 390),(9.22714424958 553),(9.81557365886 722),(9.89815250369 889),(9.13581366685 1063),(9.09999826121 1224),(9.97537463861 1389),(9.9085000686 1562),(11.0188155106 1738),(8.29981822056 1910),(9.55556613601 2073),(9.54145729638 2244),(10.2683233155 2414),(9.439011741 2582),(10.3169849083 2742),(10.8903848332 2904),(11.6992992275 3073),(11.8898372761 3244),(10.5422750571 3413),(11.6937958396 3576),(10.6950234567 3743),(10.4946320029 3910),(9.82423493941 4070),(10.9427766625 4229),(11.7589380789 4390),(11.0775315471 4553),(10.7667948986 4725),(10.1188493361 4872),(11.6336183789 5033),(11.5451696255 5199),(11.0980943345 5366),(11.3988068454 5525),(11.9359880099 5680),(10.8700091982 5843),(11.5616638366 6007),(10.7953577805 6174),(10.6464312837 6338),(12.4292994712 6502),(11.5259524273 6669),(11.1281848922 6846),(11.2704429515 7021),(10.2993422046 7190),(10.2742221286 7358),(11.3039242555 7528),(10.4347038712 7701),(9.67388168034 7862),(10.7108256633 8023),(11.8835478827 8187),(11.8746264876 8359),(10.2897757887 8519),(11.3312084319 8679),(11.7812457785 8851),(10.9797842284 9025),(11.5878639472 9192),(13.1414115838 9354),(11.7921323809 9524),(13.8341714663 9689),(13.2208137299 9850),(16.6249293675 10010),(14.6216143179 10175),(14.762387335 10345),(14.7179888476 10507),(15.8638982375 10671),(14.482260809 10829),(14.5016798036 10995),(14.2927950802 11158),(15.0137538261 11317),(14.4114642512 11478),(15.3205763354 11640),(14.5510537773 11805),(13.4291047787 11968),(14.09515144 12122),(14.3399429263 12278),(13.7799029981 12426),(11.9412261988 12576),
Point2,H2,(6.32506602199 87),,(3.3114847323 437),(3.69167214235 600),(4.11449709233 773),,(3.65224511298 1110),,(4.032511552 1449),(8.23193241908 1579),(3.93824849199 1787),(2.47847766674 1959),(3.25274384938 2120),(3.47768901078 2294),,(3.09314990902 2632),,(4.55770405631 2952),(5.1831028752 3124),,(3.06996346519 3462),,,(2.7742330417 3959),(3.44172237146 4115),(3.97619817485 4277),(4.24896791769 4440),(4.08856405796 4600),(3.92860994698 4772),(3.20764291189 4919),,,(2.90601331649 5414),,(4.5177779174 5735),,(3.77713933811 6055),,(4.52298216244 6395),(5.17582046743 6549),(5.55121019707 6713),(5.34311895183 6900),(4.6398360264 7069),(2.81531001194 7237),(3.54424019236 7415),(4.49544628722 7576),(3.6015376349 7755),(5.4598150327 7884),(3.68695602609 8071),,(3.19841938356 8407),(3.50099449965 8566),,(5.3067439134 8906),(4.41591371125 9077),(4.18236984239 9239),(5.46110603529 9401),(6.92836018326 9571),(6.20760746019 9739),(5.54161629021 9895),(8.56019348137 10060),(5.46916750866 10229),(5.93940937169 10393),(6.03899659143 10553),(7.00619569811 10725),,(5.88803144693 11045),(7.50185572924 11181),(5.66525945595 11366),(3.8891699068 11527),(6.40816209501 11690),,(5.63074019103 12024),(6.52932023359 12172),(4.64251756473 12324),,,
