Cycle,0.675766666667
Average Width,3.63737896621
Width,,4.55107565563,4.13258826988,3.62160606342,3.86696091756,3.56789790462,4.16684493796,3.81192063287,4.25534283266,3.69007445484,3.67332130101,3.90448226526,3.69911879571,3.85203467928,3.34132667355,3.6314869205,3.41745934779,3.49616915585,3.40245565921,3.47694120547,3.45108265928,3.05772738337,3.06078007759,4.1319598499,3.57413311676,5.49912684379,3.44388089221
Point0,H1,(15.9651624505 32),(14.5035362117 171),(13.3275040083 317),(14.419036011 467),(14.0624917118 608),(15.064582286 739),(14.8894892026 877),(15.2071051204 1013),(13.1767548867 1157),(13.999358549 1297),(14.6253567464 1428),(13.5876726815 1561),(12.6382296655 1695),(11.1247002819 1837),(13.0866147503 1973),(11.3218313673 2117),(12.8078036357 2247),(13.865318394 2367),(14.3682446029 2483),(13.6376758682 2610),(9.86455524595 2769),(12.4487892956 2946),(16.3631857271 3121),(13.9631084552 3281),(15.363926371 3428),(9.04463802617 3567),(14.7564485656 3694),
Point0,H2,(5.76785582057 55),(5.23162861289 197),(4.86670699331 340),(6.84736569652 492),(4.49008436998 632),,(5.75589193929 902),(5.29057625654 1045),,(3.80738994378 1321),,,(3.50091624376 1719),(4.26249476643 1862),,,,,,(6.37264881836 2632),(2.53452898527 2793),(6.87664013916 2966),(7.95943411506 3142),(3.59791262355 3311),(4.09496890568 3457),,
Point0,H3,(8.250002057 79),(7.76225511702 215),(7.27074945341 356),(6.86999563209 496),(6.43029324189 650),,(8.22593271082 919),(7.35806547059 1065),,(5.98743824451 1345),,,(5.59425167006 1739),(7.20460115715 1884),,,,,,(7.52372059156 2649),(3.74054646346 2825),(8.8367662176 2984),(11.2603678232 3161),(5.62427854028 3330),(8.44171868193 3479),,
Point0,H4,(1.77324112979 114),(1.01270501939 258),(1.80742537673 412),(6.39264341616 511),(2.21209798517 690),(5.87306225813 770),(1.93455463375 963),(2.02687404368 1103),(5.51256811066 1189),(2.23762309004 1378),(5.10697687762 1457),(4.17518779248 1590),(0.208726442758 1777),(2.21842184687 1918),(4.52600177255 2003),(3.42044876845 2146),(4.09290268727 2276),(4.1443306586 2391),(2.36654786129 2515),(1.7224872262 2715),(1.14585131589 2862),(2.31552053063 3048),(3.81592126767 3199),(-0.00460154709803 3373),(1.0746543485 3506),,
Point0,H5,(2.02941974332 123),(1.31350603409 267),(2.11687929542 425),(6.44201340563 517),(2.22720677424 694),(7.02284576233 792),(2.0123942452 969),(2.61032780901 1114),(7.51273470939 1208),(2.2790961035 1383),(7.47550568526 1480),(7.45393194208 1612),(0.45539174349 1788),(2.71921193199 1929),(6.30726161515 2022),(6.74040481986 2172),(6.44136237337 2298),(5.67990342262 2411),(5.21918778926 2540),(2.17544785183 2729),(1.85203296314 2882),(3.65219357703 3067),(3.82281508863 3202),(2.84083691178 3391),(2.34649763229 3522),,
Point0,H6,(-0.00357996901021 139),(-3.5527136788e-15 283),(-7.9936057773e-15 441),(-0.00561023437423 576),(-3.5527136788e-15 713),(-3.5527136788e-15 843),(1.7763568394e-15 985),(7.9936057773e-15 1131),(-0.00084969237266 1269),(-1.7763568394e-15 1401),(1.7763568394e-15 1531),(3.5527136788e-15 1664),(4.4408920985e-15 1801),(-1.7763568394e-15 1947),(-8.881784197e-16 2089),(0.0 2219),(0.0 2335),(0.0 2458),(-6.2172489379e-15 2583),(-5.3290705182e-15 2746),(3.5527136788e-15 2918),(4.4408920985e-15 3095),(2.6645352591e-15 3232),(-0.00460154709803 3373),(2.6645352591e-15 3591),(4.4408920985e-15 3659),
Point1,H1,(14.9677518145 33),(14.589038705 178),(16.6925381413 328),(15.7451014895 469),(16.8259524935 601),(15.364378059 739),(16.3840010462 874),(15.3070463338 1019),(16.4607621085 1158),(17.3164354065 1290),(16.600310979 1422),(17.3070330819 1557),(16.7843202361 1697),(17.8448196069 1835),(17.3872003975 1978),(16.9329396161 2109),(17.9109021004 2229),(20.3922642325 2345),(20.0583300061 2472),(19.2473004082 2631),(21.4609552682 2807),(23.3792951975 2983),(20.0083534051 3143),(19.2868478625 3291),(16.4425695968 3430),(21.2146677472 3555),
Point1,H2,(6.16375617184 59),(5.55395331312 202),,(3.74958581469 493),,(6.07453382082 763),(6.39937200417 905),,(4.85452283211 1182),,,(5.01734680303 1580),(5.17850294547 1723),,,,,(6.08515818774 2373),,,(10.7560148119 2828),,(5.26413412574 3168),(5.41457028511 3320),,
Point1,H3,(9.02868150945 78),(7.97428002819 219),,(7.53028262361 515),,(8.83711532303 782),(8.57855267744 925),,(7.60627089762 1213),,,(8.51894739907 1601),(9.54878531375 1743),,,,,(8.88477184924 2397),,,(12.5553704712 2841),,(9.23163914708 3193),(9.47982029255 3339),,
Point1,H4,(1.53670761413 119),(1.84947485636 277),(6.67612556262 351),(2.73061127241 549),(6.93200016416 640),(2.38545892815 824),(2.54136153112 965),(5.54373191012 1049),(2.66413505102 1240),(6.66817496937 1318),(4.90274680728 1453),(1.27292768229 1639),(2.75565152226 1781),(6.98353689374 1866),(4.99213416539 2009),(4.54931695481 2139),(4.88774051888 2253),(2.33999445902 2428),,,(3.86285345805 2909),,(4.4408920985e-15 3236),(1.78349044228 3369),,
Point1,H5,(1.89399883373 129),(1.94172253599 286),(8.31632564646 376),(3.11743281986 559),(8.05942172029 656),(2.61269069084 832),(3.20719072842 976),(8.5983985124 1071),(2.85529665094 1247),(9.45842450796 1342),(7.93172293976 1474),(1.58710892268 1648),(3.15149783466 1791),(9.67599045808 1886),(9.98134797803 2034),(8.04537793085 2161),(8.64920551596 2278),(2.3583374289 2431),,,(6.02680875903 2930),,(2.37200020186 3252),(2.22681676095 3385),,
