Cycle,0.788321078431
Average Width,4.94347133181
Width,,5.13072663545,4.67595543002,5.01758952132,4.8044465739,4.86202555844,4.96116502166,4.77521322093,4.58442950988,5.0427176049,4.71882704132,5.60027627516,5.06055733477,5.64398154248,5.67201158315,4.53881319274,5.29747194236,6.42306805254
Point0,H1,(10.6819859078 151),(11.5113400178 317),(11.674795084 485),(11.1825670832 692),(12.0663131361 843),(11.8549830611 1006),(13.8868080993 1236),(12.7817993139 1414),(12.564594917 1591),(12.8895186986 1780),(10.8934355512 1925),(14.4875419465 2137),(12.3612614314 2276),(13.0777393195 2471),(4.75655732434 2589),(8.93941060307 2695),(8.54591424911 2835),
Point0,H2,(1.33226762955e-14 187),(-7.1054273576e-15 367),,(2.6645352591e-15 734),(9.86257464924 859),(10.7814342141 1021),,(-8.881784197e-16 1450),,(-1.95399252334e-14 1809),(8.31254748781 1946),,,(11.6768228056 2489),(-4.88498130835e-15 2618),,,
Point0,H3,(8.64253747572 243),(8.28644672311 418),,(6.63319150609 780),(10.9718487051 872),(11.7544800268 1036),,(5.70512741428 1501),,(8.93413197559 1854),(9.45897637175 1959),,,(12.5179750772 2502),(4.24169903531 2644),,,
Point0,H4,(8.34807365757 255),(8.23943409373 424),,(5.41947556824 794),(-9.7699626167e-15 908),(-6.2172489379e-15 1089),(-7.9936057773e-15 1285),(5.43917363648 1512),(-0.012409152806 1632),(7.54011289543 1869),,,,,,,,
Point0,H5,(8.45575980422 267),(8.78094005943 441),,(9.07860487642 814),(6.48211426571 959),(7.32616745764 1139),(9.77650268285 1358),(10.4982695242 1557),(4.37730932943 1670),(8.60750137662 1887),,,,,,,,
Point0,H6,(1.33226762955e-14 187),(-7.1054273576e-15 367),(-1.7763568394e-15 545),(2.6645352591e-15 734),(-9.7699626167e-15 908),(-6.2172489379e-15 1089),(-7.9936057773e-15 1285),(-8.881784197e-16 1450),(-0.012409152806 1632),(-1.02140518266e-14 1695),(-1.95399252334e-14 1809),(-5.3290705182e-15 1990),(-7.1054273576e-15 2174),(-9.7699626167e-15 2351),(-0.0404930659204 2542),(-4.88498130835e-15 2618),(-8.881784197e-15 2718),(-5.3290705182e-15 2907),
Point1,H1,(20.2073308387 151),(22.0481176862 317),(21.6120072124 519),(21.5297381436 694),(21.6331782617 873),(20.7614187925 1037),(25.29763783 1237),(24.6970763928 1413),(21.8792677662 1592),(26.2595456724 1780),(19.5364580787 1926),(27.7765300548 2138),(22.8803937089 2277),(23.6846115788 2502),(13.1180756105 2590),(19.6044976683 2694),(14.5544731265 2837),
Point1,H2,,,,,(-1.24344978758e-14 909),,,(-2.84217094304e-14 1451),,,(15.4652756824 1945),,,,,,
Point1,H3,,,,,(12.6508802112 964),,,(10.287631294 1504),,,(19.0082377131 1960),,,,,,
Point1,H4,,,(-2.13162820728e-14 548),,(12.5785015222 971),,,(10.2278902406 1510),(-1.24344978758e-14 1630),(-0.00376193562177 1811),(-1.06581410364e-14 1991),,,,(7.30104145977 2618),,
Point1,H5,,,(19.4185609052 659),,(20.7311968516 1006),,,(17.7037228054 1559),(11.4337561938 1674),(13.9474890771 1854),(8.51849364166 2033),,,,(13.6126127002 2645),,
Point1,H6,(-8.881784197e-15 187),(-1.42108547152e-14 367),(-2.13162820728e-14 548),(3.5527136788e-15 735),(-1.24344978758e-14 909),(-1.06581410364e-14 1088),(7.1054273576e-15 1284),(-2.84217094304e-14 1451),(-1.24344978758e-14 1630),(-0.00376193562177 1811),(-1.06581410364e-14 1991),(-1.06581410364e-14 2175),(-3.5527136788e-15 2352),(-1.7763568394e-15 2541),(7.1054273576e-15 2719),(5.3290705182e-15 2908),
Point2,H1,(22.7895880382 150),(23.7436865957 316),(23.9046417777 518),(23.6065743611 692),(23.2195657825 872),(22.315183887 1036),(27.047005638 1236),(26.3566201993 1411),(23.6667428303 1590),(29.0795241944 1779),(22.452345573 1959),(31.2665748584 2137),(26.6920999172 2275),(27.4606080742 2502),(15.4611786308 2589),(23.549162534 2692),(17.200740268 2837),(20.1307457835 3004),
Point2,H2,,,,,(-2.13162820728e-14 908),,,,(3.19744231092e-14 1629),(4.26325641456e-14 1809),,,,,,,
Point2,H3,,,,,(14.4734332157 964),,,,(13.4452846438 1673),(16.2299011548 1854),,,,,,,
Point2,H4,,,,,(14.3820576574 971),,,(5.3290705182e-15 1450),(8.58120555327 1693),(14.2971187422 1867),(-0.00182135269902 1988),,,,(9.7257240387 2618),,
Point2,H5,,,,,(21.9370233485 1005),,,(12.1221602553 1503),(19.617892532 1730),(21.9356026717 1926),(10.4917613864 2031),,,,(15.9026897964 2646),,
Point2,H6,(2.30926389122e-14 186),(1.7763568394e-15 366),(-1.7763568394e-15 547),(-2.30926389122e-14 733),(-2.13162820728e-14 908),(-1.24344978758e-14 1087),(-1.7763568394e-15 1283),(5.3290705182e-15 1450),(3.19744231092e-14 1629),(4.26325641456e-14 1809),(-0.00182135269902 1988),(1.7763568394e-14 2174),(-0.0145577833306 2351),(1.7763568394e-15 2540),(8.881784197e-15 2718),(3.5527136788e-15 2907),
