Cycle,0.781683333333
Average Width,4.72197337008
Width,,4.42231328607,4.62430374073,4.73607088438,4.2138789393,4.39412823692,4.46865477988,4.53457539027,4.92356617994,5.18315222122,4.87496242357,4.91135307838,4.6133119329,4.53614891595,4.78427668025,4.48626632961,4.4784922027,4.56316893149,4.76915031329,5.04596025199,4.5856574801,4.63261519567,5.18792576083,4.91639479266,5.39006118856,5.24842848079,5.01520128867
Point0,H1,(12.6453664665 40),(14.4672381529 200),(15.0718344598 359),(12.8409491621 516),(15.7515810227 679),(15.4804002079 842),(14.5017284019 1015),(11.7883758948 1176),(12.0847973009 1331),(14.8407308728 1478),(15.5170457641 1623),(13.7806756832 1767),(15.717336754 1929),(13.7602233386 2103),(15.4992593446 2280),(16.8455943556 2452),(17.1766790401 2631),(17.9845517736 2820),(19.7831792 2997),(16.9708470295 3170),(15.0826502287 3337),(16.9281708965 3509),(16.189525598 3672),(15.9226723092 3845),(15.4889778972 4014),(16.4967435272 4179),
Point0,H2,,,(6.35492545719 402),,(9.18161910707 727),,(5.81761992558 1063),,,(8.19034342461 1520),,,,,,,,(9.41063056795 2874),(10.0744815365 3044),,(8.1258807667 3383),,(14.3587279005 3687),,,
Point0,H3,,,(7.41137599619 419),,(9.26509984317 734),,(6.06189038301 1074),,,(8.56898764734 1532),,,,,,,,(9.72333210988 2886),(10.6197341006 3056),,(8.2748173293 3390),,(14.4907493786 3693),,,
Point0,H4,(4.25871515679 86),,(2.16381099732 455),(5.9241703797 551),(2.16947892071 787),(8.99293999404 883),(-1.7763568394e-15 1121),(3.92896974981 1248),(3.61701557288 1377),(5.8760900715 1555),,(7.65574999725 1817),(2.97982407828 2035),(3.13159150699 2209),(3.33624723161 2387),,(3.10785559096 2746),(0.923736838875 2925),(3.28229025017 3107),(1.50258756721 3281),(0.25200596614 3441),(8.66061763759 3557),(9.76625393751 3722),(2.65972765513 3954),,
Point0,H5,(5.13693097769 108),,(2.20259586767 460),(7.10745272415 573),(2.47316689692 796),(9.88767503737 898),(1.04931725185 1136),(4.20365097839 1260),(5.18044941502 1392),(6.04378182193 1562),,(7.66668216351 1821),(3.11665232527 2043),(3.47360885819 2219),(3.39834869139 2393),,(3.18913440709 2753),(1.7093246475 2939),(3.31281925875 3112),(1.98986972414 3293),(1.68267882814 3457),(8.75964520324 3564),(9.7906187331 3726),(2.81579522018 3962),,
Point0,H6,(1.59872115546e-14 161),(7.1054273576e-15 322),(-0.000662166287655 480),(-3.5527136788e-15 639),(-6.2172489379e-15 813),(-0.0109962119245 986),(-1.7763568394e-15 1121),(2.6645352591e-15 1291),(-0.00216378012937 1419),(1.06581410364e-14 1586),(1.7763568394e-15 1737),(-1.7763568394e-15 1897),(6.2172489379e-15 2063),(-0.00449286230442 2238),(5.3290705182e-15 2414),(1.15463194561e-14 2599),(9.7699626167e-15 2781),(8.881784197e-15 2961),(1.7763568394e-15 3134),(-6.2172489379e-15 3308),(-1.50990331349e-14 3474),(-1.59872115546e-14 3643),(-5.3290705182e-15 3808),(4.4408920985e-15 3981),(1.06581410364e-14 4141),
Point1,H1,(18.644060727 40),(20.3315951399 200),(19.801017838 361),(18.2515262187 518),(21.2257151183 680),(20.6472223974 844),(19.5239775554 1017),(16.473273055 1177),(16.3384741956 1333),(19.1295297359 1480),(19.9124202706 1625),(19.1329186628 1769),(21.7786448113 1930),(19.4364010767 2106),(21.6530104101 2281),(22.1501479206 2455),(23.3493105841 2633),(23.6674110457 2823),(24.9503935994 3000),(22.7790377429 3173),(21.7535100966 3339),(21.9752274428 3511),(22.8017410097 3674),(19.9838605632 3847),(20.5991710937 4015),(20.4763484273 4181),
Point1,H2,,,,,(11.0774772784 727),,(8.57605667044 1065),,(5.48710454345 1378),(8.55078320119 1525),,,,,,,,(11.0092752621 2872),(11.5900961165 3047),,,(10.0795602499 3559),(19.9322533622 3690),(10.2935081925 3896),,
Point1,H3,,,,,(11.4199970038 737),,(9.21871928017 1078),,(7.56418094699 1393),(8.73289407817 1534),,,,,,,,(11.325517785 2883),(11.887242445 3056),,,(10.2611316502 3567),(19.994557295 3694),(10.7088584338 3905),,
Point1,H4,(7.07896637574 101),,(8.92916618259 406),(8.61965085201 557),(2.34823486272 790),(10.7355745057 887),(1.72712858146 1122),(5.51754433748 1246),(2.6645352591e-15 1419),(5.61044385631 1556),,(10.0732706524 1816),(3.77598926667 2037),(4.14552358221 2211),,,,(2.53459054352 2928),(4.27560949654 3106),(2.8106663473 3283),(10.6005886052 3385),(2.57768563652 3621),,(3.11624497114 3957),,
