Cycle,0.772073578595
Average Width,0.0
Width,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Point0,H1,(5.29331670524 29),(8.93513444455 147),(7.69859128507 309),(10.3642021091 483),(9.92834756609 643),(8.40286163042 808),(10.425167254 980),(10.3267528202 1154),(10.5585159684 1329),(8.84907917663 1479),(10.4863585049 1669),(8.55803699155 1841),(8.2423935853 2001),(8.60035151836 2162),(9.27173928893 2326),(10.0613064125 2432),(9.97684558758 2610),(6.88326681577 2748),(7.51663605665 2807),(6.74306076632 2969),(7.6428789294 3075),(9.41979933706 3139),(9.45800783193 3304),(10.6067415873 3456),(9.31793994406 3636),(10.2335857159 3794),(9.42688584466 3955),
Point0,H2,,,(-8.881784197e-15 336),,(-8.881784197e-16 667),(-8.881784197e-16 839),,,(1.7763568394e-15 1356),,,,,,,,(8.17239816189 2631),,,,,(3.5527136788e-15 3164),,(1.24344978758e-14 3496),,
Point0,H3,,,(5.14469611845 367),,(5.86681607562 691),(6.90875599201 863),,,(7.00966088638 1383),,,,,,,,(8.97176530032 2643),,,,,(5.9728178994 3189),,(6.59962092156 3518),,
Point0,H4,(2.5586461242 52),,(4.33893170562 384),,(3.81342756367 718),(5.08621417401 881),,,(5.4744759432 1403),,,,,,(7.1054273576e-15 2351),,(0.0 2668),,,(0.0 2999),,(4.12242214197 3213),(8.881784197e-15 3334),(3.19090879545 3545),,
Point0,H5,(5.22265095882 92),,(9.66596818968 453),,(7.15930176195 771),(9.30802287093 940),,,(8.23063829809 1430),,,,,,(6.47489472192 2382),,(6.33984421641 2701),,,(5.7188901341 3022),,(8.52666280652 3271),(6.77477505776 3360),(7.41850806338 3606),,
Point0,H6,(-0.0244968217711 1),(-7.9936057773e-15 171),(-8.881784197e-15 336),(5.3290705182e-15 507),(-8.881784197e-16 667),(-8.881784197e-16 839),(-9.7699626167e-15 1015),(-8.881784197e-15 1179),(1.7763568394e-15 1356),(-7.1054273576e-15 1529),(0.0 1696),(-2.6645352591e-15 1865),(0.0 2026),(5.3290705182e-15 2186),(7.1054273576e-15 2351),(0.0 2506),(0.0 2668),(2.6645352591e-15 2837),(0.0 2999),(3.5527136788e-15 3164),(8.881784197e-15 3334),(1.24344978758e-14 3496),(8.881784197e-15 3662),(7.9936057773e-15 3821),(4.4408920985e-15 3979),
Point1,H1,(16.4387471 25),(15.9547746903 191),(16.6545452519 362),(15.2367504476 522),(15.3937342473 694),(14.3503246252 869),(16.8689181166 1033),(16.5491931074 1210),(15.1016787067 1384),(15.3110146277 1550),(14.6231600115 1720),(14.5165617356 1881),(11.7779945313 2041),(13.5092998673 2207),(13.7772563863 2360),(11.3456313884 2523),(10.1514346988 2693),(10.9066367004 2854),(11.8216892125 3018),(10.0980770947 3189),(10.3344481511 3351),(11.652819233 3517),(12.0839193224 3675),(11.2967650742 3834),
Point1,H2,,(8.71747808981 219),(7.10890369857 388),,,(5.68316714957 893),(8.08839797574 1057),,(5.85151018277 1407),,(6.1305414153 1744),(5.05716123653 1906),,(6.62528417421 2234),(5.36607911181 2383),(5.45716511738 2554),(5.02274942089 2716),,,(2.91684528308 3217),,(6.96706709876 3547),,
Point1,H3,,(11.1927366593 239),(8.71986748511 410),,,(8.81709574151 914),(9.31868968748 1083),,(9.74718657525 1431),,(9.43209865895 1769),(7.60180488572 1929),,(8.64699885934 2252),(8.28170683297 2407),(6.90798478434 2578),(7.2418929747 2737),,,(5.39829774559 3238),,(7.37742079519 3560),,
Point1,H4,,(2.87300111659 308),(3.12773373557 468),,,(3.41284646252 956),(4.61076371474 1132),(7.23698352217 1235),(3.3791552278 1494),(7.13628928577 1579),(3.9116248305 1804),(1.44859085 1969),,(3.41787019704 2286),(1.81311616352 2467),(2.25679059547 2630),(2.11133270777 2791),,,(0.2902213387 3286),,(3.78857780611 3596),,
Point1,H5,,(3.54153239657 321),(3.49134426005 479),,,(3.60461689945 968),(4.65099300162 1138),(8.75976065228 1258),(3.57683274867 1503),(9.44116143075 1599),(4.22181050252 1816),(1.51298853515 1977),,(3.82230462731 2297),(2.1893621514 2480),(2.55653562215 2640),(2.20053695981 2799),,,(0.697282994718 3300),,(4.08882234425 3608),,
Point1,H6,(-4.4408920985e-15 163),(-9.7699626167e-15 337),(-0.000161911715257 498),(-2.22044604925e-14 662),(-3.5527136788e-15 837),(2.6645352591e-15 1007),(-0.00206130456291 1184),(4.4408920985e-15 1356),(1.7763568394e-15 1522),(-4.4408920985e-15 1693),(-0.0112780661647 1857),(-5.3290705182e-15 2014),(4.4408920985e-15 2179),(2.6645352591e-15 2336),(-8.881784197e-16 2497),(0.0 2661),(-6.2172489379e-15 2821),(-5.3290705182e-15 2994),(-4.4408920985e-15 3157),(-0.00537871251815 3316),(2.6645352591e-15 3491),(-5.3290705182e-15 3649),(-5.3290705182e-15 3809),
Point2,H1,(34.5816920072 25),(32.932708102 191),(34.1756308895 362),(32.3746565445 522),(32.3731281256 694),(33.6094776115 869),(34.8213076799 1033),(34.4622259319 1209),(33.5631316572 1384),(33.694164618 1549),(34.0517634553 1720),(32.257884923 1881),(31.5220997759 2040),(32.5454460795 2205),(31.7837295778 2360),(32.559432548 2523),(29.715641286 2692),(30.9287752589 2853),(34.9099653349 3018),(29.0963826038 3188),(30.3796325764 3350),(34.1349546293 3515),(31.7923179839 3674),(33.4565673824 3834),
